time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/n_updates,train/actor_loss,train/critic_loss
15660,26.69,9,24.97272,680,1671,0.00042813323987193956,0.8865930438041687,-0.6043082475662231,282,-6.843081474304199,0.5842077732086182
16020,27.87,9,26.742626,690,1637,0.00042813323987193956,0.8798081874847412,-0.6458238959312439,300,-6.8196210861206055,0.8191403150558472
16240,28.57,10,27.911789,700,1616,0.00042813323987193956,0.8756814002990723,-0.661214292049408,311,-6.943850517272949,1.2682685852050781
16460,27.37,10,27.528889,710,1603,0.00042813323987193956,0.8715811371803284,-0.6896069049835205,322,-7.031728744506836,0.4750915765762329
16720,27.46,10,28.53893,720,1586,0.00042813323987193956,0.8667587637901306,-0.7105281352996826,335,-7.189984321594238,0.510980486869812
17220,27.36,11,28.217888,730,1552,0.00042813323987193956,0.8575696349143982,-0.7755044102668762,360,-7.347708702087402,0.5226300358772278
17460,28.11,11,29.76893,740,1533,0.00042813323987193956,0.8531873226165771,-0.7976272106170654,372,-7.578863620758057,0.545387864112854
17860,29.93,11,32.39479,750,1514,0.00042813323987193956,0.8459336757659912,-0.8395620584487915,392,-7.668365478515625,0.4553111493587494
18180,31.26,12,34.019608,760,1499,0.00042813323987193956,0.8401891589164734,-0.8754785060882568,408,-7.891397476196289,0.6134817600250244
18520,30.97,12,34.213345,770,1485,0.00042813323987193956,0.834119975566864,-0.9126969575881958,425,-7.906008243560791,0.891581654548645
18880,31.37,12,33.64726,780,1468,0.00042813323987193956,0.8277499675750732,-0.9430924654006958,443,-8.049766540527344,1.188436508178711
19280,31.55,13,34.008648,790,1446,0.00042813323987193956,0.8207308053970337,-0.9772908091545105,463,-8.31420612335205,0.7433213591575623
19760,32.83,13,35.987907,800,1430,0.00042813323987193956,0.8123970627784729,-1.0297200679779053,487,-8.55514144897461,0.78419029712677
20120,34.43,14,37.98816,810,1416,0.00042813323987193956,0.8062124848365784,-1.0767148733139038,505,-8.63343334197998,0.6794753074645996
20400,36.43,14,41.060585,820,1403,0.00042813323987193956,0.8014413118362427,-1.1002562046051025,519,-8.601956367492676,1.6398932933807373
20780,37.44,14,42.813374,830,1390,0.00042813323987193956,0.7950092554092407,-1.1339281797409058,538,-8.93642520904541,0.7896574139595032
21300,38.54,15,43.904613,840,1371,0.00042813323987193956,0.7862979173660278,-1.1731548309326172,564,-9.200848579406738,1.0650651454925537
21820,39.2,16,45.14631,850,1352,0.00042813323987193956,0.777712345123291,-1.244997501373291,590,-9.33282470703125,1.122068166732788
22320,39.38,16,46.33618,860,1341,0.00042813323987193956,0.7695174217224121,-1.2732915878295898,615,-9.336980819702148,1.0490577220916748
22820,41.46,17,48.733665,870,1327,0.00042813323987193956,0.7614328265190125,-1.3258321285247803,640,-9.925046920776367,0.7169164419174194
23400,42.81,17,50.480507,880,1314,0.00042813323987193956,0.7521798610687256,-1.3984057903289795,669,-10.028491973876953,0.5697952508926392
23860,45.19,18,54.677322,890,1304,0.00042813323987193956,0.7449241280555725,-1.4219059944152832,692,-10.590506553649902,1.2644236087799072
24600,46.93,19,58.080658,900,1291,0.00042813323987193956,0.7334674000740051,-1.5294194221496582,729,-10.445764541625977,1.925302505493164
25220,48.65,19,59.94487,910,1281,0.00042813323987193956,0.7239642143249512,-1.5474421977996826,760,-10.924276351928711,1.0144844055175781
25820,50.23,20,62.90805,920,1275,0.00042813323987193956,0.7149664163589478,-1.652571678161621,790,-11.421276092529297,0.9660152196884155
26740,53.02,21,69.36907,930,1257,0.00042813323987193956,0.7013952136039734,-1.717065691947937,836,-11.795422554016113,1.1017251014709473
27340,57.63,21,78.69479,940,1246,0.00042813323987193956,0.692678689956665,-1.7503395080566406,866,-11.786970138549805,1.71739661693573
28080,59.14,22,79.99354,950,1235,0.00042813323987193956,0.6821498274803162,-1.7961491346359253,903,-12.40085220336914,0.6887823343276978
28780,61.65,23,86.82265,960,1222,0.00042813323987193956,0.6723335981369019,-1.901804804801941,938,-13.587302207946777,0.21827903389930725
29280,64.06,24,94.36398,970,1216,0.00042813323987193956,0.6654485464096069,-1.9107879400253296,963,-12.856925964355469,3.1346683502197266
29760,65.99,24,102.83287,980,1211,0.00042813323987193956,0.6588987708091736,-1.8630675077438354,987,-13.141875267028809,2.877436399459839
31060,66.42,26,106.10247,990,1191,0.00042813323987193956,0.6415516138076782,-2.109057903289795,1052,-14.716111183166504,1.659754753112793
31580,68.51,26,112.82674,1000,1184,0.00042813323987193956,0.63478684425354,-2.156904697418213,1078,-14.413165092468262,1.0113271474838257
32500,70.99,27,119.82686,1010,1177,0.00042813323987193956,0.62296062707901,-2.216352939605713,1124,-14.798032760620117,1.177445888519287
33460,73.46,28,126.09372,1020,1169,0.00042813323987193956,0.6108744144439697,-2.21824312210083,1172,-14.873251914978027,4.496360778808594
34300,77.37,29,134.64793,1030,1162,0.00042813323987193956,0.6005726456642151,-2.311859369277954,1214,-15.43973445892334,1.104628562927246
35360,77.54,30,137.89835,1040,1154,0.00042813323987193956,0.5877878665924072,-2.439018726348877,1267,-16.669227600097656,1.2641115188598633
36140,80.14,31,148.79195,1050,1148,0.00042813323987193956,0.5786257386207581,-2.4347310066223145,1306,-16.652664184570312,0.8533178567886353
37520,83.34,32,157.76366,1060,1139,0.00042813323987193956,0.5629149675369263,-2.583416223526001,1375,-17.768779754638672,4.030836582183838
37980,85.12,33,164.05914,1070,1136,0.00042813323987193956,0.557733416557312,-2.619297981262207,1398,-17.81882095336914,2.412674903869629
39000,88.27,34,171.21472,1080,1130,0.00042813323987193956,0.5464741587638855,-2.644784927368164,1449,-19.267148971557617,1.3466607332229614
39760,90.25,35,176.98708,1090,1126,0.00042813323987193956,0.5382692217826843,-2.792520523071289,1487,-19.14509391784668,2.532466173171997
40480,90.21,36,177.14265,1100,1123,0.00042813323987193956,0.5306655764579773,-2.7833333015441895,1523,-19.049467086791992,3.1854000091552734
41500,91.42,37,183.93484,1110,1113,0.00042813323987193956,0.5200872421264648,-2.8230652809143066,1574,-19.776124954223633,0.9890062212944031
42300,91.13,38,187.14584,1120,1107,0.00042813323987193956,0.5119875073432922,-2.662400960922241,1614,-19.67314910888672,2.466503143310547
43220,90.0,39,188.32909,1130,1103,0.00042813323987193956,0.5028289556503296,-2.9765067100524902,1660,-20.89409828186035,1.1588565111160278
44140,90.45,40,191.2867,1140,1099,0.00042813323987193956,0.4939265251159668,-2.9891018867492676,1706,-21.856962203979492,3.754636764526367
45000,90.14,41,192.09892,1150,1096,0.00042813323987193956,0.48572608828544617,-3.1094164848327637,1749,-22.710712432861328,4.437909126281738
46060,89.46,42,191.26678,1160,1091,0.00042813323987193956,0.47586339712142944,-3.2018282413482666,1802,-22.631759643554688,3.115363121032715
46740,89.04,42,190.64626,1170,1089,0.00042813323987193956,0.4696492552757263,-3.215092658996582,1836,-23.512657165527344,3.7064666748046875
47740,88.04,44,189.66548,1180,1084,0.00042813323987193956,0.4607715606689453,-3.3304266929626465,1886,-23.69200325012207,10.020907402038574
48520,88.43,44,191.0924,1190,1079,0.00042813323987193956,0.45385003089904785,-3.0752360820770264,1925,-24.305696487426758,4.077221870422363
49520,89.04,46,194.23889,1200,1074,0.00042813323987193956,0.4453008472919464,-3.2675859928131104,1975,-24.843948364257812,3.598308563232422
