rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef
312.71514953999997,36693,28,690,1300,165.47,0.0018329807108324356,6.165514945983887,-128.65151977539062,2.163149833679199,26692,0.05725130811333656
333.86579044999996,39745,26,700,1512,185.49,0.0018329807108324356,7.449090957641602,-132.62693786621094,-0.8026061058044434,29744,0.046751365065574646
344.59763812,41699,25,710,1616,193.66,0.0018329807108324356,2.8016700744628906,-134.01390075683594,-2.2064008712768555,31698,0.054370246827602386
345.13256742000004,42830,25,720,1653,193.66,0.0018329807108324356,1.7062233686447144,-128.53125,0.19193296134471893,32829,0.04597404599189758
345.85818054,43996,26,730,1690,193.68,0.0018329807108324356,4.084460735321045,-128.29519653320312,0.010478392243385315,33995,0.04956355690956116
345.4347794600001,45137,25,740,1739,192.95,0.0018329807108324356,4.099090099334717,-125.81460571289062,0.29602938890457153,35136,0.05141773074865341
345.18699950999996,46303,25,750,1781,192.3,0.0018329807108324356,4.287330150604248,-126.25547790527344,-0.8943114280700684,36302,0.04210788756608963
343.86066594000005,47477,26,760,1824,190.94,0.0018329807108324356,3.687910795211792,-129.15911865234375,-0.6392756700515747,37476,0.03712910786271095
343.96730284999995,48662,25,770,1876,188.57,0.0018329807108324356,2.6479198932647705,-124.19084930419922,0.2993866205215454,38661,0.03360128775238991
324.99623472999997,49858,25,780,1919,166.73,0.0018329807108324356,2.65994930267334,-130.23960876464844,-1.9507224559783936,39857,0.03421178087592125
