rollout/ep_rew_mean,time/total_timesteps,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,train/learning_rate,train/critic_loss,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef
19.0904307,272,1691,10,0,27.2,,,,,,
22.382598050000002,540,1786,20,0,27.0,,,,,,
20.1648772,717,1961,30,0,23.9,,,,,,
22.14205475,1007,2100,40,0,25.175,,,,,,
20.53926602,1198,2114,50,0,23.96,,,,,,
19.206856500000004,1352,2080,60,0,22.533333333333335,,,,,,
19.575240142857144,1603,2125,70,0,22.9,,,,,,
18.949191975,1800,2156,80,0,22.5,,,,,,
18.332222555555557,1963,2157,90,0,21.81111111111111,,,,,,
18.2593714,2172,2166,100,1,21.72,,,,,,
17.670885539999997,2375,2232,110,1,21.03,,,,,,
16.721162340000003,2572,2224,120,1,20.32,,,,,,
18.37197375,2883,2301,130,1,21.66,,,,,,
18.697401510000002,3167,2292,140,1,21.6,,,,,,
20.008597679999998,3458,2343,150,1,22.6,,,,,,
20.75837587,3697,2394,160,1,23.45,,,,,,
20.897804490000002,4039,2422,170,1,24.36,,,,,,
21.219181059999997,4284,2409,180,1,24.84,,,,,,
21.504677319999995,4510,2434,190,1,25.47,,,,,,
21.46007143,4713,2436,200,1,25.41,,,,,,
21.47859866,4885,2457,210,1,25.1,,,,,,
21.57248258,5113,2453,220,2,25.41,,,,,,
19.770207039999995,5293,2467,230,2,24.1,,,,,,
17.968824019999996,5465,2482,240,2,22.98,,,,,,
16.78329337,5660,2493,250,2,22.02,,,,,,
16.17756321,5857,2501,260,2,21.6,,,,,,
15.493499979999998,6061,2512,270,2,20.22,,,,,,
15.190679930000002,6264,2531,280,2,19.8,,,,,,
14.638870099999998,6424,2514,290,2,19.14,,,,,,
15.005347709999997,6651,2524,300,2,19.38,,,,,,
15.5333712,6892,2512,310,2,20.07,,,,,,
16.296602430000004,7131,2529,320,2,20.18,,,,,,
17.558939999999996,7380,2549,330,2,20.87,,,,,,
17.65640389,7605,2544,340,2,21.4,,,,,,
17.976175140000002,7833,2557,350,3,21.73,,,,,,
18.505123400000002,8060,2560,360,3,22.03,,,,,,
18.817233849999997,8316,2524,370,3,22.55,,,,,,
19.356201060000004,8555,2512,380,3,22.91,,,,,,
19.60322424,8743,2517,390,3,23.19,,,,,,
19.435601339999998,8977,2525,400,3,23.26,,,,,,
18.61266402,9131,2528,410,3,22.39,,,,,,
17.54012859,9335,2530,420,3,22.04,,,,,,
17.27464999,9582,2543,430,3,22.02,,,,,,
17.29890428,9767,2538,440,3,21.62,,,,,,
16.968686499999997,9981,2512,450,3,21.48,,,,,,
18.397578080000002,10294,1096,460,9,22.34,0.0018329807108324356,0.22014564275741577,-5.550121307373047,-2.657068967819214,293,0.5856487154960632
20.770054369999997,10715,639,470,16,23.99,0.0018329807108324356,0.3510843515396118,-7.117121696472168,-5.725398540496826,714,0.27926403284072876
28.891593410000006,11286,421,480,26,27.31,0.0018329807108324356,0.5199962854385376,-10.830495834350586,-5.135738372802734,1285,0.12347220629453659
48.99161338,12268,275,490,44,35.25,0.0018329807108324356,1.4711967706680298,-19.375871658325195,0.05142861604690552,2267,0.056129444390535355
74.08464376,13410,206,500,64,44.33,0.0018329807108324356,2.6443605422973633,-29.039365768432617,0.3586750626564026,3409,0.048889096826314926
100.15336722,14528,171,510,84,53.97,0.0018329807108324356,7.572605133056641,-38.955772399902344,0.7892404198646545,4527,0.05688950791954994
126.75187993,15759,147,520,107,64.24,0.0018329807108324356,3.4589576721191406,-51.874332427978516,-0.6135819554328918,5758,0.055837880820035934
150.88551026,16981,131,530,128,73.99,0.0018329807108324356,3.9465811252593994,-64.45423126220703,1.1663707494735718,6980,0.06338196247816086
172.75510671000004,18168,121,540,149,84.01,0.0018329807108324356,4.654925346374512,-72.56282806396484,-0.9071927070617676,8167,0.06668800860643387
199.96871674000002,19360,112,550,171,93.79,0.0018329807108324356,25.245399475097656,-82.32403564453125,1.336974859237671,9359,0.094037726521492
228.50355616999997,20638,105,560,194,103.44,0.0018329807108324356,6.888994216918945,-92.96212768554688,0.1413908153772354,10637,0.10754881054162979
253.36736059000006,21861,101,570,215,111.46,0.0018329807108324356,7.099617958068848,-102.50556182861328,-1.104830026626587,11860,0.08818280696868896
273.0462383,23070,97,580,236,117.84,0.0018329807108324356,5.043651103973389,-108.16140747070312,0.9080814719200134,13069,0.07474269717931747
283.95883799,24320,94,590,257,120.52,0.0018329807108324356,5.396726608276367,-115.48272705078125,0.06836530566215515,14319,0.07048747688531876
289.79977687,25555,91,600,279,121.45,0.0018329807108324356,10.595465660095215,-118.47151184082031,0.7051509618759155,15554,0.06645132601261139
298.14463795999995,26835,88,610,301,123.07,0.0018329807108324356,7.489380836486816,-129.4693603515625,-1.3042271137237549,16834,0.06648130714893341
307.34292831999994,28167,86,620,324,124.08,0.0018329807108324356,4.451534748077393,-128.78749084472656,0.9556909799575806,18166,0.06810930371284485
321.92710528,29639,84,630,349,126.58,0.0018329807108324356,6.175546646118164,-136.1943359375,0.923832356929779,19638,0.06471197307109833
333.80953426,30998,83,640,372,128.3,0.0018329807108324356,13.048663139343262,-141.42547607421875,0.251718133687973,20997,0.06204855069518089
351.61950974000007,32695,80,650,403,133.35,0.0018329807108324356,91.3411865234375,-138.080810546875,-0.24905726313591003,22694,0.05421403795480728
374.39611010999994,34687,79,660,435,140.49,0.0018329807108324356,7.266595840454102,-145.25860595703125,-0.5230200886726379,24686,0.06991558521986008
