#{"t_start": 1692443808.3148293, "env_id": "CustomHopper-target-v0"}
r,l,t
14.370708,20,1.100481
13.188609,16,1.162173
23.558093,21,1.251701
9.745213,13,1.295547
10.756103,15,1.360229
9.481148,15,1.43641
6.638916,12,1.512368
10.61951,14,1.585708
12.258696,20,1.655749
9.942162,20,1.746447
16.460008,19,1.848869
20.515244,21,1.94518
73.758115,67,2.274429
10.737467,17,2.337753
21.471989,40,2.4843
10.541819,12,2.527215
34.559224,53,2.750748
11.379769,18,2.829776
14.511734,16,2.903264
17.461502,26,3.036072
17.629343,19,3.11822
13.923435,15,3.192291
7.367458,12,3.241061
7.361213,9,3.452614
15.999115,21,3.902728
30.168352,27,4.445723
14.0243,25,4.926331
11.364804,18,5.26061
9.943382,14,5.545542
41.464627,30,6.208915
39.059046,32,7.002059
5.735939,8,7.232549
12.375181,25,7.825323
51.915959,38,8.67544
10.884051,14,9.00996
14.590742,20,9.440797
13.561562,30,10.110515
28.757675,25,10.623319
14.125286,16,10.975468
17.266912,18,11.394341
5.862535,16,11.726275
7.46306,12,11.981049
18.505983,17,12.347623
15.607973,26,12.93769
14.647471,23,13.452032
13.265643,31,14.090395
15.67614,21,14.557795
10.268484,13,14.852689
22.206233,36,15.660588
8.280357,13,15.980114
12.79427,19,16.434323
10.774466,13,16.71391
20.892959,24,17.294741
7.345327,14,17.623868
9.713443,14,17.944469
10.235985,14,18.24517
12.150923,23,18.687365
30.08736,24,19.175906
11.069453,18,19.515831
6.703299,10,19.718558
14.746017,16,20.022276
22.816564,23,20.482419
31.278436,30,21.082854
5.381956,15,21.403687
22.674872,21,21.824792
10.999185,19,22.205642
24.229134,23,22.723811
10.535321,17,23.088299
9.404809,14,23.399435
5.455851,8,23.564274
14.691856,20,23.958725
47.489224,35,24.708372
23.483231,24,25.22443
11.755635,22,25.695326
9.517941,14,25.985545
10.653056,12,26.22494
11.801281,12,26.467021
18.658213,27,27.050181
4.972143,11,27.277467
29.868146,28,27.846792
5.308927,10,28.031964
7.709832,10,28.284227
12.284859,21,28.699335
10.467075,12,28.967872
14.379208,21,29.38451
15.279903,19,29.775049
22.844067,30,30.422043
58.894471,39,31.302381
12.330766,14,31.668877
9.936194,12,31.937413
110.476208,70,33.50809
21.899461,22,33.987679
48.431642,47,35.001875
6.484459,14,35.360431
74.528604,69,36.872175
104.969942,60,38.184477
45.832053,27,38.75429
45.414461,27,39.293002
49.505454,29,39.953995
30.385894,40,40.820295
27.644731,33,41.434937
7.535626,16,41.801844
105.55899,60,43.097232
3.819864,25,43.565017
82.89196,49,44.618852
63.412492,38,45.376248
48.66975,29,45.982201
51.111787,30,46.612985
45.500036,27,47.168758
75.885809,71,48.719085
41.401527,24,49.290184
52.829219,32,49.916231
57.448939,34,50.710056
55.249502,33,51.421847
3.737185,27,52.007354
50.050632,30,52.579936
41.320889,24,53.085505
40.55472,24,53.520254
62.404046,38,54.365333
45.729702,27,54.976891
53.666937,32,55.716637
49.913898,29,56.400019
41.572586,24,56.921762
52.961506,30,57.583589
41.622893,24,58.11988
43.562486,26,58.70063
43.626352,26,59.266343
45.906522,27,59.88338
48.643364,29,60.465121
46.776353,27,61.06969
45.619016,27,61.698905
43.250228,25,62.210159
12.491298,35,62.969513
45.379991,27,63.653628
50.763719,29,64.276779
56.52434,38,65.051101
49.678231,29,65.674801
49.974769,34,66.356228
46.180251,27,66.92168
48.139767,28,67.479084
42.905457,25,67.999591
51.297648,30,68.615273
44.222331,26,69.184447
41.368162,24,69.793343
40.83552,24,70.429911
50.190821,29,71.149011
44.398431,28,71.768315
60.382864,34,72.475962
45.771948,27,73.142786
44.32676,26,73.739889
44.285574,26,74.363232
42.896072,25,74.896547
51.246561,30,75.576473
50.894321,29,76.226795
43.71652,25,76.874384
97.634578,57,78.227767
43.332984,25,78.760264
65.24883,37,79.58257
46.602069,27,80.159535
45.593114,27,80.709457
48.430025,29,81.298379
43.250202,25,81.833055
77.853627,45,82.758312
52.958664,30,83.333144
52.324888,31,83.972017
58.824158,33,84.646613
