#{"t_start": 1692445689.4642076, "env_id": "CustomHopper-target-v0"}
r,l,t
10.885645,16,0.459512
15.560061,18,0.565495
9.870571,14,0.661808
29.801217,25,0.810743
22.941872,28,0.955794
9.797072,22,1.060151
20.762462,22,1.145407
10.394565,21,1.225503
7.788772,26,1.351074
6.250523,9,1.388936
11.204026,15,1.451774
15.067278,28,1.570689
12.867879,21,1.674295
12.234675,16,1.74481
46.723718,34,1.882692
10.658211,13,1.930662
9.109298,12,1.980961
43.773596,32,2.117059
23.343393,47,2.296068
34.263125,32,2.426945
10.225549,13,2.480578
20.834404,25,2.598055
44.78383,43,3.355676
11.389152,33,4.087207
65.144328,61,5.433439
10.418097,24,5.922117
10.749943,17,6.300423
15.379049,17,6.678025
14.777298,28,7.337365
23.179887,31,8.035552
27.788152,30,8.735438
13.082179,17,9.117401
20.418702,22,9.62688
8.538699,15,9.943141
32.62384,54,11.190319
91.330249,66,12.574532
52.967767,72,14.157541
51.513294,30,14.794221
93.209237,60,16.111085
88.457609,99,18.306227
13.031128,35,19.059752
24.257793,52,20.182212
196.646562,114,22.711949
96.930446,54,23.84955
68.155722,40,24.692783
87.940268,53,25.794583
134.122181,68,27.355051
71.005726,40,28.267044
181.529265,84,30.080023
215.498395,98,32.385144
216.732041,97,34.397865
232.196843,101,36.643437
195.939758,89,38.608991
199.956877,95,40.744997
231.702358,101,43.019848
195.650305,90,44.878919
211.507928,91,46.818335
199.28006,89,48.717189
197.649659,88,50.711308
205.41756,91,52.658305
212.376407,92,54.621339
178.452379,84,56.490097
177.186423,85,58.345503
194.80278,88,60.241052
185.567417,86,62.137521
190.192761,85,63.896891
181.290114,85,65.815682
209.940449,92,67.867715
179.635501,85,69.771096
189.829689,87,71.672309
194.319109,87,73.616753
211.005451,93,75.529164
185.770145,86,77.479336
183.973557,89,79.54741
234.875439,101,81.7799
236.8018,99,83.993357
234.863556,98,86.054983
239.234749,103,88.320425
249.190108,108,90.713457
230.174053,96,92.702072
228.450427,95,94.691566
219.76177,94,96.752435
209.125387,94,98.67698
229.797265,102,100.861042
255.57268,110,103.217045
244.505843,104,105.473026
253.127334,106,107.821013
231.978739,99,110.008371
199.14516,88,112.030655
280.375138,127,114.769557
294.331303,120,117.276853
299.34962,124,119.997654
180.240481,86,121.789791
300.546144,125,124.441685
248.563515,101,126.581712
280.909335,119,129.128108
281.878355,117,131.520004
309.049778,118,133.953897
256.143742,105,136.18431
284.932711,113,138.692016
325.718954,124,141.306441
284.408184,119,143.788019
311.947081,120,146.484726
295.667074,117,149.014149
275.965058,112,151.481522
277.502749,111,153.818824
214.843977,98,155.906647
279.573765,115,158.432297
174.873154,85,160.221813
295.961948,118,162.704663
277.924001,111,165.062084
293.546249,117,167.567429
252.812009,109,170.002654
251.664688,113,172.311754
267.856646,129,175.143911
278.552818,116,177.633108
276.282199,113,180.086685
281.236529,113,182.49524
273.173508,115,185.058179
271.696365,115,187.497924
308.014292,118,190.133122
281.94588,116,192.734034
255.993551,117,195.244308
282.323745,121,197.840046
277.826699,123,200.469443
273.261945,120,203.071349
317.487536,128,205.857723
307.736521,123,208.466171
288.956215,120,211.167382
301.030215,122,213.902571
299.61758,121,216.466733
308.836691,121,219.025381
283.369166,120,221.673492
304.590789,131,224.609914
272.215418,122,227.198475
321.015588,123,229.796686
300.506245,128,232.49473
302.044934,126,235.212492
333.480233,133,238.164859
341.989687,126,240.908495
335.611897,132,243.646786
332.844768,122,246.356361
325.133356,131,249.255911
358.727411,127,251.892286
333.341143,126,254.530104
351.851771,128,257.307658
337.236692,124,260.16977
330.466881,124,262.952489
344.670935,126,265.922291
343.467477,129,268.763479
333.30897,126,271.424837
330.969127,123,274.08317
345.414452,126,276.827735
349.540927,128,279.537179
309.816462,118,282.083176
367.850917,133,284.963934
293.914561,118,287.493115
335.776294,125,290.254303
311.798109,125,292.934165
329.622949,125,295.800065
337.373906,125,298.568043
320.727945,125,301.179939
334.143609,128,304.11306
321.460749,123,306.703212
334.166687,129,309.431339
338.916896,133,312.381431
329.832039,126,315.093256
314.624658,127,317.835366
308.416715,121,320.430672
322.026638,127,323.249148
328.699479,127,326.119185
360.422284,133,329.044705
340.3072,130,331.837203
272.325352,112,334.297199
397.245329,135,337.119709
275.848159,115,339.583827
400.04217,138,342.45783
425.211979,153,345.649059
361.21611,136,348.581315
371.378001,143,351.89476
392.798488,145,355.155032
475.909594,162,358.889665
366.09348,141,362.234941
440.674011,158,365.557583
437.752706,161,369.130225
394.424251,147,372.256061
470.255201,162,375.645616
380.142912,145,378.745557
444.677779,161,382.238924
468.305841,160,385.662142
482.796904,167,389.284735
597.848841,199,393.65243
438.025458,158,397.003325
580.380182,196,401.288749
415.741822,146,404.540419
620.360912,197,408.755637
422.237384,152,411.943396
616.137388,214,416.510884
510.781734,173,420.114313
508.748302,167,423.837068
522.472122,178,427.909359
442.894704,144,431.141737
543.990121,171,434.837922
554.071797,178,438.814675
578.013664,183,442.918678
396.324775,137,445.995956
564.686288,179,449.933391
461.601409,154,453.229224
410.637093,152,456.566191
636.456359,206,460.959476
619.285965,200,465.302451
326.239988,128,468.071654
547.935958,182,472.078166
619.464727,199,475.827727
511.180838,167,478.994793
597.903088,199,482.923146
615.072248,204,487.056334
566.377321,186,490.818176
605.268427,192,494.313501
612.978378,203,497.948049
148.651276,71,499.219692
619.893014,202,502.653958
616.007935,214,506.316643
642.162301,206,510.334673
610.032655,197,514.146494
603.616405,201,517.618366
612.783071,207,520.930628
337.658218,131,522.837949
