#{"t_start": 1692442907.65852, "env_id": "CustomHopper-source-v0"}
r,l,t
6.246647,13,2.823809
24.147878,38,3.030121
17.771548,18,3.130898
17.577033,16,3.215077
11.394511,15,3.294907
6.333521,31,3.429752
6.865395,10,3.474202
12.516217,14,3.530624
193.371093,92,3.920552
14.902851,25,4.039665
12.67166,14,4.101701
25.955163,28,4.233233
13.935603,29,4.37474
10.639252,13,4.432665
8.545596,12,4.489585
26.989796,30,4.625538
17.329412,29,4.734714
79.756337,65,4.975323
11.163637,18,9.782168
19.311606,22,10.24022
18.078269,20,10.863621
7.454053,25,11.626218
4.393659,11,11.83463
21.311224,21,12.270769
12.827376,24,12.842639
87.523674,55,14.192358
35.730044,53,15.416952
7.409971,12,15.662944
5.489286,26,16.267343
8.20638,28,16.887228
28.601642,24,17.398897
9.988321,20,17.841014
20.678378,24,18.3983
18.133473,19,18.790151
26.435653,27,19.380373
10.379933,20,19.794371
16.122467,22,20.219816
13.402249,14,20.516261
8.414341,14,20.805219
12.400471,15,23.873431
9.122881,13,24.114355
8.795432,14,24.419527
10.823785,31,25.039904
22.691222,22,25.487013
12.571342,16,25.84075
23.180586,21,26.213996
14.070863,17,26.542201
13.628119,14,26.82072
8.015736,10,27.022935
10.747272,33,27.677389
7.334872,10,27.854283
32.84086,27,28.380932
8.950943,13,28.641869
4.905294,8,28.800289
16.793378,21,29.203884
6.016505,9,29.399645
5.46099,18,29.815865
16.915329,21,30.241712
10.592436,13,30.538935
6.339569,9,30.730815
10.250005,15,31.049703
17.775326,17,31.415766
88.254504,51,32.49078
8.789073,11,32.735067
13.054105,14,33.018984
8.605346,12,33.285467
4.269676,10,33.475171
56.685625,36,36.506897
8.931037,12,36.774622
10.304928,15,37.084016
11.279127,17,37.430867
9.213283,14,37.696029
6.770108,10,37.883705
24.073542,21,38.296389
5.820363,10,38.492406
6.664406,10,38.675322
68.012632,51,39.662339
7.925259,14,39.96394
13.525267,16,40.32496
16.807474,16,40.636169
18.612314,26,41.153199
13.346495,16,41.465355
16.048694,16,41.742007
62.303329,63,43.030646
12.158974,14,43.283262
7.275351,11,43.49107
16.188634,17,43.811457
18.059763,17,44.15619
56.658155,31,44.783322
49.266427,28,45.349056
89.252869,49,48.606258
31.956304,43,49.510182
16.385033,21,49.920088
48.85954,28,50.507502
53.003733,29,51.084176
42.996272,24,51.551672
48.463963,29,52.162274
42.808637,24,52.709533
47.858794,27,53.244511
56.854414,40,54.028763
44.717966,25,54.554102
50.304462,38,55.365781
51.336093,30,56.022437
71.214092,40,56.881025
72.281403,39,57.694408
51.120829,29,58.336205
43.70871,25,58.897567
44.512928,25,61.743388
45.055871,28,62.383051
43.592954,24,62.91995
43.630344,24,63.412178
59.337588,33,64.047623
46.385827,25,64.58329
53.996495,30,65.200573
50.918209,29,65.808406
55.807821,29,66.389805
4.970134,30,66.91955
42.454372,24,67.327835
44.236513,25,67.794594
41.927817,23,68.228953
39.887343,22,68.686449
40.325628,22,69.145933
40.123812,22,69.618969
45.985373,26,70.207213
44.394948,25,70.746037
43.056306,24,71.261989
44.737414,25,73.932242
43.875298,25,74.471945
54.786786,29,75.09818
58.143543,33,75.780115
41.997903,23,76.284979
44.275984,25,76.801356
40.059207,22,77.247733
43.290603,24,77.757768
39.840637,22,78.245703
44.557018,25,78.825915
43.836249,24,79.327157
43.427514,24,79.808819
41.737737,23,80.35889
43.851529,24,80.874744
62.098405,34,81.666367
56.238309,31,82.374977
54.726034,30,82.997453
45.586314,25,83.518775
41.825467,23,84.018622
40.368926,22,84.422028
41.468821,23,86.672588
41.899193,23,87.103618
43.391395,24,87.57585
46.153998,25,88.059957
41.340861,23,88.556679
46.695764,26,89.10003
41.003517,23,89.612896
56.528542,31,90.303545
43.07438,23,90.743099
44.8046,25,91.194359
60.693526,33,91.888676
42.940322,24,92.42754
91.673998,51,93.571957
62.609444,33,94.342647
59.181888,42,95.234298
54.805987,29,95.83923
38.402131,21,96.259249
56.223924,31,99.369846
51.912349,28,99.935972
51.641414,28,100.577997
91.780002,58,101.769412
104.312436,59,102.855117
108.453639,61,104.073465
66.071789,34,104.685627
62.132765,34,105.313493
48.596627,26,105.800515
46.73123,26,106.42355
142.073853,76,108.079036
58.642833,32,108.76382
105.176708,58,114.414789
165.490772,88,116.15155
94.708941,51,117.130748
208.051346,106,119.126254
107.359734,57,120.272852
154.25946,83,121.93214
193.615134,91,131.975392
214.532138,117,134.457928
203.649427,104,136.683661
180.329168,86,138.351648
176.906369,82,139.974335
210.528661,106,149.92868
174.374086,82,151.743873
203.235382,108,153.792768
196.575713,91,155.657421
194.661204,100,157.668974
200.12002,91,159.498033
193.639942,87,168.569916
187.603779,86,170.306097
185.733763,90,172.120303
187.899494,84,173.922905
198.098314,87,175.740547
206.482421,97,185.653294
164.385802,79,187.35637
134.463529,67,188.76129
191.349388,91,190.950008
195.69022,87,192.931715
127.353519,66,194.322499
202.821107,90,196.168128
205.45728,90,206.363906
211.310322,93,208.324756
203.045214,90,210.211324
199.843815,88,212.036072
181.91997,84,213.661216
212.291541,93,223.432648
207.467311,92,225.389593
127.805736,65,226.652558
212.855078,96,228.529425
180.388599,83,230.234494
212.264171,92,232.272352
209.596755,93,243.084101
213.741987,94,244.780415
212.279006,93,246.561773
207.960965,93,248.547357
215.392235,95,250.481019
203.477253,91,259.862021
212.819083,95,261.831368
204.556391,91,263.747249
192.401389,89,265.620746
124.003322,65,267.047929
215.384688,97,269.094786
227.510723,99,279.833669
216.273625,96,281.810198
209.510859,93,283.683176
220.84032,99,285.719172
123.262213,64,287.151635
214.047102,98,289.244656
219.671774,97,300.193453
176.635062,83,301.924875
225.555567,98,303.961249
218.463,96,305.956633
223.83038,100,308.078968
228.27414,101,317.908616
135.12084,68,319.383798
221.905971,99,321.6369
209.069318,94,323.666862
211.422717,93,325.745407
205.902799,93,336.678676
215.671458,96,338.67745
221.15269,98,340.557803
216.159131,96,342.476816
203.897392,89,344.279007
200.364152,92,346.384424
221.360016,98,357.023512
216.304599,95,358.940607
159.153087,78,360.429674
216.143944,98,362.40677
198.097394,90,364.333287
194.299304,94,375.04012
212.66498,95,376.997367
219.653973,96,378.987476
229.770285,106,381.273085
208.319439,98,383.175656
212.520713,94,393.810277
107.340664,58,394.932651
219.489806,98,396.785624
205.952675,103,398.896683
210.234008,93,400.696355
223.773241,100,402.584819
216.237618,97,413.558023
213.841154,95,415.6378
221.588689,100,417.777245
210.191883,93,419.828972
213.715796,94,421.940705
226.514285,101,432.953474
221.059966,98,435.145135
205.431639,95,437.328657
218.189321,97,439.328202
219.160165,96,441.278918
208.900018,95,451.041823
202.862799,97,453.304102
205.334425,94,455.391065
187.644425,89,457.423928
216.222288,96,459.511607
220.698317,96,469.754637
220.459962,97,471.95349
201.890032,96,474.005432
202.573076,93,475.988687
201.538141,98,477.947223
219.021659,96,480.037573
199.829295,93,489.816667
97.42868,55,490.96361
203.998256,98,492.98395
207.807879,100,495.120791
239.880363,111,497.448702
196.872954,97,507.605395
191.847398,95,509.430466
213.459207,96,511.285568
179.19461,87,513.072645
210.530378,95,515.047141
196.769565,95,525.202099
235.666597,109,527.446706
212.95034,103,529.538526
