time/fps,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/ent_coef_loss,train/learning_rate,train/actor_loss,train/critic_loss,train/ent_coef,train/n_updates
1002,560,25.71,12280,12,24.82722996,-2.6244115829467773,0.004641588833612777,-4.2966766357421875,0.12902775406837463,0.5935797095298767,113
1001,570,25.03,12500,12,24.47376814,-2.8726158142089844,0.004641588833612777,-4.409540176391602,0.1268157958984375,0.5640091300010681,124
997,580,24.9,12760,12,24.88762905,-3.1590752601623535,0.004641588833612777,-4.066036224365234,0.1763838231563568,0.531014084815979,137
994,590,25.36,13040,13,25.608665709999997,-3.4788689613342285,0.004641588833612777,-4.1492228507995605,0.1960996389389038,0.4976659417152405,151
990,600,26.12,13440,13,26.71830035,-3.9798998832702637,0.004641588833612777,-4.089075088500977,0.21811020374298096,0.4536735713481903,171
985,610,27.88,13800,13,29.665200710000004,-4.359254837036133,0.004641588833612777,-4.2711076736450195,0.17458142340183258,0.4174607992172241,189
985,620,28.97,14600,14,30.72988514,-5.186441898345947,0.004641588833612777,-4.071568012237549,0.24257339537143707,0.34740161895751953,229
983,630,31.59,14840,15,36.606650609999996,-5.411098003387451,0.004641588833612777,-4.1722822189331055,0.1505240797996521,0.32889798283576965,241
979,640,35.14,15420,15,44.162478779999994,-6.040424823760986,0.004641588833612777,-4.267295837402344,0.16458815336227417,0.2883177697658539,270
978,650,36.93,15840,16,47.430382480000006,-6.44320011138916,0.004641588833612777,-4.3225226402282715,0.32562848925590515,0.26230496168136597,291
974,660,38.77,16580,17,51.069734710000006,-6.940963268280029,0.004641588833612777,-4.566767692565918,0.22264063358306885,0.22261551022529602,328
974,670,41.91,17000,17,56.72481851,-7.135760307312012,0.004641588833612777,-4.495976448059082,0.2297424077987671,0.20306670665740967,349
971,680,45.38,17540,18,63.876473539999985,-6.866384029388428,0.004641588833612777,-4.411477088928223,0.20740802586078644,0.18095095455646515,376
967,690,47.12,18080,18,68.31102387,-7.89089298248291,0.004641588833612777,-4.665040016174316,0.25128650665283203,0.16173560917377472,403
966,700,49.07,18480,19,72.0530567,-7.153489589691162,0.004641588833612777,-4.924703598022461,0.16484925150871277,0.1491856873035431,423
965,710,50.2,18960,19,75.02499516,-8.447368621826172,0.004641588833612777,-5.221561908721924,0.3367532193660736,0.13574588298797607,447
965,720,50.37,19200,19,77.86038011,-7.389756202697754,0.004641588833612777,-5.318146705627441,0.19189736247062683,0.12951986491680145,459
965,730,49.23,19640,20,75.97662303,-8.286532402038574,0.004641588833612777,-5.380914211273193,0.47488051652908325,0.1191541776061058,481
727,740,47.19,20300,27,72.8703579,-8.775031089782715,0.004641588833612777,-5.426901817321777,0.4618183970451355,0.105831578373909,514
733,750,48.11,21160,28,77.37675372000001,-7.264542579650879,0.004641588833612777,-5.879352569580078,0.3282429873943329,0.09147367626428604,557
738,760,51.17,21820,29,87.70409012,-6.823156356811523,0.004641588833612777,-6.369089126586914,0.19205453991889954,0.08216935396194458,590
744,770,53.13,22600,30,95.13290472999999,-7.177875995635986,0.004641588833612777,-6.681608200073242,0.4374639093875885,0.07321788370609283,629
745,780,53.87,22880,30,98.69931801999998,-8.244146347045898,0.004641588833612777,-6.674572944641113,0.5236304998397827,0.07034114003181458,643
753,790,58.26,24200,32,110.12696029999998,-6.281829833984375,0.004641588833612777,-7.074573993682861,0.5167601108551025,0.05946590006351471,709
754,800,61.43,24460,32,120.40727747000001,-5.2534308433532715,0.004641588833612777,-7.067311763763428,0.6486670970916748,0.057525817304849625,722
761,810,64.87,25840,33,130.19769441999998,-5.006716728210449,0.004641588833612777,-7.836621284484863,0.7241108417510986,0.04906536266207695,791
763,820,69.16,26200,34,141.22577318,-4.204830169677734,0.004641588833612777,-8.357627868652344,0.19197684526443481,0.04721154645085335,809
769,830,73.22,27480,35,151.96943559,-5.760149002075195,0.004641588833612777,-8.88841438293457,1.291149616241455,0.04233526438474655,873
771,840,77.66,27900,36,162.42924359999998,-6.283175468444824,0.004641588833612777,-9.077213287353516,0.917527973651886,0.04121695086359978,894
777,850,79.45,29040,37,167.20328458,-1.5931823253631592,0.004641588833612777,-9.630800247192383,0.6496849060058594,0.037999603897333145,951
778,860,79.98,29580,37,167.57078821000002,-1.0470530986785889,0.004641588833612777,-10.890344619750977,1.005380630493164,0.036672793328762054,978
665,870,80.13,30420,45,167.43167877000005,2.2764041423797607,0.004641588833612777,-10.551200866699219,1.2298402786254883,0.034624334424734116,1020
665,880,79.37,30500,45,165.44615169,-2.3576130867004395,0.004641588833612777,-10.610319137573242,0.8206828832626343,0.03461533784866333,1024
675,890,79.51,32080,47,165.40395114,-4.223427772521973,0.004641588833612777,-11.311686515808105,1.009359359741211,0.031236138194799423,1103
676,900,79.69,32260,47,165.43520439,-3.107269525527954,0.004641588833612777,-10.926915168762207,0.9058849811553955,0.030777523294091225,1112
685,910,79.63,33720,49,164.68381063,-0.8314250707626343,0.004641588833612777,-11.505691528320312,1.132045030593872,0.02909473329782486,1185
686,920,79.7,33980,49,164.03070824999998,-1.1354515552520752,0.004641588833612777,-12.136962890625,1.7873928546905518,0.02882239781320095,1198
692,930,79.35,35320,51,162.57050818999997,-2.097858428955078,0.004641588833612777,-12.322097778320312,1.298586368560791,0.02735951356589794,1265
692,940,78.79,35380,51,161.08233315,-2.753664493560791,0.004641588833612777,-12.86147689819336,1.9643216133117676,0.027277695015072823,1268
700,950,79.23,37020,52,161.69685646,-2.9151153564453125,0.004641588833612777,-13.82974910736084,1.5578043460845947,0.026269778609275818,1350
700,960,79.33,37100,52,161.82906056,-0.9664722681045532,0.004641588833612777,-13.402080535888672,0.9261549711227417,0.02624434418976307,1354
704,970,77.47,37980,53,157.78616470999998,4.358663558959961,0.004641588833612777,-14.2402925491333,1.1215283870697021,0.025505846366286278,1398
708,980,77.68,38800,54,158.33251718,0.31802916526794434,0.004641588833612777,-14.900525093078613,1.4857978820800781,0.02582358755171299,1439
712,990,77.83,39720,55,158.31019647,-3.3305001258850098,0.004641588833612777,-14.968510627746582,1.7958931922912598,0.025252139195799828,1485
635,1000,77.68,40400,63,157.82797807999998,5.071150779724121,0.004641588833612777,-15.702483177185059,2.565319061279297,0.024644553661346436,1519
639,1010,77.41,41340,64,157.14266349,-6.625470161437988,0.004641588833612777,-16.24537467956543,0.9243845343589783,0.02513694018125534,1566
643,1020,77.4,42000,65,157.12662519,-2.6394083499908447,0.004641588833612777,-16.29320526123047,0.9104127883911133,0.024406829848885536,1599
647,1030,77.68,42960,66,157.85440089,-2.3668651580810547,0.004641588833612777,-15.451099395751953,5.339298725128174,0.02318897843360901,1647
650,1040,78.34,43720,67,159.40086771,-0.992773711681366,0.004641588833612777,-16.399097442626953,2.0900111198425293,0.022206619381904602,1685
654,1050,77.49,44560,68,157.26676129999998,5.4644269943237305,0.004641588833612777,-17.758075714111328,3.098367929458618,0.021798867732286453,1727
657,1060,77.18,45340,68,156.3324556,-0.5904192924499512,0.004641588833612777,-18.29877281188965,1.8378357887268066,0.022198375314474106,1766
661,1070,79.79,46220,69,162.05257199,-3.964034080505371,0.004641588833612777,-17.64017105102539,1.3586138486862183,0.021309856325387955,1810
665,1080,82.12,47040,70,167.19816788000003,2.953001022338867,0.004641588833612777,-18.337303161621094,1.1155385971069336,0.02152336575090885,1851
668,1090,81.73,47800,71,166.36927406000004,1.1469095945358276,0.004641588833612777,-18.71877670288086,0.7747860550880432,0.021668754518032074,1889
672,1100,81.27,48760,72,165.37744818,-2.5997748374938965,0.004641588833612777,-19.041828155517578,2.545926094055176,0.020916558802127838,1937
676,1110,82.1,49680,73,167.64896327000002,6.6197028160095215,0.004641588833612777,-20.425384521484375,2.0907142162323,0.021114369854331017,1983
615,1120,82.26,50440,81,168.14801238999996,-2.565458059310913,0.004641588833612777,-20.259437561035156,1.3049029111862183,0.02146572805941105,2021
618,1130,81.47,51160,82,166.15958469,0.538983941078186,0.004641588833612777,-21.40589714050293,1.0762741565704346,0.021179262548685074,2057
622,1140,81.16,52180,83,165.42186249999997,-1.3991923332214355,0.004641588833612777,-21.26483154296875,1.1761149168014526,0.023683907464146614,2108
624,1150,82.5,52980,84,168.89837903999995,4.095117568969727,0.004641588833612777,-21.62956428527832,2.2365498542785645,0.023147281259298325,2148
627,1160,83.26,53840,85,171.14931358,4.611397743225098,0.004641588833612777,-21.370637893676758,2.73530912399292,0.022556381300091743,2191
632,1170,84.27,54940,86,173.77388538,-2.5078189373016357,0.004641588833612777,-23.343570709228516,2.6114752292633057,0.022142471745610237,2246
634,1180,85.41,55640,87,176.67001927,2.5409393310546875,0.004641588833612777,-22.77881622314453,0.7393259406089783,0.022653179243206978,2281
639,1190,86.69,56820,88,178.83581366,1.8379888534545898,0.004641588833612777,-23.309154510498047,3.670445680618286,0.023770339787006378,2340
641,1200,87.67,57360,89,180.73560516999999,0.9062055945396423,0.004641588833612777,-23.290191650390625,3.4015684127807617,0.024146994575858116,2367
645,1210,87.97,58600,90,181.23653021999996,-1.4336086511611938,0.004641588833612777,-24.54129981994629,1.0541181564331055,0.02454758994281292,2429
647,1220,88.75,59040,91,183.86714745999998,-4.219167709350586,0.004641588833612777,-23.775287628173828,3.431309223175049,0.024601532146334648,2451
594,1230,89.72,60420,101,186.23529541999997,4.138432502746582,0.004641588833612777,-24.846420288085938,3.7652010917663574,0.026038065552711487,2520
595,1240,90.83,60780,102,188.78904522999997,1.7663732767105103,0.004641588833612777,-24.466623306274414,1.5809714794158936,0.02681793086230755,2538
599,1250,91.24,62140,103,190.05899651,3.497253894805908,0.004641588833612777,-25.252317428588867,2.169180393218994,0.02721606008708477,2606
601,1260,91.99,62680,104,192.45000868000005,0.04566150903701782,0.004641588833612777,-26.37519073486328,2.4308269023895264,0.027796626091003418,2633
605,1270,91.05,63960,105,190.64387875,0.6465730667114258,0.004641588833612777,-26.164627075195312,4.876808166503906,0.028620991855859756,2697
606,1280,89.72,64140,105,187.37140662000002,0.3052147626876831,0.004641588833612777,-26.154178619384766,1.9311258792877197,0.02867414429783821,2706
611,1290,89.62,65700,107,188.34332667,0.10669827461242676,0.004641588833612777,-27.268102645874023,4.6788835525512695,0.027723312377929688,2784
613,1300,90.95,66340,108,192.78643298000003,5.654736042022705,0.004641588833612777,-27.810791015625,1.615249514579773,0.027824314311146736,2816
617,1310,89.16,67420,109,189.00439553999996,-0.7289201617240906,0.004641588833612777,-28.41905975341797,7.020204544067383,0.02802867442369461,2870
620,1320,89.52,68300,110,190.29050292,0.16985534131526947,0.004641588833612777,-28.03362274169922,6.299881935119629,0.02605544775724411,2914
624,1330,92.36,69720,111,199.87484916999995,0.4263090193271637,0.004641588833612777,-29.61372184753418,2.5748863220214844,0.027066359296441078,2985
569,1340,94.48,70500,123,207.32037649000003,2.0925369262695312,0.004641588833612777,-29.57132339477539,6.487790584564209,0.02895476296544075,3024
571,1350,93.04,71160,124,204.1633825,-3.318913698196411,0.004641588833612777,-29.689481735229492,3.8200902938842773,0.029465289786458015,3057
574,1360,91.89,72160,125,200.54249877,-0.662925124168396,0.004641588833612777,-30.67626953125,4.052677631378174,0.02852470800280571,3107
578,1370,93.03,73440,126,203.53767802,-1.3483774662017822,0.004641588833612777,-31.077686309814453,5.255837917327881,0.02814592979848385,3171
581,1380,94.66,74240,127,208.63763955000005,-0.4910666048526764,0.004641588833612777,-31.29974365234375,2.574326276779175,0.026958690956234932,3211
584,1390,95.66,75340,128,212.70528503999998,2.083190441131592,0.004641588833612777,-31.992897033691406,6.528073310852051,0.02711748518049717,3266
587,1400,95.3,76300,129,212.40285193000003,1.847611904144287,0.004641588833612777,-32.79216384887695,2.953721761703491,0.02715745009481907,3314
592,1410,98.14,77540,130,219.81914682000001,-2.1992006301879883,0.004641588833612777,-33.246421813964844,5.2727532386779785,0.027394432574510574,3376
595,1420,99.63,78620,131,224.02654546999995,-2.107731819152832,0.004641588833612777,-35.18598937988281,5.104511260986328,0.025770779699087143,3430
558,1430,99.43,80040,143,222.25222191,-1.3656810522079468,0.004641588833612777,-34.5301399230957,3.2590441703796387,0.02840476855635643,3501
561,1440,100.47,81020,144,224.44114157000004,0.1608605980873108,0.004641588833612777,-35.71524429321289,5.195250034332275,0.027034513652324677,3550
564,1450,105.04,82200,145,236.44031806000004,0.7010989785194397,0.004641588833612777,-35.536075592041016,9.1221923828125,0.027853772044181824,3609
568,1460,107.53,83600,147,243.90661785,-1.3982644081115723,0.004641588833612777,-37.397804260253906,3.3995089530944824,0.030704516917467117,3679
572,1470,110.07,84780,148,252.75456840999996,-0.1610291600227356,0.004641588833612777,-35.99024963378906,9.02634334564209,0.030194785445928574,3738
575,1480,113.01,86060,149,262.15834175,1.5261948108673096,0.004641588833612777,-37.0135498046875,2.272958278656006,0.02946743369102478,3802
578,1490,115.3,87200,150,269.86568450000004,-0.5900357961654663,0.004641588833612777,-38.15991973876953,10.013362884521484,0.026902617886662483,3859
581,1500,117.01,88240,151,274.55452755000005,-1.4052278995513916,0.004641588833612777,-39.00504684448242,7.2220025062561035,0.026430467143654823,3911
585,1510,119.0,89620,153,280.88869082,-2.1388144493103027,0.004641588833612777,-39.73148727416992,7.181685447692871,0.030109448358416557,3980
547,1520,120.36,91020,166,285.53084011,-1.1210097074508667,0.004641588833612777,-39.24516677856445,7.557938575744629,0.03054537996649742,4050
550,1530,122.17,91940,167,293.24011161,0.3847036063671112,0.004641588833612777,-39.86302185058594,7.029519081115723,0.028167271986603737,4096
554,1540,122.27,93540,168,294.41181625999997,2.14993953704834,0.004641588833612777,-41.68080139160156,4.137060165405273,0.02996058575809002,4176
556,1550,121.6,94460,169,293.48372444,-1.7704930305480957,0.004641588833612777,-42.03282928466797,2.585998058319092,0.02953474596142769,4222
560,1560,124.51,96080,171,304.80381453,3.7480626106262207,0.004641588833612777,-42.431915283203125,3.914663791656494,0.030471041798591614,4303
564,1570,127.58,97540,172,317.08407616,-2.6154208183288574,0.004641588833612777,-43.985084533691406,10.642831802368164,0.027011092752218246,4376
569,1580,129.31,99680,175,323.60834162000003,2.32511568069458,0.004641588833612777,-43.61903381347656,11.733887672424316,0.0329916849732399,4483
519,1590,134.68,101420,195,343.73410931,0.9806979894638062,0.004641588833612777,-45.12339782714844,6.626561164855957,0.03907943516969681,4570
521,1600,141.27,102280,196,369.71597138000004,-2.0460939407348633,0.004641588833612777,-44.35918426513672,11.386079788208008,0.04309216886758804,4613
524,1610,141.02,103540,197,369.80612899999994,0.7787262797355652,0.004641588833612777,-46.84587478637695,7.192624092102051,0.042159248143434525,4676
530,1620,142.15,106200,200,376.01934096,1.0133148431777954,0.004641588833612777,-47.72825622558594,4.080714702606201,0.036384787410497665,4809
532,1630,147.8,107120,201,398.65535929,-0.7142810821533203,0.004641588833612777,-48.821537017822266,4.95139217376709,0.03580363467335701,4855
536,1640,152.79,108820,202,420.2548480699999,-0.9329396486282349,0.004641588833612777,-51.000709533691406,5.945894241333008,0.03390002250671387,4940
509,1650,157.61,110460,216,442.12813928,1.1331322193145752,0.004641588833612777,-51.47234344482422,6.170019149780273,0.0403357669711113,5022
513,1660,160.97,112520,219,457.4432581999999,1.4674376249313354,0.004641588833612777,-52.578163146972656,9.930410385131836,0.04133463650941849,5125
514,1670,160.07,113180,219,452.7481954500001,2.1259889602661133,0.004641588833612777,-52.8807373046875,12.101408958435059,0.04181993007659912,5158
518,1680,160.44,115080,221,457.49086259,-1.8969327211380005,0.004641588833612777,-56.21086883544922,8.9968900680542,0.04409262165427208,5253
521,1690,156.36,116260,222,443.25859872000007,2.400355815887451,0.004641588833612777,-54.536582946777344,19.948415756225586,0.039414048194885254,5312
524,1700,151.73,117560,224,427.59662526,0.06687259674072266,0.004641588833612777,-57.414955139160156,3.8989057540893555,0.04130597040057182,5377
527,1710,153.47,119000,225,435.49190995000004,-1.5183072090148926,0.004641588833612777,-55.43728256225586,8.67817497253418,0.03928407281637192,5449
497,1720,154.7,120680,242,440.0048203399999,1.529756784439087,0.004641588833612777,-57.20039367675781,12.425600051879883,0.04078088700771332,5533
501,1730,150.44,122200,243,425.98404558000004,-1.9130728244781494,0.004641588833612777,-58.1953239440918,11.49323844909668,0.03865944221615791,5609
503,1740,147.3,123220,244,415.04436874000004,2.6836295127868652,0.004641588833612777,-58.10038757324219,6.124554634094238,0.037156835198402405,5660
506,1750,142.53,124760,246,397.21542982999995,0.460572749376297,0.004641588833612777,-61.26164245605469,9.232390403747559,0.043635472655296326,5737
508,1760,138.5,125420,246,381.51190671000006,-0.41736018657684326,0.004641588833612777,-59.895755767822266,6.629112720489502,0.04590857774019241,5770
511,1770,136.14,127080,248,374.6201748699999,0.43805360794067383,0.004641588833612777,-59.83601379394531,6.2337799072265625,0.04563158378005028,5853
513,1780,133.32,127800,249,363.19472896999997,0.2942642271518707,0.004641588833612777,-59.105857849121094,15.928800582885742,0.04703099653124809,5889
515,1790,130.87,129340,250,355.60852373,0.8836869597434998,0.004641588833612777,-59.01331329345703,13.682321548461914,0.0509633868932724,5966
494,1800,129.26,130180,263,351.60824442999996,-2.4015145301818848,0.004641588833612777,-61.9033088684082,13.48123550415039,0.05447027459740639,6008
497,1810,127.72,131680,264,345.53040145,1.8803398609161377,0.004641588833612777,-63.27428436279297,11.501128196716309,0.052541472017765045,6083
498,1820,124.31,132480,265,335.12321975,-0.6368750333786011,0.004641588833612777,-62.096824645996094,12.033052444458008,0.05350830405950546,6123
501,1830,122.49,134280,267,326.51301103000003,0.3487110137939453,0.004641588833612777,-63.763916015625,10.00649642944336,0.04873638227581978,6213
503,1840,120.91,135240,268,319.56281793,-0.22084809839725494,0.004641588833612777,-62.13642120361328,11.384368896484375,0.04982803761959076,6261
506,1850,120.69,136760,270,317.74738234,0.009261161088943481,0.004641588833612777,-66.05316162109375,12.515220642089844,0.054942503571510315,6337
508,1860,120.71,137820,271,317.82157972,0.3948899209499359,0.004641588833612777,-64.7320556640625,5.698490142822266,0.05506577715277672,6390
511,1870,121.02,139460,272,319.03453417000003,-0.36435478925704956,0.004641588833612777,-65.5950927734375,5.748285293579102,0.06089732050895691,6472
493,1880,121.86,140140,283,322.7632183399999,0.3942699134349823,0.004641588833612777,-67.07762145996094,18.5811767578125,0.055229153484106064,6506
496,1890,122.5,141800,285,323.18896666,0.9349012970924377,0.004641588833612777,-68.00656127929688,11.410605430603027,0.05421729385852814,6589
497,1900,122.49,142520,286,321.87443052,-1.5941377878189087,0.004641588833612777,-68.499267578125,4.632495403289795,0.05578906089067459,6625
499,1910,121.89,143640,287,320.40374941999994,-0.14373543858528137,0.004641588833612777,-68.27796936035156,18.85921859741211,0.0568111389875412,6681
501,1920,121.9,144900,288,319.17517275,1.0063893795013428,0.004641588833612777,-66.98031616210938,6.01826810836792,0.05622004717588425,6744
503,1930,121.57,146200,290,317.30549408,0.5021641850471497,0.004641588833612777,-67.69660949707031,4.344162940979004,0.05383506789803505,6809
505,1940,120.92,147360,291,314.27778165,3.0022454261779785,0.004641588833612777,-71.40877532958984,7.090764045715332,0.05251185595989227,6867
507,1950,121.05,148600,292,313.33527841,1.0584163665771484,0.004641588833612777,-69.80023193359375,7.817630767822266,0.05256548151373863,6929
509,1960,121.27,149920,294,313.18111096999996,0.5219283699989319,0.004641588833612777,-72.79203796386719,12.69019889831543,0.05919959023594856,6995
492,1970,120.33,150780,306,309.35371319999996,-0.47559595108032227,0.004641588833612777,-70.00440979003906,9.676326751708984,0.05587875470519066,7038
495,1980,118.79,152400,307,302.95360509999995,-1.269073724746704,0.004641588833612777,-73.62036895751953,11.131092071533203,0.05592187121510506,7119
496,1990,119.89,153360,308,306.90956996,0.38326767086982727,0.004641588833612777,-72.15111541748047,26.40472412109375,0.055069081485271454,7167
499,2000,120.21,154920,310,306.16142705000004,1.3411275148391724,0.004641588833612777,-73.39627075195312,21.22118377685547,0.052777670323848724,7245
500,2010,121.61,155800,311,310.64406813,0.18036893010139465,0.004641588833612777,-74.73458862304688,17.469684600830078,0.05665689334273338,7289
503,2020,121.45,157320,312,309.05605762999994,0.25698497891426086,0.004641588833612777,-74.30528259277344,6.203300476074219,0.05299443379044533,7365
504,2030,121.79,158060,313,310.1927777799999,1.2342565059661865,0.004641588833612777,-77.16673278808594,22.706188201904297,0.05175335332751274,7402
506,2040,122.0,159560,315,310.72945408,0.055315956473350525,0.004641588833612777,-77.2402572631836,5.562767028808594,0.052532441914081573,7477
490,2050,122.01,160500,327,310.66050601,0.15449413657188416,0.004641588833612777,-76.06306457519531,6.255788803100586,0.05218590423464775,7524
493,2060,122.18,162400,329,312.38674247,0.5791665315628052,0.004641588833612777,-75.26509857177734,17.75027847290039,0.053287941962480545,7619
494,2070,123.66,162980,329,316.98420732,-1.7691822052001953,0.004641588833612777,-76.43339538574219,8.450489044189453,0.05216626077890396,7648
496,2080,123.95,164720,331,317.86305832,0.9255322217941284,0.004641588833612777,-79.5735092163086,7.823988914489746,0.05146443471312523,7735
497,2090,123.68,165400,332,317.77286781,-0.7788991928100586,0.004641588833612777,-78.04872131347656,28.694881439208984,0.05316057428717613,7769
500,2100,123.3,167200,334,317.11267711999994,-0.9789837598800659,0.004641588833612777,-78.66372680664062,9.196039199829102,0.04957330971956253,7859
501,2110,123.65,167980,334,318.40684517,0.37751421332359314,0.004641588833612777,-78.2015380859375,8.107402801513672,0.052202243357896805,7898
504,2120,124.3,169960,336,321.68672963,1.6538456678390503,0.004641588833612777,-80.60835266113281,37.32046127319336,0.0531308613717556,7997
490,2130,125.66,170660,348,326.84689166,1.7762553691864014,0.004641588833612777,-83.35330200195312,7.897470474243164,0.054049987345933914,8032
492,2140,124.84,172260,349,324.74366545,0.8389846086502075,0.004641588833612777,-79.12016296386719,8.028270721435547,0.05004497617483139,8112
493,2150,125.95,173100,350,329.03852054000004,1.2776230573654175,0.004641588833612777,-79.18769073486328,4.11985969543457,0.05064897611737251,8154
495,2160,125.95,174880,352,328.37914317,0.566561222076416,0.004641588833612777,-81.41717529296875,7.263638973236084,0.053484655916690826,8243
497,2170,125.62,175680,353,327.03008923000004,0.9963009357452393,0.004641588833612777,-83.16276550292969,12.437917709350586,0.052977822721004486,8283
499,2180,127.11,177540,355,332.78563353,2.035444498062134,0.004641588833612777,-83.54698181152344,12.541558265686035,0.05625282973051071,8376
500,2190,127.46,178360,356,333.50668545,-0.4606328010559082,0.004641588833612777,-81.88240051269531,25.444381713867188,0.05627649277448654,8417
486,2200,128.03,180060,369,335.61681115999994,0.20257601141929626,0.004641588833612777,-85.43052673339844,17.388717651367188,0.055924564599990845,8502
488,2210,128.08,181040,370,335.97216413,0.11074450612068176,0.004641588833612777,-83.94542694091797,5.321636199951172,0.058970287442207336,8551
490,2220,129.07,182960,372,340.53800825999997,-2.8276984691619873,0.004641588833612777,-84.34940338134766,5.695126533508301,0.0516744963824749,8647
491,2230,129.84,183840,373,344.80065726,0.32138174772262573,0.004641588833612777,-83.36190795898438,10.868537902832031,0.05420788750052452,8691
493,2240,129.18,185160,375,344.57038477000003,-0.9392454624176025,0.004641588833612777,-85.53739929199219,14.699758529663086,0.05630616843700409,8757
495,2250,129.7,186360,376,346.79601219999995,2.85821270942688,0.004641588833612777,-83.30177307128906,13.675293922424316,0.04868852719664574,8817
497,2260,130.13,187720,377,349.02018009,-0.9883394241333008,0.004641588833612777,-85.674072265625,8.278776168823242,0.06135277822613716,8885
498,2270,130.72,189040,379,352.94009013999994,1.145979881286621,0.004641588833612777,-84.42832946777344,10.234575271606445,0.06130306422710419,8951
485,2280,130.76,190080,391,353.52222409,-0.9369508028030396,0.004641588833612777,-90.45794677734375,13.311858177185059,0.05374397709965706,9003
487,2290,130.72,191780,393,354.35165856,1.0932351350784302,0.004641588833612777,-87.26876831054688,7.114129543304443,0.05429109185934067,9088
489,2300,130.86,192880,394,356.8631265100001,1.5867533683776855,0.004641588833612777,-85.52699279785156,7.166561126708984,0.05782885104417801,9143
