#{"t_start": 1692134510.0386717, "env_id": "CustomHopper-target-v0"}
r,l,t
18.256867,18,0.915192
12.881854,17,2.123056
29.441365,36,3.912277
18.069561,22,5.369393
9.247057,13,6.00295
141.282224,70,10.023314
25.330344,24,11.220527
81.798691,51,14.582284
10.718177,15,15.065357
22.54819,29,16.246476
53.106652,40,18.094134
9.29477,14,18.579885
13.80623,26,19.915813
76.451142,43,21.951234
105.141194,80,26.653878
91.072322,103,31.588922
10.467152,21,32.453197
70.994146,42,34.032247
61.081543,37,35.389635
19.621357,51,37.029499
85.188189,49,38.733665
172.123754,82,41.482547
176.093026,84,44.218618
188.280352,103,51.364483
200.208352,90,56.585596
120.065129,68,60.577266
195.718023,97,66.064035
207.81965,92,71.048365
194.50182,89,75.912438
183.204385,88,80.821071
187.410252,85,85.527434
197.654759,93,91.149749
194.09415,89,96.368838
193.987212,88,101.518685
185.296437,85,107.763036
189.733738,86,112.554079
193.565352,90,117.702248
196.157351,87,122.807249
193.492291,87,128.264351
242.674167,100,134.232472
217.161295,96,139.611986
216.896882,92,146.625451
222.60943,93,154.316964
243.675411,100,162.567923
230.302608,96,171.065603
259.969379,100,179.435714
251.822803,105,187.077077
318.14366,118,196.684952
286.6604,115,206.216194
292.791355,114,216.888798
267.576628,113,226.772386
285.998121,121,236.23431
290.503589,122,244.859649
290.30804,130,254.083358
301.244732,122,264.418042
294.741445,121,273.643289
282.4352,115,283.465716
294.261979,120,293.089773
317.192794,130,302.337559
300.255443,117,310.662141
298.195907,118,318.827314
305.729123,119,327.177575
