rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/actor_loss
159.57877073,651,95,62000,1330,79.11,2599,1.6644229888916016,0.036530908197164536,0.03593813663804626,0.42649975419044495,-20.55636978149414
161.50142828,652,95,62380,1340,79.94,2618,3.156562089920044,0.027538100257515907,0.03593813663804626,4.390936851501465,-20.84537124633789
160.99472616,658,96,63720,1350,79.74,2685,2.4739677906036377,0.031405117362737656,0.03593813663804626,0.15907227993011475,-21.78421401977539
160.28021011,659,97,64080,1360,79.34,2703,3.846675395965576,0.03131326660513878,0.03593813663804626,2.3175594806671143,-22.35265350341797
161.61348113000003,664,98,65360,1370,79.63,2767,5.126193046569824,0.03904903680086136,0.03593813663804626,1.4226224422454834,-22.570898056030273
167.54766589,666,98,65980,1380,82.1,2798,0.8794615864753723,0.04631851986050606,0.03593813663804626,-0.06040668487548828,-22.88751220703125
168.10902899,669,100,67000,1390,82.09,2849,3.8546063899993896,0.02221982181072235,0.03593813663804626,4.165895938873291,-22.600208282470703
167.46740818,671,100,67600,1400,81.77,2879,1.4188072681427002,0.03383327275514603,0.03593813663804626,-3.708725690841675,-23.468090057373047
169.12408001,675,101,68780,1410,82.37,2938,3.8658528327941895,0.03137290105223656,0.03593813663804626,-1.261317491531372,-23.237171173095703
171.46851164,676,102,69200,1420,83.03,2959,3.5558385848999023,0.043023481965065,0.03593813663804626,-4.42849588394165,-23.903663635253906
167.10716526000004,668,104,70100,1430,80.99,3004,5.8628034591674805,0.032518357038497925,0.03593813663804626,-1.4522497653961182,-23.583101272583008
166.99526959,670,105,70580,1440,80.78,3028,2.0673182010650635,0.044644471257925034,0.03593813663804626,-2.542285680770874,-23.955921173095703
166.10722088000003,672,106,71720,1450,80.42,3085,1.5005438327789307,0.03334462642669678,0.03593813663804626,0.023897618055343628,-24.524860382080078
167.74538518,673,107,72280,1460,81.25,3113,3.608973979949951,0.02706265076994896,0.03593813663804626,-3.547788143157959,-24.620664596557617
167.198089,676,108,73400,1470,81.07,3169,2.082005023956299,0.03272838518023491,0.03593813663804626,1.9688453674316406,-25.25116729736328
164.39668767000003,677,109,73920,1480,79.97,3195,2.0813515186309814,0.042563557624816895,0.03593813663804626,-4.789459228515625,-25.132266998291016
163.51350390000005,678,110,74800,1490,79.67,3239,3.1892905235290527,0.04063553363084793,0.03593813663804626,-3.78806471824646,-26.109769821166992
158.23655832999998,680,110,75580,1500,77.22,3278,2.848355293273926,0.03552329167723656,0.03593813663804626,-0.8721230030059814,-26.466148376464844
159.88801491,682,111,76240,1510,78.3,3311,2.626497745513916,0.030295254662632942,0.03593813663804626,3.1289920806884766,-26.91153907775879
159.99751453000002,685,112,77440,1520,78.36,3371,2.98530912399292,0.04066891223192215,0.03593813663804626,-1.2841256856918335,-26.909717559814453
168.01544162,687,113,78160,1530,81.69,3407,2.832420587539673,0.036662183701992035,0.03593813663804626,6.186931133270264,-27.500606536865234
169.46359683,689,114,79120,1540,82.13,3455,5.152149200439453,0.029175374656915665,0.03593813663804626,0.6332054138183594,-28.099201202392578
175.67363874000003,684,116,80040,1550,84.3,3501,5.994369983673096,0.034931499511003494,0.03593813663804626,-0.8352401256561279,-27.53052520751953
179.17688975000002,686,117,80900,1560,85.41,3544,3.7520065307617188,0.03843816742300987,0.03593813663804626,-3.5462827682495117,-28.61196517944336
177.03262196,688,118,81680,1570,84.6,3583,3.8404908180236816,0.02237745188176632,0.03593813663804626,18.66145133972168,-28.288562774658203
178.61841038000003,691,119,82700,1580,85.43,3634,6.224663257598877,0.02657826617360115,0.03593813663804626,1.566576361656189,-29.354450225830078
179.60428852999996,692,120,83480,1590,85.86,3673,5.616084098815918,0.06797967106103897,0.03593813663804626,0.8126279711723328,-28.79499053955078
187.56371167,695,121,84500,1600,89.75,3724,4.4936909675598145,0.017297089099884033,0.03593813663804626,-5.9226298332214355,-29.81270408630371
187.45998440000002,697,122,85280,1610,89.23,3763,7.088839054107666,0.024086637422442436,0.03593813663804626,6.52964448928833,-29.934528350830078
182.23254717,698,122,85800,1620,88.06,3789,3.96580171585083,0.03532491996884346,0.03593813663804626,-3.2546613216400146,-30.64484405517578
180.53005481,701,124,87200,1630,87.91,3859,6.961474418640137,0.03744576871395111,0.03593813663804626,1.2100927829742432,-31.081863403320312
180.88447652999994,702,124,87660,1640,88.95,3882,5.542479515075684,0.037187039852142334,0.03593813663804626,5.6449785232543945,-30.907901763916016
177.282461,705,126,89000,1650,87.98,3949,2.947796583175659,0.050581254065036774,0.03593813663804626,-6.519731521606445,-31.457408905029297
174.66983577999997,705,126,89360,1660,87.28,3967,4.339911460876465,0.04194990545511246,0.03593813663804626,5.018404960632324,-31.52318000793457
169.63942682999996,665,136,90600,1670,85.04,4029,4.051340579986572,0.03553634136915207,0.03593813663804626,1.4054006338119507,-32.40754699707031
175.33303605,667,137,91520,1680,86.33,4075,2.1173393726348877,0.04240262880921364,0.03593813663804626,1.3486655950546265,-32.04439163208008
182.23226216999996,669,137,92420,1690,88.57,4120,6.964066028594971,0.04729519784450531,0.03593813663804626,-5.198284149169922,-32.32102966308594
186.85417598,673,139,93720,1700,89.41,4185,2.125206470489502,0.03084912896156311,0.03593813663804626,15.088539123535156,-33.386390686035156
194.68360212,673,139,94200,1710,91.47,4209,1.847659945487976,0.07623899728059769,0.03593813663804626,-3.3264636993408203,-33.483787536621094
202.10847105000002,676,141,95760,1720,93.24,4287,6.892329692840576,0.044344112277030945,0.03593813663804626,13.668434143066406,-34.09619903564453
213.46935537000002,678,142,96500,1730,95.78,4324,2.738072156906128,0.0462997704744339,0.03593813663804626,-3.753541946411133,-35.28446578979492
215.75027752999998,680,143,97760,1740,96.01,4387,7.1502227783203125,0.06621157377958298,0.03593813663804626,-4.26318359375,-35.2284049987793
219.65100965,682,144,98700,1750,97.58,4434,5.138919830322266,0.04877432435750961,0.03593813663804626,-0.9744052886962891,-35.542213439941406
227.44339394,684,145,99920,1760,99.65,4495,3.424372673034668,0.040161605924367905,0.03593813663804626,-0.4244172275066376,-35.572418212890625
239.16749272,652,154,101000,1770,103.95,4549,3.1803908348083496,0.034995727241039276,0.03593813663804626,8.804880142211914,-36.27477264404297
244.65172255999994,655,155,102080,1780,105.32,4603,2.1736814975738525,0.05309397727251053,0.03593813663804626,-3.9968323707580566,-37.70120620727539
245.69168861999998,656,156,102560,1790,105.27,4627,7.6331963539123535,0.04421151056885719,0.03593813663804626,-0.8597614765167236,-37.67312240600586
248.52777134,660,158,104460,1800,106.06,4722,5.748116970062256,0.05898738279938698,0.03593813663804626,-3.1184449195861816,-38.264984130859375
248.66185043000002,660,158,104660,1810,105.87,4732,4.704692363739014,0.050856996327638626,0.03593813663804626,2.962750196456909,-38.52631378173828
252.57139947000005,663,159,106200,1820,106.62,4809,3.590782403945923,0.04398809373378754,0.03593813663804626,-1.8625332117080688,-38.37132263183594
240.56734053,664,160,106500,1830,103.39,4824,8.545104026794434,0.044951457530260086,0.03593813663804626,1.4121415615081787,-38.458656311035156
242.48994186,668,162,108240,1840,103.38,4911,3.0933938026428223,0.06992830336093903,0.03593813663804626,-3.6795167922973633,-39.45728302001953
245.84224917,668,162,108640,1850,103.51,4931,4.054574966430664,0.06793759018182755,0.03593813663804626,-2.633880376815796,-40.33385467529297
238.86878045999998,671,163,109980,1860,100.58,4998,5.724708557128906,0.0657196193933487,0.03593813663804626,-4.401608467102051,-40.026878356933594
241.87985233000006,642,172,110860,1870,101.61,5042,4.738990783691406,0.0422644168138504,0.03593813663804626,-3.434051990509033,-41.39366912841797
234.27720096000002,644,173,111840,1880,99.34,5091,12.034440040588379,0.05857883393764496,0.03593813663804626,-4.142934799194336,-40.258888244628906
232.89265918000004,646,174,113080,1890,99.0,5153,8.27088737487793,0.04448990523815155,0.03593813663804626,-1.5479183197021484,-40.7193603515625
235.45689789,648,175,114120,1900,99.28,5205,8.964620590209961,0.046379927545785904,0.03593813663804626,7.636836051940918,-41.228485107421875
240.86144105000002,651,177,115400,1910,100.72,5269,12.349931716918945,0.05043530464172363,0.03593813663804626,-2.3790032863616943,-42.23386764526367
243.86920334,654,178,116440,1920,101.84,5321,2.8314695358276367,0.04207317531108856,0.03593813663804626,7.293595314025879,-42.75896072387695
253.54463229000004,656,179,117780,1930,104.55,5388,10.264734268188477,0.08648921549320221,0.03593813663804626,-3.691924571990967,-42.97248458862305
257.80999943999996,658,180,118700,1940,105.85,5434,7.886689186096191,0.03988033905625343,0.03593813663804626,1.820261001586914,-44.04256820678711
258.86775084,661,181,119800,1950,106.37,5489,9.715890884399414,0.05959794670343399,0.03593813663804626,2.830018997192383,-43.312164306640625
264.12144616999996,628,192,121020,1960,108.54,5550,13.25949478149414,0.0434553362429142,0.03593813663804626,0.6390206813812256,-46.13710021972656
259.28511751,629,192,121220,1970,106.1,5560,5.408533573150635,0.04534151032567024,0.03593813663804626,2.024569034576416,-44.97018051147461
259.19108736,632,194,123180,1980,105.97,5658,3.862889289855957,0.04102962464094162,0.03593813663804626,0.7933812141418457,-47.21825408935547
263.98321325,633,194,123540,1990,107.34,5676,9.888221740722656,0.050489481538534164,0.03593813663804626,-0.10640400648117065,-45.28938674926758
266.94121157,637,197,125660,2000,108.51,5782,7.112934112548828,0.03925767168402672,0.03593813663804626,0.386177659034729,-46.97038269042969
271.4725061,638,197,126220,2010,109.91,5810,7.691887378692627,0.04547953978180885,0.03593813663804626,7.8979668617248535,-45.27220916748047
269.36026703000005,639,198,127220,2020,108.85,5860,19.981613159179688,0.05688783898949623,0.03593813663804626,-0.9795235395431519,-46.464332580566406
265.50681899000006,641,199,128260,2030,107.65,5912,6.904706001281738,0.07735808938741684,0.03593813663804626,-4.9363484382629395,-47.477821350097656
267.89980482,643,201,129500,2040,108.07,5974,6.415569305419922,0.05328589305281639,0.03593813663804626,2.0487570762634277,-50.14818572998047
268.7554057,614,212,130780,2050,108.25,6038,4.397801876068115,0.05849088728427887,0.03593813663804626,1.1243722438812256,-48.38634490966797
281.1178404,617,214,132220,2060,111.65,6110,12.296182632446289,0.046777479350566864,0.03593813663804626,0.2308834046125412,-49.27808380126953
297.65996378000006,619,215,133420,2070,116.56,6170,7.359426498413086,0.046838413923978806,0.03593813663804626,8.734811782836914,-51.39556121826172
311.5693413,621,216,134580,2080,120.13,6228,10.883899688720703,0.04917047917842865,0.03593813663804626,0.568941593170166,-51.41912078857422
312.66131044,623,217,135680,2090,120.32,6283,4.196842193603516,0.05886036902666092,0.03593813663804626,-2.4996161460876465,-50.52751159667969
313.8084192,625,219,136920,2100,120.39,6345,10.074256896972656,0.0537995770573616,0.03593813663804626,-0.6746859550476074,-50.8331298828125
308.37972478999995,626,220,138200,2110,118.82,6409,9.881021499633789,0.04568834602832794,0.03593813663804626,5.357274055480957,-52.377906799316406
307.30745206,628,221,139080,2120,118.37,6453,4.214960098266602,0.0779031366109848,0.03593813663804626,1.7335745096206665,-52.164058685302734
309.50575581,602,233,140420,2130,118.21,6520,18.289827346801758,0.06459510326385498,0.03593813663804626,2.185598850250244,-53.07808303833008
308.46632758,604,234,141420,2140,118.15,6570,4.79669189453125,0.04843214899301529,0.03593813663804626,3.8445937633514404,-51.640316009521484
312.92809765000004,606,235,142960,2150,119.37,6647,16.57598304748535,0.04113761708140373,0.03593813663804626,5.823092460632324,-54.79216003417969
306.46194507,608,236,143740,2160,117.72,6686,11.410934448242188,0.06699912995100021,0.03593813663804626,0.2458834946155548,-54.55802917480469
297.89852745,609,237,144580,2170,115.86,6728,3.7551772594451904,0.06902247667312622,0.03593813663804626,-3.6917898654937744,-54.76996612548828
289.25894511,611,238,145820,2180,114.05,6790,25.76968765258789,0.05359715595841408,0.03593813663804626,1.3819141387939453,-54.282554626464844
288.58298037000003,613,239,147000,2190,114.11,6849,4.258934020996094,0.05425557121634483,0.03593813663804626,0.7586743831634521,-55.24535369873047
270.49833077999995,615,240,147920,2200,108.14,6895,9.587153434753418,0.059002168476581573,0.03593813663804626,2.6380271911621094,-55.76899337768555
278.1327832,617,241,149140,2210,110.26,6956,27.1830997467041,0.07487136125564575,0.03593813663804626,-1.1531951427459717,-55.88792037963867
282.07513646,596,251,150360,2220,111.86,7017,7.208581924438477,0.05893874540925026,0.03593813663804626,-0.2860233187675476,-56.509239196777344
287.97209001999994,598,253,151700,2230,113.85,7084,9.513978004455566,0.05054977536201477,0.03593813663804626,1.4364666938781738,-56.13072967529297
288.11407385999996,600,254,153020,2240,113.99,7150,5.9024739265441895,0.06652288138866425,0.03593813663804626,1.1296714544296265,-56.57289123535156
290.09257624,602,255,154200,2250,114.43,7209,18.034740447998047,0.07230143249034882,0.03593813663804626,-0.599483072757721,-57.602813720703125
286.19025516,603,256,155020,2260,113.12,7250,14.430267333984375,0.0511583611369133,0.03593813663804626,10.020477294921875,-59.098548889160156
285.55308312,606,258,156480,2270,113.06,7323,12.594514846801758,0.12378934025764465,0.03593813663804626,-4.985784530639648,-58.02691650390625
283.36636886,607,259,157660,2280,111.78,7382,16.563274383544922,0.0846685916185379,0.03593813663804626,-2.2476282119750977,-58.64292907714844
