rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/actor_loss
11.0723322,3308,0,340,10,15.2,,,,,,
11.880217571428572,3463,0,580,20,17.0,,,,,,
12.013974566666668,3501,0,740,30,17.166666666666668,,,,,,
12.722680775,3517,0,920,40,17.2,,,,,,
12.319810460000001,3573,0,1160,50,16.9,,,,,,
12.23703685,3654,0,1340,60,17.133333333333333,,,,,,
12.510205424657535,3660,0,1480,70,17.82191780821918,,,,,,
13.690856234567903,3743,0,1740,80,18.604938271604937,,,,,,
13.9233029010989,3813,0,1980,90,18.857142857142858,,,,,,
13.576110450000002,3804,0,2100,100,18.59,,,,,,
14.01027785,3811,0,2300,110,19.09,,,,,,
14.723519930000002,3833,0,2500,120,19.36,,,,,,
14.66713972,3827,0,2700,130,19.54,,,,,,
14.5158608,3833,0,2960,140,19.53,,,,,,
15.472373150000001,3856,0,3240,150,20.48,,,,,,
16.14831814,3822,0,3400,160,21.29,,,,,,
17.703961460000002,3844,0,3720,170,21.89,,,,,,
17.43752993,3835,1,3880,180,21.52,,,,,,
17.62628579,3845,1,4160,190,21.42,,,,,,
18.35439912,3862,1,4420,200,22.24,,,,,,
18.081898980000002,3865,1,4600,210,22.09,,,,,,
19.466454659999997,3881,1,4900,220,23.09,,,,,,
20.44328841,3892,1,5200,230,23.84,,,,,,
21.87912755,3881,1,5400,240,24.84,,,,,,
21.209279179999996,3874,1,5640,250,24.13,,,,,,
21.579217169999996,3862,1,5800,260,23.78,,,,,,
22.102869839999997,3856,1,5940,270,24.25,,,,,,
20.807422179999993,3877,1,6200,280,23.23,,,,,,
20.780194589999997,3889,1,6460,290,23.65,,,,,,
20.842589430000004,3907,1,6800,300,23.46,,,,,,
21.79137289,3918,1,7040,310,24.5,,,,,,
20.610640779999997,3929,1,7280,320,24.28,,,,,,
19.75898957,3927,1,7480,330,23.96,,,,,,
19.59518335,3936,1,7720,340,23.76,,,,,,
19.34779108,3932,1,7840,350,23.44,,,,,,
18.702462099999998,3952,2,8220,360,23.64,,,,,,
17.164676650000004,3946,2,8380,370,23.27,,,,,,
17.91597977,3944,2,8620,380,23.76,,,,,,
17.643291930000004,3937,2,8740,390,23.29,,,,,,
16.823008039999998,3947,2,9020,400,22.52,,,,,,
16.926809079999998,3949,2,9220,410,22.53,,,,,,
16.37824262,3947,2,9420,420,21.87,,,,,,
15.555617149999998,3956,2,9700,430,21.34,,,,,,
15.542103700000006,3964,2,9900,440,21.45,,,,,,
16.10798137,913,11,10220,450,22.17,10,9.159415245056152,1.044086217880249,0.03593813663804626,0.21837028861045837,-2.144869804382324
15.812385180000001,909,11,10380,460,21.71,18,6.1635894775390625,0.9742594361305237,0.03593813663804626,-0.13216382265090942,-2.9572548866271973
15.984333450000001,904,11,10500,470,21.92,24,3.013568878173828,0.887881875038147,0.03593813663804626,-0.598594069480896,-3.480874538421631
15.97346836,904,11,10740,480,21.8,36,0.8398961424827576,0.6986270546913147,0.03593813663804626,-1.7915599346160889,-2.992190361022949
16.268471459999997,902,12,10920,490,21.93,45,0.443419873714447,0.5677697658538818,0.03593813663804626,-2.8280978202819824,-2.895893096923828
16.72152173,902,12,11080,500,22.03,53,0.2102130651473999,0.4662718176841736,0.03593813663804626,-3.7781503200531006,-2.560286045074463
15.549887980000001,903,12,11300,510,20.63,64,0.12722820043563843,0.3509275019168854,0.03593813663804626,-5.238592147827148,-2.1575284004211426
16.10632689,905,12,11520,520,20.56,75,0.06040407344698906,0.2606406807899475,0.03593813663804626,-6.656726837158203,-1.9418294429779053
18.6204562,903,13,11940,530,21.78,96,0.03121091052889824,0.14369641244411469,0.03593813663804626,-9.744640350341797,-1.6096290349960327
19.34113742,906,13,12260,540,21.93,112,0.02440974861383438,0.08968623727560043,0.03593813663804626,-12.186647415161133,-1.3819854259490967
20.71207613,907,13,12520,550,22.08,125,0.028523340821266174,0.06067775562405586,0.03593813663804626,-13.969334602355957,-1.3537640571594238
21.55273893,907,14,12820,560,22.4,140,0.0262252539396286,0.038412634283304214,0.03593813663804626,-16.161128997802734,-1.3335301876068115
24.302426009999998,905,14,13020,570,23.21,150,0.018901018425822258,0.028270786628127098,0.03593813663804626,-17.386024475097656,-1.3138947486877441
26.06555179,905,14,13340,580,23.36,166,0.027611713856458664,0.017289312556385994,0.03593813663804626,-19.45838165283203,-1.3183622360229492
31.80045581,905,15,13700,590,25.96,184,0.019174139946699142,0.009950018487870693,0.03593813663804626,-21.71142578125,-1.3747806549072266
35.61438467,905,15,13980,600,27.21,198,0.025926437228918076,0.006577576510608196,0.03593813663804626,-14.17102336883545,-1.4407718181610107
39.876194250000005,903,15,14280,610,29.49,213,0.03661051765084267,0.004726470448076725,0.03593813663804626,15.110788345336914,-1.5115256309509277
42.402876840000005,903,16,14600,620,30.03,229,0.02548889070749283,0.005239667370915413,0.03593813663804626,17.9136962890625,-1.6768817901611328
42.65240479999999,903,16,14780,630,29.36,238,0.03475015610456467,0.006147984880954027,0.03593813663804626,11.645204544067383,-1.7643440961837769
45.06676027,901,16,15080,640,29.5,253,0.045085664838552475,0.007591661065816879,0.03593813663804626,-0.4771702289581299,-1.7478115558624268
46.88627131000001,901,16,15300,650,29.7,264,0.03613653779029846,0.008209200575947762,0.03593813663804626,-2.1045193672180176,-1.7650588750839233
49.0482289,899,17,15540,660,30.41,276,0.03594781458377838,0.008210945874452591,0.03593813663804626,-1.6673144102096558,-1.9777703285217285
49.39188043,899,17,15820,670,29.72,290,0.055753856897354126,0.008203248493373394,0.03593813663804626,1.6252233982086182,-2.0668253898620605
50.28886962000001,898,17,16020,680,29.61,300,0.05648697167634964,0.008411248214542866,0.03593813663804626,-4.114533424377441,-2.19466495513916
47.10100509000001,899,18,16240,690,27.58,311,0.06718090176582336,0.008514748886227608,0.03593813663804626,5.609287261962891,-2.14143705368042
46.89390478999999,901,18,16720,700,27.04,335,0.06343719363212585,0.008983303792774677,0.03593813663804626,-0.5418632626533508,-2.2486720085144043
48.21513065000002,900,18,16780,710,26.9,338,0.07666290551424026,0.009043591096997261,0.03593813663804626,-1.6151416301727295,-2.20975661277771
48.772179650000005,901,19,17300,720,26.93,364,0.09826172888278961,0.009086474776268005,0.03593813663804626,2.693657398223877,-2.3042867183685303
50.24603264,900,19,17380,730,27.47,368,0.07564953714609146,0.009184819646179676,0.03593813663804626,-5.826909065246582,-2.4454383850097656
53.952719659999985,902,20,18280,740,29.34,413,0.09293815493583679,0.00915920827537775,0.03593813663804626,0.5944480895996094,-2.609999418258667
57.583630899999996,906,20,18780,750,30.66,438,0.13903900980949402,0.010198174975812435,0.03593813663804626,-1.4980170726776123,-2.9845025539398193
63.165052389999985,907,21,19300,760,33.38,464,0.12741541862487793,0.010471702553331852,0.03593813663804626,3.7451188564300537,-2.9426283836364746
67.67013451999999,907,21,19680,770,35.81,483,0.16356143355369568,0.011409901082515717,0.03593813663804626,-1.3930472135543823,-3.1837379932403564
73.45177820999999,793,25,20100,780,38.55,504,0.17026886343955994,0.011459344998002052,0.03593813663804626,-2.14882755279541,-3.221513271331787
78.33606168,799,25,20780,790,41.03,538,0.18273620307445526,0.010372424498200417,0.03593813663804626,-1.6164467334747314,-3.4858670234680176
81.83627750000001,800,26,20960,800,42.79,547,0.13530564308166504,0.010563868097960949,0.03593813663804626,-0.1453263759613037,-3.669227361679077
86.87009495999999,810,27,22200,810,45.34,609,0.27710700035095215,0.012625732459127903,0.03593813663804626,1.4593937397003174,-4.244215965270996
95.61133662999998,810,27,22260,820,49.65,612,0.19243019819259644,0.012611808255314827,0.03593813663804626,3.787344217300415,-4.285702705383301
105.74163864,817,29,23760,830,54.5,687,0.22026020288467407,0.014232118614017963,0.03593813663804626,0.5903663635253906,-4.698998928070068
114.77207840999999,817,29,23900,840,58.69,694,0.2136661857366562,0.014346095733344555,0.03593813663804626,-3.5995724201202393,-4.680464744567871
118.80515330999998,821,30,24660,850,60.18,732,0.3896743655204773,0.013457092456519604,0.03593813663804626,-12.04016399383545,-5.066154479980469
118.15391362,824,30,25160,860,59.78,757,0.2230362892150879,0.0126078762114048,0.03593813663804626,1.4809260368347168,-5.299165725708008
122.82465577,827,31,26040,870,61.87,801,0.3710801303386688,0.013163123279809952,0.03593813663804626,1.1244845390319824,-5.658857822418213
126.58751323000003,828,31,26460,880,63.84,822,0.5958682298660278,0.013021094724535942,0.03593813663804626,6.019460678100586,-5.616906642913818
130.21113416000003,831,33,27480,890,65.56,873,0.441080242395401,0.014959420077502728,0.03593813663804626,0.1929321587085724,-5.999114513397217
137.23601907,833,33,28080,900,68.8,903,0.35513725876808167,0.01778009906411171,0.03593813663804626,-6.8820905685424805,-6.249722957611084
142.0837008,835,34,29120,910,70.97,955,0.4470643997192383,0.015998434275388718,0.03593813663804626,-0.16286838054656982,-7.064822673797607
143.41104658000003,837,35,29740,920,71.5,986,0.22901791334152222,0.017688894644379616,0.03593813663804626,-0.6372798681259155,-7.220800399780273
143.82720702999998,704,43,30680,930,71.77,1033,0.4014856219291687,0.017060155048966408,0.03593813663804626,1.8133964538574219,-7.875558853149414
144.55286949,708,44,31460,940,72.06,1072,0.7660396099090576,0.0202277060598135,0.03593813663804626,-1.896406650543213,-7.823277473449707
149.82970570999998,716,45,32380,950,74.61,1118,0.9164777994155884,0.01856144331395626,0.03593813663804626,-1.130224347114563,-8.51774787902832
155.17637243,718,46,33140,960,77.16,1156,0.7577145099639893,0.02388344518840313,0.03593813663804626,-0.9980741143226624,-8.384946823120117
157.38513217,723,46,33960,970,78.17,1197,1.8873651027679443,0.018412891775369644,0.03593813663804626,2.3619532585144043,-8.402139663696289
158.87724418999997,725,47,34440,980,78.74,1221,0.7306302785873413,0.022135436534881592,0.03593813663804626,0.7658405303955078,-9.233034133911133
153.55711602000002,725,47,34560,990,76.1,1227,0.8728005886077881,0.02379320189356804,0.03593813663804626,0.8862024545669556,-9.100822448730469
147.87265567000003,731,49,36120,1000,73.5,1305,1.5965831279754639,0.020939331501722336,0.03593813663804626,1.4956389665603638,-9.358587265014648
148.89290434000003,731,49,36220,1010,73.93,1310,0.8264136910438538,0.020430199801921844,0.03593813663804626,-1.5999276638031006,-9.36250114440918
149.05720845,739,50,37620,1020,74.05,1380,0.5901930332183838,0.025714823976159096,0.03593813663804626,-4.187983512878418,-10.619611740112305
149.07294259999998,740,51,37880,1030,74.06,1393,0.6554533243179321,0.02490939199924469,0.03593813663804626,7.284494400024414,-10.470771789550781
145.67444717000004,743,52,38720,1040,72.45,1435,1.1115750074386597,0.026382746174931526,0.03593813663804626,1.6459202766418457,-10.84084415435791
137.92025142,743,52,39060,1050,68.73,1452,0.991510808467865,0.023683663457632065,0.03593813663804626,14.47468090057373,-11.050836563110352
136.13843089000002,654,61,40300,1060,67.87,1514,0.7272568345069885,0.02310049533843994,0.03593813663804626,-3.6662940979003906,-11.885730743408203
136.22858737,656,62,40740,1070,67.82,1536,2.105677604675293,0.01812228374183178,0.03593813663804626,-0.8688092231750488,-11.725152969360352
136.69895593,662,63,41940,1080,68.06,1596,0.8817986249923706,0.03399241715669632,0.03593813663804626,0.5912137627601624,-11.700884819030762
144.97986152000004,664,63,42220,1090,72.01,1610,2.467447280883789,0.028815601021051407,0.03593813663804626,-2.7593421936035156,-11.828744888305664
151.20726426000002,668,64,43100,1100,74.96,1654,1.5242048501968384,0.027207350358366966,0.03593813663804626,1.5538798570632935,-13.107095718383789
150.19982632,671,65,43880,1110,74.5,1693,1.0497719049453735,0.03211045637726784,0.03593813663804626,-1.3893086910247803,-12.941750526428223
151.62137967,675,66,44780,1120,75.05,1738,2.022240161895752,0.027255196124315262,0.03593813663804626,-3.259453296661377,-13.340537071228027
152.36421583999999,678,67,45580,1130,75.31,1778,1.6766769886016846,0.030854828655719757,0.03593813663804626,0.15880167484283447,-13.60018253326416
155.74269242,680,68,46420,1140,76.9,1820,1.6304622888565063,0.026412485167384148,0.03593813663804626,0.24086977541446686,-14.254734992980957
163.20137045,683,69,47200,1150,80.44,1859,4.39280891418457,0.03349897265434265,0.03593813663804626,-0.6831271052360535,-14.11212158203125
165.70545061,686,70,48060,1160,81.55,1902,1.640274167060852,0.03526630252599716,0.03593813663804626,-0.35088104009628296,-14.637554168701172
166.17422677,688,70,48880,1170,81.78,1943,1.6624757051467896,0.034407880157232285,0.03593813663804626,-1.9793086051940918,-15.521589279174805
166.99627601000003,691,71,49620,1180,82.12,1980,3.28483247756958,0.03885000944137573,0.03593813663804626,2.957383632659912,-15.31522274017334
167.26632862999998,633,79,50520,1190,82.2,2025,1.0775858163833618,0.03774900734424591,0.03593813663804626,4.544502258300781,-16.634050369262695
169.43641956,637,80,51420,1200,83.1,2070,1.3767679929733276,0.03612795099616051,0.03593813663804626,-1.6379929780960083,-16.549470901489258
170.63661240000002,640,81,52200,1210,83.61,2109,2.1280882358551025,0.030060017481446266,0.03593813663804626,-1.36811363697052,-16.428037643432617
170.07625854999998,643,82,53000,1220,83.33,2149,1.9580180644989014,0.03194139897823334,0.03593813663804626,-1.7723479270935059,-16.956472396850586
169.78781373,646,83,53840,1230,83.22,2191,1.8396881818771362,0.029173851013183594,0.03593813663804626,-1.3626563549041748,-17.10674476623535
168.03303484,649,84,54640,1240,82.52,2231,3.5704617500305176,0.036809369921684265,0.03593813663804626,-0.17731043696403503,-17.429792404174805
168.1066932,652,85,55460,1250,82.47,2272,1.2319269180297852,0.028238492086529732,0.03593813663804626,2.484752893447876,-18.04071044921875
167.31785187000003,654,86,56320,1260,82.18,2315,1.6002899408340454,0.02844512090086937,0.03593813663804626,-0.3500889539718628,-18.420677185058594
167.11213536000002,657,86,57160,1270,82.14,2357,2.609708547592163,0.03686077147722244,0.03593813663804626,-1.6479885578155518,-19.196361541748047
163.44418406,658,87,57520,1280,80.45,2375,1.6064194440841675,0.030671900138258934,0.03593813663804626,-1.6581566333770752,-19.554397583007812
163.0896314,662,88,58800,1290,80.36,2439,4.466569900512695,0.027597516775131226,0.03593813663804626,-1.5913525819778442,-19.88210105895996
162.04502487999997,663,89,59120,1300,79.99,2455,1.6716187000274658,0.02177429385483265,0.03593813663804626,3.62852144241333,-19.83839225769043
160.12047003,644,93,60320,1310,79.19,2515,2.2160236835479736,0.05350746214389801,0.03593813663804626,-2.921747922897339,-20.202495574951172
159.64135198999998,646,93,60720,1320,79.18,2535,2.6618847846984863,0.04902423918247223,0.03593813663804626,-5.622013092041016,-20.622425079345703
