,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
131,131,6.5990544,2023-05-18 16:52:37.702664,2023-05-18 16:52:38.324993,0 days 00:00:00.622329,16,1000000,0.9,0.0027454094017467867,1000,0.4479152693926431,small,0.01,64,PRUNED
132,132,34.5775632,2023-05-18 16:52:38.331257,2023-05-18 16:52:39.190959,0 days 00:00:00.859702,32,10000,0.9,1.3876590230189341e-05,1000,-0.8600395930700415,big,0.05,512,PRUNED
133,133,89.94389120000001,2023-05-18 16:52:39.192988,2023-05-18 16:52:40.189311,0 days 00:00:00.996323,256,10000,0.9,4.4782792715034225e-05,1000,0.9900880636798899,small,0.005,4,PRUNED
134,134,28.8014002,2023-05-18 16:52:40.190746,2023-05-18 16:52:40.993950,0 days 00:00:00.803204,1024,100000,0.9,3.09594116181378e-05,1000,-0.34775844259205735,medium,0.005,4,PRUNED
135,135,17.5183424,2023-05-18 16:52:40.995222,2023-05-18 16:52:41.382639,0 days 00:00:00.387417,1024,1000000,0.9,0.03105307647298683,1000,0.5452842747307445,small,0.005,4,PRUNED
136,136,48.3218572,2023-05-18 16:52:41.383751,2023-05-18 16:52:42.495233,0 days 00:00:01.111482,2048,1000000,0.9,9.291266879115991e-05,20000,-1.5516161180858472,big,0.01,256,PRUNED
137,137,22.0082814,2023-05-18 16:52:42.509255,2023-05-18 16:53:03.954178,0 days 00:00:21.444923,32,10000,0.9,1.1396024845119064e-05,0,0.5053501003388668,small,0.005,4,PRUNED
138,138,23.646019399999997,2023-05-18 16:52:44.482811,2023-05-18 16:52:45.326381,0 days 00:00:00.843570,2048,1000000,0.9,0.002076590413850296,10000,-0.947457942311801,big,0.01,32,PRUNED
139,139,134.4581072,2023-05-18 16:52:45.327168,2023-05-18 16:52:46.215029,0 days 00:00:00.887861,32,10000,0.9,0.00022238681125305034,1000,0.4700000846915745,small,0.001,4,COMPLETE
140,140,28.609299,2023-05-18 16:52:46.220549,2023-05-18 16:52:46.759410,0 days 00:00:00.538861,32,10000,0.9,0.0017361057387799037,1000,-0.031311169540986006,small,0.001,4,PRUNED
141,141,22.905142,2023-05-18 16:52:46.763139,2023-05-18 16:52:47.575913,0 days 00:00:00.812774,32,10000,0.9,1.1260992291240354e-05,1000,0.8565549065303686,big,0.005,64,PRUNED
142,142,14.1742928,2023-05-18 16:52:47.576773,2023-05-18 16:52:48.123712,0 days 00:00:00.546939,32,10000,0.995,0.00035822245984656496,1000,0.4738969308795629,small,0.005,4,PRUNED
143,143,14.0827518,2023-05-18 16:52:48.125473,2023-05-18 16:52:48.779746,0 days 00:00:00.654273,32,1000000,0.999,0.00036234339128637553,20000,-0.08806140010663616,big,0.01,16,PRUNED
144,144,34.844350000000006,2023-05-18 16:52:48.785347,2023-05-18 16:52:49.407984,0 days 00:00:00.622637,32,10000,0.9,2.5652353196255145e-05,1000,-0.45720616498674926,small,0.08,4,PRUNED
145,145,20.1019068,2023-05-18 16:52:49.437485,2023-05-18 16:52:50.119306,0 days 00:00:00.681821,32,1000000,0.999,0.004972596640826505,1000,-0.23236498442327147,big,0.01,16,PRUNED
146,146,98.98978539999999,2023-05-18 16:52:50.121565,2023-05-18 16:52:50.992523,0 days 00:00:00.870958,32,10000,0.9,0.0013410014428216087,1000,0.532040097188402,small,0.005,4,PRUNED
147,147,15.223663199999999,2023-05-18 16:52:50.995565,2023-05-18 16:52:51.813799,0 days 00:00:00.818234,256,10000,0.9999,5.518791216416504e-05,1000,-0.7596599490562365,big,0.005,4,PRUNED
148,148,50.449822,2023-05-18 16:52:51.819627,2023-05-18 16:52:52.630916,0 days 00:00:00.811289,512,1000000,0.9,0.0094656680589946,1000,0.7573625339098079,small,0.08,32,PRUNED
149,149,29.989974,2023-05-18 16:52:52.631832,2023-05-18 16:52:53.353058,0 days 00:00:00.721226,256,10000,0.9,0.00013907050902400029,1000,0.11258838254618675,big,0.01,4,PRUNED
150,150,31.177827,2023-05-18 16:52:53.357370,2023-05-18 16:52:54.175978,0 days 00:00:00.818608,2048,1000000,0.9,3.1343391544070496e-05,10000,-1.9188376844068622,big,0.01,256,PRUNED
151,151,12.687968999999999,2023-05-18 16:52:54.180893,2023-05-18 16:52:54.907251,0 days 00:00:00.726358,1024,10000,0.9,3.478217003230502e-05,1000,0.2629608835618123,small,0.001,4,PRUNED
152,152,17.554187000000002,2023-05-18 16:52:54.912364,2023-05-18 16:52:55.628769,0 days 00:00:00.716405,2048,1000000,0.99,0.00022276837665421984,10000,-0.5022880955869355,big,0.05,256,PRUNED
153,153,38.9176576,2023-05-18 16:52:55.630360,2023-05-18 16:52:56.457850,0 days 00:00:00.827490,32,10000,0.999,0.0001413256490232232,1000,0.5454854463894361,small,0.001,4,PRUNED
154,154,12.449192799999999,2023-05-18 16:52:56.459345,2023-05-18 16:52:57.298116,0 days 00:00:00.838771,128,10000,0.9,0.0009007068754140728,10000,-2.190153284395652,big,0.01,1,PRUNED
155,155,37.3283512,2023-05-18 16:52:57.301193,2023-05-18 16:52:58.227394,0 days 00:00:00.926201,128,10000,0.9,2.3083263816766022e-05,10000,-1.3721957197523673,medium,0.01,256,PRUNED
156,156,9.5464194,2023-05-18 16:52:58.232220,2023-05-18 16:52:58.997820,0 days 00:00:00.765600,32,10000,0.9,4.4600915851656646e-05,1000,0.21689958968611095,small,0.001,32,PRUNED
157,157,23.6579138,2023-05-18 16:52:58.999099,2023-05-18 16:52:59.684630,0 days 00:00:00.685531,512,10000,0.9,5.180062282704559e-05,10000,-1.6008294337358802,big,0.01,256,PRUNED
158,158,43.0995076,2023-05-18 16:52:59.689488,2023-05-18 16:53:00.633174,0 days 00:00:00.943686,2048,1000000,0.995,0.00017857768059809922,1000,0.4022327706559707,big,0.02,16,PRUNED
159,159,124.34735800000001,2023-05-18 16:53:00.634239,2023-05-18 16:53:02.057472,0 days 00:00:01.423233,128,10000,0.9,1.968989681558691e-05,10000,-0.07431502230132825,big,0.01,64,COMPLETE
160,160,65.94801700000001,2023-05-18 16:53:02.060216,2023-05-18 16:53:03.019082,0 days 00:00:00.958866,128,10000,0.9,1.7242779171772657e-05,10000,0.03699409967668679,big,0.02,16,PRUNED
161,161,55.99308980000001,2023-05-18 16:53:03.020783,2023-05-18 16:53:04.316618,0 days 00:00:01.295835,16,1000000,0.9,0.05797768388000253,1000,0.6760868987706049,small,0.05,32,PRUNED
162,162,20.3551558,2023-05-18 16:53:03.955048,2023-05-18 16:53:05.498400,0 days 00:00:01.543352,2048,1000000,0.995,8.817153586628625e-05,1000,0.799890235284618,medium,0.005,4,PRUNED
163,163,24.2744184,2023-05-18 16:53:04.321061,2023-05-18 16:53:06.032635,0 days 00:00:01.711574,128,10000,0.9,1.3896429155820138e-05,10000,0.25466188378314475,big,0.01,64,PRUNED
164,164,34.313228800000005,2023-05-18 16:53:05.499878,2023-05-18 16:53:07.536617,0 days 00:00:02.036739,128,10000,0.9,3.366933891271204e-05,10000,0.08193418020699458,big,0.01,4,PRUNED
165,165,31.181047799999998,2023-05-18 16:53:06.035000,2023-05-18 16:53:07.152480,0 days 00:00:01.117480,512,10000,0.9,3.511358800377786e-05,1000,-1.8462248755013497,big,0.005,256,PRUNED
166,166,13.3731294,2023-05-18 16:53:07.154701,2023-05-18 16:53:08.235255,0 days 00:00:01.080554,128,10000,0.9,1.5567216638866878e-05,1000,0.6546322582939901,big,0.005,4,PRUNED
167,167,17.604679,2023-05-18 16:53:07.538589,2023-05-18 16:53:09.145422,0 days 00:00:01.606833,2048,1000000,0.9,1.7941713672696335e-05,10000,0.05982651260373062,big,0.01,4,PRUNED
168,168,104.8404798,2023-05-18 16:53:08.236846,2023-05-18 16:53:10.341342,0 days 00:00:02.104496,2048,100000,0.98,0.00012197390496466652,1000,0.22997831681983,big,0.005,32,PRUNED
169,169,222.38865,2023-05-18 16:53:09.146500,2023-05-18 16:53:11.189376,0 days 00:00:02.042876,128,10000,0.9,0.00018932618082929297,10000,-2.0961746143455002,big,0.01,256,COMPLETE
170,170,26.3550522,2023-05-18 16:53:10.344102,2023-05-18 16:53:11.473563,0 days 00:00:01.129461,2048,10000,0.95,7.78254530189363e-05,1000,-0.07724266966533333,big,0.005,4,PRUNED
171,171,10.7003224,2023-05-18 16:53:11.190644,2023-05-18 16:53:12.334462,0 days 00:00:01.143818,1024,1000000,0.9,0.00032576479155947544,1000,-0.6870160622564253,big,0.01,256,PRUNED
172,172,36.6937296,2023-05-18 16:53:11.476257,2023-05-18 16:53:12.817639,0 days 00:00:01.341382,128,10000,0.9,4.752404917551719e-05,10000,-0.6197115044001262,small,0.05,64,PRUNED
173,173,17.849928,2023-05-18 16:53:12.335738,2023-05-18 16:53:13.395723,0 days 00:00:01.059985,16,1000000,0.9,0.07282596272676649,1000,0.38994198719186,small,0.005,8,PRUNED
174,174,9.6511162,2023-05-18 16:53:12.822696,2023-05-18 16:53:14.328636,0 days 00:00:01.505940,128,10000,0.9,0.0017032718513441463,10000,-1.1571061364898627,big,0.01,256,PRUNED
175,175,18.4729298,2023-05-18 16:53:13.398376,2023-05-18 16:53:14.463970,0 days 00:00:01.065594,128,10000,0.9,0.004826006294332362,20000,-1.7960153081039332,big,0.01,256,PRUNED
176,176,75.23446019999999,2023-05-18 16:53:14.331164,2023-05-18 16:53:16.147469,0 days 00:00:01.816305,32,10000,0.9,0.00025037920691993963,10000,-0.04705094220571154,medium,0.005,4,PRUNED
177,177,37.8205602,2023-05-18 16:53:14.477687,2023-05-18 16:53:15.901870,0 days 00:00:01.424183,128,10000,0.999,5.852132821344422e-05,10000,-1.0530324524719388,big,0.01,8,PRUNED
178,178,33.067863,2023-05-18 16:53:15.903730,2023-05-18 16:53:17.356810,0 days 00:00:01.453080,16,1000000,0.9,0.0002666475760395382,10000,-0.5933764065206095,big,0.01,64,PRUNED
179,179,14.9218648,2023-05-18 16:53:16.148753,2023-05-18 16:53:16.864789,0 days 00:00:00.716036,32,1000000,0.9,5.24049997740768e-05,1000,-0.5315248711377135,small,0.001,4,PRUNED
180,180,29.597689799999994,2023-05-18 16:53:16.865991,2023-05-18 16:53:18.206686,0 days 00:00:01.340695,128,10000,0.9999,5.1353688364298154e-05,10000,-2.2510176904243138,big,0.01,256,PRUNED
181,181,393.5363906,2023-05-18 16:53:17.358360,2023-05-18 16:53:23.335300,0 days 00:00:05.976940,2048,1000000,0.9999,0.3305801933060239,10000,-1.0190626611671032,small,0.02,512,COMPLETE
182,182,15.679554,2023-05-18 16:53:18.209999,2023-05-18 16:53:19.000609,0 days 00:00:00.790610,32,10000,0.98,4.061122303350758e-05,10000,-0.5139870433128733,big,0.005,4,PRUNED
183,183,16.6609504,2023-05-18 16:53:19.004401,2023-05-18 16:53:19.993955,0 days 00:00:00.989554,512,10000,0.9,2.9447411133977165e-05,10000,-0.5676233303775566,big,0.05,64,PRUNED
184,184,43.399481200000004,2023-05-18 16:53:19.995060,2023-05-18 16:53:21.671872,0 days 00:00:01.676812,32,10000,0.995,0.0005595247578216835,10000,-2.185747665297055,big,0.01,256,PRUNED
185,185,20.9634298,2023-05-18 16:53:21.674660,2023-05-18 16:53:22.785129,0 days 00:00:01.110469,2048,1000000,0.999,0.00015657759049633442,10000,-1.005292826542106,big,0.01,1,PRUNED
186,186,76.0963704,2023-05-18 16:53:22.786828,2023-05-18 16:54:08.543181,0 days 00:00:45.756353,256,10000,0.9,0.0003424931286610846,0,-0.27650436449507054,big,0.005,16,PRUNED
187,187,22.7071912,2023-05-18 16:53:23.339044,2023-05-18 16:53:23.875980,0 days 00:00:00.536936,16,100000,0.9,0.14623291730823013,1000,0.29225659214383504,small,0.005,4,PRUNED
188,188,21.7148114,2023-05-18 16:53:23.878011,2023-05-18 16:53:24.337320,0 days 00:00:00.459309,2048,1000000,0.9999,0.6920016606278182,10000,-1.6600279972774077,small,0.02,512,PRUNED
189,189,42.7834984,2023-05-18 16:53:24.340851,2023-05-18 16:53:25.397896,0 days 00:00:01.057045,32,10000,0.9,1.6332866839551276e-05,1000,-0.9113548812289625,big,0.02,256,PRUNED
190,190,41.6758242,2023-05-18 16:53:25.399130,2023-05-18 16:53:26.617602,0 days 00:00:01.218472,128,100000,0.9,0.000522066677104388,10000,-2.4062832928681726,big,0.01,256,PRUNED
191,191,10.938174799999999,2023-05-18 16:53:26.620240,2023-05-18 16:53:27.170686,0 days 00:00:00.550446,16,1000000,0.9,0.0751418388962755,20000,0.5871366151849332,small,0.08,32,PRUNED
192,192,29.444914800000003,2023-05-18 16:53:27.172331,2023-05-18 16:53:28.040256,0 days 00:00:00.867925,128,10000,0.999,0.0009610227954250884,10000,-2.566331767709425,big,0.001,256,PRUNED
193,193,19.6623838,2023-05-18 16:53:28.043454,2023-05-18 16:53:28.851029,0 days 00:00:00.807575,2048,1000000,0.9999,0.5698185546854105,10000,-0.3170586485092366,small,0.02,256,PRUNED
194,194,155.39915380000002,2023-05-18 16:53:28.855612,2023-05-18 16:56:10.985574,0 days 00:02:42.129962,2048,100000,0.9,1.0213910050042415e-05,0,-0.22249069831904567,big,0.005,4,COMPLETE
195,195,17.6481484,2023-05-18 16:54:01.791559,2023-05-18 16:54:02.337280,0 days 00:00:00.545721,2048,1000000,0.9999,0.05781230329199699,10000,-0.5858750130132346,small,0.05,512,PRUNED
196,196,17.6006378,2023-05-18 16:54:02.339338,2023-05-18 16:54:03.082388,0 days 00:00:00.743050,2048,10000,0.999,9.340797020647365e-05,10000,-0.37940070055695396,big,0.01,256,PRUNED
197,197,91.11826779999998,2023-05-18 16:54:03.083980,2023-05-18 16:54:04.478944,0 days 00:00:01.394964,2048,1000000,0.999,9.747699362844976e-05,10000,-0.7433411312004585,big,0.01,256,PRUNED
198,198,140.4797086,2023-05-18 16:54:04.480375,2023-05-18 16:54:51.795347,0 days 00:00:47.314972,128,10000,0.9,2.2377711656917762e-05,0,-1.256442203358331,big,0.01,128,COMPLETE
199,199,15.393367399999999,2023-05-18 16:54:08.546009,2023-05-18 16:54:08.994824,0 days 00:00:00.448815,2048,1000000,0.999,0.0011341927126350922,10000,-1.308513586638059,big,0.001,256,PRUNED
200,200,20.1205836,2023-05-18 16:54:08.995652,2023-05-18 16:54:09.562437,0 days 00:00:00.566785,128,10000,0.9,0.00016180849816885759,10000,-1.4820128150428404,big,0.02,256,PRUNED
201,201,119.22008760000001,2023-05-18 16:54:09.563440,2023-05-18 16:54:10.836355,0 days 00:00:01.272915,128,10000,0.9,3.1519693850896065e-05,10000,-3.436444456553369,small,0.01,256,COMPLETE
202,202,195.6326338,2023-05-18 16:54:10.839305,2023-05-18 16:54:34.399828,0 days 00:00:23.560523,128,10000,0.9,1.1928765179467451e-05,0,-2.260543097557446,small,0.01,256,COMPLETE
203,203,19.2851228,2023-05-18 16:54:20.531865,2023-05-18 16:54:21.150168,0 days 00:00:00.618303,1024,100000,0.9,0.0002421509038037057,10000,-3.738140553912742,small,0.01,256,PRUNED
204,204,13.4016022,2023-05-18 16:54:21.151060,2023-05-18 16:54:21.813829,0 days 00:00:00.662769,16,1000000,0.9,0.4976153616952382,1000,0.0007033649205532774,small,0.08,1,PRUNED
205,205,20.0107478,2023-05-18 16:54:21.815166,2023-05-18 16:54:22.616602,0 days 00:00:00.801436,2048,1000000,0.9999,0.017646914578955824,10000,-1.4585588671967364,small,0.02,8,PRUNED
206,206,16.1395268,2023-05-18 16:54:22.618549,2023-05-18 16:54:23.814444,0 days 00:00:01.195895,128,10000,0.9,1.915531659374813e-05,10000,-1.6791524707320682,big,0.01,256,PRUNED
207,207,23.2086866,2023-05-18 16:54:23.817453,2023-05-18 16:54:24.647089,0 days 00:00:00.829636,128,10000,0.99,0.0013057398537934333,10000,-3.637597753227372,small,0.01,256,PRUNED
208,208,17.3508726,2023-05-18 16:54:24.648468,2023-05-18 16:54:25.437229,0 days 00:00:00.788761,32,10000,0.995,3.323067836453537e-05,1000,-1.6223755703030913,big,0.08,4,PRUNED
209,209,21.914379,2023-05-18 16:54:25.438793,2023-05-18 16:54:26.183217,0 days 00:00:00.744424,128,10000,0.9,2.2742328719627602e-05,10000,-3.923331291601949,small,0.005,256,PRUNED
210,210,11.480024199999999,2023-05-18 16:54:26.184123,2023-05-18 16:54:26.722056,0 days 00:00:00.537933,128,10000,0.9999,4.9987986085922966e-05,1000,-3.1522138507948556,small,0.01,256,PRUNED
211,211,23.0937676,2023-05-18 16:54:26.724040,2023-05-18 16:54:27.585935,0 days 00:00:00.861895,32,10000,0.9,4.498177650403156e-05,1000,0.6646494875191095,big,0.001,4,PRUNED
212,212,12.805545599999999,2023-05-18 16:54:27.586994,2023-05-18 16:54:28.292012,0 days 00:00:00.705018,128,10000,0.9,5.795662850145493e-05,10000,-3.601843425693173,small,0.01,256,PRUNED
213,213,21.209445,2023-05-18 16:54:28.294740,2023-05-18 16:54:29.089165,0 days 00:00:00.794425,16,1000000,0.995,0.0020607477793747418,1000,0.4754711889903828,small,0.005,4,PRUNED
214,214,94.38778020000001,2023-05-18 16:54:29.090924,2023-05-18 16:54:30.167760,0 days 00:00:01.076836,2048,100000,0.9,2.342353003104119e-05,1000,0.3006374517771934,big,0.005,128,PRUNED
215,215,19.585139,2023-05-18 16:54:30.168835,2023-05-18 16:54:30.949496,0 days 00:00:00.780661,2048,1000000,0.9999,0.43537553788857947,1000,-0.0756213853573382,small,0.02,512,PRUNED
216,216,31.138099600000004,2023-05-18 16:54:30.953886,2023-05-18 16:54:31.700134,0 days 00:00:00.746248,16,1000000,0.9,0.008266514026058533,20000,0.5539057580909128,small,0.005,4,PRUNED
217,217,18.1068142,2023-05-18 16:54:31.703739,2023-05-18 16:54:32.325765,0 days 00:00:00.622026,128,1000000,0.9,7.599202846821162e-05,1000,0.5065900619368617,small,0.01,16,PRUNED
218,218,11.8747034,2023-05-18 16:54:32.332195,2023-05-18 16:54:32.817968,0 days 00:00:00.485773,2048,1000000,0.9,8.794945814169405e-05,1000,0.7302360972701815,big,0.001,256,PRUNED
219,219,17.6331372,2023-05-18 16:54:32.825633,2023-05-18 16:54:33.393639,0 days 00:00:00.568006,128,10000,0.98,1.6152570637655784e-05,10000,0.13242397378177953,small,0.01,64,PRUNED
220,220,33.826967800000006,2023-05-18 16:54:33.394992,2023-05-18 16:54:34.279564,0 days 00:00:00.884572,2048,1000000,0.9,0.0006184762586401792,10000,0.6589008467544004,big,0.005,16,PRUNED
221,221,88.89283479999999,2023-05-18 16:54:34.280845,2023-05-18 16:54:35.389758,0 days 00:00:01.108913,2048,1000000,0.995,0.13138749837352878,10000,-0.149808735979856,small,0.02,512,PRUNED
222,222,96.9777632,2023-05-18 16:54:34.402420,2023-05-18 16:54:54.908644,0 days 00:00:20.506224,16,10000,0.9,1.4703036372910858e-05,0,-2.1108142364031353,small,0.01,16,PRUNED
223,223,14.299882199999999,2023-05-18 16:54:35.391897,2023-05-18 16:54:36.902944,0 days 00:00:01.511047,128,10000,0.9,7.51806681508757e-05,0,-1.2504444339277583,small,0.01,512,PRUNED
224,224,19.6107904,2023-05-18 16:54:36.904898,2023-05-18 16:54:37.840932,0 days 00:00:00.936034,256,1000000,0.9,0.0001906137317992247,1000,0.7245724980284491,small,0.05,16,PRUNED
225,225,70.8659138,2023-05-18 16:54:37.841836,2023-05-18 16:54:48.469234,0 days 00:00:10.627398,128,10000,0.9,2.5883261277271153e-05,0,-2.3550654520296237,small,0.01,256,PRUNED
226,226,25.06176,2023-05-18 16:54:48.472793,2023-05-18 16:54:49.304234,0 days 00:00:00.831441,16,1000000,0.999,6.392688951283196e-05,10000,-2.2685214834581298,big,0.01,256,PRUNED
227,227,59.71185380000001,2023-05-18 16:54:49.305393,2023-05-18 16:54:50.120733,0 days 00:00:00.815340,16,10000,0.9,0.03513775014164772,1000,0.2590072980892855,small,0.08,32,PRUNED
228,228,15.544228199999997,2023-05-18 16:54:50.121638,2023-05-18 16:54:50.865082,0 days 00:00:00.743444,32,10000,0.9,0.00011999408404879695,20000,0.4343968581935469,small,0.001,4,PRUNED
229,229,125.84191860000001,2023-05-18 16:54:50.876267,2023-05-18 16:54:52.370942,0 days 00:00:01.494675,32,10000,0.999,1.606604615708833e-05,1000,-1.4928049608201563,big,0.005,256,COMPLETE
230,230,9.774798,2023-05-18 16:54:51.796702,2023-05-18 16:55:29.805540,0 days 00:00:38.008838,128,10000,0.9,5.179995045802566e-05,0,-2.101648105805677,big,0.01,8,PRUNED
231,231,14.0095902,2023-05-18 16:54:52.372374,2023-05-18 16:54:53.085193,0 days 00:00:00.712819,16,1000000,0.9,0.14395250509467375,1000,0.11059971120952664,big,0.08,32,PRUNED
232,232,26.0381864,2023-05-18 16:54:53.089429,2023-05-18 16:55:23.313647,0 days 00:00:30.224218,128,10000,0.9,1.8647739462369127e-05,0,-1.817060780898978,big,0.02,128,PRUNED
233,233,89.4934498,2023-05-18 16:54:54.909621,2023-05-18 16:54:55.877395,0 days 00:00:00.967774,32,10000,0.999,3.358642599926653e-05,1000,-1.735145537105482,big,0.005,256,PRUNED
234,234,54.855565,2023-05-18 16:54:55.878614,2023-05-18 16:55:31.357535,0 days 00:00:35.478921,256,10000,0.9,0.00016012615003277325,0,-0.8588331839036472,big,0.01,128,PRUNED
235,235,46.017511,2023-05-18 16:55:23.315881,2023-05-18 16:56:36.998010,0 days 00:01:13.682129,1024,10000,0.9,1.4971172452780601e-05,0,-1.7190847902805033,big,0.01,128,PRUNED
236,236,49.7853468,2023-05-18 16:55:29.806876,2023-05-18 16:55:58.062791,0 days 00:00:28.255915,128,10000,0.98,0.00021463016882086706,0,-0.30321760185159985,big,0.01,128,PRUNED
237,237,34.515716600000005,2023-05-18 16:55:31.358658,2023-05-18 16:55:32.514491,0 days 00:00:01.155833,16,10000,0.9,1.724174196653473e-05,1000,-2.226252841610022,big,0.005,4,PRUNED
238,238,35.6779588,2023-05-18 16:55:32.517548,2023-05-18 16:56:23.095388,0 days 00:00:50.577840,512,10000,0.9,1.1219613975128738e-05,0,-1.8143312069063873,big,0.01,128,PRUNED
239,239,77.876051,2023-05-18 16:55:58.063797,2023-05-18 16:55:59.131884,0 days 00:00:01.068087,32,10000,0.9,1.6076273295113573e-05,10000,-1.2672687018083155,big,0.01,64,PRUNED
240,240,32.754345,2023-05-18 16:55:59.134894,2023-05-18 16:56:28.699632,0 days 00:00:29.564738,128,1000000,0.9,1.5270854871682084e-05,0,-2.4146553546511864,big,0.01,128,PRUNED
241,241,132.6157066,2023-05-18 16:56:10.987825,2023-05-18 16:58:56.279279,0 days 00:02:45.291454,2048,100000,0.9,0.000216911865705669,0,-0.2441019033440525,big,0.005,4,COMPLETE
242,242,39.219367399999996,2023-05-18 16:56:23.097078,2023-05-18 16:57:50.206578,0 days 00:01:27.109500,2048,100000,0.9,1.3631748855969941e-05,0,-0.1707397547954945,big,0.005,256,PRUNED
243,243,41.6689248,2023-05-18 16:56:28.700524,2023-05-18 16:57:02.664679,0 days 00:00:33.964155,128,100000,0.9,5.973768204981466e-05,0,-0.3748531412868693,big,0.005,4,PRUNED
244,244,22.031564600000003,2023-05-18 16:56:37.000185,2023-05-18 16:57:36.940193,0 days 00:00:59.940008,512,100000,0.9,0.0001292416854986323,0,0.8138132823158483,big,0.005,4,PRUNED
245,245,13.8090188,2023-05-18 16:57:02.665801,2023-05-18 16:57:03.375843,0 days 00:00:00.710042,2048,100000,0.9,2.3037768743607447e-05,20000,-0.3177896193464699,big,0.005,4,PRUNED
246,246,22.777661799999997,2023-05-18 16:57:03.382168,2023-05-18 16:57:03.821836,0 days 00:00:00.439668,128,10000,0.9,2.7598929913382285e-05,1000,-1.0168952603102221,big,0.01,128,PRUNED
247,247,72.78046420000001,2023-05-18 16:57:03.826309,2023-05-18 16:59:48.481072,0 days 00:02:44.654763,2048,100000,0.98,7.62101726804394e-05,0,-0.2964928230677389,big,0.005,4,PRUNED
248,248,14.4649234,2023-05-18 16:57:36.942680,2023-05-18 16:57:37.639650,0 days 00:00:00.696970,2048,10000,0.9,2.6383898319652973e-05,1000,-0.23562588179638758,medium,0.005,4,PRUNED
249,249,13.7698082,2023-05-18 16:57:37.642028,2023-05-18 16:57:38.347447,0 days 00:00:00.705419,32,10000,0.9,0.0001790839875716572,1000,-0.2797294474027985,big,0.005,8,PRUNED
250,250,191.54988860000003,2023-05-18 16:57:38.349385,2023-05-18 17:00:29.884255,0 days 00:02:51.534870,2048,100000,0.9,1.218608111501796e-05,0,0.3803251476680828,big,0.005,4,COMPLETE
251,251,141.8889744,2023-05-18 16:57:50.208630,2023-05-18 16:58:24.607093,0 days 00:00:34.398463,128,10000,0.9,2.8774870928675925e-05,0,-0.9603863387367542,big,0.01,128,COMPLETE
252,252,19.4989646,2023-05-18 16:58:24.608797,2023-05-18 16:58:48.635310,0 days 00:00:24.026513,128,10000,0.9,2.118293458054041e-05,0,-0.3900035433348079,big,0.01,128,PRUNED
253,253,246.1544546,2023-05-18 16:58:48.636426,2023-05-18 17:01:38.440613,0 days 00:02:49.804187,2048,100000,0.9,1.0996572589099886e-05,0,-1.6234555083612023,big,0.005,4,COMPLETE
254,254,18.231310200000003,2023-05-18 16:58:56.280511,2023-05-18 16:58:56.874861,0 days 00:00:00.594350,128,10000,0.9,1.3770781409612677e-05,1000,-0.5346930093204125,small,0.01,256,PRUNED
255,255,137.51276560000002,2023-05-18 16:58:56.875982,2023-05-18 17:01:47.776602,0 days 00:02:50.900620,2048,100000,0.9,1.3831836906324141e-05,0,-1.0417110579425946,big,0.005,4,COMPLETE
256,256,114.80599379999998,2023-05-18 16:59:48.482142,2023-05-18 17:02:29.815564,0 days 00:02:41.333422,2048,100000,0.9,0.0007529006568010626,0,-0.25039307950123646,big,0.005,4,PRUNED
257,257,90.78303,2023-05-18 17:00:29.885432,2023-05-18 17:03:07.853641,0 days 00:02:37.968209,2048,100000,0.9,0.0003906533806490557,0,-0.5172351823174417,big,0.005,4,PRUNED
258,258,76.1565354,2023-05-18 17:01:38.441995,2023-05-18 17:03:36.923396,0 days 00:01:58.481401,2048,100000,0.9,0.0002142387036027148,0,0.1743825892725852,medium,0.005,4,PRUNED
259,259,69.8858202,2023-05-18 17:01:47.777998,2023-05-18 17:04:29.522870,0 days 00:02:41.744872,2048,100000,0.9,0.00012552179226694754,0,-0.8411212068701732,big,0.01,4,PRUNED
260,260,32.3197608,2023-05-18 17:02:29.816473,2023-05-18 17:02:30.370919,0 days 00:00:00.554446,2048,1000000,0.9999,0.24085282358865917,10000,-0.5894324830958606,big,0.02,512,PRUNED
261,261,57.6427088,2023-05-18 17:02:30.371945,2023-05-18 17:05:11.729153,0 days 00:02:41.357208,2048,100000,0.9,7.211814216791433e-05,0,0.9697906997362101,big,0.005,8,PRUNED
262,262,78.924669,2023-05-18 17:03:07.857977,2023-05-18 17:05:49.890533,0 days 00:02:42.032556,2048,100000,0.9,7.426747800206654e-05,0,-3.5281248030268397,big,0.005,4,PRUNED
263,263,31.1560858,2023-05-18 17:03:36.924469,2023-05-18 17:04:00.373481,0 days 00:00:23.449012,32,100000,0.9,3.592517325309964e-05,0,-1.5744120813161535,big,0.005,8,PRUNED
264,264,17.4279202,2023-05-18 17:04:00.377062,2023-05-18 17:06:39.947713,0 days 00:02:39.570651,2048,100000,0.9,3.0044100619324385e-05,0,-0.877783741736603,big,0.02,4,PRUNED
265,265,10.5331526,2023-05-18 17:04:29.524799,2023-05-18 17:04:52.947510,0 days 00:00:23.422711,128,10000,0.99,5.489675107194763e-05,0,-1.6046624101374898,big,0.01,128,PRUNED
266,266,50.8102662,2023-05-18 17:04:52.948748,2023-05-18 17:05:14.246403,0 days 00:00:21.297655,32,100000,0.9,1.2255980004822695e-05,0,-0.22600421024425688,big,0.005,4,PRUNED
