,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
132,132,92.0109788,2023-05-18 15:28:37.717967,2023-05-18 15:29:43.856064,0 days 00:01:06.138097,1024,1000000,0.9,0.0014170721832024722,0,-3.3992276138984003,big,0.001,128,PRUNED
133,133,59.5409844,2023-05-18 15:28:44.578085,2023-05-18 15:29:09.265269,0 days 00:00:24.687184,64,1000000,0.9,0.00019572045510328858,0,-3.262029003184635,big,0.08,1,PRUNED
134,134,51.8336854,2023-05-18 15:29:09.267710,2023-05-18 15:31:31.077765,0 days 00:02:21.810055,2048,1000000,0.9,0.0005615593861057607,0,-2.9185481752128157,big,0.01,32,PRUNED
135,135,95.59344839999999,2023-05-18 15:29:36.680546,2023-05-18 15:30:13.361757,0 days 00:00:36.681211,2048,10000,0.9,1.4133554695959097e-05,0,-0.6810505590966012,small,0.08,32,PRUNED
136,136,24.995914799999998,2023-05-18 15:29:43.856861,2023-05-18 15:30:13.523122,0 days 00:00:29.666261,256,1000000,0.9,3.489612032174138e-05,0,-3.6196365735371883,big,0.08,128,PRUNED
137,137,69.0844382,2023-05-18 15:30:00.950726,2023-05-18 15:30:01.544709,0 days 00:00:00.593983,64,10000,0.999,0.04946825763425213,1000,-1.4091535598159768,big,0.005,32,PRUNED
138,138,18.253174,2023-05-18 15:30:01.545961,2023-05-18 15:30:02.039803,0 days 00:00:00.493842,64,10000,0.9999,0.1160090297550779,1000,-2.29549979259628,big,0.005,32,PRUNED
139,139,35.333268,2023-05-18 15:30:02.040710,2023-05-18 15:30:02.553510,0 days 00:00:00.512800,64,10000,0.95,0.1994052110744559,1000,-2.875626419005865,small,0.02,64,PRUNED
140,140,149.285238,2023-05-18 15:30:02.554603,2023-05-18 15:30:36.159402,0 days 00:00:33.604799,128,1000000,0.9,0.0033912731887880874,0,0.8825028419458951,big,0.08,16,COMPLETE
141,141,46.361164,2023-05-18 15:30:13.363662,2023-05-18 15:30:23.196081,0 days 00:00:09.832419,32,1000000,0.9,0.001739144631451419,0,0.8392076225039492,small,0.08,128,PRUNED
142,142,104.9425138,2023-05-18 15:30:13.524353,2023-05-18 15:30:40.264013,0 days 00:00:26.739660,128,1000000,0.995,0.0004956421687535733,0,0.5913019518538276,big,0.001,128,PRUNED
143,143,34.845597399999996,2023-05-18 15:30:23.199418,2023-05-18 15:36:20.102182,0 days 00:05:56.902764,1024,1000000,0.9,0.00012937772593381758,0,-3.6395161128062385,big,0.005,32,PRUNED
144,144,70.64506839999999,2023-05-18 15:30:36.162719,2023-05-18 15:36:35.651969,0 days 00:05:59.489250,1024,100000,0.9,0.0001713680883022787,0,-1.8640249243377398,big,0.08,32,PRUNED
145,145,16.6655306,2023-05-18 15:30:40.265517,2023-05-18 15:30:40.762539,0 days 00:00:00.497022,1024,100000,0.999,0.02849146410726661,1000,-2.318888071209499,big,0.005,32,PRUNED
146,146,50.2747976,2023-05-18 15:30:40.766806,2023-05-18 15:31:16.451388,0 days 00:00:35.684582,2048,1000000,0.9,0.0002644956972671406,0,0.46661455414194836,small,0.08,64,PRUNED
147,147,33.063419599999996,2023-05-18 15:31:16.452811,2023-05-18 15:31:16.928260,0 days 00:00:00.475449,1024,1000000,0.9,0.0004226459338554169,1000,-2.784547464670835,big,0.08,128,PRUNED
148,148,10.943491600000002,2023-05-18 15:31:16.929082,2023-05-18 15:31:17.443297,0 days 00:00:00.514215,2048,1000000,0.9,2.0145074390088773e-05,20000,0.017162687129399168,big,0.005,32,PRUNED
149,149,180.20899479999997,2023-05-18 15:31:17.447152,2023-05-18 15:38:32.132431,0 days 00:07:14.685279,2048,1000000,0.9,0.00015212447372365534,0,-0.24643103683991763,big,0.08,16,COMPLETE
150,150,87.0521342,2023-05-18 15:31:31.078657,2023-05-18 15:37:17.375430,0 days 00:05:46.296773,1024,10000,0.9,0.0018555679689165525,0,-3.2435814810524257,big,0.08,128,PRUNED
151,151,25.070236599999998,2023-05-18 15:36:20.104515,2023-05-18 15:36:20.655801,0 days 00:00:00.551286,1024,1000000,0.9,0.0015435700890755115,10000,-1.8330040747278962,big,0.08,32,PRUNED
152,152,3.5159382,2023-05-18 15:36:20.659005,2023-05-18 15:37:31.266960,0 days 00:01:10.607955,1024,1000000,0.9,0.0020494486039601997,0,-2.8536922956020527,big,0.08,128,PRUNED
153,153,50.317356,2023-05-18 15:36:35.653157,2023-05-18 15:39:05.332844,0 days 00:02:29.679687,2048,1000000,0.98,0.0005407822861271664,0,-0.21841860109107,big,0.08,8,PRUNED
154,154,244.11349479999998,2023-05-18 15:37:17.376658,2023-05-18 15:37:19.524201,0 days 00:00:02.147543,2048,1000000,0.9,1.5881594046353516e-05,1000,-0.16729789881589785,big,0.08,4,COMPLETE
155,155,111.9797912,2023-05-18 15:37:19.525480,2023-05-18 15:37:45.342544,0 days 00:00:25.817064,64,10000,0.995,0.005275063052570188,0,-2.9637120261988974,big,0.08,1,COMPLETE
156,156,22.0493972,2023-05-18 15:37:31.268185,2023-05-18 15:37:31.933382,0 days 00:00:00.665197,2048,1000000,0.9,1.7154254208037865e-05,1000,0.06989102815921189,big,0.08,4,PRUNED
157,157,17.467424799999996,2023-05-18 15:37:31.934589,2023-05-18 15:37:32.584344,0 days 00:00:00.649755,64,10000,0.95,0.010145944338551744,20000,-3.699540717155801,medium,0.001,8,PRUNED
158,158,38.820876,2023-05-18 15:37:32.585354,2023-05-18 15:37:57.161143,0 days 00:00:24.575789,64,10000,0.95,0.045501381780606164,0,-3.570010889521125,big,0.001,1,PRUNED
159,159,63.068774000000005,2023-05-18 15:37:45.346246,2023-05-18 15:38:03.310146,0 days 00:00:17.963900,16,1000000,0.9,2.1828879734099894e-05,0,0.8308425528409663,big,0.08,4,PRUNED
160,160,13.2364314,2023-05-18 15:37:57.165347,2023-05-18 15:40:26.585400,0 days 00:02:29.420053,2048,1000000,0.995,0.001386910970195367,0,-0.8723911238544608,big,0.08,32,PRUNED
161,161,117.703584,2023-05-18 15:38:03.311239,2023-05-18 15:38:04.108389,0 days 00:00:00.797150,1024,10000,0.999,0.9065426843825144,1000,-3.236776479796479,big,0.005,4,COMPLETE
162,162,1.9021804,2023-05-18 15:38:04.110092,2023-05-18 15:38:25.898702,0 days 00:00:21.788610,64,1000000,0.99,0.010583432405474118,0,-3.478914528843542,big,0.08,1,PRUNED
163,163,13.8574274,2023-05-18 15:38:25.899809,2023-05-18 15:38:26.421447,0 days 00:00:00.521638,1024,1000000,0.995,0.9025902451840279,1000,-2.4803393812373224,big,0.005,1,PRUNED
164,164,77.0039326,2023-05-18 15:38:26.423442,2023-05-18 15:41:03.533457,0 days 00:02:37.110015,2048,1000000,0.99,0.0002327216696066533,0,0.7593051180676105,big,0.08,16,PRUNED
165,165,49.1919994,2023-05-18 15:38:32.133613,2023-05-18 15:39:02.347618,0 days 00:00:30.214005,128,1000000,0.995,0.015319819437700232,0,0.03538885550168425,big,0.02,16,PRUNED
166,166,63.0862518,2023-05-18 15:39:02.350576,2023-05-18 15:39:03.157971,0 days 00:00:00.807395,256,10000,0.95,0.13937283725216734,20000,-3.731645598376761,big,0.001,32,PRUNED
167,167,82.9991502,2023-05-18 15:39:03.158988,2023-05-18 15:40:28.390384,0 days 00:01:25.231396,1024,1000000,0.999,1.1489243489120444e-05,0,-0.09127458327934282,big,0.08,32,PRUNED
168,168,80.613243,2023-05-18 15:39:05.334559,2023-05-18 15:41:42.294459,0 days 00:02:36.959900,2048,1000000,0.9,0.0008456363631073378,0,-0.739420179843967,big,0.08,16,PRUNED
169,169,41.551126999999994,2023-05-18 15:40:26.591423,2023-05-18 15:41:22.047377,0 days 00:00:55.455954,512,1000000,0.9,0.012492675536323779,0,-3.9838370386587476,big,0.08,1,PRUNED
170,170,205.61703459999998,2023-05-18 15:40:28.392213,2023-05-18 15:43:11.350533,0 days 00:02:42.958320,2048,1000000,0.9,0.00022359655560489695,0,-0.519291510840135,big,0.08,16,COMPLETE
171,171,43.1916708,2023-05-18 15:41:03.534893,2023-05-18 15:43:40.495138,0 days 00:02:36.960245,2048,10000,0.9,5.1292883911996646e-05,0,-1.1450389422215719,big,0.08,16,PRUNED
172,172,46.7991112,2023-05-18 15:41:22.048156,2023-05-18 15:41:22.884283,0 days 00:00:00.836127,2048,1000000,0.9999,0.00014770769109025047,1000,-1.3039318254961567,big,0.08,4,PRUNED
173,173,67.52291740000001,2023-05-18 15:41:22.885320,2023-05-18 15:43:57.146779,0 days 00:02:34.261459,2048,1000000,0.9,0.0002980369935755116,0,0.040279886107505214,big,0.08,16,PRUNED
174,174,53.2041658,2023-05-18 15:41:42.301491,2023-05-18 15:41:43.000243,0 days 00:00:00.698752,2048,1000000,0.9,6.828356403209326e-05,10000,0.7334634356635776,small,0.08,32,PRUNED
175,175,16.621269599999998,2023-05-18 15:41:43.001776,2023-05-18 15:41:43.455683,0 days 00:00:00.453907,64,10000,0.95,0.13284505389025708,20000,-3.67956699368565,big,0.001,512,PRUNED
176,176,125.49969719999999,2023-05-18 15:41:43.456458,2023-05-18 15:44:25.898827,0 days 00:02:42.442369,2048,1000000,0.9,3.622083965479129e-05,0,0.024482468133270652,big,0.01,16,COMPLETE
177,177,38.5009426,2023-05-18 15:43:11.351917,2023-05-18 15:43:12.040056,0 days 00:00:00.688139,256,1000000,0.9,0.0006906468936303943,1000,-0.20523019662980813,big,0.08,16,PRUNED
178,178,11.2462474,2023-05-18 15:43:12.040988,2023-05-18 15:43:12.393080,0 days 00:00:00.352092,64,10000,0.95,0.816964531984033,20000,-2.8662995148775128,small,0.001,32,PRUNED
179,179,76.45032239999999,2023-05-18 15:43:12.395328,2023-05-18 15:45:51.030436,0 days 00:02:38.635108,2048,1000000,0.9,1.545669757874682e-05,0,-0.6903470152644099,big,0.001,16,PRUNED
180,180,12.443572399999999,2023-05-18 15:43:40.496424,2023-05-18 15:43:59.505236,0 days 00:00:19.008812,1024,1000000,0.9,7.466029175024753e-05,0,-2.137499010758615,small,0.08,32,PRUNED
181,181,0.6189564000000001,2023-05-18 15:43:57.147583,2023-05-18 15:46:20.569435,0 days 00:02:23.421852,2048,1000000,0.999,6.305511697203512e-05,0,-0.5774585469440752,big,0.08,64,PRUNED
182,182,117.5181032,2023-05-18 15:43:59.506101,2023-05-18 15:44:09.380108,0 days 00:00:09.874007,64,1000000,0.9999,0.0018419071010216867,0,-3.868763469661918,small,0.08,1,COMPLETE
183,183,42.717196799999996,2023-05-18 15:44:09.386732,2023-05-18 15:44:10.281280,0 days 00:00:00.894548,2048,1000000,0.9,6.278861200781081e-05,1000,-0.5731838455133438,big,0.05,1,PRUNED
184,184,115.93324480000001,2023-05-18 15:44:10.283393,2023-05-18 15:44:11.338091,0 days 00:00:01.054698,2048,100000,0.999,0.004965372521144144,1000,-3.247872465435657,big,0.005,32,COMPLETE
185,185,17.157618,2023-05-18 15:44:11.339236,2023-05-18 15:46:48.037581,0 days 00:02:36.698345,2048,1000000,0.95,1.738414031997108e-05,0,-0.7688212419958889,big,0.01,32,PRUNED
186,186,70.7676852,2023-05-18 15:44:25.900190,2023-05-18 15:44:32.638798,0 days 00:00:06.738608,16,1000000,0.9,0.004387485614021566,0,0.9662819897476793,small,0.08,32,PRUNED
187,187,181.9075934,2023-05-18 15:44:32.644039,2023-05-18 15:46:02.373213,0 days 00:01:29.729174,1024,1000000,0.999,0.009426200576131555,0,0.024201198036746696,big,0.08,16,COMPLETE
188,188,,2023-05-18 15:45:51.031294,2023-05-18 15:47:11.961558,0 days 00:01:20.930264,1024,1000000,0.9,0.1593667916786275,0,-1.4302780381913356,big,0.08,64,PRUNED
189,189,85.91779880000001,2023-05-18 15:46:02.374750,2023-05-18 15:46:03.742512,0 days 00:00:01.367762,64,10000,0.9999,0.027375953283470537,1000,-3.7630807625091034,big,0.005,4,PRUNED
190,190,130.4072564,2023-05-18 15:46:03.744056,2023-05-18 15:47:43.837124,0 days 00:01:40.093068,1024,1000000,0.999,0.002103590641066204,0,0.7975906307572256,big,0.08,16,COMPLETE
191,191,,2023-05-18 15:46:20.570692,2023-05-18 15:47:31.447184,0 days 00:01:10.876492,1024,1000000,0.999,0.15242201072262235,0,-0.35835321276359616,big,0.08,16,PRUNED
192,192,10.15686,2023-05-18 15:46:48.039161,2023-05-18 15:46:48.628322,0 days 00:00:00.589161,1024,100000,0.999,0.0025991467318125768,1000,-3.9438820176121068,big,0.005,64,PRUNED
193,193,491.395809,2023-05-18 15:46:48.640086,2023-05-18 15:48:26.215985,0 days 00:01:37.575899,1024,1000000,0.99,0.015197634880222246,0,0.9185623657906886,big,0.08,16,COMPLETE
194,194,16.3100656,2023-05-18 15:47:11.965100,2023-05-18 15:47:12.605463,0 days 00:00:00.640363,1024,1000000,0.9,0.1040654384538989,1000,-0.5402160092094842,big,0.08,16,PRUNED
195,195,65.2150948,2023-05-18 15:47:12.606830,2023-05-18 15:48:37.780381,0 days 00:01:25.173551,1024,1000000,0.999,0.001538975928362698,0,0.29583615635407884,big,0.08,16,PRUNED
196,196,163.1029892,2023-05-18 15:47:31.448258,2023-05-18 15:47:59.174502,0 days 00:00:27.726244,64,1000000,0.9,0.00286436229239858,0,-3.3473307176891502,big,0.05,1,COMPLETE
197,197,0.08783580000000002,2023-05-18 15:47:43.838575,2023-05-18 15:48:44.340136,0 days 00:01:00.501561,1024,1000000,0.9999,0.005615332632139492,0,-0.042565607330415256,big,0.08,128,PRUNED
198,198,70.26910120000001,2023-05-18 15:47:59.178150,2023-05-18 15:50:17.966901,0 days 00:02:18.788751,2048,1000000,0.9,0.0006199768829875775,0,0.3253614232453646,big,0.005,8,PRUNED
199,199,146.4796608,2023-05-18 15:48:26.217594,2023-05-18 15:48:48.870938,0 days 00:00:22.653344,64,1000000,0.9,0.0026546430126603393,0,-2.8196180037705183,big,0.05,1,COMPLETE
200,200,74.12569119999999,2023-05-18 15:48:37.781174,2023-05-18 15:49:00.588480,0 days 00:00:22.807306,64,1000000,0.9,0.002498471810534825,0,-3.5168375663893467,big,0.05,16,PRUNED
201,201,65.191125,2023-05-18 15:48:44.342344,2023-05-18 15:49:05.031047,0 days 00:00:20.688703,32,100000,0.99,0.014118266437511363,0,0.6090465429628685,big,0.08,16,PRUNED
202,202,105.32160099999999,2023-05-18 15:48:48.872147,2023-05-18 15:50:07.807043,0 days 00:01:18.934896,1024,1000000,0.99,0.0027679410861778664,0,0.8369881746675101,big,0.001,16,PRUNED
203,203,21.2936884,2023-05-18 15:49:00.589436,2023-05-18 15:49:01.166839,0 days 00:00:00.577403,2048,100000,0.9,0.00043250503265706983,10000,-0.9900491908209923,big,0.08,16,PRUNED
204,204,26.0407334,2023-05-18 15:49:01.170921,2023-05-18 15:49:02.256227,0 days 00:00:01.085306,2048,1000000,0.9,0.00016633433138182917,10000,-0.18968627803401966,big,0.08,8,PRUNED
205,205,131.1931222,2023-05-18 15:49:02.258377,2023-05-18 15:50:22.897368,0 days 00:01:20.638991,1024,1000000,0.99,0.005547258479687831,0,0.10388965342090795,big,0.08,16,COMPLETE
206,206,41.724983599999995,2023-05-18 15:49:05.038942,2023-05-18 15:49:14.738516,0 days 00:00:09.699574,32,1000000,0.99,0.0037341430026148993,0,0.6696050938687974,big,0.08,256,PRUNED
207,207,25.3693806,2023-05-18 15:49:14.740156,2023-05-18 15:49:15.327307,0 days 00:00:00.587151,2048,1000000,0.9,0.0016481649967365797,20000,0.7327651524395581,small,0.08,32,PRUNED
208,208,15.191124000000002,2023-05-18 15:49:15.328866,2023-05-18 15:49:16.581138,0 days 00:00:01.252272,512,1000000,0.99,0.03508339774051712,0,0.686827409042214,big,0.08,512,PRUNED
209,209,43.0453078,2023-05-18 15:49:16.584123,2023-05-18 15:49:56.982328,0 days 00:00:40.398205,1024,1000000,0.995,0.014617827434737607,0,0.7179990368980113,big,0.08,256,PRUNED
210,210,28.695102600000002,2023-05-18 15:49:56.983505,2023-05-18 15:49:57.893433,0 days 00:00:00.909928,64,1000000,0.9,0.03323606796586622,1000,-3.763681381749581,big,0.05,1,PRUNED
211,211,15.066002400000002,2023-05-18 15:49:57.894288,2023-05-18 15:50:16.924864,0 days 00:00:19.030576,64,1000000,0.9,0.02477024544629907,0,-3.333827703778493,big,0.08,64,PRUNED
212,212,21.521989400000002,2023-05-18 15:50:07.808169,2023-05-18 15:50:08.458009,0 days 00:00:00.649840,1024,100000,0.999,0.08902934441748935,1000,-3.785866526441506,big,0.08,32,PRUNED
213,213,146.1189824,2023-05-18 15:50:08.459240,2023-05-18 15:51:26.756015,0 days 00:01:18.296775,1024,1000000,0.99,0.040285533817456386,0,0.13246463717430434,big,0.08,16,COMPLETE
214,214,82.1071972,2023-05-18 15:50:16.926152,2023-05-18 15:50:51.511197,0 days 00:00:34.585045,2048,1000000,0.9,0.0007497073014948578,0,0.37667938014180385,small,0.02,32,PRUNED
215,215,176.73426120000002,2023-05-18 15:50:17.970812,2023-05-18 15:51:38.100321,0 days 00:01:20.129509,1024,1000000,0.99,0.0054432758389856666,0,0.9853254196267998,big,0.08,16,COMPLETE
216,216,164.1727412,2023-05-18 15:50:22.898722,2023-05-18 15:51:44.189692,0 days 00:01:21.290970,1024,1000000,0.9,0.011431159999503917,0,-0.48965972970176197,big,0.02,16,COMPLETE
217,217,26.120376799999995,2023-05-18 15:50:51.512252,2023-05-18 15:52:12.299649,0 days 00:01:20.787397,1024,1000000,0.9,2.300354856319211e-05,0,0.08961921694305197,big,0.08,16,PRUNED
218,218,18.129723000000002,2023-05-18 15:51:26.757440,2023-05-18 15:51:27.119786,0 days 00:00:00.362346,128,10000,0.95,0.07239397834676391,1000,-3.5510285650834166,small,0.005,64,PRUNED
219,219,104.15210019999999,2023-05-18 15:51:27.120627,2023-05-18 15:52:39.680967,0 days 00:01:12.560340,1024,1000000,0.9,0.00036171356926803657,0,-3.4031991670928403,big,0.08,32,PRUNED
220,220,43.56456039999999,2023-05-18 15:51:38.102843,2023-05-18 15:53:55.404174,0 days 00:02:17.301331,2048,1000000,0.9,9.755555877047596e-05,0,0.5891548174761075,big,0.05,4,PRUNED
221,221,48.921429599999996,2023-05-18 15:51:44.191949,2023-05-18 15:52:16.649984,0 days 00:00:32.458035,2048,1000000,0.995,0.004066431178671519,0,0.5202154953915407,small,0.08,32,PRUNED
222,222,38.9713798,2023-05-18 15:52:12.300571,2023-05-18 15:52:33.316058,0 days 00:00:21.015487,1024,10000,0.99,0.012610005864419472,0,0.18453229205382538,small,0.08,16,PRUNED
223,223,41.406283599999995,2023-05-18 15:52:16.651293,2023-05-18 15:52:17.476810,0 days 00:00:00.825517,64,10000,0.95,0.0032264434689737217,1000,-3.784914034124015,small,0.02,64,PRUNED
224,224,116.57393300000001,2023-05-18 15:52:17.478035,2023-05-18 15:53:30.657725,0 days 00:01:13.179690,1024,1000000,0.9,0.05625333558938792,0,-1.5462650900004082,big,0.02,16,PRUNED
225,225,108.3052424,2023-05-18 15:52:33.317189,2023-05-18 15:53:48.250145,0 days 00:01:14.932956,1024,1000000,0.995,0.01457131003554984,0,-1.5800402058358145,big,0.02,16,PRUNED
226,226,42.847803199999994,2023-05-18 15:52:39.683868,2023-05-18 15:53:43.296723,0 days 00:01:03.612855,1024,1000000,0.9,0.015039322983431897,0,-0.7927190810650379,medium,0.08,32,PRUNED
227,227,115.4309526,2023-05-18 15:53:30.660411,2023-05-18 15:54:45.658645,0 days 00:01:14.998234,1024,1000000,0.99,0.0021475107586987436,0,0.9631255273428084,big,0.08,1,PRUNED
228,228,41.9328192,2023-05-18 15:53:43.297659,2023-05-18 15:55:23.990510,0 days 00:01:40.692851,2048,1000000,0.9,1.2770404694326419e-05,0,-0.2521314784035343,medium,0.005,32,PRUNED
229,229,14.585174999999998,2023-05-18 15:53:48.251179,2023-05-18 15:54:08.680279,0 days 00:00:20.429100,64,1000000,0.99,0.010559248235602616,0,0.9791991786221207,big,0.08,16,PRUNED
230,230,-1.5713764000000001,2023-05-18 15:53:55.405657,2023-05-18 15:55:03.930668,0 days 00:01:08.525011,1024,100000,0.999,0.07124167023661797,0,-2.9833392147763016,big,0.05,32,PRUNED
231,231,98.84450919999999,2023-05-18 15:54:08.681047,2023-05-18 15:54:31.960358,0 days 00:00:23.279311,64,1000000,0.9,0.006559328193929117,0,-3.6040985127918885,big,0.01,1,PRUNED
232,232,9.2230726,2023-05-18 15:54:31.963492,2023-05-18 15:55:37.723285,0 days 00:01:05.759793,1024,1000000,0.99,0.005216738361172443,0,0.9677056245473378,medium,0.08,16,PRUNED
233,233,21.259096,2023-05-18 15:54:45.659794,2023-05-18 15:54:46.346655,0 days 00:00:00.686861,1024,1000000,0.999,0.8071494503104336,1000,-1.4628527858451794,big,0.01,32,PRUNED
234,234,95.40056,2023-05-18 15:54:46.349689,2023-05-18 15:54:47.877275,0 days 00:00:01.527586,2048,1000000,0.9,0.0005629770672789782,0,0.5487670709928092,medium,0.08,512,PRUNED
235,235,-2.7742371999999995,2023-05-18 15:54:47.879060,2023-05-18 15:55:08.559418,0 days 00:00:20.680358,128,1000000,0.995,0.024038585731560633,0,0.9456550432836053,big,0.08,128,PRUNED
236,236,112.37077279999998,2023-05-18 15:55:03.932358,2023-05-18 15:55:05.290976,0 days 00:00:01.358618,1024,1000000,0.99,0.002583025386893618,20000,0.5182557218413277,medium,0.08,16,PRUNED
237,237,104.5456036,2023-05-18 15:55:05.293379,2023-05-18 15:56:26.118541,0 days 00:01:20.825162,1024,1000000,0.9,0.0014142593579347113,0,-0.16728626664370433,big,0.02,16,PRUNED
238,238,46.4061706,2023-05-18 15:55:08.560341,2023-05-18 15:55:46.395174,0 days 00:00:37.834833,256,1000000,0.995,0.015015428470313593,0,0.48146684671422013,big,0.08,16,PRUNED
239,239,80.663603,2023-05-18 15:55:23.992776,2023-05-18 15:55:48.507783,0 days 00:00:24.515007,32,1000000,0.9,0.0005467975115954648,0,0.648877466407202,big,0.05,16,PRUNED
240,240,58.6575474,2023-05-18 15:55:37.724387,2023-05-18 15:56:00.846619,0 days 00:00:23.122232,16,1000000,0.9,0.006013857545252622,0,-3.75751896620426,big,0.05,1,PRUNED
241,241,,2023-05-18 15:55:46.396689,2023-05-18 15:56:51.995982,0 days 00:01:05.599293,1024,1000000,0.9,0.19385348715891113,0,-0.9535025035527934,big,0.05,32,PRUNED
242,242,168.6193238,2023-05-18 15:55:48.508755,2023-05-18 15:57:19.690121,0 days 00:01:31.181366,1024,1000000,0.9999,0.0004187774081970063,0,-2.7771013240266456,big,0.08,64,COMPLETE
243,243,178.8970502,2023-05-18 15:56:00.850265,2023-05-18 15:57:32.891174,0 days 00:01:32.040909,1024,1000000,0.9,0.012320562892167233,0,0.7009700257347729,big,0.02,16,COMPLETE
244,244,61.9317552,2023-05-18 15:56:26.119304,2023-05-18 15:57:05.231651,0 days 00:00:39.112347,128,1000000,0.9,0.0011179122336331215,0,0.8603110440624849,big,0.08,16,PRUNED
245,245,398.97992519999997,2023-05-18 15:56:51.997126,2023-05-18 15:57:29.970978,0 days 00:00:37.973852,128,1000000,0.95,0.0010047725880889126,0,0.14929021944180076,big,0.08,16,COMPLETE
246,246,228.91237460000002,2023-05-18 15:57:05.232696,2023-05-18 15:58:39.544968,0 days 00:01:34.312272,1024,1000000,0.99,0.0008688791865804893,0,-3.5731607356319453,big,0.08,128,COMPLETE
247,247,56.0870372,2023-05-18 15:57:19.691720,2023-05-18 15:58:52.364699,0 days 00:01:32.672979,1024,1000000,0.9,0.004471680767223406,0,-1.9536589804826456,big,0.08,16,PRUNED
248,248,85.1468844,2023-05-18 15:57:29.973567,2023-05-18 15:58:55.233857,0 days 00:01:25.260290,1024,1000000,0.9999,0.00024564383112460054,0,-2.779513996961574,big,0.02,64,PRUNED
249,249,169.3359584,2023-05-18 15:57:32.892496,2023-05-18 15:59:12.992680,0 days 00:01:40.100184,1024,1000000,0.9999,0.0002886863936106474,0,-2.315928187989962,big,0.08,64,COMPLETE
250,250,7.028252,2023-05-18 15:58:39.549673,2023-05-18 15:59:28.735034,0 days 00:00:49.185361,1024,1000000,0.99,0.0007655984468263244,0,-3.72823598156219,big,0.08,256,PRUNED
251,251,9.424375399999999,2023-05-18 15:58:52.366633,2023-05-18 16:00:14.591599,0 days 00:01:22.224966,1024,1000000,0.9999,3.075330532194729e-05,0,-3.8554305674390403,big,0.08,64,PRUNED
252,252,6.156038799999999,2023-05-18 15:58:55.234820,2023-05-18 16:00:05.620429,0 days 00:01:10.385609,1024,1000000,0.99,0.0007276952960183274,0,-3.0503520284921235,big,0.08,128,PRUNED
253,253,70.94235719999999,2023-05-18 15:59:12.998734,2023-05-18 16:00:30.019640,0 days 00:01:17.020906,1024,1000000,0.9999,0.0016517485206705325,0,-3.414843732344321,big,0.08,64,PRUNED
254,254,7.986572600000001,2023-05-18 15:59:28.736909,2023-05-18 16:00:34.450889,0 days 00:01:05.713980,1024,1000000,0.9999,4.552525210499093e-05,0,-1.4826762526574808,medium,0.08,64,PRUNED
255,255,39.088832,2023-05-18 16:00:05.621558,2023-05-18 16:01:23.403145,0 days 00:01:17.781587,1024,1000000,0.9999,0.00014432491680721262,0,-1.5350758765065744,big,0.08,64,PRUNED
256,256,488.5797528,2023-05-18 16:00:14.594724,2023-05-18 16:00:55.842204,0 days 00:00:41.247480,128,1000000,0.95,0.0008453696175161859,0,-0.8627074827294682,big,0.08,32,COMPLETE
257,257,20.909964799999997,2023-05-18 16:00:30.021118,2023-05-18 16:00:30.406803,0 days 00:00:00.385685,1024,1000000,0.999,0.18110606147070762,10000,-2.504673480125335,big,0.005,32,PRUNED
258,258,7.2045506,2023-05-18 16:00:30.410014,2023-05-18 16:01:12.441481,0 days 00:00:42.031467,256,1000000,0.9999,4.648759715624274e-05,0,-1.8441035653409834,big,0.08,64,PRUNED
259,259,22.235082799999997,2023-05-18 16:00:34.453128,2023-05-18 16:01:13.879672,0 days 00:00:39.426544,128,1000000,0.95,0.0008252002828492117,0,0.5623366044431938,big,0.08,16,PRUNED
260,260,122.45907940000002,2023-05-18 16:00:55.843880,2023-05-18 16:01:32.271079,0 days 00:00:36.427199,128,1000000,0.95,0.02569899094785206,0,0.27561266980700705,big,0.08,32,PRUNED
261,261,77.6913418,2023-05-18 16:01:12.442862,2023-05-18 16:01:45.071349,0 days 00:00:32.628487,128,1000000,0.95,0.00012834477722806477,0,0.9025125601751952,big,0.005,16,PRUNED
262,262,42.0945038,2023-05-18 16:01:13.880964,2023-05-18 16:01:15.871095,0 days 00:00:01.990131,2048,1000000,0.95,0.00034218380617400513,0,-0.8585859844080114,big,0.08,512,PRUNED
263,263,104.9330582,2023-05-18 16:01:15.872208,2023-05-18 16:01:47.401413,0 days 00:00:31.529205,128,1000000,0.95,0.0008366084239646988,0,-1.489762675752894,big,0.005,32,PRUNED
264,264,41.6915078,2023-05-18 16:01:23.403978,2023-05-18 16:01:52.826760,0 days 00:00:29.422782,128,1000000,0.95,0.00017707249058640482,0,-1.114762202769986,big,0.08,32,PRUNED
265,265,44.305706400000005,2023-05-18 16:01:32.272169,2023-05-18 16:02:03.515901,0 days 00:00:31.243732,128,1000000,0.95,1.0569087010240216e-05,0,-0.18932451294206354,big,0.08,32,PRUNED
266,266,193.36879380000002,2023-05-18 16:01:45.072241,2023-05-18 16:02:20.105444,0 days 00:00:35.033203,128,1000000,0.95,0.00035326189459815007,0,-1.3780387748819216,big,0.08,32,COMPLETE
267,267,25.8727938,2023-05-18 16:01:47.402476,2023-05-18 16:01:47.973488,0 days 00:00:00.571012,2048,1000000,0.9,0.0007106079544775532,1000,0.9056853727801866,big,0.08,512,PRUNED
