,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
268,268,12.183853999999998,2023-05-18 16:01:47.974621,2023-05-18 16:02:20.754548,0 days 00:00:32.779927,128,1000000,0.95,0.0008945680950914479,0,-0.861828839978884,big,0.08,32,PRUNED
269,269,20.871617000000004,2023-05-18 16:01:52.827693,2023-05-18 16:01:53.474182,0 days 00:00:00.646489,32,1000000,0.999,0.5649253850002118,1000,-3.4282847982362803,big,0.005,128,PRUNED
270,270,27.073945400000003,2023-05-18 16:01:53.475042,2023-05-18 16:01:53.953732,0 days 00:00:00.478690,1024,1000000,0.9,1.768893684027425e-05,1000,-0.9345370775396044,big,0.08,32,PRUNED
271,271,42.08140959999999,2023-05-18 16:01:53.954691,2023-05-18 16:02:15.745019,0 days 00:00:21.790328,16,1000000,0.95,0.00019128974786371627,0,-0.8840032492706654,big,0.08,16,PRUNED
272,272,202.59198640000002,2023-05-18 16:02:03.517041,2023-05-18 16:04:49.614933,0 days 00:02:46.097892,2048,1000000,0.9999,4.3602585058836054e-05,0,-0.08373211012764678,big,0.001,32,COMPLETE
273,273,34.03178760000001,2023-05-18 16:02:15.746243,2023-05-18 16:02:24.182178,0 days 00:00:08.435935,128,1000000,0.9,0.00019737672326878577,0,0.5937933522787218,small,0.08,256,PRUNED
274,274,10.5301246,2023-05-18 16:02:20.107588,2023-05-18 16:02:20.922900,0 days 00:00:00.815312,1024,1000000,0.99,0.007024816851411822,20000,-3.825545425794129,big,0.08,128,PRUNED
275,275,217.5341832,2023-05-18 16:02:20.755575,2023-05-18 16:03:53.147528,0 days 00:01:32.391953,1024,1000000,0.9,0.0034010808460833574,0,-0.6893287146729636,big,0.005,32,COMPLETE
276,276,186.77008080000002,2023-05-18 16:02:20.923774,2023-05-18 16:03:51.200735,0 days 00:01:30.276961,1024,1000000,0.9999,0.0017146678437067492,0,0.8140282635692361,big,0.01,16,COMPLETE
277,277,-0.46937120000000004,2023-05-18 16:02:24.183105,2023-05-18 16:05:13.958126,0 days 00:02:49.775021,2048,1000000,0.9,5.5275631335370174e-05,0,-0.27161285819623787,big,0.08,1,PRUNED
278,278,64.48989200000001,2023-05-18 16:03:51.207326,2023-05-18 16:05:24.996266,0 days 00:01:33.788940,1024,1000000,0.95,0.002292785650277765,0,0.4086721835072448,big,0.01,16,PRUNED
279,279,183.4208254,2023-05-18 16:03:53.150299,2023-05-18 16:05:28.870854,0 days 00:01:35.720555,1024,1000000,0.9999,0.0021100151651280426,0,0.8224465114547869,big,0.01,16,COMPLETE
280,280,130.0563534,2023-05-18 16:04:49.616393,2023-05-18 16:07:32.978138,0 days 00:02:43.361745,2048,1000000,0.9999,9.106977304859412e-05,0,-0.19970949527586745,big,0.001,32,PRUNED
281,281,8.2332508,2023-05-18 16:05:13.962357,2023-05-18 16:05:15.285848,0 days 00:00:01.323491,2048,1000000,0.9999,0.0001062718483457489,0,-0.9296583345490153,big,0.001,512,PRUNED
282,282,55.0383518,2023-05-18 16:05:15.290716,2023-05-18 16:06:49.377434,0 days 00:01:34.086718,1024,1000000,0.9999,0.0007854124249956482,0,0.44427439637524363,big,0.01,16,PRUNED
283,283,45.98913900000001,2023-05-18 16:05:24.999025,2023-05-18 16:06:57.078877,0 days 00:01:32.079852,2048,1000000,0.9999,1.1971215309726505e-05,0,0.9995346111304865,big,0.001,256,PRUNED
284,284,86.6925352,2023-05-18 16:05:28.874219,2023-05-18 16:07:04.731784,0 days 00:01:35.857565,1024,1000000,0.9999,0.00225103863694123,0,0.5880602974853013,big,0.01,16,PRUNED
285,285,65.20170479999999,2023-05-18 16:06:49.378996,2023-05-18 16:08:11.186474,0 days 00:01:21.807478,1024,1000000,0.9,0.001078348567788836,0,-0.3283156032990785,big,0.005,32,PRUNED
286,286,124.11499599999999,2023-05-18 16:06:57.080360,2023-05-18 16:08:49.747317,0 days 00:01:52.666957,2048,1000000,0.9999,7.37444818644356e-05,0,0.06284964893903938,medium,0.001,32,PRUNED
287,287,17.6911184,2023-05-18 16:07:04.732714,2023-05-18 16:08:27.197067,0 days 00:01:22.464353,1024,1000000,0.9,0.00045773302200956126,0,-0.5845514933299885,big,0.005,32,PRUNED
288,288,17.2720926,2023-05-18 16:07:32.978975,2023-05-18 16:07:33.565206,0 days 00:00:00.586231,2048,1000000,0.9,0.001385798540171608,1000,-0.8574757322240265,big,0.08,32,PRUNED
289,289,52.27967580000001,2023-05-18 16:07:33.566441,2023-05-18 16:07:59.228803,0 days 00:00:25.662362,32,1000000,0.9999,0.001591804855952402,0,0.432114688700408,medium,0.01,16,PRUNED
290,290,63.1850192,2023-05-18 16:07:59.232600,2023-05-18 16:09:25.555528,0 days 00:01:26.322928,1024,1000000,0.9,0.036893130680863105,0,0.4972491179808825,big,0.02,4,PRUNED
291,291,31.4617552,2023-05-18 16:08:11.187929,2023-05-18 16:08:11.903604,0 days 00:00:00.715675,1024,1000000,0.999,0.08829871197957535,1000,-2.466262512014576,big,0.02,32,PRUNED
292,292,39.265776200000005,2023-05-18 16:08:11.905283,2023-05-18 16:09:22.035422,0 days 00:01:10.130139,1024,10000,0.9999,0.0068252761655342555,0,0.15026673999218043,big,0.01,128,PRUNED
293,293,8.9924386,2023-05-18 16:08:27.198367,2023-05-18 16:09:14.253791,0 days 00:00:47.055424,1024,1000000,0.9,0.046118533553894114,0,0.9201452437335372,big,0.02,256,PRUNED
294,294,33.059691400000006,2023-05-18 16:08:49.750373,2023-05-18 16:08:50.483931,0 days 00:00:00.733558,2048,1000000,0.95,1.3120879961758895e-05,1000,-0.43542746097830787,big,0.001,4,PRUNED
295,295,211.31889739999997,2023-05-18 16:08:50.484681,2023-05-18 16:09:51.950298,0 days 00:01:01.465617,512,1000000,0.95,0.00282561072272496,0,-2.610947201191986,big,0.08,32,COMPLETE
296,296,79.94544599999999,2023-05-18 16:09:14.255988,2023-05-18 16:09:41.611270,0 days 00:00:27.355282,1024,100000,0.9999,0.009097840411348375,0,0.8046249533779856,small,0.01,16,PRUNED
297,297,95.30316,2023-05-18 16:09:22.037879,2023-05-18 16:09:53.343956,0 days 00:00:31.306077,64,1000000,0.9,0.004990737140154996,0,-3.782329895756519,big,0.08,1,PRUNED
298,298,29.895173399999997,2023-05-18 16:09:25.556952,2023-05-18 16:09:26.495541,0 days 00:00:00.938589,1024,1000000,0.9,0.035109067061972296,10000,0.9500971317886893,big,0.02,16,PRUNED
299,299,119.65621100000001,2023-05-18 16:09:26.496773,2023-05-18 16:10:04.247616,0 days 00:00:37.750843,128,10000,0.99,0.0002733020856255323,0,0.5853694638270173,big,0.08,16,PRUNED
300,300,14.9252828,2023-05-18 16:09:41.612939,2023-05-18 16:09:42.509642,0 days 00:00:00.896703,2048,1000000,0.999,1.0907424229291562e-05,1000,-0.20474466545420086,big,0.08,16,PRUNED
301,301,188.2921826,2023-05-18 16:09:42.510738,2023-05-18 16:10:15.663502,0 days 00:00:33.152764,64,1000000,0.9,0.00586726145376546,0,-3.792797206737002,medium,0.08,1,COMPLETE
302,302,60.1190934,2023-05-18 16:09:51.951883,2023-05-18 16:10:49.604700,0 days 00:00:57.652817,512,1000000,0.95,0.0030062710696542247,0,-2.7266798511843553,big,0.05,32,PRUNED
303,303,93.98142720000001,2023-05-18 16:09:53.345452,2023-05-18 16:10:13.558864,0 days 00:00:20.213412,512,1000000,0.95,0.001758633936506803,0,-2.6536463049189507,small,0.08,32,PRUNED
304,304,10.1254686,2023-05-18 16:10:04.249210,2023-05-18 16:10:04.928057,0 days 00:00:00.678847,2048,1000000,0.9,1.1297131147430908e-05,1000,-0.8323083118651329,medium,0.08,4,PRUNED
305,305,225.9863338,2023-05-18 16:10:04.930886,2023-05-18 16:11:08.672910,0 days 00:01:03.742024,512,1000000,0.95,0.0017931903191780564,0,-3.079684013702279,big,0.08,32,COMPLETE
306,306,64.3397742,2023-05-18 16:10:13.559959,2023-05-18 16:11:13.502005,0 days 00:00:59.942046,512,1000000,0.95,0.001608187732805759,0,-1.0167362593075597,big,0.01,32,PRUNED
307,307,123.83047780000001,2023-05-18 16:10:15.665160,2023-05-18 16:11:16.717348,0 days 00:01:01.052188,512,1000000,0.99,0.008139566705281442,0,-3.218263361805695,big,0.08,32,PRUNED
308,308,306.20241539999995,2023-05-18 16:10:49.605607,2023-05-18 16:11:30.193958,0 days 00:00:40.588351,128,10000,0.95,0.0007646995978653455,0,-1.544000216125303,big,0.08,64,COMPLETE
309,309,42.896345600000004,2023-05-18 16:11:08.674346,2023-05-18 16:11:44.642705,0 days 00:00:35.968359,128,1000000,0.9,0.002981588143586385,0,-2.974145967495434,medium,0.08,1,PRUNED
310,310,156.4414446,2023-05-18 16:11:13.504830,2023-05-18 16:12:10.366029,0 days 00:00:56.861199,512,1000000,0.9999,0.0017179129336780717,0,-2.4355064793207912,big,0.08,32,COMPLETE
311,311,18.574407200000003,2023-05-18 16:11:16.718490,2023-05-18 16:11:17.361965,0 days 00:00:00.643475,512,1000000,0.95,0.0008492427521903994,20000,-3.075706806672149,big,0.08,32,PRUNED
312,312,68.7861126,2023-05-18 16:11:17.363129,2023-05-18 16:11:46.378415,0 days 00:00:29.015286,64,1000000,0.9,0.02180977535279698,0,-3.6784161011780645,medium,0.08,16,PRUNED
313,313,331.9310854,2023-05-18 16:11:30.196764,2023-05-18 16:12:02.317876,0 days 00:00:32.121112,64,10000,0.9,0.0017467858820062994,0,-3.4293363182042325,medium,0.08,1,COMPLETE
314,314,76.250237,2023-05-18 16:11:44.644116,2023-05-18 16:12:19.439649,0 days 00:00:34.795533,128,10000,0.95,0.0011562081235602288,0,-2.3028134296848064,big,0.08,64,PRUNED
315,315,212.8732124,2023-05-18 16:11:46.379704,2023-05-18 16:12:18.818056,0 days 00:00:32.438352,64,10000,0.95,0.0015373707660168755,0,-1.2802609088606494,big,0.08,64,COMPLETE
316,316,519.6884956000001,2023-05-18 16:12:02.319935,2023-05-18 16:12:46.845000,0 days 00:00:44.525065,128,10000,0.95,0.0002633934064179854,0,-1.5544640553875415,big,0.08,64,COMPLETE
317,317,34.8699794,2023-05-18 16:12:10.367919,2023-05-18 16:13:06.341150,0 days 00:00:55.973231,512,1000000,0.95,0.007511533299657434,0,-1.8235516533577267,big,0.08,32,PRUNED
318,318,275.32415000000003,2023-05-18 16:12:18.819472,2023-05-18 16:12:59.945591,0 days 00:00:41.126119,128,10000,0.95,0.00043080860486375747,0,-1.2845823818540634,big,0.08,64,COMPLETE
319,319,114.749491,2023-05-18 16:12:19.441228,2023-05-18 16:12:50.057518,0 days 00:00:30.616290,64,10000,0.9,0.001387525950325022,0,-3.9930636433229996,medium,0.08,32,PRUNED
320,320,96.1738814,2023-05-18 16:12:46.847532,2023-05-18 16:13:40.774079,0 days 00:00:53.926547,512,100000,0.95,0.006653906241975007,0,-3.0166015719919352,big,0.08,32,PRUNED
321,321,181.5905828,2023-05-18 16:12:50.059397,2023-05-18 16:13:21.294979,0 days 00:00:31.235582,64,10000,0.95,0.00497496911373757,0,-1.2814243044646212,big,0.08,64,COMPLETE
322,322,39.799380199999995,2023-05-18 16:12:59.947508,2023-05-18 16:13:48.566121,0 days 00:00:48.618613,512,1000000,0.95,0.0001342636463745852,0,-2.9412097875947087,medium,0.08,32,PRUNED
323,323,68.9907672,2023-05-18 16:13:06.342724,2023-05-18 16:13:31.799040,0 days 00:00:25.456316,64,10000,0.95,0.00033712609420905764,0,-1.4477106503082215,big,0.08,64,PRUNED
324,324,105.4039926,2023-05-18 16:13:21.296705,2023-05-18 16:13:54.676815,0 days 00:00:33.380110,128,10000,0.95,0.002381480191552702,0,0.0811655467851824,big,0.08,64,PRUNED
325,325,30.1690246,2023-05-18 16:13:31.800086,2023-05-18 16:14:04.999498,0 days 00:00:33.199412,128,10000,0.95,2.1359749199521842e-05,0,-0.6790781492004608,big,0.08,64,PRUNED
326,326,44.5034772,2023-05-18 16:13:40.775369,2023-05-18 16:14:13.885386,0 days 00:00:33.110017,128,10000,0.95,5.997854774350699e-05,0,-2.20705169906008,big,0.02,64,PRUNED
327,327,97.3555402,2023-05-18 16:13:48.567986,2023-05-18 16:14:21.455364,0 days 00:00:32.887378,128,10000,0.95,0.00038945900482791616,0,-0.3142902091097646,big,0.05,64,PRUNED
328,328,19.2545944,2023-05-18 16:13:54.681541,2023-05-18 16:14:23.197429,0 days 00:00:28.515888,64,10000,0.9,6.595087490068245e-05,0,-3.1560769446985866,medium,0.08,1,PRUNED
329,329,51.3784258,2023-05-18 16:14:05.000776,2023-05-18 16:14:41.114283,0 days 00:00:36.113507,128,10000,0.95,0.0001257545357580235,0,-1.061657447216614,big,0.005,64,PRUNED
330,330,149.323939,2023-05-18 16:14:13.887993,2023-05-18 16:14:45.880457,0 days 00:00:31.992464,64,10000,0.999,0.0002971426787790814,0,-3.3942915054669793,medium,0.08,1,PRUNED
331,331,0.8331466000000001,2023-05-18 16:14:21.456402,2023-05-18 16:15:01.031396,0 days 00:00:39.574994,128,100000,0.95,9.440026823463904e-05,0,-0.9132139640298478,big,0.08,1,PRUNED
332,332,14.240377,2023-05-18 16:14:23.198491,2023-05-18 16:14:24.091438,0 days 00:00:00.892947,64,10000,0.9999,0.010145254230617703,1000,-2.712416127941568,big,0.02,32,PRUNED
333,333,15.586452400000002,2023-05-18 16:14:24.093022,2023-05-18 16:14:24.946150,0 days 00:00:00.853128,64,10000,0.9,0.027574037834706595,20000,-2.9528907428474485,medium,0.08,1,PRUNED
334,334,20.1109928,2023-05-18 16:14:24.947296,2023-05-18 16:14:25.746744,0 days 00:00:00.799448,2048,1000000,0.9,1.6807463957985244e-05,1000,-1.011656834321062,big,0.01,4,PRUNED
335,335,8.1066904,2023-05-18 16:14:25.748146,2023-05-18 16:15:04.106074,0 days 00:00:38.357928,128,10000,0.95,3.3088470122305186e-05,0,-2.406884982196514,big,0.08,1,PRUNED
336,336,119.91188160000002,2023-05-18 16:14:41.117516,2023-05-18 16:15:35.498463,0 days 00:00:54.380947,512,1000000,0.95,0.00030856383143737563,0,-3.1712868771796714,big,0.08,32,PRUNED
337,337,81.5493232,2023-05-18 16:14:45.881520,2023-05-18 16:15:16.981061,0 days 00:00:31.099541,64,10000,0.9,0.011503613301702782,0,-3.6267293419359325,medium,0.08,1,PRUNED
338,338,157.36689180000002,2023-05-18 16:15:01.034915,2023-05-18 16:15:29.107858,0 days 00:00:28.072943,64,1000000,0.95,0.013588580725316038,0,-3.1534457059636383,big,0.08,32,PRUNED
339,339,15.347386600000002,2023-05-18 16:15:04.107679,2023-05-18 16:15:05.014032,0 days 00:00:00.906353,1024,1000000,0.999,0.40077432515673306,1000,-2.4902380636087376,big,0.005,16,PRUNED
340,340,24.369651,2023-05-18 16:15:05.015206,2023-05-18 16:17:14.201701,0 days 00:02:09.186495,2048,10000,0.9999,2.248311765197346e-05,0,0.23217659493660378,big,0.08,32,PRUNED
341,341,62.0285602,2023-05-18 16:15:16.982824,2023-05-18 16:15:18.037741,0 days 00:00:01.054917,128,10000,0.95,0.00030518541695903975,10000,-1.391699265500296,big,0.08,64,PRUNED
342,342,5.064859,2023-05-18 16:15:18.045001,2023-05-18 16:15:41.547952,0 days 00:00:23.502951,16,1000000,0.95,0.0023660558466912242,0,-3.1604352659596624,big,0.08,32,PRUNED
343,343,39.8857708,2023-05-18 16:15:29.110772,2023-05-18 16:15:54.849052,0 days 00:00:25.738280,1024,1000000,0.9,0.017661729440466616,0,-1.6985354961194274,small,0.005,32,PRUNED
344,344,66.55677399999999,2023-05-18 16:15:35.500343,2023-05-18 16:15:36.597560,0 days 00:00:01.097217,2048,1000000,0.99,0.001409238097067514,20000,0.9006614249940275,big,0.08,32,PRUNED
345,345,107.6315746,2023-05-18 16:15:36.601067,2023-05-18 16:16:11.390608,0 days 00:00:34.789541,128,1000000,0.9,0.0012024744496423186,0,0.8543269450148543,big,0.001,32,PRUNED
346,346,40.262412600000005,2023-05-18 16:15:41.549313,2023-05-18 16:16:05.082044,0 days 00:00:23.532731,16,10000,0.95,0.00023055722930273565,0,-1.121611212234589,big,0.08,8,PRUNED
347,347,26.4864074,2023-05-18 16:15:54.852057,2023-05-18 16:15:56.956789,0 days 00:00:02.104732,1024,1000000,0.9,0.025222426728213686,0,-0.07173787479731386,big,0.005,512,PRUNED
348,348,56.68184040000001,2023-05-18 16:15:56.959303,2023-05-18 16:16:22.656330,0 days 00:00:25.697027,32,1000000,0.95,0.0008812315208800858,0,-3.1271077507761857,big,0.08,1,PRUNED
349,349,197.5285066,2023-05-18 16:16:05.083202,2023-05-18 16:16:34.041081,0 days 00:00:28.957879,64,10000,0.9,0.002140133945103231,0,-2.1774647972999035,medium,0.08,64,COMPLETE
350,350,23.8424896,2023-05-18 16:16:11.392095,2023-05-18 16:16:12.344286,0 days 00:00:00.952191,128,1000000,0.9,2.881624391982355e-05,1000,-0.8847349238871933,big,0.08,4,PRUNED
351,351,14.2011886,2023-05-18 16:16:12.348888,2023-05-18 16:16:43.587538,0 days 00:00:31.238650,128,10000,0.95,3.924003200675488e-05,0,-2.696705241088481,medium,0.08,64,PRUNED
352,352,187.1681576,2023-05-18 16:16:22.657314,2023-05-18 16:16:56.876261,0 days 00:00:34.218947,128,10000,0.95,0.000845591569351662,0,-0.9932402585007332,big,0.08,16,COMPLETE
353,353,87.26110660000002,2023-05-18 16:16:34.044856,2023-05-18 16:17:41.620138,0 days 00:01:07.575282,1024,100000,0.98,0.0003585296703231961,0,-3.9299253768574705,big,0.08,128,PRUNED
354,354,110.60462439999999,2023-05-18 16:16:43.590011,2023-05-18 16:17:15.059454,0 days 00:00:31.469443,128,10000,0.99,0.000440172459462401,0,-1.66107031432104,big,0.08,64,PRUNED
355,355,37.170632,2023-05-18 16:16:56.878398,2023-05-18 16:17:32.329827,0 days 00:00:35.451429,128,10000,0.98,7.14891854747879e-05,0,-2.365804010738106,big,0.08,64,PRUNED
356,356,112.83089180000002,2023-05-18 16:17:14.203302,2023-05-18 16:18:14.613365,0 days 00:01:00.410063,512,1000000,0.95,0.002403371158676004,0,-3.561235450551591,big,0.08,4,PRUNED
357,357,137.41762119999999,2023-05-18 16:17:15.061047,2023-05-18 16:17:17.716752,0 days 00:00:02.655705,1024,1000000,0.999,0.888124308955911,1000,-1.687321210523734,big,0.005,32,PRUNED
358,358,60.8401662,2023-05-18 16:17:17.719772,2023-05-18 16:17:19.140689,0 days 00:00:01.420917,2048,1000000,0.9,1.7539093819901263e-05,20000,-2.000285408508529,big,0.08,4,PRUNED
359,359,77.0996132,2023-05-18 16:17:19.143590,2023-05-18 16:17:20.655823,0 days 00:00:01.512233,1024,10000,0.999,0.254039126641767,1000,-3.0121114077996913,medium,0.005,32,PRUNED
360,360,190.12803,2023-05-18 16:17:20.659707,2023-05-18 16:18:05.960129,0 days 00:00:45.300422,256,10000,0.95,0.0005074419681921948,0,-1.785846098335557,big,0.08,64,COMPLETE
361,361,226.2026812,2023-05-18 16:17:32.335378,2023-05-18 16:17:33.779013,0 days 00:00:01.443635,64,1000000,0.9999,0.08023978202872574,1000,-3.233004447451443,small,0.02,64,COMPLETE
362,362,30.977059199999996,2023-05-18 16:17:33.780761,2023-05-18 16:17:34.811836,0 days 00:00:01.031075,128,10000,0.95,0.0021232712791762797,20000,-1.3769341889961626,big,0.08,64,PRUNED
363,363,6.6868662,2023-05-18 16:17:34.827163,2023-05-18 16:20:07.259104,0 days 00:02:32.431941,2048,1000000,0.9,4.576154672333938e-05,0,-0.4124793337177438,big,0.05,32,PRUNED
364,364,93.13937860000001,2023-05-18 16:17:41.621876,2023-05-18 16:18:13.308224,0 days 00:00:31.686348,128,10000,0.9999,0.0012955163148773243,0,-0.9453679452573318,big,0.08,64,PRUNED
365,365,20.7266598,2023-05-18 16:18:05.961950,2023-05-18 16:18:06.861786,0 days 00:00:00.899836,2048,10000,0.9999,0.01882557985965264,1000,-2.424698030932531,big,0.005,32,PRUNED
366,366,106.08593060000001,2023-05-18 16:18:06.865447,2023-05-18 16:18:40.841475,0 days 00:00:33.976028,128,1000000,0.99,0.000549462944107794,0,0.36679094354091585,big,0.08,8,PRUNED
367,367,41.2376158,2023-05-18 16:18:13.309163,2023-05-18 16:19:26.380029,0 days 00:01:13.070866,1024,1000000,0.999,0.000137023287436534,0,-3.1745745193894255,big,0.02,128,PRUNED
368,368,48.334517600000005,2023-05-18 16:18:14.616332,2023-05-18 16:20:53.304699,0 days 00:02:38.688367,2048,10000,0.99,4.601884318447155e-05,0,-0.18297159340771305,big,0.001,32,PRUNED
369,369,20.901985,2023-05-18 16:18:40.844804,2023-05-18 16:18:41.202330,0 days 00:00:00.357526,64,1000000,0.9999,0.08297406947860259,1000,-3.3940013367284054,small,0.02,64,PRUNED
370,370,40.440119,2023-05-18 16:18:41.203915,2023-05-18 16:18:42.153854,0 days 00:00:00.949939,1024,1000000,0.9,0.40579428252501387,1000,-2.7926115744560365,big,0.005,32,PRUNED
371,371,38.760973,2023-05-18 16:18:42.154683,2023-05-18 16:19:52.633108,0 days 00:01:10.478425,1024,1000000,0.999,0.0001936494336463336,0,-3.6296460311648495,big,0.08,128,PRUNED
372,372,62.6779988,2023-05-18 16:19:26.381917,2023-05-18 16:19:57.615645,0 days 00:00:31.233728,64,10000,0.9,0.0008634597753224394,0,-2.957146881206095,medium,0.001,1,PRUNED
373,373,64.1453028,2023-05-18 16:19:52.634166,2023-05-18 16:19:53.256716,0 days 00:00:00.622550,64,10000,0.9999,0.20332044194085158,1000,-2.992613859190781,small,0.005,64,PRUNED
374,374,53.589506199999995,2023-05-18 16:19:53.258152,2023-05-18 16:21:21.440425,0 days 00:01:28.182273,1024,1000000,0.9999,0.0001411366356183932,0,0.866468566416993,big,0.001,32,PRUNED
375,375,8.3608388,2023-05-18 16:19:57.616613,2023-05-18 16:21:20.100783,0 days 00:01:22.484170,1024,10000,0.95,3.88174298702538e-05,0,-2.3578829652717266,big,0.08,64,PRUNED
376,376,90.7392968,2023-05-18 16:20:07.260318,2023-05-18 16:21:07.605130,0 days 00:01:00.344812,1024,1000000,0.9,0.0004988022858334705,0,-3.60388705259578,medium,0.08,128,PRUNED
377,377,23.9586228,2023-05-18 16:20:53.305970,2023-05-18 16:23:30.888453,0 days 00:02:37.582483,2048,100000,0.9,1.0606695152668284e-05,0,-0.7777759298885631,big,0.01,32,PRUNED
378,378,8.7757884,2023-05-18 16:21:07.607385,2023-05-18 16:23:13.322698,0 days 00:02:05.715313,2048,1000000,0.9,4.676246006859347e-05,0,-0.6366692383921069,big,0.08,128,PRUNED
379,379,24.1413304,2023-05-18 16:21:20.101902,2023-05-18 16:21:20.788508,0 days 00:00:00.686606,32,1000000,0.9,1.1190104979635507e-05,20000,0.5817770084290524,big,0.08,32,PRUNED
380,380,74.6561624,2023-05-18 16:21:20.792811,2023-05-18 16:21:53.425740,0 days 00:00:32.632929,128,1000000,0.95,0.003198821246272981,0,-0.902281221340162,big,0.01,16,PRUNED
381,381,6.4597012000000005,2023-05-18 16:21:21.441445,2023-05-18 16:21:22.040831,0 days 00:00:00.599386,64,1000000,0.9999,0.09336522918147323,10000,-2.683049797393368,small,0.02,64,PRUNED
382,382,83.16640199999999,2023-05-18 16:21:22.042167,2023-05-18 16:21:42.378807,0 days 00:00:20.336640,64,1000000,0.9,0.0010341960469289451,0,-3.790601147902182,big,0.08,128,PRUNED
383,383,41.620872,2023-05-18 16:21:42.379811,2023-05-18 16:24:17.904268,0 days 00:02:35.524457,2048,1000000,0.9999,0.0008428786795875448,0,0.7956783955563175,big,0.02,32,PRUNED
384,384,57.913931000000005,2023-05-18 16:21:53.427967,2023-05-18 16:22:01.202053,0 days 00:00:07.774086,128,10000,0.95,0.0003189063126789085,0,-1.8617493195760955,small,0.08,128,PRUNED
385,385,25.515171199999997,2023-05-18 16:22:01.206562,2023-05-18 16:22:02.166884,0 days 00:00:00.960322,512,1000000,0.9,2.681188675538669e-05,1000,-0.536369873587603,big,0.08,256,PRUNED
386,386,87.6944502,2023-05-18 16:22:02.167840,2023-05-18 16:24:39.242797,0 days 00:02:37.074957,2048,10000,0.9,0.001028715943532772,0,0.8615411121975008,big,0.005,32,PRUNED
387,387,63.47675240000001,2023-05-18 16:23:13.324124,2023-05-18 16:23:41.573334,0 days 00:00:28.249210,128,100000,0.95,0.0014546613157495419,0,-1.8696253760679227,big,0.01,64,PRUNED
388,388,42.8353076,2023-05-18 16:23:30.891126,2023-05-18 16:23:31.877884,0 days 00:00:00.986758,1024,1000000,0.9999,0.027242108261000694,1000,-3.613842319560029,small,0.02,512,PRUNED
389,389,77.54480620000001,2023-05-18 16:23:31.881046,2023-05-18 16:26:02.399037,0 days 00:02:30.517991,2048,1000000,0.9999,0.00024853789500056266,0,0.620732799162052,big,0.005,32,PRUNED
390,390,123.39590740000001,2023-05-18 16:23:41.574334,2023-05-18 16:24:13.559493,0 days 00:00:31.985159,64,100000,0.95,0.0005505973665698371,0,-3.6754833765237747,medium,0.08,1,PRUNED
391,391,48.7789834,2023-05-18 16:24:13.561016,2023-05-18 16:25:19.052581,0 days 00:01:05.491565,1024,1000000,0.99,0.016387931870246286,0,-3.560889033765351,big,0.05,128,PRUNED
392,392,50.8875426,2023-05-18 16:24:17.905575,2023-05-18 16:24:35.238731,0 days 00:00:17.333156,32,100000,0.95,0.002147254708166782,0,-1.1267254717628923,big,0.08,64,PRUNED
393,393,91.60615639999999,2023-05-18 16:24:35.241464,2023-05-18 16:27:03.986878,0 days 00:02:28.745414,2048,1000000,0.9999,1.1340166168727666e-05,0,0.8046711096956661,big,0.05,32,PRUNED
394,394,52.04214340000001,2023-05-18 16:24:39.243825,2023-05-18 16:27:07.291611,0 days 00:02:28.047786,2048,1000000,0.95,0.00012960532312105054,0,0.851729523390032,big,0.08,32,PRUNED
395,395,120.0001524,2023-05-18 16:25:19.053538,2023-05-18 16:25:44.480292,0 days 00:00:25.426754,128,10000,0.95,0.0013045912752125354,0,-1.7113965745043727,big,0.001,64,PRUNED
396,396,52.475368200000005,2023-05-18 16:25:44.481349,2023-05-18 16:25:44.989932,0 days 00:00:00.508583,64,1000000,0.9,2.5957719980451982e-05,1000,-0.11042874759751467,big,0.08,4,PRUNED
397,397,25.794007799999996,2023-05-18 16:25:44.990844,2023-05-18 16:25:45.576418,0 days 00:00:00.585574,64,10000,0.9999,0.0007498009973275763,1000,-1.5565070035227837,big,0.005,32,PRUNED
398,398,215.416934,2023-05-18 16:25:45.577625,2023-05-18 16:26:23.859094,0 days 00:00:38.281469,2048,1000000,0.98,0.0008527941032307893,0,0.29038497681702596,small,0.08,16,COMPLETE
399,399,14.6152354,2023-05-18 16:26:02.400335,2023-05-18 16:26:02.843759,0 days 00:00:00.443424,256,10000,0.95,0.11878517576350452,1000,-3.685830316119661,small,0.02,64,PRUNED
400,400,23.4157996,2023-05-18 16:26:02.844746,2023-05-18 16:28:02.634491,0 days 00:01:59.789745,2048,1000000,0.99,7.906344214302435e-05,0,-3.654074811379159,big,0.08,128,PRUNED
401,401,91.07864760000001,2023-05-18 16:26:23.860458,2023-05-18 16:27:03.719232,0 days 00:00:39.858774,2048,1000000,0.98,0.0008366999332112343,0,-0.1773085420867201,small,0.08,16,PRUNED
402,402,165.0531926,2023-05-18 16:27:03.728446,2023-05-18 16:27:48.272870,0 days 00:00:44.544424,256,1000000,0.95,0.0009411423174248533,0,0.17853581413507272,big,0.08,64,COMPLETE
403,403,179.8226422,2023-05-18 16:27:03.989383,2023-05-18 16:28:31.764765,0 days 00:01:27.775382,1024,1000000,0.98,0.035272680273175136,0,-3.8270300447091716,big,0.08,128,COMPLETE
