train/ent_coef_loss,train/actor_loss,time/total_timesteps,train/critic_loss,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef,train/n_updates,time/episodes,train/learning_rate
-0.0248239878565073,-3.6726784706115723,5988,4.675468444824219,160,37,21.1,15.177194,0.9951059222221375,490,270,1e-05
-0.025747595354914665,-3.724304437637329,6240,4.549283981323242,159,39,20.9,14.416491,0.9948964715003967,511,280,1e-05
-0.026562808081507683,-3.818128824234009,6408,4.4326910972595215,160,39,21.33,15.095264,0.9947569966316223,525,290,1e-05
-0.027416659519076347,-3.901665687561035,6612,4.312229156494141,159,41,22.01,16.581863,0.9945876002311707,542,300,1e-05
-0.028545917943120003,-3.885094165802002,6876,4.463172912597656,159,43,21.95,16.861073,0.994368314743042,564,310,1e-05
-0.02923070266842842,-3.9941210746765137,7056,4.489048957824707,160,43,21.77,16.894627,0.9942187666893005,579,320,1e-05
-0.030120383948087692,-4.154299259185791,7260,4.546128273010254,159,45,22.87,18.265888,0.9940493106842041,596,330,1e-05
-0.03073050081729889,-4.252634048461914,7404,4.159899711608887,160,46,22.37,18.149477,0.9939298033714294,608,340,1e-05
-0.03153899684548378,-4.290806770324707,7572,4.466672897338867,160,47,21.71,17.89769,0.9937904477119446,622,350,1e-05
-0.032226890325546265,-4.2777276039123535,7788,4.598658561706543,160,48,21.42,17.912117,0.9936113357543945,640,360,1e-05
