rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/n_updates
23.99,1210,19.417592380000002,1347,19,26720,-5.302468299865723,0.9916802048683167,5.970541477203369,-0.042188823223114014,1e-05,835
24.15,1220,20.01901387,1341,20,26960,-5.364123344421387,0.9915610551834106,5.348412036895752,-0.04269716516137123,1e-05,847
25.33,1230,20.50591495,1336,20,27180,-5.444366455078125,0.9914520382881165,5.208802223205566,-0.043296732008457184,1e-05,858
24.97,1240,20.43941273,1333,20,27340,-5.376182556152344,0.9913727641105652,4.491044998168945,-0.04375980421900749,1e-05,866
24.49,1250,19.977561379999997,1327,20,27600,-5.532486438751221,0.991243839263916,5.1460418701171875,-0.04441206157207489,1e-05,879
24.56,1260,20.20329748,1324,21,27820,-5.578777313232422,0.9911347031593323,5.417055130004883,-0.04484117031097412,1e-05,890
23.6,1270,18.552366300000003,1320,21,27980,-5.633242607116699,0.991055428981781,4.938016891479492,-0.04535029083490372,1e-05,898
24.11,1280,18.96626727,1314,21,28240,-5.716625213623047,0.9909265637397766,5.158016204833984,-0.04601570591330528,1e-05,911
23.51,1290,18.14634188,1310,21,28540,-5.820330619812012,0.9907779097557068,4.976531982421875,-0.046759285032749176,1e-05,926
23.3,1300,17.477848209999998,1308,21,28660,-5.6939239501953125,0.9907183647155762,5.2758636474609375,-0.046852074563503265,1e-05,932
21.86,1310,17.11066959,1305,22,28840,-5.897799491882324,0.9906291961669922,6.301926612854004,-0.04743771255016327,1e-05,941
21.33,1320,16.69562237,1303,22,29040,-5.894771575927734,0.9905300736427307,5.592550277709961,-0.048017170280218124,1e-05,951
20.72,1330,16.310959259999997,1301,22,29220,-5.810348987579346,0.9904409050941467,5.088202476501465,-0.048111673444509506,1e-05,960
20.77,1340,17.074996799999997,1299,22,29400,-6.0254998207092285,0.9903517961502075,6.606194972991943,-0.048889774829149246,1e-05,969
20.61,1350,16.84503558,1296,22,29620,-5.99547004699707,0.9902427196502686,6.4115118980407715,-0.04932466521859169,1e-05,980
20.22,1360,16.26416185,1295,22,29760,-5.944064617156982,0.9901733994483948,5.725008487701416,-0.04984872788190842,1e-05,987
19.88,1370,15.583193029999997,1292,23,29960,-6.264312744140625,0.9900743365287781,6.223094463348389,-0.05039802938699722,1e-05,997
19.95,1380,15.845382709999999,1290,23,30200,-6.439017295837402,0.989955484867096,6.084774017333984,-0.05103014409542084,1e-05,1009
19.98,1390,16.000186590000002,1286,23,30480,-6.132798194885254,0.9898166060447693,6.601069450378418,-0.051496222615242004,1e-05,1023
19.49,1400,15.52660492,1285,23,30600,-6.369380950927734,0.9897571802139282,6.554535388946533,-0.05182163044810295,1e-05,1029
19.94,1410,15.962967230000004,1283,24,30900,-6.370506286621094,0.9896085858345032,6.942745208740234,-0.05272073298692703,1e-05,1044
19.81,1420,15.73327408,1282,24,31040,-6.48321533203125,0.9895392656326294,5.708033561706543,-0.052923426032066345,1e-05,1051
19.76,1430,15.752739670000004,1280,24,31280,-6.6258440017700195,0.9894204139709473,5.365483283996582,-0.05361882969737053,1e-05,1063
19.75,1440,15.242644149999999,1278,24,31420,-6.645911693572998,0.9893510937690735,6.388377666473389,-0.05418998748064041,1e-05,1070
20.17,1450,15.57673168,1276,24,31580,-6.634150505065918,0.9892717599868774,6.495945930480957,-0.054553136229515076,1e-05,1078
19.98,1460,15.596834730000001,1270,25,31840,-6.348848342895508,0.9891430139541626,5.442117691040039,-0.05484732240438461,1e-05,1091
20.42,1470,15.881917729999998,1267,25,32040,-6.7033491134643555,0.9890440702438354,6.193893909454346,-0.05583210289478302,1e-05,1101
20.24,1480,15.134536569999998,1263,25,32260,-6.525506019592285,0.988935112953186,5.61678409576416,-0.05608929693698883,1e-05,1112
20.52,1490,15.055323689999998,1261,25,32480,-6.7578020095825195,0.9888262748718262,6.2941083908081055,-0.05672874674201012,1e-05,1123
20.26,1500,14.502649749999998,1260,25,32660,-6.884222030639648,0.9887372255325317,6.108351707458496,-0.057256925851106644,1e-05,1132
20.05,1510,14.051475519999999,1258,26,32900,-6.832258701324463,0.9886185526847839,6.6166486740112305,-0.05787120759487152,1e-05,1144
20.03,1520,14.15928694,1255,26,33140,-7.09016227722168,0.9884999394416809,7.151046276092529,-0.05844493955373764,1e-05,1156
21.21,1530,15.64085793,1252,26,33420,-7.2014899253845215,0.9883615374565125,7.528911113739014,-0.059301238507032394,1e-05,1170
21.76,1540,15.489363759999998,1251,26,33540,-7.092645645141602,0.9883021712303162,6.249163627624512,-0.059511177241802216,1e-05,1176
21.39,1550,15.214628830000002,1249,27,33820,-7.236610412597656,0.9881637692451477,8.165975570678711,-0.05987580865621567,1e-05,1190
21.84,1560,15.422156140000002,1246,27,34020,-7.240807056427002,0.9880650043487549,6.598091125488281,-0.06021588295698166,1e-05,1200
21.53,1570,15.34669346,1244,27,34140,-7.241486549377441,0.9880058169364929,6.545166015625,-0.06118267774581909,1e-05,1206
21.4,1580,15.492904350000002,1241,27,34380,-7.16663122177124,0.9878873229026794,5.72496223449707,-0.06184405833482742,1e-05,1218
21.16,1590,15.434957620000002,1240,27,34580,-7.182016372680664,0.9877886176109314,8.249189376831055,-0.06182407587766647,1e-05,1228
20.86,1600,15.61038929,1237,28,34740,-7.360836982727051,0.9877095818519592,6.832547187805176,-0.06269962340593338,1e-05,1236
21.15,1610,16.34318728,1235,28,34920,-7.523777008056641,0.9876207113265991,9.15533447265625,-0.06288111209869385,1e-05,1245
21.31,1620,16.070755930000004,1232,28,35200,-7.407500267028809,0.9874824285507202,6.8042802810668945,-0.06306080520153046,1e-05,1259
20.46,1630,14.771344039999999,1231,28,35460,-7.62193489074707,0.9873539805412292,7.106061935424805,-0.06406041234731674,1e-05,1272
20.22,1640,15.077518809999997,1230,28,35580,-7.729920387268066,0.9872947335243225,8.475560188293457,-0.06423895806074142,1e-05,1278
20.23,1650,15.07261802,1228,29,35800,-7.737300872802734,0.987186074256897,6.837061882019043,-0.06513223052024841,1e-05,1289
20.13,1660,15.008417139999999,1226,29,36000,-7.697221279144287,0.9870873093605042,8.869009017944336,-0.06543545424938202,1e-05,1299
20.57,1670,15.662907880000002,1223,29,36180,-7.73482084274292,0.9869985580444336,6.6237640380859375,-0.06586460024118423,1e-05,1308
20.47,1680,15.506897359999998,1220,29,36340,-7.554991722106934,0.986919641494751,8.249613761901855,-0.0664183646440506,1e-05,1316
19.76,1690,15.050170489999998,1219,30,36580,-7.8144426345825195,0.9868013858795166,8.410806655883789,-0.06710292398929596,1e-05,1328
20.03,1700,15.018621869999999,1218,30,36780,-8.084667205810547,0.9867027401924133,8.240582466125488,-0.06758730858564377,1e-05,1338
19.8,1710,14.586171170000005,1214,30,37020,-8.270029067993164,0.9865843653678894,7.867306232452393,-0.06809097528457642,1e-05,1350
19.76,1720,14.659739389999997,1213,30,37220,-7.8842644691467285,0.9864857196807861,8.38015079498291,-0.06844694167375565,1e-05,1360
19.57,1730,14.358693559999999,1210,30,37360,-8.216233253479004,0.9864166975021362,8.022290229797363,-0.06921585649251938,1e-05,1367
19.94,1740,14.867082360000001,1208,31,37600,-8.286885261535645,0.9862983226776123,9.967120170593262,-0.06941202282905579,1e-05,1379
19.97,1750,14.96485181,1205,31,37920,-8.25937271118164,0.9861407279968262,10.058693885803223,-0.07042326033115387,1e-05,1395
20.06,1760,14.726316540000004,1205,31,38040,-8.229377746582031,0.986081600189209,9.583883285522461,-0.07054173946380615,1e-05,1401
20.28,1770,14.50546304,1203,31,38300,-8.143310546875,0.9859534502029419,9.049946784973145,-0.07140685617923737,1e-05,1414
21.59,1780,15.5565669,1200,32,38560,-8.484426498413086,0.9858254194259644,6.671170234680176,-0.07187221944332123,1e-05,1427
21.7,1790,15.539582480000002,1199,32,38740,-8.409526824951172,0.9857368469238281,8.763912200927734,-0.07271960377693176,1e-05,1436
22.17,1800,15.94852629,1196,32,38960,-8.61931037902832,0.9856284260749817,11.67521858215332,-0.07304158806800842,1e-05,1447
22.38,1810,15.77143703,1194,32,39160,-8.37136459350586,0.985529899597168,6.3770222663879395,-0.07332845032215118,1e-05,1457
21.99,1820,15.476748149999999,1192,32,39340,-8.640510559082031,0.9854412078857422,10.04495620727539,-0.07364915311336517,1e-05,1466
22.34,1830,15.60333508,1192,33,39560,-8.83660888671875,0.9853329062461853,10.292219161987305,-0.07444985955953598,1e-05,1477
21.39,1840,14.82877655,1191,33,39740,-8.619800567626953,0.9852443337440491,10.269769668579102,-0.07497081160545349,1e-05,1486
21.23,1850,14.736643329999998,1188,33,39900,-8.656717300415039,0.9851655960083008,8.01942253112793,-0.07524338364601135,1e-05,1494
20.97,1860,14.963356930000002,1185,33,40160,-8.853404998779297,0.985037624835968,9.257137298583984,-0.07630915939807892,1e-05,1507
21.4,1870,15.12332928,1183,34,40380,-8.607827186584473,0.9849293828010559,8.445855140686035,-0.0759519636631012,1e-05,1518
19.95,1880,13.89854823,1182,34,40540,-8.980294227600098,0.9848506450653076,9.817306518554688,-0.0770188570022583,1e-05,1526
20.08,1890,13.862749789999995,1182,34,40760,-8.821435928344727,0.9847424030303955,10.434350967407227,-0.07751258462667465,1e-05,1537
19.4,1900,13.444393439999999,1181,34,40940,-8.964944839477539,0.984653890132904,11.584466934204102,-0.07835198193788528,1e-05,1546
19.65,1910,14.030386069999999,1181,34,41080,-8.98619270324707,0.9845849275588989,10.287761688232422,-0.0786384791135788,1e-05,1553
19.6,1920,14.089582509999998,1180,35,41320,-9.460854530334473,0.9844669699668884,8.890632629394531,-0.07899503409862518,1e-05,1565
19.46,1930,14.24035052,1178,35,41480,-8.848608016967773,0.9843883514404297,7.695613861083984,-0.0789594054222107,1e-05,1573
19.59,1940,14.29934479,1177,35,41620,-8.784370422363281,0.9843194484710693,9.552558898925781,-0.07939169555902481,1e-05,1580
19.01,1950,13.544109330000001,1175,35,41800,-9.021068572998047,0.9842309355735779,7.68695068359375,-0.07979808747768402,1e-05,1589
18.45,1960,13.338304369999998,1173,35,42040,-8.878105163574219,0.9841130971908569,10.093987464904785,-0.0809326171875,1e-05,1601
18.31,1970,13.23296983,1172,36,42220,-9.429375648498535,0.9840245842933655,10.532326698303223,-0.0812436193227768,1e-05,1610
18.47,1980,13.531434170000002,1171,36,42420,-9.678518295288086,0.9839262962341309,13.659212112426758,-0.082127645611763,1e-05,1620
18.62,1990,14.01482486,1171,36,42560,-9.386519432067871,0.9838573932647705,11.207963943481445,-0.0814298689365387,1e-05,1627
18.91,2000,14.50178244,1169,36,42800,-9.383382797241211,0.9837395548820496,11.23771858215332,-0.08216631412506104,1e-05,1639
18.63,2010,13.523253790000002,1166,36,43000,-9.725616455078125,0.9836413264274597,11.106802940368652,-0.0831897109746933,1e-05,1649
18.45,2020,13.228219400000002,1164,37,43160,-9.509103775024414,0.9835626482963562,9.140453338623047,-0.08289837092161179,1e-05,1657
18.54,2030,12.918230350000002,1162,37,43300,-9.636407852172852,0.983493983745575,11.128090858459473,-0.08387420326471329,1e-05,1664
18.36,2040,12.69855883,1160,37,43480,-9.334436416625977,0.983405590057373,8.35626220703125,-0.08350612223148346,1e-05,1673
18.6,2050,13.021502430000004,1157,37,43680,-9.543277740478516,0.9833075404167175,8.637824058532715,-0.08433246612548828,1e-05,1683
18.91,2060,13.359588380000002,1155,38,43960,-10.012439727783203,0.9831700325012207,10.689780235290527,-0.08602847158908844,1e-05,1697
18.72,2070,13.109809529999998,1154,38,44040,-9.77802848815918,0.9831307530403137,11.972238540649414,-0.08616069704294205,1e-05,1701
18.93,2080,13.39264023,1152,38,44260,-9.83736515045166,0.9830226302146912,10.034015655517578,-0.08581361174583435,1e-05,1712
18.48,2090,12.937270080000001,1152,38,44380,-10.075041770935059,0.9829637408256531,10.27682113647461,-0.08618057519197464,1e-05,1718
17.85,2100,12.241709230000001,1151,38,44580,-10.30106258392334,0.9828655123710632,12.554637908935547,-0.08656609803438187,1e-05,1728
17.57,2110,12.522423429999998,1150,38,44760,-9.93185043334961,0.9827771782875061,7.885758399963379,-0.08742782473564148,1e-05,1737
17.4,2120,12.686017960000001,1148,39,44960,-9.935176849365234,0.9826790690422058,12.12666130065918,-0.08798438310623169,1e-05,1747
17.38,2130,13.423116269999998,1148,39,45160,-10.343634605407715,0.9825810194015503,10.701445579528809,-0.08867444097995758,1e-05,1757
17.87,2140,14.104115089999999,1147,39,45340,-9.999807357788086,0.9824927449226379,8.784089088439941,-0.08876356482505798,1e-05,1766
17.82,2150,14.158582569999998,1146,39,45480,-10.232404708862305,0.9824240803718567,11.165311813354492,-0.08956751972436905,1e-05,1773
17.92,2160,14.0615838,1145,39,45660,-10.416717529296875,0.9823358654975891,14.523384094238281,-0.08980262279510498,1e-05,1782
18.11,2170,14.240352699999999,1144,40,45860,-10.550522804260254,0.9822378158569336,13.851162910461426,-0.09007483720779419,1e-05,1792
17.64,2180,13.698296449999996,1142,40,46080,-10.576692581176758,0.9821299314498901,14.358495712280273,-0.0905013307929039,1e-05,1803
17.45,2190,13.360291880000002,1141,40,46160,-10.32967472076416,0.9820907115936279,8.975622177124023,-0.09181566536426544,1e-05,1807
18.07,2200,13.98448937,1137,40,46360,-10.35085678100586,0.981992781162262,9.621406555175781,-0.0911722481250763,1e-05,1817
18.2,2210,14.116084499999998,1137,40,46560,-10.595264434814453,0.981894850730896,10.547578811645508,-0.09255850315093994,1e-05,1827
18.1,2220,14.052963830000001,1137,41,46700,-10.310226440429688,0.9818263053894043,13.330667495727539,-0.09192363917827606,1e-05,1834
17.89,2230,13.661190219999998,1137,41,46860,-10.332255363464355,0.9817478656768799,11.684900283813477,-0.09226316213607788,1e-05,1842
17.38,2240,13.040844770000001,1136,41,47020,-10.931013107299805,0.9816694259643555,13.961808204650879,-0.09362654387950897,1e-05,1850
17.1,2250,12.712550310000001,1135,41,47120,-10.499099731445312,0.9816204905509949,14.162494659423828,-0.09355711936950684,1e-05,1855
16.68,2260,12.453462119999998,1135,41,47260,-10.621520042419434,0.9815518856048584,16.380462646484375,-0.09369704872369766,1e-05,1862
16.24,2270,12.470612209999997,1134,41,47460,-11.23498821258545,0.9814538955688477,13.709053993225098,-0.09356772899627686,1e-05,1872
16.31,2280,12.569419730000002,1134,41,47600,-10.745357513427734,0.9813854098320007,12.536188125610352,-0.09457458555698395,1e-05,1879
16.02,2290,12.391434070000003,1133,42,47840,-10.635293960571289,0.9812678694725037,11.770059585571289,-0.0948442742228508,1e-05,1891
15.67,2300,12.137045240000003,1132,42,47920,-10.908567428588867,0.9812287092208862,10.003448486328125,-0.09488018602132797,1e-05,1895
15.94,2310,12.1824376,1132,42,48080,-10.67697525024414,0.9811505675315857,11.367494583129883,-0.09599944949150085,1e-05,1903
15.74,2320,12.026768400000002,1131,42,48240,-10.626680374145508,0.9810722470283508,12.606477737426758,-0.0954904705286026,1e-05,1911
15.59,2330,11.574648960000005,1130,42,48340,-10.966418266296387,0.981023371219635,15.167413711547852,-0.09687775373458862,1e-05,1916
15.45,2340,11.522433139999999,1130,42,48540,-11.115307807922363,0.9809257984161377,14.428062438964844,-0.09603143483400345,1e-05,1926
15.53,2350,11.494232599999998,1128,43,48740,-11.053106307983398,0.9808281064033508,11.376886367797852,-0.09670722484588623,1e-05,1936
