rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/actor_loss,train/ent_coef,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/n_updates
23.2,1080,20.63769297,780,30,24060,-4.851922988891602,0.9929978847503662,4.491328239440918,-0.035593125969171524,1e-05,702
22.85,1090,20.247597799999998,779,31,24220,-4.91330623626709,0.9929183125495911,4.783722400665283,-0.03590624779462814,1e-05,710
22.77,1100,20.26114045,781,31,24400,-4.907469749450684,0.9928287863731384,4.535359859466553,-0.036464281380176544,1e-05,719
22.39,1110,20.186243219999998,782,31,24620,-4.9970855712890625,0.992719292640686,4.760614395141602,-0.0368209108710289,1e-05,730
22.56,1120,20.700439810000002,783,31,24740,-5.0401153564453125,0.9926596879959106,4.566454887390137,-0.03725006803870201,1e-05,736
21.72,1130,19.40464051,785,31,24980,-5.0848236083984375,0.9925404787063599,5.167635440826416,-0.037803955376148224,1e-05,748
21.71,1140,19.256055520000004,786,31,25160,-5.267097473144531,0.9924510717391968,4.547125339508057,-0.03843571990728378,1e-05,757
21.59,1150,19.289855579999998,787,32,25340,-5.117812156677246,0.9923616647720337,5.3344502449035645,-0.03855779021978378,1e-05,766
21.77,1160,19.357932759999997,789,32,25600,-5.212965488433838,0.9922325015068054,5.401486396789551,-0.03945722430944443,1e-05,779
20.39,1170,17.692943720000002,790,32,25820,-5.395608901977539,0.9921231865882874,4.670641899108887,-0.03996219485998154,1e-05,790
20.1,1180,17.0208449,791,32,25980,-5.342346668243408,0.9920437932014465,5.108071327209473,-0.04021383076906204,1e-05,798
19.48,1190,16.11889491,792,33,26160,-5.285770416259766,0.991954505443573,4.766793251037598,-0.040666740387678146,1e-05,807
19.5,1200,16.212563680000002,792,33,26340,-5.41418981552124,0.9918652772903442,4.618080139160156,-0.041064247488975525,1e-05,816
19.27,1210,15.96846785,794,33,26560,-5.625152587890625,0.9917560815811157,5.131181240081787,-0.04156644269824028,1e-05,827
19.2,1220,15.776676639999998,795,33,26740,-5.65385627746582,0.991666853427887,5.351396560668945,-0.04203696548938751,1e-05,836
19.88,1230,16.775844890000002,795,33,26920,-5.588630676269531,0.9915777444839478,4.742254257202148,-0.042624279856681824,1e-05,845
19.9,1240,17.03020065,796,34,27100,-5.5541887283325195,0.9914883971214294,4.724154472351074,-0.043026041239500046,1e-05,854
19.25,1250,16.09186496,797,34,27260,-5.691049575805664,0.9914090037345886,5.898394584655762,-0.043348848819732666,1e-05,862
18.78,1260,15.516549420000004,797,34,27500,-5.757601261138916,0.9912899136543274,4.780462741851807,-0.04399537295103073,1e-05,874
19.14,1270,15.60906952,798,34,27760,-6.0314178466796875,0.9911611080169678,5.690505027770996,-0.044771790504455566,1e-05,887
19.25,1280,16.01258793,799,35,28000,-5.947578430175781,0.9910420775413513,5.902295112609863,-0.04530324041843414,1e-05,899
20.05,1290,16.966559580000002,799,35,28180,-6.046236038208008,0.9909527897834778,5.8650221824646,-0.04595947265625,1e-05,908
19.62,1300,16.09169487,801,35,28380,-5.990696907043457,0.9908536672592163,4.798885822296143,-0.04665836691856384,1e-05,918
20.22,1310,17.069015930000003,802,35,28520,-5.989780426025391,0.9907842874526978,5.2218451499938965,-0.046694956719875336,1e-05,925
20.02,1320,17.019998420000004,803,35,28740,-6.011996746063232,0.9906752109527588,5.373746871948242,-0.04730203002691269,1e-05,936
19.84,1330,16.13443126,804,35,28880,-6.189152717590332,0.9906058311462402,5.567445755004883,-0.04759809374809265,1e-05,943
19.55,1340,15.918109000000001,804,36,29080,-6.0670061111450195,0.9905065894126892,5.682832717895508,-0.04811606556177139,1e-05,953
19.78,1350,16.2468342,805,36,29280,-6.294144630432129,0.990407407283783,5.629361152648926,-0.04824838787317276,1e-05,963
20.43,1360,17.109896869999996,806,36,29480,-6.403670310974121,0.9903082251548767,5.762541770935059,-0.0489831268787384,1e-05,973
19.94,1370,16.65404247,807,36,29700,-6.34250545501709,0.9901992678642273,5.103071212768555,-0.0497734397649765,1e-05,984
19.77,1380,16.39800843,808,36,29900,-6.4789628982543945,0.9901002645492554,5.507894039154053,-0.0499800369143486,1e-05,994
18.9,1390,14.834416030000002,739,40,30140,-6.572633743286133,0.9899814128875732,5.196962356567383,-0.050717197358608246,1e-05,1006
19.87,1400,16.167724370000002,739,40,30260,-6.591392517089844,0.9899219274520874,5.715867042541504,-0.051257990300655365,1e-05,1012
19.09,1410,15.08328199,740,41,30380,-6.552764892578125,0.9898624420166016,6.803452014923096,-0.0515422448515892,1e-05,1018
18.88,1420,14.733878359999999,741,41,30580,-6.512762069702148,0.9897634387016296,6.215399265289307,-0.05178605020046234,1e-05,1028
18.46,1430,14.69124016,742,41,30840,-6.724232196807861,0.98963463306427,6.5910515785217285,-0.052722617983818054,1e-05,1041
18.62,1440,14.934996510000001,743,41,30880,-6.5431647300720215,0.989614725112915,4.87558126449585,-0.052746694535017014,1e-05,1043
18.65,1450,15.053634290000002,744,41,31100,-6.638724327087402,0.9895058274269104,5.067709922790527,-0.053497880697250366,1e-05,1054
17.9,1460,14.08432871,744,41,31180,-6.706421852111816,0.9894661903381348,5.689688682556152,-0.05340389907360077,1e-05,1058
17.92,1470,14.23225681,746,42,31460,-6.603344440460205,0.9893276691436768,6.432991027832031,-0.05419589579105377,1e-05,1072
17.5,1480,13.827700989999999,747,42,31600,-7.024895668029785,0.9892584681510925,8.073562622070312,-0.054569587111473083,1e-05,1079
17.39,1490,13.99377128,747,42,31740,-6.959471702575684,0.9891891479492188,5.793797492980957,-0.054769985377788544,1e-05,1086
16.33,1500,12.79988021,748,42,31920,-6.829500198364258,0.9891000986099243,5.872637748718262,-0.055031441152095795,1e-05,1095
16.28,1510,12.55564279,750,42,32180,-7.047337532043457,0.988971471786499,6.806407928466797,-0.05602184683084488,1e-05,1108
16.89,1520,13.0247625,750,43,32380,-6.928235054016113,0.9888725876808167,6.168803691864014,-0.05639750510454178,1e-05,1118
17.11,1530,13.280527970000001,752,43,32620,-7.216403484344482,0.9887539148330688,7.253167152404785,-0.05742063373327255,1e-05,1130
17.27,1540,13.890712169999999,753,43,32800,-6.893833160400391,0.9886648654937744,5.547403335571289,-0.057482387870550156,1e-05,1139
18.47,1550,14.936333410000001,755,43,33100,-7.283185005187988,0.9885165095329285,6.519349575042725,-0.05819765105843544,1e-05,1154
18.81,1560,15.54216187,755,43,33260,-7.238996982574463,0.9884374141693115,7.513361930847168,-0.058541275560855865,1e-05,1162
19.61,1570,16.46711179,757,44,33440,-7.448680877685547,0.9883486032485962,7.080620765686035,-0.05932895839214325,1e-05,1171
19.07,1580,15.901075240000003,758,44,33680,-7.478474140167236,0.9882301092147827,5.926353454589844,-0.0597677044570446,1e-05,1183
19.79,1590,16.35916556,760,44,33920,-7.674907684326172,0.9881114363670349,7.180529594421387,-0.060522448271512985,1e-05,1195
20.46,1600,17.78793117,761,44,34060,-7.675537109375,0.9880422949790955,7.358391761779785,-0.060788970440626144,1e-05,1202
21.88,1610,20.0488888,763,44,34300,-7.656393051147461,0.9879236817359924,7.7683424949646,-0.06149064004421234,1e-05,1214
21.53,1620,19.696875690000002,763,45,34480,-7.544878959655762,0.9878348112106323,7.375062465667725,-0.06160643696784973,1e-05,1223
21.78,1630,19.474079590000002,764,45,34640,-7.900152206420898,0.9877557754516602,8.749099731445312,-0.06216656416654587,1e-05,1231
21.15,1640,18.53702596,766,45,34840,-7.706470489501953,0.9876570105552673,5.971685409545898,-0.06255395710468292,1e-05,1241
19.87,1650,17.08197389,766,45,34960,-7.640522003173828,0.9875977635383606,6.384042263031006,-0.06257906556129456,1e-05,1247
20.27,1660,17.14101629,767,45,35180,-7.9044718742370605,0.9874893426895142,6.947146415710449,-0.06358935683965683,1e-05,1258
19.64,1670,16.54051595,767,46,35340,-7.798822402954102,0.9874103665351868,8.14957046508789,-0.06434222310781479,1e-05,1266
20.27,1680,17.546297430000003,768,46,35540,-8.005645751953125,0.9873115420341492,7.194601058959961,-0.06429512798786163,1e-05,1276
19.4,1690,16.803575000000002,769,46,35680,-7.849693775177002,0.9872424602508545,7.595574378967285,-0.0648157149553299,1e-05,1283
19.22,1700,16.02979718,770,46,35900,-8.085312843322754,0.987133800983429,5.624454498291016,-0.06540706753730774,1e-05,1294
17.7,1710,13.787099410000001,771,46,36080,-8.220403671264648,0.9870449900627136,9.355031967163086,-0.06556932628154755,1e-05,1303
17.79,1720,13.97509569,773,46,36320,-8.16744327545166,0.9869265556335449,8.230745315551758,-0.06631453335285187,1e-05,1315
17.89,1730,14.364017409999999,774,47,36500,-8.007793426513672,0.9868376851081848,6.878668308258057,-0.0666394978761673,1e-05,1324
18.61,1740,15.046541079999999,775,47,36760,-8.307435035705566,0.9867094159126282,7.7828874588012695,-0.06736627221107483,1e-05,1337
19.01,1750,15.379168400000001,775,47,36940,-8.591184616088867,0.9866206645965576,12.879135131835938,-0.06795777380466461,1e-05,1346
19.09,1760,15.92751406,776,47,37100,-8.501370429992676,0.9865418076515198,6.725407600402832,-0.06798377633094788,1e-05,1354
19.36,1770,16.32407254,777,47,37280,-8.275422096252441,0.986453115940094,10.159327507019043,-0.06873838603496552,1e-05,1363
18.91,1780,15.46496532,778,48,37480,-8.326181411743164,0.9863544702529907,6.559800148010254,-0.06928132474422455,1e-05,1373
19.37,1790,16.546781839999998,778,48,37640,-8.916910171508789,0.9862754940986633,10.715696334838867,-0.07020992785692215,1e-05,1381
19.05,1800,16.011244889999997,779,48,37860,-8.652374267578125,0.9861670732498169,6.343703269958496,-0.0700499564409256,1e-05,1392
19.96,1810,16.88576385,780,48,38040,-8.709108352661133,0.9860783219337463,6.7613630294799805,-0.07065437734127045,1e-05,1401
19.64,1820,16.445256320000002,781,48,38180,-8.840921401977539,0.9860092401504517,8.566965103149414,-0.0708259791135788,1e-05,1408
19.4,1830,16.38322286,781,49,38340,-8.517000198364258,0.9859303832054138,9.890140533447266,-0.07094742357730865,1e-05,1416
19.14,1840,15.988265409999999,782,49,38520,-9.132909774780273,0.9858416318893433,8.573221206665039,-0.07161182165145874,1e-05,1425
18.72,1850,15.95668777,783,49,38740,-8.842507362365723,0.985733151435852,8.916439056396484,-0.07255804538726807,1e-05,1436
18.25,1860,15.247230380000001,784,49,38880,-9.060813903808594,0.9856642484664917,10.861639022827148,-0.07279142737388611,1e-05,1443
18.08,1870,14.677424310000001,785,49,39140,-9.249105453491211,0.9855361580848694,11.224363327026367,-0.07334421575069427,1e-05,1456
18.15,1880,15.007904670000002,785,49,39240,-8.746387481689453,0.9854868650436401,11.588979721069336,-0.07371678203344345,1e-05,1461
18.03,1890,15.084710030000002,785,50,39480,-9.029549598693848,0.9853687882423401,8.82537841796875,-0.07438017427921295,1e-05,1473
17.92,1900,15.1109331,786,50,39640,-9.154254913330078,0.9852901697158813,9.152312278747559,-0.07469706982374191,1e-05,1481
17.38,1910,13.954188829999998,787,50,39900,-9.264565467834473,0.985162079334259,9.533723831176758,-0.07547830790281296,1e-05,1494
18.03,1920,14.74266746,756,53,40140,-9.339715003967285,0.9850438833236694,9.618927955627441,-0.07584236562252045,1e-05,1506
18.89,1930,15.815158629999999,757,53,40340,-9.491381645202637,0.98494553565979,8.158228874206543,-0.07622426748275757,1e-05,1516
18.91,1940,15.787068019999998,757,53,40500,-9.168585777282715,0.9848667979240417,9.460351943969727,-0.07663097232580185,1e-05,1524
19.63,1950,16.576436849999997,758,53,40720,-9.64617919921875,0.9847586750984192,8.17947769165039,-0.07723423838615417,1e-05,1535
19.72,1960,16.47703772,758,53,40880,-9.425786018371582,0.9846800565719604,7.70634651184082,-0.07793783396482468,1e-05,1543
19.65,1970,16.766053420000002,759,54,41100,-9.454363822937012,0.9845719337463379,11.464044570922852,-0.07821419835090637,1e-05,1554
19.69,1980,16.39729518,759,54,41180,-9.771522521972656,0.9845326542854309,8.95665168762207,-0.07842443883419037,1e-05,1558
19.58,1990,15.847969310000002,759,54,41380,-9.490703582763672,0.9844343662261963,8.423575401306152,-0.07830514013767242,1e-05,1568
19.48,2000,15.71376101,760,54,41520,-9.428079605102539,0.9843655824661255,9.58677864074707,-0.07921312749385834,1e-05,1575
19.37,2010,16.228076820000002,760,54,41720,-10.138928413391113,0.9842672348022461,9.964475631713867,-0.07982496917247772,1e-05,1585
19.06,2020,16.14962602,761,55,41920,-9.64687442779541,0.9841688871383667,10.594400405883789,-0.08005283772945404,1e-05,1595
18.38,2030,15.37742387,762,55,42080,-9.82155990600586,0.9840903282165527,9.941007614135742,-0.08083444833755493,1e-05,1603
18.09,2040,15.233676570000002,762,55,42300,-9.667210578918457,0.9839824438095093,12.544581413269043,-0.08098079264163971,1e-05,1614
17.61,2050,14.720485520000004,763,55,42460,-9.82898235321045,0.9839039444923401,7.680602550506592,-0.081460140645504,1e-05,1622
17.88,2060,15.19551815,763,55,42620,-10.034181594848633,0.9838253855705261,12.948168754577637,-0.0823555439710617,1e-05,1630
17.6,2070,14.905124170000004,764,55,42800,-10.052106857299805,0.9837369322776794,8.156636238098145,-0.08274991810321808,1e-05,1639
17.39,2080,14.80455596,764,56,42980,-10.028589248657227,0.9836486577987671,10.469407081604004,-0.08300364017486572,1e-05,1648
17.61,2090,14.59184075,765,56,43160,-10.064871788024902,0.98356032371521,11.044995307922363,-0.08326362073421478,1e-05,1657
17.94,2100,15.017486380000001,766,56,43360,-10.170280456542969,0.9834621548652649,12.053495407104492,-0.08374275267124176,1e-05,1667
18.05,2110,14.986092170000001,766,56,43500,-10.069664001464844,0.9833935499191284,12.32265853881836,-0.08381226658821106,1e-05,1674
17.74,2120,14.53889773,767,56,43680,-10.39571762084961,0.9833053946495056,11.928284645080566,-0.08463075757026672,1e-05,1683
17.46,2130,14.17735034,767,57,43820,-10.398292541503906,0.9832368493080139,13.421703338623047,-0.08463732153177261,1e-05,1690
17.78,2140,14.34633343,767,57,44000,-10.105941772460938,0.9831486344337463,10.446088790893555,-0.0854230523109436,1e-05,1699
17.41,2150,13.673166030000003,768,57,44220,-10.567508697509766,0.9830407500267029,7.964347839355469,-0.08592104911804199,1e-05,1710
17.26,2160,13.733923359999999,769,57,44400,-10.020689010620117,0.9829525351524353,11.085105895996094,-0.08671896159648895,1e-05,1719
17.7,2170,14.115188300000002,770,57,44620,-10.394021987915039,0.9828446507453918,13.526834487915039,-0.08708558976650238,1e-05,1730
17.68,2180,14.35589295,770,58,44780,-10.739209175109863,0.9827662706375122,15.973742485046387,-0.08714637160301208,1e-05,1738
17.77,2190,14.794474849999999,771,58,44920,-10.759424209594727,0.9826976656913757,13.5331392288208,-0.08758583664894104,1e-05,1745
17.57,2200,14.280118600000002,771,58,45100,-10.736308097839355,0.9826093912124634,11.561718940734863,-0.08823400735855103,1e-05,1754
17.4,2210,14.240555819999999,772,58,45260,-10.593965530395508,0.9825310707092285,12.448003768920898,-0.08886589109897614,1e-05,1762
17.25,2220,14.028634980000001,772,58,45400,-10.829692840576172,0.982462465763092,9.538688659667969,-0.0893576592206955,1e-05,1769
17.39,2230,14.455902710000002,772,58,45560,-10.778070449829102,0.9823840260505676,15.466215133666992,-0.08937413990497589,1e-05,1777
17.5,2240,14.814158809999999,773,59,45780,-11.335603713989258,0.9822763204574585,18.470905303955078,-0.08994925767183304,1e-05,1788
17.79,2250,15.095992809999998,773,59,45900,-10.672462463378906,0.98221755027771,11.947822570800781,-0.09006859362125397,1e-05,1794
17.18,2260,14.480548290000002,773,59,46120,-10.613545417785645,0.9821099042892456,10.890497207641602,-0.09127281606197357,1e-05,1805
17.03,2270,14.338891419999998,774,59,46260,-11.115471839904785,0.9820412993431091,13.364374160766602,-0.09098680317401886,1e-05,1812
16.82,2280,13.930822430000001,774,59,46440,-11.068204879760742,0.9819532036781311,16.988733291625977,-0.09177153557538986,1e-05,1821
16.15,2290,13.192378309999999,775,60,46560,-11.0863676071167,0.9818944334983826,10.650891304016113,-0.0908498466014862,1e-05,1827
16.42,2300,13.935409729999998,775,60,46760,-11.300763130187988,0.9817965030670166,13.268533706665039,-0.09262499213218689,1e-05,1837
16.55,2310,14.025603570000001,776,60,46900,-11.202829360961914,0.9817279577255249,12.237106323242188,-0.0929950550198555,1e-05,1844
16.62,2320,14.112929259999998,776,60,47060,-10.82376480102539,0.9816496968269348,11.875083923339844,-0.09374591708183289,1e-05,1852
16.36,2330,13.60826307,776,60,47180,-11.165179252624512,0.981590986251831,14.387462615966797,-0.09321646392345428,1e-05,1858
16.28,2340,13.40686011,777,60,47360,-11.282684326171875,0.981502890586853,17.48387336730957,-0.0926593542098999,1e-05,1867
15.82,2350,12.80505956,777,61,47500,-11.565971374511719,0.9814344644546509,16.026823043823242,-0.09440471231937408,1e-05,1874
15.82,2360,12.82574777,778,61,47700,-11.108052253723145,0.9813367128372192,9.273651123046875,-0.09483630955219269,1e-05,1884
15.61,2370,12.39309621,778,61,47820,-11.24824333190918,0.9812780618667603,11.732858657836914,-0.09473120421171188,1e-05,1890
15.97,2380,12.83694051,778,61,47960,-11.203160285949707,0.9812095761299133,13.812830924987793,-0.09544303268194199,1e-05,1897
15.71,2390,12.18230461,779,61,48200,-11.37472915649414,0.9810922145843506,14.62730598449707,-0.09649697691202164,1e-05,1909
15.8,2400,12.18216288,779,61,48340,-11.17979907989502,0.9810237884521484,14.09511661529541,-0.09653496742248535,1e-05,1916
