rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/ent_coef_loss,train/n_updates,train/critic_loss,train/ent_coef,train/actor_loss
11.366074999999999,0,10,2484,380,13.7,,,,,,
13.756186399999999,0,20,3028,580,17.75,,,,,,
15.373199281249999,0,30,3404,800,18.75,,,,,,
15.947075474999997,0,40,3641,980,19.325,,,,,,
15.384298509803921,0,50,3676,1120,18.784313725490197,,,,,,
15.174552433333334,0,60,3953,1420,18.466666666666665,,,,,,
15.204737830985916,0,70,4066,1660,19.04225352112676,,,,,,
16.2205919125,0,80,4112,1840,19.85,,,,,,
16.49538417777778,0,90,3994,2020,19.88888888888889,,,,,,
16.49848958,0,100,3917,2240,19.92,,,,,,
16.68939262,0,110,3871,2440,20.32,,,,,,
16.910079890000002,0,120,4000,2680,20.4,,,,,,
17.06796692,0,130,4088,2920,20.99,,,,,,
17.449744749999997,0,140,4091,3100,21.4,,,,,,
17.18953182,0,150,4119,3320,21.31,,,,,,
17.24839373,0,160,4136,3520,21.69,,,,,,
17.085625130000004,0,170,4079,3700,21.52,,,,,,
16.827814349999997,0,180,4075,3940,21.19,,,,,,
16.068851719999998,1,190,4127,4180,21.15,,,,,,
16.73370796,1,200,4075,4360,21.43,,,,,,
16.70169428,1,210,4094,4580,21.56,,,,,,
17.24863282,1,220,4123,4760,21.5,,,,,,
16.493271720000003,1,230,4145,5000,20.68,,,,,,
15.716895399999999,1,240,4097,5200,20.12,,,,,,
16.99375641,1,250,4098,5460,21.26,,,,,,
16.95921363,1,260,4142,5680,21.22,,,,,,
17.083402279999998,1,270,4155,5800,21.22,,,,,,
17.401022450000003,1,280,4225,6160,21.44,,,,,,
17.920382910000004,1,290,4226,6340,21.78,,,,,,
16.787952519999997,1,300,4289,6660,21.42,,,,,,
17.23858306,1,310,4314,6840,21.79,,,,,,
17.187480830000002,1,320,4340,7060,22.23,,,,,,
19.36438536,1,330,4363,7320,23.26,,,,,,
19.41020625,1,340,4381,7520,23.5,,,,,,
18.77069328,1,350,4359,7800,22.68,,,,,,
20.32460629,1,360,4341,8080,23.65,,,,,,
21.03215771,1,370,4379,8320,24.14,,,,,,
20.24129547,1,380,4375,8580,23.62,,,,,,
20.73627239,2,390,4331,8720,23.91,,,,,,
22.569143969999995,2,400,4337,8980,24.43,,,,,,
22.318884549999996,2,410,4337,9160,24.3,,,,,,
21.235248650000003,2,420,4357,9460,23.43,,,,,,
19.843904870000003,2,430,4353,9600,22.73,,,,,,
19.92029886,2,440,4343,9780,22.55,,,,,,
20.611622529999998,2,450,4349,9920,22.77,,,,,,
19.200344700000002,2,460,4061,10200,21.47,2.782559402207126e-05,-0.0011029161978513002,9,7.256673336029053,0.9997774362564087,-2.0134835243225098
19.66185635,2,470,3899,10320,21.32,2.782559402207126e-05,-0.0019346929620951414,15,7.332090377807617,0.9996103644371033,-2.0743470191955566
19.68086903,2,480,3677,10520,21.1,2.782559402207126e-05,-0.0033455335069447756,25,6.715118408203125,0.9993316531181335,-2.191121816635132
19.37731278,3,490,3488,10760,20.63,2.782559402207126e-05,-0.005080826114863157,37,6.455711364746094,0.9989968538284302,-2.356792688369751
18.291563529999998,3,500,3383,10880,20.13,2.782559402207126e-05,-0.00593101279810071,43,6.6644487380981445,0.9988296031951904,-2.396282196044922
17.39551383,3,510,3235,11080,19.3,2.782559402207126e-05,-0.007289143279194832,53,5.927695274353027,0.9985507130622864,-2.441493511199951
17.95506625,3,520,3123,11280,19.49,2.782559402207126e-05,-0.008717584423720837,63,5.581012725830078,0.9982718229293823,-2.5596437454223633
17.268114100000002,3,530,3024,11480,19.0,2.782559402207126e-05,-0.010130601935088634,73,5.903187274932861,0.9979933500289917,-2.601200580596924
16.99485691,3,540,2947,11620,18.67,2.782559402207126e-05,-0.011055617593228817,80,5.14778470993042,0.997798502445221,-2.651937484741211
16.50046256,4,550,2855,11820,18.84,2.782559402207126e-05,-0.012452640570700169,90,5.220729827880859,0.9975200295448303,-2.7513678073883057
16.02859381,4,560,2782,12020,18.65,2.782559402207126e-05,-0.013905695639550686,100,4.618876934051514,0.9972418546676636,-2.8680715560913086
14.9362592,4,570,2687,12260,18.58,2.782559402207126e-05,-0.015673046931624413,112,4.590032577514648,0.9969081282615662,-2.9860968589782715
14.461863820000003,4,580,2593,12500,18.87,2.782559402207126e-05,-0.017222028225660324,124,4.392249584197998,0.9965744018554688,-3.0569119453430176
14.49259715,5,590,2494,12760,18.97,2.782559402207126e-05,-0.019210580736398697,137,4.094967365264893,0.9962131381034851,-3.2350106239318848
15.005120640000003,5,600,2434,12940,19.12,2.782559402207126e-05,-0.020380806177854538,146,3.756187915802002,0.9959629774093628,-3.332972526550293
15.182028330000001,5,610,2358,13160,19.81,2.782559402207126e-05,-0.02196338027715683,157,3.8066370487213135,0.9956574440002441,-3.4391536712646484
15.05270569,5,620,2262,13420,19.95,2.782559402207126e-05,-0.023782620206475258,170,3.7122550010681152,0.9952965378761292,-3.570054531097412
17.14515346,6,630,2227,13560,21.37,2.782559402207126e-05,-0.024642644450068474,177,3.626741886138916,0.9951023459434509,-3.6382367610931396
17.464993229999997,6,640,2158,13800,21.47,2.782559402207126e-05,-0.026517491787672043,189,3.228024959564209,0.9947695732116699,-3.802189588546753
17.80396608,6,650,2092,14060,21.79,2.782559402207126e-05,-0.028208043426275253,202,3.1626906394958496,0.9944092035293579,-3.869697093963623
18.613252359999997,6,660,2043,14280,22.61,2.782559402207126e-05,-0.029810085892677307,213,3.013756036758423,0.9941045641899109,-4.087065696716309
18.364221829999998,7,670,2010,14460,22.31,2.782559402207126e-05,-0.03110373578965664,222,3.1443519592285156,0.993855357170105,-4.087498188018799
19.54548201,7,680,1976,14720,22.63,2.782559402207126e-05,-0.032791867852211,235,3.0606884956359863,0.9934956431388855,-4.2713727951049805
19.81324997,7,690,1944,14900,22.6,2.782559402207126e-05,-0.03432869166135788,244,3.007307767868042,0.9932466149330139,-4.3540239334106445
19.14012061,7,700,1914,15100,21.9,2.782559402207126e-05,-0.03548310697078705,254,2.907545328140259,0.9929701089859009,-4.35490608215332
20.007048989999998,8,710,1874,15340,22.16,2.782559402207126e-05,-0.037306953221559525,266,2.891493797302246,0.992638349533081,-4.498748779296875
20.074091410000005,8,720,1842,15620,22.39,2.782559402207126e-05,-0.03927811607718468,280,2.409738540649414,0.9922512173652649,-4.564486503601074
18.07748854,8,730,1817,15800,21.51,2.782559402207126e-05,-0.04057437554001808,289,2.7331302165985107,0.9920024871826172,-4.802464008331299
18.02429239,8,740,1796,15960,22.3,2.782559402207126e-05,-0.041592128574848175,297,3.213479518890381,0.9917813539505005,-4.775926113128662
17.44376261,9,750,1776,16180,21.6,2.782559402207126e-05,-0.04311101883649826,308,2.6796607971191406,0.9914771914482117,-4.947162628173828
17.03048671,9,760,1760,16360,21.18,2.782559402207126e-05,-0.044315870851278305,317,2.6356358528137207,0.9912285208702087,-5.014715671539307
17.269459230000002,9,770,1740,16600,21.34,2.782559402207126e-05,-0.046088144183158875,329,3.4723868370056152,0.9908972382545471,-4.990777492523193
16.193030290000003,9,780,1724,16800,20.83,2.782559402207126e-05,-0.04737161099910736,339,2.3524718284606934,0.9906212687492371,-5.10711669921875
15.701047500000001,10,790,1700,17060,20.72,2.782559402207126e-05,-0.04948908090591431,352,3.4962973594665527,0.9902628064155579,-5.175540924072266
16.71550379,10,800,1683,17200,21.85,2.782559402207126e-05,-0.05036960169672966,359,2.8809685707092285,0.9900698065757751,-5.199841022491455
15.542250809999999,10,810,1667,17400,21.29,2.782559402207126e-05,-0.051770541816949844,369,3.164483070373535,0.9897940158843994,-5.323603630065918
15.24182728,10,820,1659,17520,20.93,2.782559402207126e-05,-0.052597347646951675,375,2.5982370376586914,0.9896285533905029,-5.360995769500732
15.05926736,10,830,1636,17820,20.34,2.782559402207126e-05,-0.05460648983716965,390,3.09562349319458,0.9892150163650513,-5.533121109008789
15.50225792,11,840,1628,17980,19.87,2.782559402207126e-05,-0.055798161774873734,398,3.1039438247680664,0.9889947175979614,-5.529695510864258
15.468847060000003,11,850,1612,18200,20.19,2.782559402207126e-05,-0.05757710337638855,409,2.303642988204956,0.9886918067932129,-5.675447463989258
15.380897820000003,11,860,1599,18420,20.13,2.782559402207126e-05,-0.059233613312244415,420,3.30448842048645,0.9883888363838196,-5.864016532897949
15.446785139999998,11,870,1583,18640,20.02,2.782559402207126e-05,-0.060595281422138214,431,2.199756622314453,0.9880860447883606,-5.87633752822876
16.07266976,11,880,1570,18840,20.79,2.782559402207126e-05,-0.06216352432966232,441,2.913778305053711,0.9878107309341431,-6.02443790435791
16.17717987,12,890,1558,19060,20.78,2.782559402207126e-05,-0.06345748901367188,452,3.1360745429992676,0.9875078797340393,-6.137611389160156
15.396801709999998,12,900,1547,19240,19.93,2.782559402207126e-05,-0.06463997066020966,461,2.943741798400879,0.9872602224349976,-6.219862461090088
15.606538879999999,12,910,1537,19420,19.91,2.782559402207126e-05,-0.06588931381702423,470,3.9134280681610107,0.9870126843452454,-6.433464527130127
15.904880160000003,12,920,1528,19620,20.09,2.782559402207126e-05,-0.06721112132072449,480,4.084992408752441,0.9867377281188965,-6.47857666015625
15.75311811,13,930,1518,19840,20.17,2.782559402207126e-05,-0.06873606145381927,491,2.7924091815948486,0.9864356517791748,-6.263287544250488
15.3947728,13,940,1511,20000,20.21,2.782559402207126e-05,-0.07024787366390228,499,4.740537643432617,0.986216127872467,-6.68385648727417
15.71246095,13,950,1496,20280,20.44,2.782559402207126e-05,-0.07187095284461975,513,2.7964210510253906,0.9858317971229553,-6.578962326049805
16.32452018,13,960,1486,20480,20.87,2.782559402207126e-05,-0.07312653958797455,523,3.9078311920166016,0.9855573177337646,-6.67598295211792
16.01156241,13,970,1478,20640,20.57,2.782559402207126e-05,-0.07433204352855682,531,3.2785253524780273,0.9853379726409912,-6.822546005249023
15.51228955,14,980,1469,20860,19.95,2.782559402207126e-05,-0.07622465491294861,542,2.7176499366760254,0.9850366115570068,-6.681033611297607
15.91393108,14,990,1461,21020,20.22,2.782559402207126e-05,-0.07728032022714615,550,3.069244861602783,0.9848172664642334,-6.928038597106934
15.527642270000001,14,1000,1453,21200,19.72,2.782559402207126e-05,-0.07869122177362442,559,3.01430082321167,0.9845705032348633,-6.987484455108643
15.693785600000002,14,1010,1444,21380,19.93,2.782559402207126e-05,-0.08027967810630798,568,4.368108749389648,0.9843236804008484,-7.087412357330322
15.452681430000002,15,1020,1435,21580,19.76,2.782559402207126e-05,-0.0804527997970581,578,3.5142245292663574,0.9840494394302368,-7.205770492553711
16.09282898,15,1030,1427,21800,20.1,2.782559402207126e-05,-0.0825551301240921,589,3.634190797805786,0.9837484955787659,-7.316009521484375
15.454862630000001,15,1040,1417,21960,19.59,2.782559402207126e-05,-0.0837898924946785,597,3.8623147010803223,0.9835297465324402,-7.244350910186768
15.230937630000003,15,1050,1410,22140,19.11,2.782559402207126e-05,-0.08507753908634186,606,3.3727903366088867,0.9832838177680969,-7.321231365203857
14.876935040000001,15,1060,1406,22280,18.73,2.782559402207126e-05,-0.08542903512716293,613,4.771945953369141,0.9830923676490784,-7.59467077255249
