#{"t_start": 1692367094.4388, "env_id": null}
r,l,t
5.6100507,8,15.615558
8.340193,12,15.63775
8.957416,12,15.638578
10.778886,13,15.643819
13.785648,14,15.64969
11.572365,14,15.6507
12.505157,14,15.651676
6.5198026,14,15.653683
13.141682,17,15.671752
6.9741907,9,15.672716
4.9768524,18,15.688694
8.747888,18,15.689738
14.714169,19,15.696146
23.262352,20,15.70204
10.042026,21,15.707558
11.137159,21,15.708534
20.971415,21,15.709395
8.135285,13,15.737374
23.663338,27,15.73847
11.105649,17,15.75298
11.1383295,17,15.760149
12.499042,16,15.761169
13.299682,19,15.76839
35.172966,31,15.769309
22.714407,32,15.774921
13.748155,19,15.781633
14.502837,16,15.787256
16.381577,17,15.788339
8.543106,14,15.792767
10.676646,18,15.800942
10.632924,18,15.808505
13.560567,16,15.810563
30.06284,37,15.811469
18.763786,18,15.81678
6.4321184,19,15.825255
8.199618,12,15.830971
27.7183,27,15.831989
11.192438,14,15.843652
6.222171,11,15.855902
9.932319,12,15.999833
17.943062,20,16.011499
13.932193,17,16.014182
9.256775,12,16.019324
7.3441157,11,16.020627
12.744935,20,16.021552
11.306092,15,16.027163
19.134682,19,16.032242
11.97441,17,16.03364
5.6335297,10,16.034548
11.247455,14,16.039479
19.101555,25,16.046055
37.37376,29,16.047066
71.30464,41,16.056479
10.995742,21,16.057576
22.041187,26,16.062093
6.9654584,9,16.06673
11.560233,28,16.074683
10.034448,12,16.083493
34.865562,35,16.088811
11.054556,17,16.095049
10.204535,14,16.096588
4.9007287,8,16.097519
13.174087,15,16.098552
11.688479,14,16.104962
50.967697,40,16.105871
5.571445,11,16.12067
10.422661,15,16.126499
10.606945,22,16.144605
7.736627,11,16.1499
24.661274,25,16.150921
9.239226,12,16.158183
8.863873,16,16.159597
13.677229,18,16.16044
48.750393,33,16.168532
14.305186,27,16.17413
8.78979,17,16.175022
9.790923,15,16.180966
10.387224,15,16.182004
27.349287,27,16.18728
12.19318,18,16.192957
11.369963,13,16.194213
6.560339,10,16.203614
23.049807,28,16.204864
12.399525,24,16.219441
5.8675737,12,16.225562
9.468504,14,16.232477
10.468224,13,16.233287
18.581633,27,16.241314
9.576779,14,16.254223
9.570744,15,16.255186
11.225123,13,16.264043
23.395397,27,16.264887
11.951597,19,16.266339
55.5884,44,16.271671
8.644715,18,16.27902
8.0469055,16,16.279984
14.903833,15,16.289165
14.653974,25,16.294085
19.90967,19,16.299179
13.514151,14,16.300046
10.296931,25,16.309256
11.985626,21,16.317848
8.11259,12,16.324767
