time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/episodes,train/ent_coef,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef_loss
1129,39380,34,197.89545950000007,93.21,980,0.11289535462856293,0.0016681005372000592,1468,1.8808248043060303,-14.431918144226074,-5.182759761810303
1121,40760,36,198.57160106999996,93.37,990,0.10441076010465622,0.0016681005372000592,1537,2.4811105728149414,-16.08449935913086,-4.465164661407471
1119,41100,36,198.11208187,93.25,1000,0.10239632427692413,0.0016681005372000592,1554,2.623685836791992,-15.78369140625,-6.9557600021362305
1111,42840,38,198.26281304,93.44,1010,0.09288157522678375,0.0016681005372000592,1641,1.235891342163086,-17.035747528076172,-6.361435413360596
1110,43080,38,200.74976703999997,95.03,1020,0.09157667309045792,0.0016681005372000592,1653,1.3294928073883057,-17.592674255371094,-5.668826103210449
1099,44740,40,202.72103471,95.55,1030,0.08350614458322525,0.0016681005372000592,1736,3.1418983936309814,-17.68647003173828,-5.539655685424805
1097,45060,41,204.13410033000002,95.99,1040,0.08205560594797134,0.0016681005372000592,1752,1.8572568893432617,-18.142915725708008,-5.625914573669434
1092,46820,42,204.58589021999995,96.3,1050,0.0750633031129837,0.0016681005372000592,1840,4.263661861419678,-19.57006072998047,-4.5970659255981445
1089,47160,43,205.70035212,96.23,1060,0.0738736242055893,0.0016681005372000592,1857,1.068362832069397,-20.206073760986328,-6.116367340087891
1081,49040,45,207.25227908999997,96.61,1070,0.06696442514657974,0.0016681005372000592,1951,3.860520839691162,-20.373716354370117,-5.414609909057617
1080,49280,45,212.43981980999996,97.89,1080,0.06616728007793427,0.0016681005372000592,1963,2.521280288696289,-20.320449829101562,-5.2107157707214355
1074,50980,47,214.83563289000003,99.04,1090,0.06103978678584099,0.0016681005372000592,2048,1.7730958461761475,-21.679153442382812,-7.209523677825928
1074,51180,47,218.27927707999999,100.39,1100,0.06036622077226639,0.0016681005372000592,2058,1.3633372783660889,-21.529943466186523,-5.712043285369873
1068,52980,49,221.93331546000002,101.13,1110,0.05556706339120865,0.0016681005372000592,2148,1.161017656326294,-22.323108673095703,-6.792079925537109
1068,53140,49,222.37402508,100.26,1120,0.05511785298585892,0.0016681005372000592,2156,3.109632968902588,-23.163326263427734,-5.859650611877441
1063,55100,51,227.57618043,101.47,1130,0.050874944776296616,0.0016681005372000592,2254,1.38139808177948,-22.456443786621094,-3.929429292678833
1062,55320,52,232.90814924000009,102.69,1140,0.05047345906496048,0.0016681005372000592,2265,3.5767745971679688,-23.804828643798828,-7.147930145263672
1057,57280,54,236.92198720000005,103.44,1150,0.04648521915078163,0.0016681005372000592,2363,4.17540979385376,-24.489974975585938,-3.461566925048828
1056,57440,54,237.51021752999998,103.71,1160,0.04617607221007347,0.0016681005372000592,2371,4.434304714202881,-25.2003116607666,-2.3608438968658447
1051,59400,56,238.41789536,104.11,1170,0.043238814920186996,0.0016681005372000592,2469,5.211666107177734,-25.50244140625,-4.957612037658691
1050,59660,56,236.41976102999996,104.0,1180,0.04276064783334732,0.0016681005372000592,2482,1.785172462463379,-25.924768447875977,-2.8355438709259033
1045,61500,58,239.60650153999995,105.04,1190,0.04009374603629112,0.0016681005372000592,2574,1.7975744009017944,-28.17955780029297,-4.536525249481201
