time/total_timesteps,time/fps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/critic_loss
32223,80,670,398,136.78,340.83090969999995,0.0003359818286283781,1.013723373413086,22222,0.10771314054727554,-143.45416259765625,23.232999801635742
33341,79,680,418,134.4,340.40888295999997,0.0003359818286283781,-0.6053857803344727,23340,0.11797679215669632,-154.02635192871094,48.67032241821289
34542,78,690,439,129.8,331.98300145,0.0003359818286283781,0.6055651307106018,24541,0.11621756106615067,-151.916015625,26.342958450317383
35826,77,700,462,127.2,325.62761875999996,0.0003359818286283781,0.1419295072555542,25825,0.11379323154687881,-154.03939819335938,13.574073791503906
37427,76,710,491,127.68,320.00642594,0.0003359818286283781,-1.1447803974151611,27426,0.11272623389959335,-153.80438232421875,21.323177337646484
38766,75,720,515,126.91,306.02482516,0.0003359818286283781,-0.4261510968208313,28765,0.10711082071065903,-154.97265625,31.49091148376465
39764,74,730,532,123.52,288.07564966,0.0003359818286283781,0.6167619824409485,29763,0.1150791198015213,-153.06529235839844,48.301513671875
41558,74,740,559,128.85,298.90707672,0.0003359818286283781,0.19097746908664703,31557,0.12139735370874405,-152.5947265625,17.389434814453125
42947,74,750,579,131.17,309.88865283,0.0003359818286283781,0.7838842868804932,32946,0.12722548842430115,-153.84605407714844,15.16935920715332
44318,73,760,599,132.4,317.6926371,0.0003359818286283781,-0.6771721839904785,34317,0.11573878675699234,-151.14468383789062,11.597957611083984
45666,73,770,618,134.43,326.85595034,0.0003359818286283781,0.7150158882141113,35665,0.1027994230389595,-152.54946899414062,16.839282989501953
46974,73,780,636,136.33,333.61260654,0.0003359818286283781,-0.5691763758659363,36973,0.1009921059012413,-155.249755859375,12.407569885253906
48146,73,790,653,136.04,332.7354733,0.0003359818286283781,-0.3859182298183441,38145,0.08987876027822495,-155.72940063476562,26.176410675048828
49246,73,800,668,134.2,326.80437129,0.0003359818286283781,-0.004087731242179871,39245,0.08713777363300323,-158.13211059570312,17.508148193359375
