rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,time/episodes,time/total_timesteps,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/n_updates,train/ent_coef,train/actor_loss
52.30132374000001,37.71,21,726,660,15680,0.012915496650148827,-8.726801872253418,0.06974752247333527,283,0.03445318713784218,-2.449428081512451
55.18428415000001,38.8,21,730,670,16020,0.012915496650148827,-6.013774871826172,0.09355075657367706,300,0.030301418155431747,-2.6319923400878906
57.21071148000001,38.67,22,732,680,16220,0.012915496650148827,-7.253782749176025,0.15662838518619537,310,0.02832154557108879,-2.6474695205688477
57.69353977,37.32,22,734,690,16460,0.012915496650148827,-4.405582427978516,0.10171262174844742,322,0.02639850787818432,-2.813499927520752
57.41245644999999,36.11,22,737,700,16680,0.012915496650148827,-6.585555076599121,0.19151028990745544,333,0.024879874661564827,-2.6478562355041504
55.415533290000006,34.14,22,739,710,16900,0.012915496650148827,-6.411040782928467,0.15553158521652222,344,0.02342434972524643,-2.9275269508361816
52.269627639999996,31.6,23,742,720,17120,0.012915496650148827,-0.39416205883026123,0.0967094898223877,355,0.022055743262171745,-3.0779032707214355
49.32178207000001,29.14,23,744,730,17360,0.012915496650148827,-3.370551824569702,0.12131503224372864,367,0.020899474620819092,-3.0334997177124023
46.97423113000001,27.22,23,746,740,17560,0.012915496650148827,-6.088979721069336,0.10555423051118851,377,0.020197832956910133,-3.0938639640808105
44.82366849000001,25.35,23,748,750,17800,0.012915496650148827,-8.81772232055664,0.17885854840278625,389,0.019571883603930473,-3.2254672050476074
43.75101428,24.4,24,751,760,18100,0.012915496650148827,-1.563119649887085,0.13979560136795044,404,0.018571563065052032,-3.3103151321411133
42.62108845999999,23.3,24,752,770,18280,0.012915496650148827,-1.563734769821167,0.13329355418682098,413,0.018215050920844078,-3.3389997482299805
42.610512580000005,23.25,24,756,780,18640,0.012915496650148827,3.894925594329834,0.1076752245426178,431,0.017231089994311333,-3.2818188667297363
42.97282985000001,23.29,24,756,790,18720,0.012915496650148827,-7.075132369995117,0.16507992148399353,435,0.017168225720524788,-3.614470958709717
43.17842506,23.39,25,760,800,19160,0.012915496650148827,-9.943045616149902,0.1430991142988205,457,0.01612974889576435,-3.5916998386383057
43.40654223000001,23.47,25,760,810,19260,0.012915496650148827,-5.886685371398926,0.24957233667373657,462,0.015811096876859665,-3.546389102935791
44.33615025,23.92,25,763,820,19640,0.012915496650148827,1.5612422227859497,0.26730239391326904,481,0.014822714030742645,-3.7791948318481445
45.28860257999999,24.38,25,763,830,19760,0.012915496650148827,4.016626834869385,0.136879563331604,487,0.014717563055455685,-3.7353880405426025
46.176478689999996,24.77,28,713,840,20120,0.012915496650148827,-1.812406063079834,0.20062951743602753,505,0.014692985452711582,-3.825490951538086
46.52416914000001,24.94,28,714,850,20280,0.012915496650148827,2.819912910461426,0.3016972243785858,513,0.014606393873691559,-3.9637324810028076
48.16024678000001,25.71,28,718,860,20660,0.012915496650148827,-0.20120394229888916,0.23101267218589783,532,0.014287951402366161,-4.213859558105469
49.281350079999996,26.2,29,720,870,20920,0.012915496650148827,-1.725059986114502,0.20644855499267578,545,0.014051956124603748,-4.348989963531494
49.295834490000004,26.15,29,722,880,21160,0.012915496650148827,0.7452867031097412,0.15790948271751404,557,0.013784773647785187,-4.332301616668701
49.56106651,26.27,29,724,890,21400,0.012915496650148827,-5.4368791580200195,0.2667635381221771,569,0.013735347427427769,-4.550893783569336
49.81978684,26.36,29,724,900,21580,0.012915496650148827,6.165054798126221,0.32617610692977905,578,0.01356449443846941,-4.640631675720215
49.3923375,26.1,30,726,910,22000,0.012915496650148827,-1.1927534341812134,0.29979050159454346,599,0.013352381065487862,-4.814966201782227
50.72739198,26.7,30,728,920,22240,0.012915496650148827,15.620119094848633,0.3638562858104706,611,0.013085253536701202,-4.7980523109436035
50.880636439999996,26.74,30,728,930,22440,0.012915496650148827,-11.104721069335938,0.2842091917991638,621,0.013562302105128765,-4.755093574523926
51.05712599999999,26.82,31,732,940,22820,0.012915496650148827,-2.78648042678833,0.4507543444633484,640,0.01393131259828806,-5.110167026519775
53.5626356,28.03,31,735,950,23360,0.012915496650148827,7.076699256896973,0.5475737452507019,667,0.014770052395761013,-4.872210502624512
60.07015432,31.17,32,742,960,24380,0.012915496650148827,2.236785411834717,0.40007275342941284,718,0.017204752191901207,-5.690102577209473
72.17546817,37.04,33,744,970,24740,0.012915496650148827,-0.2859079837799072,0.4171658158302307,736,0.01779758185148239,-5.773243427276611
80.9799646,41.27,34,751,980,25960,0.012915496650148827,0.9122728109359741,0.993541419506073,797,0.01923956535756588,-6.574129104614258
92.64306578,46.97,34,752,990,26040,0.012915496650148827,1.9519128799438477,0.34215879440307617,801,0.019240932539105415,-6.4700541496276855
100.08332304000001,50.52,36,763,1000,27640,0.012915496650148827,-2.9308619499206543,0.5223832130432129,881,0.020453058183193207,-7.2426323890686035
115.64096415000002,57.92,36,763,1010,27740,0.012915496650148827,4.5172648429870605,0.4761463403701782,886,0.02023806795477867,-7.23788595199585
124.80355454000001,62.31,37,773,1020,29220,0.012915496650148827,2.159841537475586,0.6709463000297546,960,0.021082494407892227,-7.1548895835876465
134.68185563999998,67.03,37,773,1030,29360,0.012915496650148827,-5.2814130783081055,0.5929231643676758,967,0.021511444821953773,-7.590282440185547
147.07595666999998,72.94,46,668,1040,30860,0.012915496650148827,3.42508864402771,0.8343731760978699,1042,0.02155381813645363,-8.172052383422852
155.12015927000002,76.77,46,668,1050,30980,0.012915496650148827,0.23698294162750244,0.781792163848877,1048,0.021848976612091064,-8.512285232543945
159.38637891000002,78.79,47,677,1060,32460,0.012915496650148827,-2.5730323791503906,0.7295916080474854,1122,0.023787785321474075,-9.17700481414795
161.30928588999998,79.63,48,677,1070,32640,0.012915496650148827,1.8553333282470703,0.791008472442627,1131,0.023385412991046906,-9.179008483886719
162.60112432999998,80.22,49,687,1080,34060,0.012915496650148827,-0.18154266476631165,1.077548623085022,1202,0.02444879151880741,-9.911961555480957
165.15763968,81.33,49,688,1090,34220,0.012915496650148827,0.016066178679466248,0.5609514713287354,1210,0.024550247937440872,-9.907424926757812
165.45609939,81.39,51,695,1100,35680,0.012915496650148827,0.9831791520118713,1.4880366325378418,1283,0.026189295575022697,-10.176729202270508
163.80355541999998,80.69,51,695,1110,35740,0.012915496650148827,2.5066092014312744,1.2480441331863403,1286,0.0263358186930418,-10.426729202270508
163.08255678,80.35,52,703,1120,37200,0.012915496650148827,3.7233498096466064,1.5378042459487915,1359,0.028982264921069145,-11.118733406066895
164.43624092,80.82,53,704,1130,37420,0.012915496650148827,0.6235575675964355,1.192911982536316,1370,0.030537420883774757,-10.740915298461914
164.82220043,80.99,54,712,1140,38860,0.012915496650148827,-4.303476810455322,1.74387526512146,1442,0.02929689921438694,-11.866838455200195
165.16395023,81.14,54,713,1150,39100,0.012915496650148827,4.657200813293457,0.6615533232688904,1454,0.02774878405034542,-11.940279960632324
165.53871914000004,81.3,62,644,1160,40520,0.012915496650148827,3.697538375854492,1.3399646282196045,1525,0.02949196845293045,-11.564044952392578
165.48800254999998,81.31,63,645,1170,40800,0.012915496650148827,0.2722645103931427,1.2803761959075928,1539,0.03008905053138733,-12.589048385620117
166.74349006999998,81.71,64,651,1180,42160,0.012915496650148827,9.011247634887695,1.665604829788208,1607,0.02700200118124485,-12.683924674987793
165.07643033,81.0,64,651,1190,42240,0.012915496650148827,9.45915412902832,1.574110984802246,1611,0.027400346472859383,-12.736732482910156
159.6004986,78.65,66,657,1200,43580,0.012915496650148827,1.6743826866149902,1.471893548965454,1678,0.029264958575367928,-14.090082168579102
159.74757116,78.67,66,658,1210,43900,0.012915496650148827,-0.16266076266765594,0.9599761366844177,1694,0.029939943924546242,-13.834054946899414
161.45309003999998,79.34,68,664,1220,45260,0.012915496650148827,-0.39300593733787537,2.4452991485595703,1762,0.03384828194975853,-14.210929870605469
161.07837371,79.29,68,665,1230,45520,0.012915496650148827,1.9436386823654175,1.014256238937378,1775,0.03467962145805359,-14.587039947509766
161.24793521,79.3,69,671,1240,46900,0.012915496650148827,0.8985767960548401,2.08729887008667,1844,0.030135221779346466,-14.87950325012207
161.19279867,79.28,70,672,1250,47160,0.012915496650148827,-2.4245786666870117,1.7013849020004272,1857,0.02959319017827511,-15.19477653503418
161.58842555,79.43,71,677,1260,48560,0.012915496650148827,-0.5886503458023071,2.004136323928833,1927,0.029681582003831863,-15.402259826660156
161.31707055999996,79.26,71,677,1270,48800,0.012915496650148827,-1.4554529190063477,1.6941417455673218,1939,0.03003092110157013,-16.320491790771484
162.22014865,79.64,81,620,1280,50380,0.012915496650148827,9.347074508666992,2.448944568634033,2018,0.028461944311857224,-16.45850372314453
165.72734299,80.8,81,620,1290,50480,0.012915496650148827,3.690696954727173,2.0881593227386475,2023,0.03032291866838932,-16.763490676879883
171.42299311000002,83.33,83,626,1300,52060,0.012915496650148827,-0.6819318532943726,2.1187524795532227,2102,0.032761793583631516,-17.9014949798584
172.90129687999996,83.94,83,627,1310,52140,0.012915496650148827,1.267104983329773,1.7261927127838135,2106,0.03287596255540848,-17.540969848632812
171.54727156,83.45,84,631,1320,53620,0.012915496650148827,0.1957324594259262,1.8209514617919922,2180,0.02997490204870701,-18.34223747253418
171.86614514999997,83.47,85,632,1330,53840,0.012915496650148827,-0.3737868368625641,1.8259532451629639,2191,0.031103812158107758,-18.29729461669922
170.32277428,82.88,86,637,1340,55200,0.012915496650148827,-1.007940649986267,2.690497398376465,2259,0.035086698830127716,-18.765270233154297
170.62236350000003,82.94,87,638,1350,55580,0.012915496650148827,-1.6263272762298584,1.647186279296875,2278,0.03649583458900452,-18.60770034790039
169.63287067,82.4,87,641,1360,56380,0.012915496650148827,-2.7768983840942383,1.6075806617736816,2318,0.035544972866773605,-19.214740753173828
166.63592862,81.08,88,644,1370,57320,0.012915496650148827,2.495304584503174,1.0388262271881104,2365,0.03447220101952553,-19.14907455444336
165.84258527000003,80.77,89,647,1380,57960,0.012915496650148827,-1.1590120792388916,3.0671639442443848,2397,0.03313509374856949,-20.18855857849121
164.19476268999998,80.34,90,651,1390,58960,0.012915496650148827,-0.6273221373558044,2.0772948265075684,2447,0.03505117446184158,-20.59273910522461
168.48745236000002,81.58,91,654,1400,59900,0.012915496650148827,-0.4974639117717743,1.158562421798706,2494,0.03498313948512077,-22.06157875061035
169.46969785,81.94,98,614,1410,60820,0.012915496650148827,-0.9642558097839355,2.2416234016418457,2540,0.03168269246816635,-21.69197654724121
170.61936938,82.32,99,617,1420,61640,0.012915496650148827,-2.8510522842407227,4.976943492889404,2581,0.03563949838280678,-21.210277557373047
171.4288956,82.49,100,620,1430,62280,0.012915496650148827,-0.6002456545829773,2.2244622707366943,2613,0.03632979467511177,-22.066822052001953
173.37354216999995,83.17,101,624,1440,63320,0.012915496650148827,-1.8035688400268555,3.8027734756469727,2665,0.03866808861494064,-22.24765396118164
175.98877708000003,83.78,102,627,1450,64300,0.012915496650148827,-2.6221961975097656,3.4640908241271973,2714,0.035489678382873535,-23.4567928314209
179.58902621000001,84.95,103,630,1460,65100,0.012915496650148827,2.1584792137145996,4.430196285247803,2754,0.032708171755075455,-23.244258880615234
184.32805533999996,86.65,104,633,1470,66160,0.012915496650148827,2.212662935256958,4.3207478523254395,2807,0.03384487330913544,-23.767501831054688
185.5244407,86.84,104,635,1480,66700,0.012915496650148827,0.6140904426574707,4.776603698730469,2834,0.040797844529151917,-24.19139862060547
185.35242264000001,86.59,105,637,1490,67540,0.012915496650148827,1.9541339874267578,3.3509092330932617,2876,0.041022688150405884,-25.01517677307129
185.61121983,86.54,107,641,1500,68700,0.012915496650148827,2.8423879146575928,3.149977207183838,2934,0.03952442854642868,-24.598957061767578
186.25478258999996,86.82,107,643,1510,69260,0.012915496650148827,2.8771066665649414,1.8270173072814941,2962,0.041911542415618896,-23.942214965820312
187.31765686,87.17,117,599,1520,70420,0.012915496650148827,2.340432643890381,6.942535400390625,3020,0.04031506925821304,-24.890209197998047
190.57226960999998,88.11,118,602,1530,71300,0.012915496650148827,0.19387364387512207,1.523376703262329,3064,0.03413945809006691,-25.889102935791016
199.29484069999998,90.28,119,605,1540,72460,0.012915496650148827,-3.782217264175415,4.091953277587891,3122,0.04025682434439659,-25.250892639160156
204.94078588999997,91.89,119,606,1550,72800,0.012915496650148827,-2.2682042121887207,3.0399749279022217,3139,0.03623756021261215,-26.636531829833984
207.52852269000002,92.54,121,613,1560,74780,0.012915496650148827,-0.38913658261299133,5.35651969909668,3238,0.038146696984767914,-26.994476318359375
218.87239620999998,95.78,122,613,1570,75140,0.012915496650148827,-1.555436611175537,1.5308268070220947,3256,0.03743889555335045,-27.741321563720703
222.79565268000002,97.2,124,618,1580,76680,0.012915496650148827,6.008821964263916,4.825981140136719,3333,0.036991268396377563,-28.358623504638672
232.11858631000004,99.94,124,620,1590,77480,0.012915496650148827,5.231331825256348,3.073608160018921,3373,0.04746033251285553,-27.77172088623047
238.09417889,101.87,126,624,1600,79000,0.012915496650148827,-0.04218637943267822,4.848354339599609,3449,0.04113585874438286,-29.76856231689453
248.53436202000003,104.22,139,575,1610,80020,0.012915496650148827,0.920259416103363,9.773941040039062,3500,0.04008279740810394,-29.38899040222168
255.66049169,106.39,140,578,1620,81180,0.012915496650148827,0.9398719072341919,1.148289680480957,3558,0.03443850204348564,-29.70097541809082
266.2396805,109.44,141,582,1630,82460,0.012915496650148827,1.3953133821487427,5.8455095291137695,3622,0.03753870725631714,-29.985416412353516
272.4810928200001,111.41,142,586,1640,83640,0.012915496650148827,-0.048863887786865234,7.253760814666748,3681,0.03678169101476669,-31.0556640625
277.36251616000004,112.96,143,588,1650,84660,0.012915496650148827,-2.2712860107421875,4.4355340003967285,3732,0.04009747877717018,-31.279708862304688
289.03979963,116.3,145,592,1660,86360,0.012915496650148827,-0.9998810887336731,4.153151512145996,3817,0.03659646585583687,-32.31297302246094
287.55087192,115.94,146,594,1670,87180,0.012915496650148827,-1.123297929763794,6.410201072692871,3858,0.0321861132979393,-33.151573181152344
296.17806419,118.35,148,598,1680,88860,0.012915496650148827,0.6548402905464172,11.177001953125,3942,0.0343165397644043,-32.74922180175781
302.09395662,120.0,149,600,1690,89580,0.012915496650148827,-2.6941018104553223,5.412084579467773,3978,0.03713494911789894,-33.762733459472656
304.37938840999993,120.88,162,562,1700,91260,0.012915496650148827,-0.9504121541976929,9.350906372070312,4062,0.03092835657298565,-35.212181091308594
304.08604352,121.52,163,564,1710,92040,0.012915496650148827,-1.7121920585632324,7.546172142028809,4101,0.0316406786441803,-35.110206604003906
309.293175,122.4,164,568,1720,93760,0.012915496650148827,0.8157733678817749,6.627898693084717,4187,0.03332754969596863,-35.180938720703125
309.76364015000007,122.45,165,570,1730,94420,0.012915496650148827,2.2249317169189453,6.107711315155029,4220,0.02499348483979702,-35.202178955078125
306.04267788,121.7,167,574,1740,96080,0.012915496650148827,-2.766483783721924,6.197597503662109,4303,0.03164910525083542,-36.696197509765625
304.48701915,121.71,167,575,1750,96600,0.012915496650148827,1.1387295722961426,4.407957077026367,4329,0.02982422709465027,-38.13779830932617
299.26724181,120.28,169,580,1760,98460,0.012915496650148827,-5.222400665283203,2.4943923950195312,4422,0.03940122202038765,-38.88059997558594
300.00158124999996,120.87,170,581,1770,98940,0.012915496650148827,-0.53202223777771,7.205469131469727,4446,0.028556818142533302,-37.83259582519531
297.26743218,119.89,183,548,1780,100840,0.012915496650148827,2.8303794860839844,16.678512573242188,4541,0.02736581675708294,-38.79436111450195
294.25765842,119.09,184,549,1790,101380,0.012915496650148827,-2.435425281524658,9.072338104248047,4568,0.030863679945468903,-39.886962890625
294.24704105999996,119.24,186,555,1800,103380,0.012915496650148827,2.4491701126098633,3.459001064300537,4668,0.029888691380620003,-40.65962219238281
303.21076874,120.92,186,556,1810,103660,0.012915496650148827,-3.296318531036377,7.9450531005859375,4682,0.02917354553937912,-40.708106994628906
298.57092948,119.98,188,561,1820,105780,0.012915496650148827,0.004718586802482605,3.2130143642425537,4788,0.03279435634613037,-40.59198760986328
294.10919747,119.35,188,561,1830,106000,0.012915496650148827,3.8162622451782227,5.0178704261779785,4799,0.030344633385539055,-41.748023986816406
294.79798111,119.63,190,567,1840,108000,0.012915496650148827,3.545050621032715,14.182836532592773,4899,0.02981274574995041,-42.357810974121094
294.15393582,119.48,190,568,1850,108460,0.012915496650148827,-0.7899853587150574,3.8979735374450684,4922,0.03173656761646271,-40.93385314941406
294.08658162,119.58,205,536,1860,110380,0.012915496650148827,-1.796873927116394,6.647139549255371,5018,0.02910555712878704,-42.20936584472656
295.02334881,119.63,206,537,1870,111060,0.012915496650148827,-2.873962879180908,2.894537925720215,5052,0.03071175143122673,-44.16786575317383
293.08118895,119.03,207,541,1880,112520,0.012915496650148827,0.8096665740013123,4.344586372375488,5125,0.023481255397200584,-43.125919342041016
293.57486561999997,119.18,208,544,1890,113660,0.012915496650148827,-0.6085730195045471,4.957306861877441,5182,0.031306661665439606,-44.54667663574219
290.24383365,117.89,209,546,1900,114740,0.012915496650148827,1.9069440364837646,7.332367897033691,5236,0.02310481294989586,-44.604774475097656
283.15368674,116.44,210,549,1910,115900,0.012915496650148827,-2.423483371734619,7.12074613571167,5294,0.034255754202604294,-43.455787658691406
284.94335734,117.29,212,552,1920,117220,0.012915496650148827,0.5471100807189941,7.649700164794922,5360,0.019176241010427475,-46.67074203491211
288.05941468000003,117.6,213,554,1930,118360,0.012915496650148827,4.339223384857178,16.367820739746094,5417,0.02874648943543434,-46.1847038269043
289.23623241999996,118.04,214,557,1940,119840,0.012915496650148827,0.5089154243469238,4.365694046020508,5491,0.029593858867883682,-44.42920684814453
294.89881362,119.16,227,532,1950,120980,0.012915496650148827,-2.6417951583862305,8.485235214233398,5548,0.027238480746746063,-47.943214416503906
292.52361971,119.11,228,534,1960,122200,0.012915496650148827,-0.9814848303794861,27.89349365234375,5609,0.04013463109731674,-46.127052307128906
294.73911575,120.25,229,537,1970,123540,0.012915496650148827,-0.5870985984802246,6.014060020446777,5676,0.026710690930485725,-49.015907287597656
295.75437797,121.2,230,539,1980,124440,0.012915496650148827,3.862175464630127,10.34581184387207,5721,0.027738260105252266,-48.71379089355469
286.64447377,118.47,231,541,1990,125660,0.012915496650148827,1.7231804132461548,6.076902866363525,5782,0.03702612221240997,-49.10082244873047
290.87225200999995,119.8,233,543,2000,126760,0.012915496650148827,4.444950103759766,22.43543243408203,5837,0.033087898045778275,-49.026668548583984
290.30235105,119.77,234,546,2010,128140,0.012915496650148827,2.660797595977783,7.48292875289917,5906,0.02826579101383686,-49.811073303222656
288.70778743,119.6,235,547,2020,128980,0.012915496650148827,3.3140082359313965,20.041641235351562,5948,0.03967371955513954,-47.818267822265625
288.00292802,119.62,249,523,2030,130460,0.012915496650148827,0.04846382141113281,13.53120231628418,6022,0.026231832802295685,-51.64307403564453
284.68588646999996,118.68,250,525,2040,131400,0.012915496650148827,2.057849645614624,8.995590209960938,6069,0.03604643791913986,-50.846885681152344
281.6469818,117.77,251,527,2050,132880,0.012915496650148827,-4.722568988800049,6.259723663330078,6143,0.05733609199523926,-49.06336212158203
285.84882910000005,118.55,252,529,2060,133880,0.012915496650148827,3.720017671585083,22.548049926757812,6193,0.03345024213194847,-50.87840270996094
283.18268066,117.4,254,532,2070,135320,0.012915496650148827,-0.5725835561752319,6.3737335205078125,6265,0.03453261777758598,-51.66733169555664
287.27109857,118.06,255,534,2080,136480,0.012915496650148827,2.1432299613952637,23.769962310791016,6323,0.041676782071590424,-53.438533782958984
295.93022371999996,120.82,256,536,2090,137720,0.012915496650148827,1.5319604873657227,3.590790033340454,6385,0.036947984248399734,-54.574928283691406
295.15154541,120.43,257,538,2100,138800,0.012915496650148827,-0.9537675380706787,11.315624237060547,6439,0.029425105080008507,-55.09259796142578
295.46235105,120.13,269,520,2110,140160,0.012915496650148827,-1.550479531288147,5.865421772003174,6507,0.02665339969098568,-53.308433532714844
295.46108847,119.63,269,522,2120,140960,0.012915496650148827,3.0399608612060547,3.8529787063598633,6547,0.03224381059408188,-54.52157974243164
292.98933719999997,118.71,271,524,2130,142340,0.012915496650148827,-2.189056396484375,9.256895065307617,6616,0.037795331329107285,-54.32927703857422
290.95281823,117.69,271,526,2140,143060,0.012915496650148827,1.8559184074401855,5.059002876281738,6652,0.034401725977659225,-55.55984878540039
288.94168612,117.11,273,528,2150,144700,0.012915496650148827,6.990464210510254,9.222671508789062,6734,0.030045079067349434,-55.83061218261719
285.04861973,115.7,274,529,2160,145300,0.012915496650148827,-0.8495583534240723,5.541515827178955,6764,0.040519874542951584,-57.49790573120117
285.74264512,115.79,276,532,2170,147120,0.012915496650148827,-2.8107998371124268,11.084383010864258,6855,0.029546422883868217,-56.18358612060547
285.11261498,115.38,276,533,2180,147580,0.012915496650148827,0.14234498143196106,6.3245463371276855,6878,0.02322290651500225,-57.46747589111328
285.21113976,115.25,278,536,2190,149480,0.012915496650148827,-2.063918352127075,10.102170944213867,6973,0.03277835622429848,-58.83837890625
283.50855552999997,114.55,279,537,2200,149960,0.012915496650148827,5.462964057922363,27.28436279296875,6997,0.03402041271328926,-58.228057861328125
284.09621916,114.58,290,522,2210,151940,0.012915496650148827,-0.8459154367446899,8.95455265045166,7096,0.03296678513288498,-59.804080963134766
286.00432215,115.24,291,522,2220,152280,0.012915496650148827,-1.898358702659607,4.281408309936523,7113,0.030412571504712105,-57.735469818115234
288.60786518,115.89,293,525,2230,154160,0.012915496650148827,-2.507880210876465,7.33073616027832,7207,0.034349072724580765,-61.794654846191406
289.16115218,116.14,293,525,2240,154420,0.012915496650148827,-1.5205833911895752,7.123782157897949,7220,0.03115639090538025,-60.49072265625
290.27829296,116.55,295,529,2250,156480,0.012915496650148827,0.37403032183647156,23.298030853271484,7323,0.02220662496984005,-60.83323287963867
289.94909029999997,116.69,295,529,2260,156700,0.012915496650148827,4.060051918029785,12.800950050354004,7334,0.02306995540857315,-61.898197174072266
287.38469944,115.87,297,532,2270,158620,0.012915496650148827,-1.00435471534729,7.570430278778076,7430,0.051724184304475784,-61.320068359375
286.34389843,115.5,298,533,2280,159020,0.012915496650148827,-3.814089775085449,7.128474712371826,7450,0.052302032709121704,-62.822792053222656
286.9456416,115.71,310,518,2290,161000,0.012915496650148827,-3.7428083419799805,8.74275016784668,7549,0.03831004351377487,-62.39590072631836
286.90118681,115.68,310,518,2300,161240,0.012915496650148827,-1.1428461074829102,12.90247631072998,7561,0.036177296191453934,-61.63555145263672
