time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/ent_coef,train/critic_loss,train/ent_coef_loss,train/actor_loss
370,3,19.917591849999997,2790,8385,24.36,,,,,,
380,3,19.084098960000002,2787,8556,23.5,,,,,,
390,3,20.10056455,2780,8806,24.19,,,,,,
400,3,20.09888248,2769,9005,24.06,,,,,,
410,3,20.12034314,2753,9204,23.58,,,,,,
420,3,19.473170290000002,2744,9438,23.29,,,,,,
430,3,20.57290417,2716,9767,24.36,,,,,,
440,4,20.55564739,2492,10020,23.84,19,0.00379269019073225,0.9338440299034119,0.349399596452713,-0.34502261877059937,-4.516279220581055
450,8,22.25625697,1184,10354,24.72,353,0.00379269019073225,0.2667606770992279,0.09610889852046967,-6.272191524505615,-4.585043907165527
460,15,26.612646050000002,715,10781,25.77,780,0.00379269019073225,0.07615719735622406,0.24988383054733276,-3.783975124359131,-6.1626763343811035
470,24,38.62502746,457,11426,30.41,1425,0.00379269019073225,0.03761465847492218,0.7408447265625,1.7729673385620117,-11.446566581726074
480,37,54.93860069,328,12277,37.21,2276,0.00379269019073225,0.04961583763360977,2.7884061336517334,1.8434851169586182,-18.715930938720703
490,49,70.95026803,263,13121,43.15,3120,0.00379269019073225,0.060420818626880646,1.7238638401031494,-0.18040621280670166,-26.162153244018555
500,62,89.09582979000002,224,14015,50.1,4014,0.00379269019073225,0.054959505796432495,1.6871639490127563,-0.7098647356033325,-34.14191436767578
510,75,105.27851267000001,196,14903,56.99,4902,0.00379269019073225,0.06045942381024361,2.2701516151428223,-1.1643131971359253,-40.776004791259766
520,89,123.05646081,177,15841,64.03,5840,0.00379269019073225,0.06084095314145088,2.938439130783081,2.1247262954711914,-47.92579650878906
530,106,142.59154254999999,159,16976,72.09,6975,0.00379269019073225,0.0506979338824749,5.129987716674805,0.4983671009540558,-56.07579803466797
540,120,160.63071189000001,149,17943,79.23,7942,0.00379269019073225,0.05065508559346199,3.1506714820861816,-0.9423271417617798,-65.0845947265625
550,136,178.00578955999998,139,18986,86.32,8985,0.00379269019073225,0.04410912096500397,5.686987400054932,2.8888626098632812,-67.600341796875
560,149,190.90268952000002,132,19911,91.3,9910,0.00379269019073225,0.04685477539896965,2.2173550128936768,-0.20614579319953918,-74.51616668701172
570,163,198.37431225,127,20842,94.16,10841,0.00379269019073225,0.04813101515173912,4.4195380210876465,-2.474043130874634,-77.88961791992188
580,177,199.4252132,122,21757,94.8,11756,0.00379269019073225,0.04280191659927368,1.9991896152496338,-0.44977709650993347,-81.08158874511719
590,192,202.11992530999999,118,22712,95.91,12711,0.00379269019073225,0.043604929000139236,3.7966294288635254,0.03326943516731262,-86.68028259277344
600,207,202.51324972000003,113,23626,96.11,13625,0.00379269019073225,0.0564023032784462,4.347579002380371,-0.3649913966655731,-88.43111419677734
610,221,205.07143814000003,110,24521,96.18,14520,0.00379269019073225,0.045401155948638916,7.450084686279297,-0.2918180823326111,-90.60456848144531
620,239,209.46822328999994,106,25600,97.59,15599,0.00379269019073225,0.044901348650455475,5.744084358215332,0.7451209425926208,-95.77143859863281
630,255,208.03022434,104,26634,96.58,16633,0.00379269019073225,0.048641983419656754,3.0476298332214355,0.6273071765899658,-97.40650939941406
640,272,209.03753688,101,27677,97.34,17676,0.00379269019073225,0.05622853338718414,3.4361584186553955,-0.7841969728469849,-100.34202575683594
650,292,210.98411529000003,99,28947,99.61,18946,0.00379269019073225,0.04742448404431343,9.491409301757812,-0.4726291000843048,-100.29814147949219
660,313,219.43596564999999,96,30291,103.8,20290,0.00379269019073225,0.05221198871731758,4.6702189445495605,0.159799724817276,-103.35002136230469
670,334,229.33350566000001,94,31573,107.31,21572,0.00379269019073225,0.05386660248041153,9.464293479919434,-0.45486199855804443,-107.70735168457031
680,354,238.48779719,92,32694,109.37,22693,0.00379269019073225,0.043399859219789505,3.5832743644714355,0.6119970679283142,-113.87687683105469
690,375,246.73950459000002,90,33875,111.63,23874,0.00379269019073225,0.05589182302355766,3.6503219604492188,0.37472981214523315,-111.4090576171875
700,401,257.9108576,87,35194,115.68,25193,0.00379269019073225,0.05648461729288101,4.43367338180542,1.6797947883605957,-112.04402923583984
710,427,270.01407528,85,36536,120.15,26535,0.00379269019073225,0.045027829706668854,22.907278060913086,-0.8214441537857056,-120.49241638183594
720,452,280.04481434,83,37827,122.27,27826,0.00379269019073225,0.047713130712509155,21.274511337280273,0.6422944068908691,-116.65225219726562
730,473,288.87443248,82,38972,123.38,28971,0.00379269019073225,0.049015238881111145,3.8670225143432617,-0.7286004424095154,-123.0807113647461
740,494,298.05936783,81,40119,124.42,30118,0.00379269019073225,0.05651494115591049,8.725902557373047,0.4276276230812073,-120.83053588867188
750,517,311.38692653000004,80,41426,124.79,31425,0.00379269019073225,0.044287290424108505,4.252203464508057,-0.42035752534866333,-124.4417953491211
760,541,321.66875676999996,79,42772,124.81,32771,0.00379269019073225,0.04525573551654816,5.408203125,-1.2818009853363037,-127.76383209228516
770,565,331.35310601,78,44132,125.59,34131,0.00379269019073225,0.05355115979909897,3.659839630126953,-0.7934823632240295,-125.8130111694336
780,590,344.73885994999995,77,45545,128.51,35544,0.00379269019073225,0.0445454977452755,5.744915962219238,-0.2864148020744324,-131.05926513671875
790,617,359.31061768,76,47076,132.01,37075,0.00379269019073225,0.0492374487221241,14.31856918334961,-0.3806401789188385,-134.19703674316406
800,646,374.95930201000004,75,48710,135.16,38709,0.00379269019073225,0.05818009376525879,6.727487087249756,0.3159300684928894,-134.37229919433594
