#{"t_start": 1686414198.9307287, "env_id": "CustomHopper-target-v0"}
r,l,t2593.104594,183,619.732717
604.514542,186,619.91512
598.003522,184,620.115939
593.968421,183,620.304851
600.222443,185,620.492838
596.857799,184,620.673823
604.308442,186,620.859564
602.246625,185,621.038267
591.094639,182,621.210106
593.433953,183,621.394037
604.40792,185,621.580685
595.888371,183,621.762041
594.373606,183,621.963797
604.803854,186,622.154996
588.582147,182,622.341776
599.604039,185,622.53118
598.009308,184,622.720409
597.85703,184,622.90621
590.535699,182,623.097546
603.596977,185,623.288309
605.248013,186,623.483805
604.672402,186,623.674422
602.670063,185,623.872572
593.256556,183,624.089181
592.433642,183,624.312763
591.025136,182,624.49835
592.641025,183,624.684063
599.722043,184,624.866125
599.983041,185,625.08935
604.199497,185,625.287634
590.964627,182,625.488502
600.244713,185,625.691092
598.21807,184,625.888868
602.456431,185,626.10393
602.685273,185,626.332205
592.34245,183,626.53679
597.514178,184,626.744497
596.719558,184,626.957115
598.097794,184,627.153012
593.422474,183,627.368369
592.917735,183,627.574138
593.40609,183,627.783784
593.30101,183,628.010874
594.357472,183,628.205012
601.820937,185,628.408114
597.085738,184,628.587523
593.092254,183,628.795447
595.975261,184,629.007552
597.936206,184,629.202055
601.85321,185,629.401566
77,69,40.55249
105.264563,61,41.228794
118.097766,67,41.992406
103.922689,60,42.66373
108.731733,63,43.360199
74.785273,46,43.848959
163.461153,88,44.805222
124.310825,71,45.580686
127.794328,72,46.365682
229.733034,100,47.417163
228.425479,99,48.519936
119.704812,62,49.197148
208.947744,92,50.249569
96.472133,53,50.834173
105.668384,57,51.422658
106.37634,58,52.043981
102.935367,56,52.664685
109.978397,60,53.287392
120.760743,64,53.96786
185.193446,102,55.04924
165.318787,90,55.995132
219.248156,96,57.007082
224.114461,102,58.084687
219.558363,97,59.101093
217.124691,96,60.172452
209.077426,95,61.187293
213.674348,97,62.279432
211.558192,105,63.418967
214.734875,96,64.55077
219.015736,97,65.621092
220.597082,98,66.667743
223.955418,102,67.747612
220.967527,98,68.802335
225.123468,103,69.93408
234.052112,104,71.107683
147.647748,77,71.906389
226.716007,111,73.077374
215.360181,102,74.158381
214.979627,103,75.263777
207.401514,99,76.377883
291.331248,139,77.846117
198.859926,93,78.850585
193.493692,94,79.827757
202.494364,94,80.879962
183.929242,84,81.776823
178.216113,87,82.69579
182.365753,90,83.63012
137.756617,76,84.448259
188.751117,95,85.470612
188.30889,86,86.394372
221.833334,100,87.434875
150.440771,80,88.347695
185.728457,92,89.371925
185.677124,85,90.365974
190.056399,86,91.330374
187.93606,85,92.286979
180.628192,85,93.266787
183.211789,84,94.199912
189.698579,85,95.167958
209.100512,91,96.223838
230.30445,96,97.333504
305.939597,125,98.764169
226.988311,98,99.898085
247.802149,104,101.092682
240.613736,103,102.361339
227.075796,97,103.406665
248.256701,109,104.640705
249.57097,103,105.784317
308.647612,134,107.26809
247.5345,101,108.388484
271.134822,112,109.64949
221.726766,101,110.859807
285.211155,117,112.271413
299.790626,122,113.570488
260.063367,111,114.77469
313.807171,129,116.20962
301.705116,124,117.508874
281.028969,112,118.723653
300.850584,126,120.108228
286.490407,120,121.433647
302.410903,124,122.828473
300.275775,123,124.187971
288.708376,121,125.565207
297.829869,121,126.929737
304.036462,123,128.310542
295.361723,122,129.676296
308.786066,124,131.060111
259.252531,110,132.279651
296.880328,120,133.626408
300.305519,121,134.930041
326.271574,128,136.35148
300.28753,118,137.608883
301.496441,120,138.962449
214.518391,96,140.035748
212.652658,96,141.111884
80.999724,46,141.632808
272.519139,122,142.996709
299.214678,123,144.332377
313.756737,136,145.863214
295.3269,122,147.112164
298.248215,122,148.550388
292.468269,117,149.980113
298.541133,122,151.283371
289.33056,119,152.686107
287.982493,124,154.177745
280.002801,115,155.529824
282.792233,117,156.915911
275.655601,115,158.234132
282.59252,123,159.627176
306.90626,124,161.095572
296.571223,121,162.540842
292.128924,122,163.964317
314.927191,126,165.46663
312.385381,126,166.895853
309.00585,123,168.287321
298.116125,124,169.724088
296.237367,120,171.113329
322.874176,128,172.564518
298.873491,122,173.885624
293.968397,122,175.318738
302.320091,126,177.279668
326.732139,129,179.264849
308.089298,129,181.181515
307.898385,124,183.007458
336.91263,131,184.9044
314.189902,130,186.805841
299.692772,122,188.526516
281.598397,116,190.181751
368.53527,141,192.256897
350.03666,137,194.336253
292.956543,122,196.103536
279.407311,117,197.796237
304.870929,122,199.567847
275.809809,120,201.261825
263.977819,113,202.949928
300.272088,125,204.868269
253.805233,116,206.535204
308.365135,124,208.163223
293.385724,118,209.78636
331.881191,133,211.619746
288.694837,123,213.282792
220.718974,99,214.604166
248.485907,110,216.147029
271.393335,119,217.742605
231.945266,102,219.165586
259.85378,108,220.612137
94.873389,53,221.352049
282.902659,119,223.038357
292.132304,123,224.7105
277.549207,118,226.293646
296.925943,126,228.015805
292.425797,117,229.600884
296.9499,120,231.205958
301.170535,121,232.905421
284.143273,123,234.68246
286.275676,123,236.330898
282.376768,121,238.032307
314.146288,127,239.612598
322.811642,129,241.426512
284.122178,118,242.961315
266.001936,116,244.554939
318.043803,128,246.073889
309.110127,126,247.744046
325.043082,134,249.460717
276.851132,118,251.134052
342.560561,135,252.857888
291.377193,122,254.364535
355.507883,139,256.652445
334.807206,137,258.520546
303.595892,128,260.378596
301.654078,130,262.022819
292.780776,129,263.616541
289.7392,129,265.525191
345.862645,133,267.257533
373.594642,143,268.848526
244.966726,108,269.993838
358.021423,138,271.581674
291.93526,135,273.17732
355.851056,135,274.685881
331.467141,138,276.185788
292.283051,127,277.732754
430.985984,159,279.549195
430.052909,159,281.286853
311.526908,129,282.709799
308.191268,134,284.320812
292.337206,129,285.788865
314.481258,133,287.366292
272.997445,124,288.885351
279.443761,124,290.415251
269.795447,121,291.963
271.780584,124,293.443607
349.769949,139,295.050326
343.717676,141,296.662616
347.086392,152,298.560656
382.016124,145,300.463355
356.912121,147,302.652111
434.658647,159,304.41777
429.882182,158,306.25525
402.549951,154,308.100319
398.906631,151,309.861466
437.326638,160,312.58994
309.009995,132,314.303254
415.57579,154,316.646158
27.436913,24,316.974614
451.43767,159,319.315479
306.6923,130,321.022046
424.08255,149,323.020613
439.962399,154,325.628281
378.771142,142,327.495061
483.95942,169,330.078094
452.308529,155,332.600581
384.839923,145,334.602462
376.78434,136,336.432318
437.415651,148,338.354095
392.52376,140,339.946101
381.510682,139,341.965902
429.649971,148,344.184582
423.177857,146,346.258647
382.406199,135,348.766149
369.730453,134,351.088297
387.266073,137,353.829914
376.485606,140,355.821713
425.731616,145,358.169704
445.923405,152,360.316601
402.127736,143,362.023404
459.446804,160,364.044577
409.835648,146,365.676028
402.115096,143,367.350369
449.113488,153,369.108396
447.307949,154,370.863381
382.608242,142,372.694358
390.198452,143,374.394145
359.838143,138,375.986073
407.470087,147,377.821689
439.669326,148,379.368331
418.133063,144,380.906065
478.884254,161,382.735088
454.074791,152,384.468436
476.69325,158,386.300224
459.071736,155,388.189007
469.344117,157,390.254086
476.249654,159,391.994583
468.331603,158,393.985799
387.335287,141,395.625926
405.848086,145,397.214639
392.231822,146,399.357356
456.771443,157,401.669374
514.385347,169,403.727089
444.889694,155,405.660615
436.929347,161,407.770719
388.300321,143,409.371107
416.271787,149,411.105353
437.898026,155,412.924127
383.063526,142,414.604962
434.800221,156,416.752168
346.96243,138,418.735138
450.582747,159,420.89676
364.60499,141,422.750115
446.042343,155,424.852337
424.681766,157,427.310801
359.573785,139,429.276785
452.962207,157,431.463959
654.458684,279,435.363956
12.98383,19,435.616472
353.56005,135,437.571845
517.054909,237,440.960039
402.324982,160,443.538368
