time/fps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/learning_rate,train/n_updates,train/critic_loss,train/actor_loss,train/ent_coef,train/ent_coef_loss
1245,44.4,850,52.939575,23140,18,0.000545559478116852,656,0.623848557472229,-9.371850967407227,0.7008376717567444,-1.742113471031189
1235,50.86,860,62.002525,23620,19,0.000545559478116852,680,0.8326917886734009,-9.89942741394043,0.6919102668762207,-1.8231942653656006
1227,52.76,870,65.256386,24080,19,0.000545559478116852,703,0.8343024253845215,-9.971397399902344,0.6834594011306763,-1.8771215677261353
1215,52.96,880,65.23485,24740,20,0.000545559478116852,736,0.5841459035873413,-10.038040161132812,0.6715255975723267,-1.94365656375885
1205,55.45,890,68.88062,25500,21,0.000545559478116852,774,0.8206992149353027,-10.869282722473145,0.6581058502197266,-1.9916167259216309
1193,59.19,900,77.05747,26460,22,0.000545559478116852,822,1.1229403018951416,-10.897684097290039,0.6415762305259705,-2.104903221130371
1180,64.55,910,86.54453,27420,23,0.000545559478116852,870,0.9632737040519714,-11.648971557617188,0.625558614730835,-2.288914442062378
1170,69.7,920,98.2433,28260,24,0.000545559478116852,912,1.0652564764022827,-11.56694221496582,0.6118831038475037,-2.3241958618164062
1148,74.35,930,108.2374,29240,25,0.000545559478116852,961,0.7801840305328369,-12.52972412109375,0.5963038206100464,-2.3498764038085938
1136,77.68,940,117.62956,29940,26,0.000545559478116852,996,0.5549025535583496,-12.811949729919434,0.5854868292808533,-2.4358131885528564
1126,78.74,950,122.979324,30600,27,0.000545559478116852,1029,1.5993943214416504,-12.985979080200195,0.5755330324172974,-2.5503122806549072
1120,76.33,960,124.477875,31420,28,0.000545559478116852,1070,2.500295639038086,-13.923192977905273,0.5634588003158569,-2.649477958679199
1112,77.8,970,130.52498,32520,29,0.000545559478116852,1125,1.1275655031204224,-13.867280960083008,0.5476568937301636,-2.632075548171997
1104,83.06,980,143.58983,33500,30,0.000545559478116852,1174,1.620312213897705,-14.473673820495605,0.5340516567230225,-2.84234356880188
1094,88.75,990,158.63773,34480,31,0.000545559478116852,1223,2.0116047859191895,-14.333982467651367,0.5208190083503723,-2.9831032752990723
1085,90.59,1000,165.81493,35340,32,0.000545559478116852,1266,4.6415300369262695,-16.0872859954834,0.5095062851905823,-3.074002742767334
1077,90.87,1010,172.98119,36340,33,0.000545559478116852,1316,4.377475738525391,-16.295310974121094,0.496735155582428,-3.005502223968506
1068,90.97,1020,178.88423,37260,34,0.000545559478116852,1362,1.2150005102157593,-17.204044342041016,0.4852941334247589,-3.2221388816833496
1063,90.81,1030,183.05614,38140,35,0.000545559478116852,1406,2.3224620819091797,-17.065486907958984,0.47461217641830444,-3.2266693115234375
1060,92.83,1040,189.64096,39160,36,0.000545559478116852,1457,2.0936710834503174,-17.747665405273438,0.46265333890914917,-3.2888522148132324
1056,93.24,1050,192.72066,39980,37,0.000545559478116852,1498,2.152803659439087,-18.539958953857422,0.45339637994766235,-3.2822837829589844
1051,95.46,1060,199.93033,40940,38,0.000545559478116852,1546,3.229682445526123,-18.315082550048828,0.4427016079425812,-3.5524940490722656
1047,96.58,1070,204.88828,42020,40,0.000545559478116852,1600,3.8338534832000732,-19.945728302001953,0.4310283064842224,-3.657087802886963
1042,95.98,1080,206.82715,42860,41,0.000545559478116852,1642,4.839885711669922,-19.617673873901367,0.42213642597198486,-3.622471809387207
1039,93.05,1090,203.62941,43780,42,0.000545559478116852,1688,1.9173011779785156,-20.833908081054688,0.4126582741737366,-3.6666247844696045
1035,92.22,1100,202.21591,44660,43,0.000545559478116852,1732,3.9291439056396484,-21.651458740234375,0.4038335084915161,-3.7649388313293457
1032,91.66,1110,200.96204,45520,44,0.000545559478116852,1775,4.982578277587891,-21.68718719482422,0.39547666907310486,-3.774479627609253
1028,91.0,1120,199.241,46340,45,0.000545559478116852,1816,2.2254977226257324,-22.107797622680664,0.3876301646232605,-3.9228997230529785
1027,91.23,1130,200.40285,47280,46,0.000545559478116852,1863,5.625085830688477,-22.895235061645508,0.3789943754673004,-3.873844623565674
1024,90.11,1140,198.15437,48180,47,0.000545559478116852,1908,5.189516067504883,-23.279706954956055,0.37084776163101196,-3.8348007202148438
1023,89.98,1150,197.70502,49000,47,0.000545559478116852,1949,6.503841400146484,-23.489986419677734,0.36369505524635315,-3.710148334503174
1020,89.57,1160,197.22975,49880,48,0.000545559478116852,1993,3.096649646759033,-24.3778076171875,0.35625770688056946,-4.0908002853393555
