time/episodes,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/n_updates,train/critic_loss,train/ent_coef,train/actor_loss,train/ent_coef_loss
1070,829,35.34,31,37.79216912000001,25740,7.742636826811278e-05,786,1.7069449424743652,0.9412530660629272,-11.318326950073242,-0.29862380027770996
1080,830,37.45,31,42.160857310000004,26040,7.742636826811278e-05,801,1.5070812702178955,0.9401840567588806,-11.382899284362793,-0.2983434796333313
1090,831,37.71,31,41.86830448999999,26380,7.742636826811278e-05,818,2.1495728492736816,0.9389753937721252,-11.732112884521484,-0.3059989809989929
1100,834,36.56,32,39.95038213,26720,7.742636826811278e-05,835,4.623551845550537,0.9377709031105042,-12.138320922851562,-0.3159799575805664
1110,835,35.09,32,37.43378276,27040,7.742636826811278e-05,851,3.8070156574249268,0.9366371035575867,-11.957284927368164,-0.3189392685890198
1120,837,36.59,32,38.63204797,27580,7.742636826811278e-05,878,3.7981441020965576,0.9347302913665771,-12.294326782226562,-0.3262048363685608
1130,839,36.9,33,39.53564028000001,28040,7.742636826811278e-05,901,2.5624423027038574,0.9331079125404358,-12.47406005859375,-0.3337581157684326
1140,841,36.75,33,40.70476999,28380,7.742636826811278e-05,918,2.5644848346710205,0.9319120049476624,-13.015542984008789,-0.33878546953201294
1150,842,37.31,34,41.62186293999999,28660,7.742636826811278e-05,932,3.3694868087768555,0.9309312701225281,-12.729330062866211,-0.3478516638278961
1160,844,38.84,34,44.62671543,29120,7.742636826811278e-05,955,5.642614364624023,0.9293248057365417,-13.047723770141602,-0.3548906445503235
1170,847,38.31,34,45.003673,29580,7.742636826811278e-05,978,2.6778292655944824,0.9277229309082031,-13.228629112243652,-0.36048904061317444
1180,787,37.4,38,43.12620336999999,30100,7.742636826811278e-05,1004,5.095473289489746,0.9259189367294312,-13.324885368347168,-0.36863332986831665
1190,788,38.91,38,46.348070740000004,30320,7.742636826811278e-05,1015,1.9199594259262085,0.9251580834388733,-14.169580459594727,-0.36916664242744446
1200,793,40.89,38,48.86689585,30840,7.742636826811278e-05,1041,1.6726210117340088,0.923363447189331,-14.237625122070312,-0.37608301639556885
1210,793,41.84,39,49.870069220000005,31240,7.742636826811278e-05,1061,2.864945411682129,0.9219887256622314,-14.62954044342041,-0.3764132261276245
1220,796,41.24,39,51.21947121000001,31760,7.742636826811278e-05,1087,2.6244280338287354,0.9202014803886414,-14.924287796020508,-0.3959903419017792
1230,796,41.65,40,53.73502216,31920,7.742636826811278e-05,1095,2.8289921283721924,0.9196536540985107,-14.907936096191406,-0.40117397904396057
1240,800,42.5,40,56.027632059999995,32560,7.742636826811278e-05,1127,2.6134872436523438,0.9174681305885315,-15.662080764770508,-0.3996042013168335
1250,802,43.03,41,58.19050942,33020,7.742636826811278e-05,1150,8.200490951538086,0.915902316570282,-15.227856636047363,-0.4100169241428375
1260,804,42.32,41,57.81427328999999,33480,7.742636826811278e-05,1173,2.481405258178711,0.914337694644928,-15.99843978881836,-0.4137369394302368
1270,805,43.42,42,58.772830889999994,33860,7.742636826811278e-05,1192,9.148990631103516,0.9130508303642273,-16.13756561279297,-0.42011216282844543
1280,806,43.32,42,58.89391998,34140,7.742636826811278e-05,1206,4.281478404998779,0.9121025204658508,-15.540054321289062,-0.4254368841648102
1290,809,42.94,42,56.79874023,34640,7.742636826811278e-05,1231,4.675101280212402,0.9104116559028625,-16.72699737548828,-0.44480475783348083
1300,810,41.85,43,56.28805366999999,34940,7.742636826811278e-05,1246,6.7186784744262695,0.9094032049179077,-16.38007354736328,-0.44354164600372314
1310,812,41.91,43,57.031269,35400,7.742636826811278e-05,1269,5.211812973022461,0.9078566431999207,-16.748998641967773,-0.4566009044647217
1320,814,41.21,44,55.88981664,35920,7.742636826811278e-05,1295,3.1808853149414062,0.9061082601547241,-17.61594009399414,-0.46453696489334106
1330,815,41.21,44,55.432764770000006,36300,7.742636826811278e-05,1314,4.628780364990234,0.904830813407898,-17.217544555664062,-0.46914947032928467
1340,817,42.43,44,55.46351447,36680,7.742636826811278e-05,1333,2.348726749420166,0.9035577178001404,-17.38767433166504,-0.46565622091293335
1350,820,42.02,45,55.35656073,37180,7.742636826811278e-05,1358,8.720625877380371,0.9018934369087219,-18.058788299560547,-0.47446751594543457
1360,821,42.16,45,56.173195799999995,37560,7.742636826811278e-05,1377,3.492603302001953,0.9006346464157104,-17.78741455078125,-0.49263420701026917
1370,823,41.39,46,55.03603750000001,38140,7.742636826811278e-05,1406,4.488584995269775,0.8987125158309937,-18.219350814819336,-0.489487886428833
1380,824,41.85,46,57.22492578000001,38400,7.742636826811278e-05,1419,3.2416675090789795,0.8978491425514221,-18.516979217529297,-0.5076752305030823
1390,826,41.96,47,58.722422640000005,38840,7.742636826811278e-05,1441,5.486615180969238,0.8963932991027832,-18.594194412231445,-0.5007335543632507
1400,826,41.9,47,59.68210078999999,39360,7.742636826811278e-05,1467,5.76192045211792,0.8946722745895386,-18.760581970214844,-0.5167797803878784
1410,828,42.85,48,61.06338674,39840,7.742636826811278e-05,1491,3.676997184753418,0.8930838108062744,-19.350021362304688,-0.5226564407348633
1420,788,44.08,50,61.26619160000001,40160,7.742636826811278e-05,1507,11.335732460021973,0.8920344114303589,-19.36772346496582,-0.5130872130393982
1430,790,44.15,51,62.10137058000001,40580,7.742636826811278e-05,1528,8.204240798950195,0.8906582593917847,-19.89971351623535,-0.5199490785598755
1440,791,43.19,51,62.71338900000003,41020,7.742636826811278e-05,1550,9.673246383666992,0.889216959476471,-19.33051872253418,-0.5288552045822144
1450,792,42.41,52,62.48679556,41280,7.742636826811278e-05,1563,12.220186233520508,0.888366162776947,-20.013731002807617,-0.550757646560669
1460,794,41.8,52,62.441572539999996,41660,7.742636826811278e-05,1582,8.047097206115723,0.8871213793754578,-20.65471076965332,-0.536224365234375
1470,795,41.22,52,62.97523916,42060,7.742636826811278e-05,1602,10.730350494384766,0.8858078718185425,-20.423030853271484,-0.552645742893219
1480,797,40.69,53,62.56873798999999,42580,7.742636826811278e-05,1628,5.772381782531738,0.8841045498847961,-20.52361297607422,-0.5602827668190002
1490,797,40.87,53,63.29092358,42860,7.742636826811278e-05,1642,4.184470176696777,0.8831880688667297,-21.03420639038086,-0.5652346014976501
1500,799,41.24,54,64.75460905,43420,7.742636826811278e-05,1670,3.6564438343048096,0.8813508152961731,-21.198762893676758,-0.5823087692260742
1510,800,40.28,54,64.971365,43940,7.742636826811278e-05,1696,8.040084838867188,0.879641056060791,-21.6169376373291,-0.5936288833618164
1520,801,40.33,55,67.1272055,44380,7.742636826811278e-05,1718,7.950331687927246,0.878196656703949,-21.92981719970703,-0.5980640649795532
1530,802,40.98,55,68.50631489999999,44820,7.742636826811278e-05,1740,11.202047348022461,0.8767606616020203,-22.027908325195312,-0.5973073244094849
1540,803,41.73,56,68.98426366999999,45240,7.742636826811278e-05,1761,11.504145622253418,0.8753994703292847,-22.271072387695312,-0.6040385961532593
1550,805,42.34,56,70.02637823,45740,7.742636826811278e-05,1786,10.999123573303223,0.8737828731536865,-23.215742111206055,-0.5951033234596252
1560,807,44.84,57,72.51401394999999,46320,7.742636826811278e-05,1815,5.127100944519043,0.871929407119751,-23.354759216308594,-0.6186082363128662
1570,809,46.65,57,75.74725298999999,46800,7.742636826811278e-05,1839,13.070867538452148,0.8704017996788025,-23.140541076660156,-0.6228317022323608
1580,810,47.41,58,77.58295561000001,47180,7.742636826811278e-05,1858,8.0687837600708,0.8691858649253845,-23.55651092529297,-0.6203269958496094
1590,811,47.51,58,76.93595520000001,47560,7.742636826811278e-05,1877,13.933650970458984,0.8679646849632263,-24.052282333374023,-0.6424931287765503
1600,813,47.66,59,77.73227718,48400,7.742636826811278e-05,1919,11.93008804321289,0.8652645349502563,-24.61994171142578,-0.6531298756599426
1610,815,48.8,59,80.66486313,48880,7.742636826811278e-05,1943,7.18618106842041,0.8637223839759827,-25.000850677490234,-0.6631123423576355
1620,816,50.61,60,86.08281599000001,49520,7.742636826811278e-05,1975,20.578908920288086,0.8616841435432434,-25.256263732910156,-0.6747547388076782
1630,728,52.55,68,91.39041369,50020,7.742636826811278e-05,2000,6.659442901611328,0.8600900173187256,-25.636476516723633,-0.6893570423126221
1640,730,51.9,69,93.22050766000002,50520,7.742636826811278e-05,2025,13.669160842895508,0.8585001826286316,-25.803508758544922,-0.691929817199707
1650,732,53.5,69,97.94196117000001,51060,7.742636826811278e-05,2052,9.250398635864258,0.8567854166030884,-26.173656463623047,-0.6827460527420044
1660,736,53.91,70,102.50075190999998,52060,7.742636826811278e-05,2102,2.8290371894836426,0.8536242246627808,-26.406570434570312,-0.6957188844680786
1670,738,56.25,71,109.27817799999998,52720,7.742636826811278e-05,2135,5.983579158782959,0.8515398502349854,-26.696264266967773,-0.7089986801147461
1680,740,59.42,72,117.59011118000002,53560,7.742636826811278e-05,2177,9.604826927185059,0.8488967418670654,-27.833145141601562,-0.7253237962722778
1690,743,63.39,73,127.76096369000001,54400,7.742636826811278e-05,2219,19.020980834960938,0.8462611436843872,-27.81033706665039,-0.7146140336990356
1700,745,67.77,74,138.48892403,55300,7.742636826811278e-05,2264,20.58284568786621,0.8434686660766602,-28.880687713623047,-0.7245336174964905
1710,748,70.66,75,145.89314225,56160,7.742636826811278e-05,2307,10.341552734375,0.8408188819885254,-28.84916114807129,-0.7466611862182617
1720,750,72.22,75,149.68466541,56840,7.742636826811278e-05,2341,11.851434707641602,0.8387332558631897,-28.624401092529297,-0.7195204496383667
1730,752,74.35,76,154.60649263,57720,7.742636826811278e-05,2385,11.19723129272461,0.836048424243927,-29.681838989257812,-0.7992613315582275
1740,754,78.56,77,164.63271457,58520,7.742636826811278e-05,2425,12.207832336425781,0.8335943818092346,-30.133773803710938,-0.7909142374992371
1750,756,80.71,78,169.23668539000002,59380,7.742636826811278e-05,2468,13.25657844543457,0.8309702277183533,-31.6748046875,-0.8144943714141846
1760,698,81.82,86,172.06159628,60120,7.742636826811278e-05,2505,10.843643188476562,0.828718900680542,-31.87544822692871,-0.8291939496994019
1770,701,82.46,86,173.32337080000005,60960,7.742636826811278e-05,2547,14.105337142944336,0.8261713981628418,-32.061622619628906,-0.8333535194396973
1780,704,82.15,87,173.05971404000005,61880,7.742636826811278e-05,2593,11.704377174377441,0.823383092880249,-32.88761901855469,-0.8270137310028076
1790,706,82.58,88,174.69279043999998,62620,7.742636826811278e-05,2630,20.507823944091797,0.8211380243301392,-32.718482971191406,-0.8636534214019775
1800,709,82.72,89,175.2735854,63540,7.742636826811278e-05,2676,15.093589782714844,0.8183584213256836,-33.34893798828125,-0.8438955545425415
1810,711,82.19,90,173.88299014,64260,7.742636826811278e-05,2712,9.356508255004883,0.8162133693695068,-34.33659362792969,-0.8702645897865295
1820,713,82.76,91,175.94485244999998,65140,7.742636826811278e-05,2756,14.136560440063477,0.8135995864868164,-34.823944091796875,-0.8553546667098999
1830,716,82.61,91,175.59706926,65820,7.742636826811278e-05,2790,17.762496948242188,0.811599612236023,-36.208194732666016,-0.8545546531677246
1840,718,82.23,92,174.03003676999998,66780,7.742636826811278e-05,2838,8.490350723266602,0.8087721467018127,-35.80088424682617,-0.8940894603729248
1850,720,81.5,93,171.69449146000005,67460,7.742636826811278e-05,2872,17.24646759033203,0.8067541122436523,-36.5632209777832,-0.9194501042366028
1860,722,81.63,94,171.5376105,68300,7.742636826811278e-05,2914,27.783079147338867,0.8042812943458557,-36.137088775634766,-0.9305376410484314
1870,724,81.66,95,171.65274496,69040,7.742636826811278e-05,2951,21.063610076904297,0.8021110892295837,-37.27752685546875,-0.8962395787239075
1880,677,82.11,103,172.62260846,70060,7.742636826811278e-05,3002,15.02899169921875,0.7991447448730469,-37.36952209472656,-0.9070074558258057
1890,678,81.25,104,170.60366866,70620,7.742636826811278e-05,3030,2.681621551513672,0.7975199222564697,-37.91005325317383,-0.9740279316902161
1900,681,80.45,105,168.42008794999998,71660,7.742636826811278e-05,3082,17.344797134399414,0.7945101857185364,-38.64694595336914,-0.9659373164176941
1910,683,81.22,105,170.24957456,72280,7.742636826811278e-05,3113,32.80299377441406,0.7927231788635254,-39.063377380371094,-0.9294072389602661
1920,685,81.3,106,170.22791723999998,73320,7.742636826811278e-05,3165,27.449623107910156,0.7897434234619141,-39.253509521484375,-0.9567785263061523
1930,688,81.67,107,171.1861201,74000,7.742636826811278e-05,3199,30.161041259765625,0.7877833247184753,-40.51005554199219,-0.973886251449585
1940,690,82.06,108,172.42584985999997,74960,7.742636826811278e-05,3247,32.90488815307617,0.7850069403648376,-40.22612762451172,-1.0067381858825684
1950,692,82.94,109,175.55258099999995,75740,7.742636826811278e-05,3286,14.405205726623535,0.7827615737915039,-41.54147720336914,-1.0217581987380981
1960,694,83.21,110,176.33926125999997,76600,7.742636826811278e-05,3329,17.352481842041016,0.7802881598472595,-41.302101135253906,-1.0257340669631958
1970,696,84.02,111,178.48030189000005,77460,7.742636826811278e-05,3372,7.776251792907715,0.7778093814849854,-41.330230712890625,-1.015934944152832
1980,698,84.19,112,179.56373836999995,78420,7.742636826811278e-05,3420,38.1341552734375,0.7750743627548218,-42.96371078491211,-1.113598346710205
1990,700,85.3,113,181.93540044000002,79240,7.742636826811278e-05,3461,2.8984978199005127,0.7727410793304443,-42.49162292480469,-1.053205966949463
2000,701,85.34,113,182.31171369000003,79940,7.742636826811278e-05,3496,12.628918647766113,0.7707437872886658,-44.43958282470703,-1.054948091506958
2010,662,84.72,122,180.69730134999998,80860,7.742636826811278e-05,3542,28.404800415039062,0.7681244611740112,-44.006927490234375,-1.0834217071533203
2020,664,84.58,122,180.92309299000001,81600,7.742636826811278e-05,3579,35.33672332763672,0.7660307288169861,-44.292213439941406,-1.0654634237289429
2030,666,84.66,123,181.49923179,82580,7.742636826811278e-05,3628,26.227500915527344,0.7632768154144287,-46.347877502441406,-1.1341218948364258
2040,668,84.63,124,182.10518603,83340,7.742636826811278e-05,3666,11.377479553222656,0.7611439228057861,-46.119598388671875,-1.1185994148254395
2050,670,84.04,125,180.51022953,84280,7.742636826811278e-05,3713,31.826274871826172,0.7585203647613525,-44.818111419677734,-1.129500150680542
2060,672,84.5,126,182.47654653,84980,7.742636826811278e-05,3748,14.088528633117676,0.7565628886222839,-46.66671371459961,-1.1521880626678467
2070,675,84.35,127,182.49893156,86040,7.742636826811278e-05,3801,7.576379776000977,0.7535973191261292,-46.997982025146484,-1.120440125465393
2080,676,84.04,128,181.82593193999998,86700,7.742636826811278e-05,3834,19.646808624267578,0.7517685890197754,-48.614471435546875,-1.1988470554351807
2090,679,83.74,129,181.83997086,87720,7.742636826811278e-05,3885,26.275375366210938,0.7489310503005981,-48.13593292236328,-1.1493701934814453
2100,680,84.47,129,183.86929026,88440,7.742636826811278e-05,3921,13.754101753234863,0.7469362616539001,-48.46525573730469,-1.1221771240234375
2110,682,85.17,131,186.42392137999997,89500,7.742636826811278e-05,3974,23.682880401611328,0.7440211772918701,-48.827125549316406,-1.1784887313842773
2120,648,85.51,139,187.51452160999997,90280,7.742636826811278e-05,4013,36.610389709472656,0.741869330406189,-49.28208541870117,-1.194832682609558
2130,651,85.58,140,187.96671564,91340,7.742636826811278e-05,4066,13.947503089904785,0.7389522194862366,-50.16747283935547,-1.229731559753418
2140,653,86.03,140,189.2228657,92000,7.742636826811278e-05,4099,13.439638137817383,0.7371500730514526,-51.337684631347656,-1.2423653602600098
2150,655,86.71,141,191.39120091999996,93060,7.742636826811278e-05,4152,29.75510025024414,0.734268844127655,-52.15672302246094,-1.2963461875915527
2160,657,86.67,142,191.56404883,93780,7.742636826811278e-05,4188,18.039419174194336,0.7323095798492432,-52.201332092285156,-1.2492011785507202
2170,659,86.6,143,191.13614365000004,94700,7.742636826811278e-05,4234,35.570068359375,0.7298349738121033,-52.18538284301758,-1.269360065460205
2180,661,86.41,144,190.97603692,95460,7.742636826811278e-05,4272,21.14276885986328,0.7277889847755432,-52.45836639404297,-1.2257359027862549
2190,663,86.26,145,190.86014694999997,96300,7.742636826811278e-05,4314,25.42746925354004,0.725530207157135,-53.351783752441406,-1.2606573104858398
2200,665,85.91,146,190.04931076000005,97180,7.742636826811278e-05,4358,24.789676666259766,0.7231084704399109,-54.02936935424805,-1.3185298442840576
2210,667,86.14,147,190.69738968000001,98140,7.742636826811278e-05,4406,10.440730094909668,0.7204934358596802,-54.14397430419922,-1.3440077304840088
2220,668,86.01,147,190.52472788,98960,7.742636826811278e-05,4447,5.283159255981445,0.718279242515564,-54.45323181152344,-1.3181266784667969
