#{"t_start": 1692369854.365629, "env_id": null}
r,l,t
6.7031446,10,0.733666
9.695567,13,0.752248
8.9840355,13,0.753086
9.797204,13,0.753773
10.908808,14,0.760442
13.221249,16,0.769938
12.233241,16,0.770866
16.025358,16,0.771687
16.163486,18,0.780264
16.093775,19,0.786371
15.510841,22,0.803055
20.409557,23,0.808193
25.318842,25,0.815963
8.682699,26,0.821078
21.63509,27,0.826441
8.739875,11,0.827271
8.6879,11,0.836904
10.328356,15,0.837919
11.222163,18,0.847026
8.374831,15,0.848099
15.191278,19,0.854365
23.545403,32,0.855476
16.73247,32,0.856405
12.508013,36,0.871815
8.323835,12,0.881302
41.878685,39,0.886291
6.71444,11,0.891517
9.424213,18,0.892349
9.594376,27,0.903682
10.369989,12,0.908762
6.8855014,17,0.909813
76.13383,45,0.917038
10.365459,14,0.917767
18.761261,18,0.942394
11.156062,24,0.944158
8.402541,18,0.949509
25.224092,39,0.959353
12.580077,17,0.966148
12.236581,16,0.972014
36.53123,34,0.987403
9.784178,28,0.988382
12.6213875,19,0.995664
9.555601,14,0.996678
8.835717,11,1.011099
22.48613,34,1.011962
11.408349,29,1.013129
27.821245,24,1.027564
12.370423,19,1.028483
9.073266,13,1.041461
11.273775,18,1.042542
19.980373,29,1.053778
24.173933,27,1.060761
22.435616,22,1.068167
10.019765,15,1.073915
6.8742714,12,1.078962
9.235592,12,1.079855
19.428413,33,1.097566
6.4255767,14,1.104216
102.08881,68,1.105109
7.019922,28,1.11399
9.63911,14,1.120322
12.922496,37,1.12798
16.534609,31,1.138038
8.627069,12,1.138977
25.006996,27,1.147176
13.296737,22,1.151878
24.635008,30,1.161224
9.789569,13,1.170209
9.974105,13,1.17748
12.034191,13,1.178435
13.040007,21,1.179296
13.856454,18,1.180268
8.9978,24,1.192549
23.181013,23,1.200977
11.46026,13,1.201949
6.2907834,9,1.202721
13.084887,38,1.207957
28.137611,29,1.21465
11.326102,14,1.22453
108.76939,80,1.229553
8.126435,10,1.241756
9.655654,15,1.242692
