time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,train/ent_coef
44760,28.52,2270,37.646637,687,65,-15.617947578430176,13.147359848022461,1737,-0.18158218264579773,2.1544346900318823e-05,0.9633636474609375
45080,30.13,2280,41.73342,688,65,-16.07025909423828,11.585230827331543,1753,-0.18082976341247559,2.1544346900318823e-05,0.9630365371704102
45460,30.81,2290,42.279285,690,65,-15.634278297424316,7.1116557121276855,1772,-0.18750593066215515,2.1544346900318823e-05,0.962649941444397
45740,31.72,2300,43.947033,691,66,-15.968727111816406,8.41185188293457,1786,-0.1874602735042572,2.1544346900318823e-05,0.9623653888702393
46160,32.2,2310,45.32647,693,66,-16.424823760986328,11.85426139831543,1807,-0.19188174605369568,2.1544346900318823e-05,0.96193927526474
46500,32.48,2320,47.24439,694,66,-17.212284088134766,12.054293632507324,1824,-0.18827341496944427,2.1544346900318823e-05,0.9615951776504517
46900,32.8,2330,47.537354,696,67,-17.040191650390625,14.528881072998047,1844,-0.19551756978034973,2.1544346900318823e-05,0.9611911773681641
47220,33.28,2340,48.14544,697,67,-16.76892852783203,8.57583999633789,1860,-0.19350022077560425,2.1544346900318823e-05,0.9608691930770874
47680,34.71,2350,50.76619,698,68,-17.549726486206055,10.539190292358398,1883,-0.19386062026023865,2.1544346900318823e-05,0.9604063630104065
48020,36.43,2360,51.969173,699,68,-17.121929168701172,7.617647171020508,1900,-0.1984785795211792,2.1544346900318823e-05,0.960067093372345
48220,37.35,2370,53.65982,699,68,-17.799047470092773,12.986164093017578,1910,-0.1971595734357834,2.1544346900318823e-05,0.9598671793937683
48520,35.92,2380,51.563446,700,69,-17.798357009887695,15.919958114624023,1925,-0.19449067115783691,2.1544346900318823e-05,0.9595683813095093
48840,35.18,2390,50.834713,700,69,-17.724925994873047,10.118232727050781,1941,-0.19655197858810425,2.1544346900318823e-05,0.959250807762146
49260,35.19,2400,52.102314,702,70,-18.044944763183594,11.717772483825684,1962,-0.19392730295658112,2.1544346900318823e-05,0.9588338732719421
49560,35.78,2410,53.52707,703,70,-18.059146881103516,11.25999641418457,1977,-0.19974735379219055,2.1544346900318823e-05,0.9585376381874084
49900,34.75,2420,50.92042,704,70,-18.375682830810547,11.422185897827148,1994,-0.20034709572792053,2.1544346900318823e-05,0.9582026600837708
