time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/actor_loss,train/critic_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,train/ent_coef
42680,20.17,2250,19.024948,996,42,-14.912018775939941,9.22509765625,1633,-0.17473964393138885,2.1544346900318823e-05,0.9655031561851501
43020,21.18,2260,20.169376,994,43,-14.969462394714355,5.953175067901611,1650,-0.1765953153371811,2.1544346900318823e-05,0.9651522040367126
43400,22.14,2270,21.496994,990,43,-15.255854606628418,11.558798789978027,1669,-0.17845125496387482,2.1544346900318823e-05,0.9647599458694458
43680,23.7,2280,24.813606,988,44,-15.212889671325684,15.622371673583984,1683,-0.18046018481254578,2.1544346900318823e-05,0.9644713401794434
43920,24.51,2290,26.563705,986,44,-15.361626625061035,11.769097328186035,1695,-0.18041683733463287,2.1544346900318823e-05,0.9642240405082703
44160,26.28,2300,30.884789,984,44,-15.556984901428223,9.919310569763184,1707,-0.1802353858947754,2.1544346900318823e-05,0.9639770984649658
44520,26.4,2310,31.69226,980,45,-15.657170295715332,19.047780990600586,1725,-0.184302419424057,2.1544346900318823e-05,0.9636071920394897
44820,27.11,2320,32.061268,978,45,-15.263147354125977,14.54094409942627,1740,-0.18392762541770935,2.1544346900318823e-05,0.9632986783981323
45080,29.1,2330,35.51675,977,46,-16.079662322998047,14.996749877929688,1753,-0.18307100236415863,2.1544346900318823e-05,0.963031530380249
45460,29.51,2340,35.864304,977,46,-16.058101654052734,9.339523315429688,1772,-0.18906882405281067,2.1544346900318823e-05,0.9626429080963135
45740,30.74,2350,37.795753,975,46,-16.305910110473633,9.331539154052734,1786,-0.18939590454101562,2.1544346900318823e-05,0.9623566269874573
45940,31.11,2360,38.69177,975,47,-16.026763916015625,12.085868835449219,1796,-0.18739892542362213,2.1544346900318823e-05,0.9621523022651672
46240,30.81,2370,38.860977,974,47,-16.718265533447266,13.999237060546875,1811,-0.189639151096344,2.1544346900318823e-05,0.9618465304374695
46540,30.04,2380,37.04597,973,47,-16.184947967529297,11.015100479125977,1826,-0.1942402571439743,2.1544346900318823e-05,0.9615410566329956
46920,30.14,2390,37.51752,971,48,-16.790855407714844,11.00251579284668,1845,-0.19407770037651062,2.1544346900318823e-05,0.9611536264419556
47320,29.87,2400,36.06357,970,48,-16.88141632080078,8.371548652648926,1865,-0.19675646722316742,2.1544346900318823e-05,0.9607474207878113
47720,31.38,2410,38.195946,969,49,-16.919574737548828,7.625061988830566,1885,-0.19597871601581573,2.1544346900318823e-05,0.9603410363197327
48080,31.88,2420,40.090424,969,49,-17.591665267944336,9.04995346069336,1903,-0.19807294011116028,2.1544346900318823e-05,0.9599775671958923
48380,31.25,2430,38.232918,968,49,-16.79047393798828,15.877705574035645,1918,-0.20072153210639954,2.1544346900318823e-05,0.9596747756004333
48780,32.79,2440,40.26917,967,50,-17.326534271240234,15.862129211425781,1938,-0.20258790254592896,2.1544346900318823e-05,0.9592733979225159
49120,33.25,2450,41.332924,966,50,-16.867916107177734,15.126688003540039,1955,-0.20167529582977295,2.1544346900318823e-05,0.9589319229125977
49540,33.6,2460,41.51004,966,51,-18.042293548583984,9.80868911743164,1976,-0.20120109617710114,2.1544346900318823e-05,0.958512008190155
49800,35.01,2470,43.761303,966,51,-18.100521087646484,10.63623046875,1989,-0.20439809560775757,2.1544346900318823e-05,0.958253026008606
