time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/n_updates,train/critic_loss
10160,1690,460,24.02,21.78267441,6,0.09,48.30650329589844,-7.656910419464111,1.321985125541687,7,1356.918212890625
10220,1685,470,23.18,20.2560266,6,0.09,78.61497497558594,-13.080168724060059,1.7122032642364502,10,1459.454345703125
10340,1680,480,22.27,18.06511652,6,0.09,41.088226318359375,-2.5553970336914062,2.8321421146392822,16,1026.30078125
10660,1673,490,22.56,18.74341841,6,0.09,-6.510985374450684,6.894918441772461,4.462116718292236,32,206.59320068359375
10860,1669,500,22.23,18.237396790000002,6,0.09,-4.317673206329346,5.828117847442627,3.927980899810791,42,359.07025146484375
11120,1664,510,22.26,18.38923651,6,0.09,-4.183461666107178,4.817624092102051,2.8262081146240234,55,115.11369323730469
11280,1658,520,22.85,19.092304059999996,6,0.09,-3.9779133796691895,3.8347930908203125,2.1752851009368896,63,17.22930335998535
11480,1654,530,22.2,17.90056434,6,0.09,-2.733551502227783,1.9450132846832275,1.501391053199768,73,25.74713897705078
11680,1647,540,21.78,18.742660249999997,7,0.09,-1.830958366394043,0.04502898454666138,1.0097459554672241,83,16.740453720092773
11940,1635,550,21.41,18.405535869999998,7,0.09,-1.4907450675964355,-2.6255550384521484,0.5848880410194397,96,1.8806450366973877
12140,1631,560,20.7,17.08697371,7,0.09,-1.148249864578247,-4.847195625305176,0.37312644720077515,106,1.538139820098877
12420,1626,570,20.82,17.254533830000003,7,0.09,-0.8621346354484558,-8.000741958618164,0.19101309776306152,120,0.5165201425552368
12540,1624,580,22.03,18.93876055,7,0.09,-0.7269977331161499,-9.643174171447754,0.14212653040885925,126,0.5324827432632446
12700,1620,590,21.71,18.27045509,7,0.09,-0.6102712750434875,-11.364546775817871,0.09507884085178375,134,0.48072880506515503
12920,1617,600,21.3,17.664906029999997,7,0.09,-0.5684942007064819,-13.999317169189453,0.05389614775776863,145,0.39536601305007935
13080,1613,610,21.11,17.40737273,8,0.09,-0.5553436875343323,-16.206218719482422,0.03541930764913559,153,0.304571270942688
13300,1608,620,20.53,16.83397218,8,0.09,-0.5393239259719849,-19.029251098632812,0.01972455531358719,164,0.33606624603271484
13480,1605,630,20.39,16.56836741,8,0.09,-0.5840762257575989,-20.416580200195312,0.0121362479403615,173,0.3139895796775818
13600,1602,640,19.71,14.714846169999998,8,0.09,-0.5766401290893555,-21.651803970336914,0.008756659924983978,179,0.3136783838272095
13820,1599,650,19.61,14.83791422,8,0.09,-0.5263563990592957,-24.629207611083984,0.004822546616196632,190,0.33472710847854614
13980,1594,660,19.43,14.84587933,8,0.09,-0.5938546657562256,-25.31882095336914,0.0031195448245853186,198,0.3163084089756012
14140,1590,670,19.48,15.226327010000002,8,0.09,-0.6413110494613647,-26.83645248413086,0.0020170502830296755,206,0.22188517451286316
14360,1586,680,17.97,13.51168889,9,0.09,-0.5985230207443237,-27.843992233276367,0.0011126984609290957,217,0.3747037351131439
14540,1583,690,17.98,13.657983729999998,9,0.09,-0.629623532295227,-30.494081497192383,0.0006884963368065655,226,0.2786312401294708
14720,1581,700,18.28,14.584927550000002,9,0.09,-0.680662214756012,-30.813058853149414,0.00042709140689112246,235,0.28838908672332764
14840,1578,710,18.2,14.64954224,9,0.09,-0.7024931311607361,-32.8161735534668,0.00031191654852591455,241,0.25005125999450684
15080,1576,720,17.92,14.37007693,9,0.09,-0.7157473564147949,-33.7869987487793,0.00016697170212864876,253,0.3048802316188812
15240,1574,730,17.74,14.188237250000002,9,0.09,-0.7159949541091919,-36.047691345214844,0.0001104521143133752,261,0.3114043176174164
15400,1572,740,18.07,14.63281419,9,0.09,-0.7339192628860474,-34.863643646240234,7.300842116819695e-05,269,0.27657318115234375
15580,1569,750,17.92,14.664292409999998,9,0.09,-0.7132408022880554,-36.523193359375,4.608177187037654e-05,278,0.3074854612350464
15740,1567,760,18.04,14.99235417,10,0.09,-0.7726250886917114,-36.1224365234375,3.090869722655043e-05,286,0.3297455310821533
15920,1565,770,17.81,14.580469870000002,10,0.09,-0.7473025321960449,-35.40624237060547,1.984549089684151e-05,295,0.3668518364429474
16120,1562,780,17.81,14.58321964,10,0.09,-0.8677462935447693,-37.56648254394531,1.2279702787054703e-05,305,0.24684005975723267
16320,1561,790,17.84,14.710384410000001,10,0.09,-0.8053907155990601,-35.55463409423828,7.659755283384584e-06,315,0.2672704756259918
16500,1559,800,17.58,14.461512390000001,10,0.09,-0.8586983680725098,-38.07681655883789,5.056655936641619e-06,324,0.33589065074920654
16740,1554,810,17.98,15.300872779999997,10,0.09,-0.9231522679328918,-36.24774932861328,2.9463894861692097e-06,336,0.2508258521556854
17140,1552,820,19.16,17.44888826,11,0.09,-0.9710875153541565,-33.53133773803711,1.259074565496121e-06,356,0.3011385202407837
17760,1550,830,21.15,21.271060069999997,11,0.09,-0.9696040749549866,-31.06690216064453,3.825449539363035e-07,387,0.3200206756591797
18420,1548,840,24.9,29.255520210000004,11,0.09,-1.0739178657531738,-29.971160888671875,1.279018562172496e-07,420,0.28313887119293213
18960,1545,850,29.84,39.3161191,12,0.09,-1.189748764038086,-25.170211791992188,5.7952124876692324e-08,447,0.3192025125026703
19820,1543,860,33.35,46.57923597999999,12,0.09,-1.3822054862976074,-24.071720123291016,1.9744915036312705e-08,490,0.35441797971725464
20100,1384,870,37.55,53.99611637,14,0.09,-1.4646281003952026,-20.59972381591797,1.4420143301663302e-08,504,0.3233540654182434
20440,1380,880,41.49,61.191842449999996,14,0.09,-1.4325859546661377,-18.631484985351562,1.0033431863121223e-08,521,0.4250026345252991
20640,1380,890,43.15,64.36832623,14,0.09,-1.4629791975021362,-15.846161842346191,8.36154434580294e-09,531,0.3521817624568939
21040,1382,900,44.26,66.60696669,15,0.09,-1.535341501235962,-7.111793518066406,6.163547006110548e-09,551,0.41058778762817383
21240,1383,910,44.84,67.77465759,15,0.09,-1.6625094413757324,-7.66796350479126,5.6060782682720856e-09,561,0.3493919372558594
21600,1385,920,45.08,68.65895368000001,15,0.09,-1.6768420934677124,-11.752016067504883,4.929797903230337e-09,579,0.37274369597435
21940,1385,930,44.52,68.7026712,15,0.09,-1.708703637123108,-7.111056327819824,4.3969641261298875e-09,596,0.3961280286312103
22380,1387,940,42.63,64.92321806,16,0.09,-1.7485992908477783,13.841272354125977,4.2907442043826904e-09,618,0.4067498743534088
22740,1388,950,40.35,59.75368179,16,0.09,-1.9225530624389648,25.188066482543945,5.4551136940972356e-09,636,0.33631718158721924
23160,1388,960,38.84,56.29090196999999,16,0.09,-1.833052635192871,23.39780616760254,1.0209880052514109e-08,657,0.39467066526412964
23520,1389,970,36.89,53.11451468,16,0.09,-1.9095784425735474,24.80742645263672,1.9345332447073815e-08,675,0.41653528809547424
24040,1389,980,35.39,50.58981392999999,17,0.09,-2.0669145584106445,41.867462158203125,5.099801470009879e-08,701,0.42537349462509155
24580,1389,990,36.32,52.31458196999999,17,0.09,-2.1153528690338135,27.155519485473633,1.6467166119582544e-07,728,0.45743176341056824
24920,1390,1000,38.27,55.69817234999999,17,0.09,-2.2127695083618164,43.64126968383789,3.803920094469504e-07,745,0.4097852110862732
25160,1390,1010,38.95,56.98448251,18,0.09,-2.1608290672302246,27.732118606567383,7.77688057951309e-07,757,0.5352440476417542
25460,1391,1020,38.97,56.69598449,18,0.09,-2.2566473484039307,46.57264709472656,2.0273639620427275e-06,772,0.4806329607963562
25600,1391,1030,38.16,54.178341960000004,18,0.09,-2.223398208618164,84.46692657470703,3.604401626944309e-06,779,0.46935781836509705
25860,1390,1040,36.57,50.748344270000004,18,0.09,-2.2592902183532715,61.78855514526367,1.6685351511114277e-05,792,0.5455414056777954
26520,1392,1050,36.78,53.280320499999995,19,0.09,-2.168747901916504,2.7864928245544434,0.057931672781705856,825,0.6017870903015137
26800,1392,1060,36.9,54.71693669000001,19,0.09,-2.304868698120117,-6.139152526855469,0.13497065007686615,839,0.7917379140853882
27300,1394,1070,35.58,52.44204334,19,0.09,-2.580676555633545,-12.440143585205078,0.04971281811594963,864,0.5942578315734863
27600,1394,1080,35.83,54.15393774,19,0.09,-2.5324923992156982,-12.639177322387695,0.019447680562734604,879,0.5328196883201599
27860,1394,1090,35.38,54.13241232,19,0.09,-2.6533007621765137,-14.463351249694824,0.009564341977238655,892,0.525057315826416
28160,1394,1100,33.63,52.29231575000001,20,0.09,-2.657461643218994,-13.52401065826416,0.00471149105578661,907,0.5127977132797241
28400,1393,1110,32.95,52.27404683,20,0.09,-2.7097690105438232,-12.386438369750977,0.002852106699720025,919,0.5544136166572571
28700,1393,1120,32.58,53.321921470000014,20,0.09,-2.7881851196289062,-11.321174621582031,0.0016594945918768644,934,0.6715590953826904
28940,1392,1130,32.86,54.95560727,20,0.09,-2.7057790756225586,-6.456240653991699,0.0011659872252494097,946,0.6406341791152954
29240,1392,1140,33.58,57.654199930000004,20,0.09,-2.9445128440856934,-6.3596367835998535,0.00086255744099617,961,0.5806988477706909
29480,1391,1150,31.85,54.244188949999995,21,0.09,-2.9781064987182617,-2.928793430328369,0.0007241657585836947,973,0.5868011713027954
29860,1391,1160,30.62,51.79242614999998,21,0.09,-2.94425630569458,0.39185476303100586,0.0006470788503065705,992,0.5951852798461914
30080,1291,1170,30.95,53.56796972,23,0.09,-3.116805076599121,2.092813491821289,0.0006573591963388026,1003,0.6806639432907104
30420,1281,1180,29.24,50.539250200000005,23,0.09,-3.2387003898620605,0.31999218463897705,0.000762356910854578,1020,0.463090181350708
30640,1279,1190,28.12,48.98489612,23,0.09,-3.133665084838867,8.600197792053223,0.0008516511297784746,1031,0.7522377967834473
30980,1279,1200,27.76,48.54143654000001,24,0.09,-3.237337112426758,9.569196701049805,0.0011618287535384297,1048,0.6870789527893066
31220,1278,1210,27.95,48.823529480000005,24,0.09,-3.3551721572875977,9.248355865478516,0.0015043520834296942,1060,0.5830290913581848
31540,1278,1220,28.22,49.22067516,24,0.09,-3.3836464881896973,6.396900177001953,0.002272015204653144,1076,0.8838307857513428
31800,1276,1230,28.4,49.49814878,24,0.09,-3.423665761947632,3.4901199340820312,0.0029382817447185516,1089,0.7744318246841431
32160,1275,1240,28.74,49.99240994000001,25,0.09,-3.4868621826171875,3.450208902359009,0.003829103661701083,1107,0.7556903958320618
32460,1272,1250,29.18,50.65016104,25,0.09,-3.6294820308685303,1.3312567472457886,0.004762475378811359,1122,0.6017534136772156
32740,1271,1260,29.25,50.75490024999999,25,0.09,-3.514173984527588,4.713062286376953,0.005716774612665176,1136,0.8064979910850525
33120,1270,1270,29.2,50.63808026000001,26,0.09,-3.705902099609375,3.1954727172851562,0.007220607250928879,1155,0.7259058952331543
33460,1271,1280,29.87,51.729098979999996,26,0.09,-3.6266391277313232,-1.1990232467651367,0.007483302615582943,1172,0.8016899824142456
33840,1272,1290,30.56,52.850683800000006,26,0.09,-3.8582637310028076,-3.069296360015869,0.0062835668213665485,1191,0.8984816074371338
34180,1273,1300,31.16,53.95878291,26,0.09,-3.932870626449585,-6.2327985763549805,0.005124864634126425,1208,0.8249037265777588
34600,1274,1310,31.87,55.259717820000006,27,0.09,-3.962735652923584,-7.534242153167725,0.0036958155687898397,1229,0.9364950060844421
35600,1278,1320,34.96,61.52552493,27,0.09,-4.22520112991333,6.175363540649414,0.0023089288733899593,1279,0.7802706956863403
35960,1279,1330,39.37,70.63683908000002,28,0.09,-4.353244781494141,3.8780570030212402,0.0029993304051458836,1297,0.9350000023841858
37040,1282,1340,43.52,79.63257048,28,0.09,-4.657180309295654,-0.18845009803771973,0.008242647163569927,1351,1.0023037195205688
37640,1284,1350,47.99,89.05952889000002,29,0.09,-4.646516799926758,-0.862577497959137,0.007127632386982441,1381,0.7695743441581726
39300,1290,1360,55.45,94.73584222,30,0.09,-5.002640247344971,-3.1274595260620117,0.009162007831037045,1464,0.8827436566352844
39600,1291,1370,63.28,97.45981739999999,30,0.09,-5.106785774230957,2.2543745040893555,0.008796685375273228,1479,1.262224793434143
42120,1097,1380,69.79,100.59722389999999,38,0.09,-5.8024115562438965,0.3426135778427124,0.019795816391706467,1605,0.9671746492385864
43460,1100,1390,81.3,113.21362441000002,39,0.09,-6.114557266235352,-5.003626823425293,0.017279643565416336,1672,0.735860288143158
44040,1095,1400,88.71,118.95105643000002,40,0.09,-6.430485725402832,1.2932606935501099,0.011668616905808449,1701,0.5452154278755188
44920,1099,1410,98.69,129.2469284,40,0.09,-6.41346549987793,-4.864355087280273,0.01219322718679905,1745,1.0519386529922485
46540,1108,1420,102.44,131.9894518,41,0.09,-6.896124362945557,-0.8074290156364441,0.01677366904914379,1826,0.7401710748672485
47560,1110,1430,110.47,144.94845539999997,42,0.09,-7.655984878540039,6.423809051513672,0.013075941242277622,1877,1.4050474166870117
48640,1115,1440,114.32,153.15280584,43,0.09,-8.135687828063965,2.239511013031006,0.015087638050317764,1931,1.0528607368469238
49580,1117,1450,113.39,150.91632542000002,44,0.09,-7.756837368011475,1.7997077703475952,0.017598537728190422,1978,1.8673648834228516
49620,1117,1460,111.18,161.19116033999998,44,0.09,-7.673408508300781,-0.9213000535964966,0.01810314506292343,1980,1.786825180053711
51200,1103,1470,108.65,161.90862939000002,46,0.09,-8.674322128295898,-5.171462059020996,0.03849823772907257,2059,1.633936882019043
51700,1104,1480,107.95,172.17550433,46,0.09,-8.601194381713867,-0.6939828991889954,0.020991981029510498,2084,1.439842939376831
52960,1109,1490,103.42,175.03755768000002,47,0.09,-9.208683013916016,-4.8538923263549805,0.025632495060563087,2147,0.6126599311828613
53520,1111,1500,100.5,183.95672750999995,48,0.09,-9.18052864074707,5.619253158569336,0.027384351938962936,2175,1.4715378284454346
54900,1116,1510,97.56,189.96856492000006,49,0.09,-10.361151695251465,2.6183159351348877,0.014942039735615253,2244,0.5708663463592529
55400,1117,1520,96.78,196.98856228999998,49,0.09,-10.430011749267578,-2.8533952236175537,0.016771821305155754,2269,0.7986763715744019
56700,1122,1530,92.06,193.29732793,50,0.09,-10.966182708740234,-2.015139579772949,0.027716509997844696,2334,1.6484386920928955
57160,1123,1540,88.84,189.80688304000003,50,0.09,-11.06980037689209,-1.2548027038574219,0.02421734482049942,2357,2.051795482635498
58320,1125,1550,90.59,196.21830214,51,0.09,-12.004621505737305,-1.7866015434265137,0.02687307819724083,2415,2.2436742782592773
58800,1126,1560,89.88,196.50539779999997,52,0.09,-11.623150825500488,-3.013239860534668,0.044019915163517,2439,2.284072160720825
60040,1040,1570,90.8,203.90965848,57,0.09,-11.869958877563477,-2.541637420654297,0.027965612709522247,2501,2.2009756565093994
60460,1040,1580,89.46,203.61858037000002,58,0.09,-12.321557998657227,4.654699802398682,0.03117086924612522,2522,1.8463246822357178
61660,1041,1590,87.82,200.57443356999997,59,0.09,-13.128459930419922,1.6003825664520264,0.02749880589544773,2582,4.863186836242676
62080,1042,1600,86.75,196.68046177,59,0.09,-12.905067443847656,-2.59844970703125,0.027077311649918556,2603,1.1561464071273804
63240,1042,1610,85.66,192.90961812,60,0.09,-14.216367721557617,7.850302219390869,0.025862157344818115,2661,2.7616987228393555
63800,1043,1620,84.88,189.51749693999997,61,0.09,-14.307626724243164,-2.5661709308624268,0.034672658890485764,2689,1.58307945728302
64840,1047,1630,83.12,183.12940730999995,61,0.09,-14.24650764465332,0.6275225877761841,0.03728233650326729,2741,1.2693965435028076
64900,1047,1640,80.17,173.95800456999999,61,0.09,-13.785707473754883,-2.8045401573181152,0.03684006258845329,2744,3.068319320678711
65720,1051,1650,76.48,164.07490063,62,0.09,-15.145523071289062,-7.264194488525391,0.051404908299446106,2785,2.4529619216918945
66420,1052,1660,74.6,158.85773147,63,0.09,-15.369194030761719,-5.4769439697265625,0.058834753930568695,2820,2.735870838165283
67280,1055,1670,73.98,155.87509766000002,63,0.09,-14.971187591552734,8.430252075195312,0.045771632343530655,2863,3.368708610534668
68020,1058,1680,73.71,154.23242055999998,64,0.09,-16.39078140258789,2.4558300971984863,0.03250880166888237,2900,2.819124221801758
68900,1062,1690,73.64,152.98825063,64,0.09,-16.19980812072754,0.6450308561325073,0.035418469458818436,2944,2.082728862762451
69660,1064,1700,73.54,151.37276649,65,0.09,-17.207494735717773,-1.6398433446884155,0.05045327544212341,2982,3.2935903072357178
70460,999,1710,73.59,150.18791042,70,0.09,-17.251312255859375,2.0540359020233154,0.04141983017325401,3022,3.1967296600341797
71300,1002,1720,73.42,148.92550113000001,71,0.09,-16.765239715576172,6.24288272857666,0.037405598908662796,3064,3.876213550567627
72140,1003,1730,73.69,149.44274600999998,71,0.09,-17.53697395324707,-1.5793377161026,0.02865566313266754,3106,3.9890670776367188
72940,1003,1740,75.78,153.96608981,72,0.09,-16.873367309570312,-1.227311372756958,0.05296889320015907,3146,3.920138359069824
73660,1006,1750,78.18,158.99203097,73,0.09,-17.490921020507812,-3.6299614906311035,0.051860347390174866,3182,3.6309876441955566
74500,1008,1760,80.09,162.63028501,73,0.09,-17.83601188659668,-2.078031063079834,0.05654297396540642,3224,2.7928762435913086
75240,1007,1770,80.23,162.62237126,74,0.09,-19.63132667541504,2.9315295219421387,0.04595402628183365,3261,4.097997665405273
76140,1006,1780,80.28,161.72652057,75,0.09,-20.244731903076172,5.856326580047607,0.03945054113864899,3306,3.316045045852661
76940,1009,1790,80.37,161.34944901999998,76,0.09,-19.47017478942871,1.9677691459655762,0.038753267377614975,3346,4.622679233551025
77780,1008,1800,80.48,161.53518664,77,0.09,-21.05108070373535,0.6384204030036926,0.05237635225057602,3388,5.058010101318359
78500,1008,1810,80.33,161.30949393,77,0.09,-20.791080474853516,3.507725954055786,0.03624013811349869,3424,5.187651634216309
79480,1010,1820,80.3,161.1242809,78,0.09,-20.489566802978516,-0.37722480297088623,0.055811118334531784,3473,7.333388328552246
80160,943,1830,80.35,161.0137383,84,0.09,-20.523807525634766,-1.785907506942749,0.05822275951504707,3507,3.091449022293091
81120,947,1840,80.99,162.35260937000004,85,0.09,-22.00388526916504,0.566116213798523,0.06401582062244415,3555,3.3137903213500977
81780,949,1850,82.03,164.52392940000001,86,0.09,-22.596317291259766,5.691057205200195,0.05173914507031441,3588,2.6646318435668945
82720,952,1860,79.97,160.23876255000002,86,0.09,-22.153621673583984,10.183206558227539,0.04207514226436615,3635,2.9270706176757812
82740,952,1870,78.47,157.18958627,86,0.09,-22.091419219970703,9.61750602722168,0.044783927500247955,3636,5.177358627319336
83060,952,1880,73.04,145.58615558000002,87,0.09,-20.84187889099121,-7.170951843261719,0.04878344386816025,3652,3.5717997550964355
83120,953,1890,68.45,135.5929381,87,0.09,-21.216625213623047,-5.287666320800781,0.03701199218630791,3655,6.8376569747924805
83260,953,1900,61.24,120.21040278000002,87,0.09,-20.714065551757812,11.054933547973633,0.0234233345836401,3662,4.837747573852539
84720,958,1910,56.42,109.27294094000001,88,0.09,-22.295516967773438,1.8490703105926514,0.19177816808223724,3735,2.936861515045166
84900,959,1920,56.29,106.93976175,88,0.09,-23.14958953857422,-3.664985179901123,0.36452317237854004,3744,3.872143268585205
86060,961,1930,56.0,104.94784773,89,0.09,-24.002395629882812,-5.075982093811035,0.16867423057556152,3802,5.444190979003906
86480,962,1940,55.18,103.42237128000001,89,0.09,-24.834163665771484,1.914691686630249,0.03752974048256874,3823,1.493442416191101
87660,964,1950,55.01,103.24031206999999,90,0.09,-24.504940032958984,8.131736755371094,0.039553914219141006,3882,3.7036848068237305
88060,964,1960,54.93,102.97409330999997,91,0.09,-24.152301788330078,-1.9849214553833008,0.13503848016262054,3902,3.8191890716552734
89140,967,1970,58.06,109.26399479,92,0.09,-25.40471839904785,0.08608520030975342,0.08828908950090408,3956,5.120665550231934
89700,968,1980,63.16,120.28693326000001,92,0.09,-25.443588256835938,-1.1418654918670654,0.0843680202960968,3984,3.549640417098999
90120,956,1990,67.01,128.59773029000002,94,0.09,-26.18172836303711,0.3114379644393921,0.04972272738814354,4005,3.1487412452697754
91200,959,2000,73.87,143.06187687000002,95,0.09,-27.07271957397461,1.5198862552642822,0.06569594889879227,4059,7.809267997741699
91700,961,2010,76.28,149.33329433,95,0.09,-27.48810577392578,-2.4092371463775635,0.11336531490087509,4084,3.270350456237793
92840,964,2020,75.66,149.62407844999998,96,0.09,-27.202789306640625,-2.534485101699829,0.11006618291139603,4141,2.1624484062194824
93340,965,2030,75.96,151.43109686,96,0.09,-27.907325744628906,-2.2126598358154297,0.07458318024873734,4166,5.706528663635254
94440,968,2040,76.7,152.84171142000002,97,0.09,-26.950176239013672,1.7211743593215942,0.057193268090486526,4221,3.5865638256073
94960,969,2050,76.88,152.95797503999998,97,0.09,-28.343849182128906,-3.1942477226257324,0.1834169328212738,4247,6.983954429626465
96120,973,2060,77.07,153.37789444,98,0.09,-27.596588134765625,-0.31783267855644226,0.15765653550624847,4305,2.952068328857422
96620,974,2070,77.34,154.29338464999998,99,0.09,-30.09551239013672,2.659285545349121,0.04218954220414162,4330,1.895880937576294
97060,975,2080,75.73,150.83541609999997,99,0.09,-29.16265869140625,-0.2644715905189514,0.1342683583498001,4352,6.0217814445495605
98260,977,2090,76.21,151.74858031,100,0.09,-28.614444732666016,-1.0707355737686157,0.09464498609304428,4412,2.7820188999176025
98800,977,2100,76.77,153.20074108,101,0.09,-29.627273559570312,-0.4786861836910248,0.0648501068353653,4439,2.6187849044799805
99900,980,2110,79.05,157.91475075,101,0.09,-29.686553955078125,-2.776615858078003,0.08143102377653122,4494,7.501760959625244
100520,933,2120,80.29,160.42725855,107,0.09,-31.35016441345215,8.138697624206543,0.056331366300582886,4525,3.342787265777588
101600,936,2130,80.5,161.06214093999998,108,0.09,-30.40842056274414,4.689754009246826,0.1050001010298729,4579,4.140801906585693
102180,936,2140,80.69,161.46731406,109,0.09,-30.38880157470703,-1.628095269203186,0.07403748482465744,4608,11.883478164672852
103280,939,2150,80.73,162.44003772999997,109,0.09,-31.39585304260254,-3.1071362495422363,0.039171233773231506,4663,6.347283363342285
103820,940,2160,80.95,163.16769862,110,0.09,-27.492435455322266,1.57140052318573,0.39650383591651917,4690,14.373018264770508
104100,941,2170,77.02,154.33826192,110,0.09,-30.703121185302734,0.2025357335805893,1.0608264207839966,4704,35.70112609863281
104220,941,2180,73.94,147.09492805,110,0.09,-31.088191986083984,-2.0651297569274902,0.6113681793212891,4710,15.967361450195312
105620,942,2190,70.23,138.76661708000003,112,0.09,-32.807403564453125,-0.046975478529930115,0.07537080347537994,4780,6.695857524871826
105900,943,2200,69.94,139.08165689999998,112,0.09,-34.158660888671875,-1.2856009006500244,0.06464903056621552,4794,3.0110535621643066
107200,945,2210,69.89,139.24017294000004,113,0.09,-32.98865509033203,-2.1624412536621094,0.08489684760570526,4859,3.372134208679199
107540,945,2220,69.78,139.11728953000002,113,0.09,-33.986907958984375,0.40944617986679077,0.04898093640804291,4876,6.618523597717285
108640,948,2230,69.47,138.35430401000002,114,0.09,-34.476837158203125,6.6800761222839355,0.027042796835303307,4931,7.307117462158203
108700,948,2240,66.38,131.95489910999999,114,0.09,-34.54878616333008,11.730016708374023,0.02463953197002411,4934,4.538752555847168
109260,949,2250,65.29,129.1974346,115,0.09,-34.536407470703125,-2.186892509460449,0.6116372346878052,4962,5.956690788269043
110260,910,2260,62.46,122.67613127999999,121,0.09,-34.558258056640625,-0.7385181188583374,0.19729746878147125,5012,14.857397079467773
110920,910,2270,66.11,131.4598011,121,0.09,-35.17851257324219,4.615205764770508,0.055038683116436005,5045,5.679265975952148
111940,911,2280,70.84,142.60640704999997,122,0.09,-34.099220275878906,-0.8004955053329468,0.07273880392313004,5096,5.7025556564331055
112560,912,2290,75.5,153.08375983999997,123,0.09,-34.68608856201172,2.81386399269104,0.10432807356119156,5127,2.697481632232666
113440,912,2300,74.35,149.61366135,124,0.09,-37.13481903076172,3.061886787414551,0.048882126808166504,5171,5.49580192565918
113940,913,2310,73.66,148.10728249000002,124,0.09,-35.004493713378906,0.7748449444770813,0.11462251096963882,5196,5.327122688293457
115140,914,2320,73.72,148.50822822,125,0.09,-36.93546676635742,0.5952218770980835,0.1108986958861351,5256,10.33830738067627
115600,915,2330,73.89,149.10726008999995,126,0.09,-37.47331237792969,-5.683818817138672,0.06928616017103195,5279,3.7804431915283203
116400,915,2340,75.5,152.40040996999997,127,0.09,-37.14333724975586,-4.187310218811035,0.27732735872268677,5319,5.3047661781311035
116720,916,2350,73.74,148.49114502,127,0.09,-35.74878692626953,-1.6231878995895386,0.07867088168859482,5335,7.182814598083496
117460,917,2360,73.38,147.89236239,128,0.09,-37.962120056152344,-1.936604619026184,0.11768029630184174,5372,7.83642578125
118380,918,2370,73.35,147.36594455,128,0.09,-36.8544807434082,9.293336868286133,0.0664098709821701,5418,10.022462844848633
119100,919,2380,73.54,147.61295490999998,129,0.09,-38.88710021972656,-3.8368079662323,0.060903824865818024,5454,5.217889308929443
120020,884,2390,73.39,147.38359692,135,0.09,-37.24938201904297,-4.234951496124268,0.21458064019680023,5500,13.486124038696289
120220,884,2400,73.6,148.44510119999998,135,0.09,-38.596866607666016,-4.638730049133301,0.1218554899096489,5510,4.491507530212402
