time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/actor_loss
670,20.39,17.000463,8,1696,14160,0.0001623776739188721,207,0.9670450091362,-0.16866916418075562,0.8316278457641602,-6.0783915519714355
680,20.78,17.028706,8,1667,14440,0.0001623776739188721,221,0.9648480415344238,-0.18111452460289001,0.6104460954666138,-6.2383527755737305
690,20.79,17.06111,8,1646,14600,0.0001623776739188721,229,0.9635953307151794,-0.18651284277439117,0.6780879497528076,-6.178953170776367
700,20.59,16.828463,9,1614,14920,0.0001623776739188721,245,0.9610950946807861,-0.19852861762046814,0.8520316481590271,-6.432493209838867
710,21.69,18.823685,9,1598,15160,0.0001623776739188721,257,0.9592249989509583,-0.2093469202518463,0.8255603909492493,-6.514528751373291
720,23.26,20.9164,9,1581,15400,0.0001623776739188721,269,0.9573570489883423,-0.22135379910469055,0.8362984657287598,-6.573110580444336
730,23.55,20.546059,9,1569,15580,0.0001623776739188721,278,0.955958366394043,-0.2270142138004303,0.6197456121444702,-6.740417957305908
740,23.47,20.542805,10,1552,15920,0.0001623776739188721,295,0.9533235430717468,-0.23996615409851074,1.0483791828155518,-6.796012878417969
750,24.19,21.685976,10,1537,16120,0.0001623776739188721,305,0.9517782330513,-0.2487328052520752,1.1878907680511475,-6.930522918701172
760,24.05,21.123386,10,1521,16340,0.0001623776739188721,316,0.9500809907913208,-0.2572402060031891,1.0181233882904053,-7.039267539978027
770,23.54,21.017996,10,1508,16580,0.0001623776739188721,328,0.9482357501983643,-0.26796436309814453,0.8926072120666504,-7.139202117919922
780,23.8,22.330982,11,1495,16860,0.0001623776739188721,342,0.946088433265686,-0.27935487031936646,0.9120270013809204,-7.2928056716918945
790,24.52,23.73531,11,1485,17060,0.0001623776739188721,352,0.9445581436157227,-0.2863500714302063,0.8444153070449829,-7.344791889190674
800,24.86,24.128075,11,1469,17400,0.0001623776739188721,369,0.9419628977775574,-0.30091428756713867,0.9618496298789978,-7.560864448547363
810,24.22,23.645864,12,1442,17720,0.0001623776739188721,385,0.9395240545272827,-0.31244027614593506,0.9754226207733154,-7.603025436401367
820,24.57,25.837418,12,1433,17940,0.0001623776739188721,396,0.9378519058227539,-0.31910794973373413,1.3034436702728271,-7.732463359832764
830,25.38,27.17994,12,1422,18220,0.0001623776739188721,410,0.9357327222824097,-0.3356322646141052,1.1547125577926636,-8.078705787658691
840,26.07,28.351831,13,1406,18440,0.0001623776739188721,421,0.9340689778327942,-0.3428501486778259,1.218047857284546,-8.258344650268555
850,25.91,27.358393,13,1396,18740,0.0001623776739188721,436,0.9318087697029114,-0.35394421219825745,0.8427261114120483,-8.261093139648438
860,26.4,28.263527,13,1381,19060,0.0001623776739188721,452,0.9294060468673706,-0.3646790385246277,1.1045798063278198,-8.311443328857422
870,27.15,28.881603,14,1375,19260,0.0001623776739188721,462,0.9279059767723083,-0.3750300407409668,0.9830626845359802,-8.646594047546387
880,28.03,30.169134,14,1359,19660,0.0001623776739188721,482,0.9249143004417419,-0.39095115661621094,0.9137922525405884,-8.681933403015137
890,28.03,30.106857,14,1348,20020,0.0001623776739188721,500,0.922230064868927,-0.4046339988708496,1.5862553119659424,-9.012086868286133
900,29.02,32.16363,15,1344,20200,0.0001623776739188721,509,0.9208922982215881,-0.4075202941894531,1.7390823364257812,-8.919254302978516
910,29.23,31.619549,15,1332,20640,0.0001623776739188721,531,0.9176376461982727,-0.4301943778991699,1.0973875522613525,-9.192549705505371
920,28.9,29.592985,15,1320,21060,0.0001623776739188721,552,0.9145330190658569,-0.43922287225723267,1.407036542892456,-9.15727424621582
930,30.19,31.576727,16,1311,21500,0.0001623776739188721,574,0.9113063812255859,-0.4609997570514679,1.8850384950637817,-9.54085922241211
940,32.5,34.89098,16,1302,21800,0.0001623776739188721,589,0.9091134071350098,-0.4762295186519623,1.230942726135254,-9.566980361938477
950,33.39,37.231182,17,1288,22240,0.0001623776739188721,611,0.9059070348739624,-0.4863399863243103,0.9978066682815552,-9.923912048339844
960,34.76,38.803844,17,1274,22820,0.0001623776739188721,640,0.9016973376274109,-0.5042919516563416,0.7751309871673584,-10.24880599975586
970,36.78,42.08959,18,1265,23220,0.0001623776739188721,660,0.8988065719604492,-0.5291063189506531,1.3910573720932007,-10.756099700927734
980,39.23,44.85284,18,1255,23760,0.0001623776739188721,687,0.8949259519577026,-0.5508506298065186,1.1041436195373535,-10.626063346862793
990,41.03,46.90834,19,1250,24080,0.0001623776739188721,703,0.8926371335983276,-0.5587416887283325,1.2748677730560303,-10.787521362304688
1000,42.05,47.939198,19,1235,24520,0.0001623776739188721,725,0.889498770236969,-0.5783275961875916,1.3748056888580322,-11.022232055664062
1010,43.35,50.12216,20,1225,25020,0.0001623776739188721,750,0.885947585105896,-0.59603351354599,2.0187177658081055,-11.546881675720215
1020,44.48,52.011097,20,1219,25460,0.0001623776739188721,772,0.8828413486480713,-0.6156138777732849,1.2822983264923096,-11.681869506835938
1030,44.0,50.825523,21,1213,25940,0.0001623776739188721,796,0.8794567584991455,-0.6316885948181152,2.817723274230957,-11.938241004943848
1040,43.54,50.332386,21,1203,26400,0.0001623776739188721,819,0.8762315511703491,-0.6481235027313232,2.235219955444336,-11.879584312438965
1050,45.1,53.62401,22,1195,26860,0.0001623776739188721,842,0.8730283975601196,-0.6558399200439453,1.6303541660308838,-12.338638305664062
1060,46.23,56.79764,23,1187,27460,0.0001623776739188721,872,0.868877649307251,-0.6801698207855225,2.656390428543091,-12.84421157836914
1070,45.99,56.07214,23,1181,27920,0.0001623776739188721,895,0.8657116293907166,-0.6997323036193848,3.4269890785217285,-12.76511001586914
1080,46.31,57.778255,24,1169,28620,0.0001623776739188721,930,0.8609262704849243,-0.7229759693145752,2.7631449699401855,-13.524026870727539
1090,47.96,61.817085,24,1166,29080,0.0001623776739188721,953,0.8577957153320312,-0.7500472068786621,5.583614349365234,-13.145403861999512
1100,49.23,63.82375,25,1162,29600,0.0001623776739188721,979,0.8542788028717041,-0.7690547704696655,1.694541096687317,-13.89776611328125
1110,50.2,66.08698,25,1158,30080,0.0001623776739188721,1003,0.8510303497314453,-0.7685081362724304,3.551265239715576,-14.149831771850586
1120,49.65,66.129974,26,1152,30600,0.0001623776739188721,1029,0.8475286960601807,-0.7876037359237671,5.102583408355713,-14.438867568969727
1130,50.75,69.64013,27,1147,31240,0.0001623776739188721,1061,0.8432638645172119,-0.8026685118675232,1.2335619926452637,-14.500917434692383
1140,51.92,71.51782,27,1144,31680,0.0001623776739188721,1083,0.8403409719467163,-0.8355774879455566,1.8972392082214355,-14.897161483764648
1150,52.65,73.39676,28,1139,32460,0.0001623776739188721,1122,0.835192859172821,-0.8561931252479553,2.4402899742126465,-15.623867988586426
1160,54.34,74.25985,29,1131,33120,0.0001623776739188721,1155,0.8308757543563843,-0.8798823356628418,3.033822536468506,-15.312664031982422
1170,59.39,80.84354,30,1117,34160,0.0001623776739188721,1207,0.8241465091705322,-0.9106707572937012,4.547235488891602,-16.152061462402344
1180,59.3,81.65089,30,1116,34480,0.0001623776739188721,1223,0.8220778703689575,-0.9217984676361084,3.979639768600464,-16.672210693359375
1190,59.66,81.052345,31,1112,35160,0.0001623776739188721,1257,0.817724347114563,-0.9241275787353516,8.216105461120605,-16.62777328491211
1200,59.54,81.90945,32,1110,35640,0.0001623776739188721,1281,0.8146681785583496,-0.9711904525756836,3.284984588623047,-17.540916442871094
1210,61.99,83.81119,32,1103,36420,0.0001623776739188721,1320,0.8097089529037476,-0.9978371262550354,1.405220627784729,-17.42791175842285
1220,64.44,88.46246,33,1098,37280,0.0001623776739188721,1363,0.8042770028114319,-1.029084324836731,5.538343906402588,-18.248920440673828
1230,67.41,92.47504,34,1093,38000,0.0001623776739188721,1399,0.7997564077377319,-1.059044361114502,1.6845428943634033,-18.700361251831055
1240,68.81,95.36718,35,1091,38400,0.0001623776739188721,1419,0.7972667217254639,-1.0542986392974854,2.1968984603881836,-18.919668197631836
1250,68.57,95.758514,35,1088,39080,0.0001623776739188721,1453,0.793042004108429,-1.076709508895874,5.7796430587768555,-19.7065372467041
1260,68.59,99.809814,36,1084,39920,0.0001623776739188721,1495,0.7878731489181519,-1.094552993774414,3.512620210647583,-19.967557907104492
1270,67.57,103.51895,37,1080,40660,0.0001623776739188721,1532,0.7833526730537415,-1.1391903162002563,4.3757853507995605,-20.605417251586914
1280,67.93,107.50794,38,1077,41300,0.0001623776739188721,1564,0.7794662714004517,-1.1710700988769531,4.673129558563232,-20.843204498291016
1290,68.43,111.361984,39,1073,42080,0.0001623776739188721,1603,0.7747737169265747,-1.156921148300171,3.2063310146331787,-21.351818084716797
1300,70.31,117.01436,40,1070,42840,0.0001623776739188721,1641,0.7702376246452332,-1.175444483757019,6.86646032333374,-21.426551818847656
1310,70.7,122.801476,40,1066,43520,0.0001623776739188721,1675,0.7661972045898438,-1.2144513130187988,11.338094711303711,-22.124601364135742
1320,71.1,126.36297,41,1063,44420,0.0001623776739188721,1720,0.7608745694160461,-1.2614076137542725,2.2745985984802246,-22.764873504638672
1330,71.94,133.22432,42,1061,44880,0.0001623776739188721,1743,0.7581709027290344,-1.2334954738616943,6.731535911560059,-22.393356323242188
1340,70.84,133.5961,43,1057,45860,0.0001623776739188721,1792,0.7524701356887817,-1.308025598526001,5.865154266357422,-23.50945281982422
1350,73.58,141.01875,43,1054,46380,0.0001623776739188721,1818,0.7494359612464905,-1.3118634223937988,8.785249710083008,-23.65001106262207
1360,73.61,142.52054,44,1049,47220,0.0001623776739188721,1860,0.7446185946464539,-1.3349305391311646,13.14450454711914,-23.865909576416016
1370,72.58,141.8629,45,1047,48000,0.0001623776739188721,1899,0.7401456832885742,-1.3094031810760498,8.30733585357666,-24.335739135742188
1380,74.59,146.83243,46,1044,49080,0.0001623776739188721,1953,0.7340434193611145,-1.3327085971832275,7.976865768432617,-25.5214900970459
1390,75.94,151.05481,47,1040,49660,0.0001623776739188721,1982,0.7307866811752319,-1.4154648780822754,4.75266170501709,-25.996488571166992
