time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/actor_loss,train/n_updates
1229,45700,82.69,37,163.39129551,1210,12.981378555297852,0.00021544346900318823,0.6870496869087219,-1.6390557289123535,-24.025962829589844,1784
1223,46940,83.17,38,166.42138194999998,1220,4.581637859344482,0.00021544346900318823,0.6784856915473938,-1.7422739267349243,-24.226144790649414,1846
1220,47760,86.15,39,175.55323054999997,1230,7.2707672119140625,0.00021544346900318823,0.6728777885437012,-1.7491092681884766,-24.59967041015625,1887
1217,48920,88.21,40,180.78044766,1240,15.022195816040039,0.00021544346900318823,0.6650072336196899,-1.777501106262207,-25.22691535949707,1945
1214,49640,91.06,40,188.80693332999996,1250,7.901139259338379,0.00021544346900318823,0.6601513624191284,-1.7869281768798828,-25.459423065185547,1981
1210,50940,92.4,42,192.14500991,1260,4.785976886749268,0.00021544346900318823,0.6515881419181824,-1.8934104442596436,-26.982133865356445,2046
1208,51520,94.97,42,198.32922942000002,1270,7.3642401695251465,0.00021544346900318823,0.6478257775306702,-1.899282455444336,-26.813831329345703,2075
1200,52920,97.4,44,204.15036139,1280,8.770723342895508,0.00021544346900318823,0.6387767195701599,-1.9087905883789062,-27.39409637451172,2145
1197,53560,98.03,44,206.7657531,1290,3.434206485748291,0.00021544346900318823,0.6347115635871887,-1.9030070304870605,-28.255695343017578,2177
1194,54720,97.14,45,205.35711995000003,1300,7.27635383605957,0.00021544346900318823,0.6274011731147766,-2.0501928329467773,-29.365333557128906,2235
1191,55580,96.97,46,206.46443964000002,1310,8.241852760314941,0.00021544346900318823,0.6219891905784607,-2.086777687072754,-29.894515991210938,2278
1186,56680,97.21,47,206.62548733,1320,11.075834274291992,0.00021544346900318823,0.6151742935180664,-1.9615521430969238,-29.53547477722168,2333
1185,57500,97.15,48,206.82893612000004,1330,3.8203275203704834,0.00021544346900318823,0.6101458072662354,-2.0192227363586426,-30.341609954833984,2374
1177,58600,97.08,49,207.91639536000002,1340,8.15671157836914,0.00021544346900318823,0.6034550070762634,-2.1194305419921875,-31.30933380126953,2429
1170,59380,97.2,50,208.51390000999996,1350,5.495702266693115,0.00021544346900318823,0.5987642407417297,-2.110389232635498,-32.498207092285156,2468
1164,60540,96.34,52,206.81921478,1360,9.329607963562012,0.00021544346900318823,0.5918647050857544,-2.1519789695739746,-32.63892364501953,2526
1161,61120,95.73,52,206.09907398,1370,11.020475387573242,0.00021544346900318823,0.5884718298912048,-2.2088277339935303,-33.283931732177734,2555
1157,62280,94.88,53,205.29095762000006,1380,10.027679443359375,0.00021544346900318823,0.5817496180534363,-2.2863454818725586,-33.67060470581055,2613
1156,63020,94.63,54,205.03455784000002,1390,4.532073974609375,0.00021544346900318823,0.5774593949317932,-2.241583824157715,-33.63163757324219,2650
1152,64140,95.18,55,206.41769316000003,1400,6.660894870758057,0.00021544346900318823,0.5711087584495544,-2.203822612762451,-34.04955291748047,2706
1148,64920,94.82,56,205.67319759000003,1410,7.400352478027344,0.00021544346900318823,0.5667306184768677,-2.189810276031494,-35.064842224121094,2745
1144,66040,94.48,57,205.34626887999994,1420,8.620363235473633,0.00021544346900318823,0.5604984760284424,-2.297652006149292,-35.39607238769531,2801
1143,66700,93.94,58,204.11918617,1430,21.246109008789062,0.00021544346900318823,0.5568681359291077,-2.420469284057617,-36.364219665527344,2834
