rollout/ep_len_mean,time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/ent_coef,train/learning_rate,train/n_updates,train/ent_coef_loss,train/actor_loss
108.69,309,650,86,244.9028857,26682,34.839256286621094,0.14896145462989807,0.00012742749857031334,16681,-1.164564609527588,-130.4251708984375
113.99,335,660,83,257.58633433,28093,20.40467643737793,0.12883350253105164,0.00012742749857031334,18092,-1.320340633392334,-130.1065216064453
114.01,351,670,82,254.82353896999996,29003,48.65308380126953,0.12012176215648651,0.00012742749857031334,19002,-1.3082385063171387,-135.31674194335938
106.77,355,680,82,235.08745780999993,29192,30.521831512451172,0.12072021514177322,0.00012742749857031334,19191,0.1977265477180481,-138.51547241210938
100.07,358,690,81,216.07420344000005,29413,66.72317504882812,0.1221936047077179,0.00012742749857031334,19412,0.9096847772598267,-134.02511596679688
92.89,363,700,81,196.57560760999996,29649,137.69412231445312,0.1251177191734314,0.00012742749857031334,19648,0.7904462814331055,-136.76870727539062
83.77,367,710,81,170.41109313999996,29904,45.28187561035156,0.12789899110794067,0.00012742749857031334,19903,0.5507378578186035,-141.21356201171875
73.82,372,720,80,142.5458524,30180,28.494142532348633,0.13020668923854828,0.00012742749857031334,20179,0.5134280920028687,-142.189208984375
63.87,378,730,80,112.68425445000001,30467,99.28522491455078,0.13050860166549683,0.00012742749857031334,20466,0.8627657890319824,-144.25802612304688
53.99,383,740,80,83.24009887000003,30764,129.28219604492188,0.13030846416950226,0.00012742749857031334,20763,0.14561478793621063,-140.31863403320312
44.77,390,750,79,53.290890819999994,31159,51.65338897705078,0.128072127699852,0.00012742749857031334,21158,0.3205273151397705,-140.11929321289062
37.15,400,760,79,24.787955989999997,31808,71.56009674072266,0.12292478233575821,0.00012742749857031334,21807,-0.19728213548660278,-141.47964477539062
48.86,431,770,78,39.94253151,33889,80.17037963867188,0.12358099967241287,0.00012742749857031334,23888,0.7747109532356262,-150.50320434570312
58.56,447,780,78,68.52476954,35048,219.88674926757812,0.13949331641197205,0.00012742749857031334,25047,0.4364347457885742,-152.80783081054688
67.22,462,790,78,94.81244247000002,36135,46.206398010253906,0.14494989812374115,0.00012742749857031334,26134,-0.5787932872772217,-158.92391967773438
75.17,476,800,77,119.03623843000001,37166,69.59114074707031,0.13825584948062897,0.00012742749857031334,27165,-0.9095480442047119,-163.54820251464844
82.81,491,810,77,142.28274380999997,38185,102.76191711425781,0.12383069097995758,0.00012742749857031334,28184,0.14185111224651337,-157.83480834960938
90.65,506,820,77,166.10170559999997,39245,27.649351119995117,0.11486112326383591,0.00012742749857031334,29244,0.09321755170822144,-171.26254272460938
99.93,524,830,77,194.03362457999995,40460,28.162384033203125,0.11426687240600586,0.00012742749857031334,30459,0.07726649940013885,-167.58457946777344
111.57,545,840,76,229.64982494,41921,68.58552551269531,0.12019206583499908,0.00012742749857031334,31920,-0.3131276071071625,-171.298828125
125.0,571,850,76,268.62928172,43659,33.888580322265625,0.1211419627070427,0.00012742749857031334,33658,-0.4238054156303406,-170.35931396484375
134.2,590,860,76,299.74731070999997,45228,62.04161834716797,0.12069597840309143,0.00012742749857031334,35227,-0.17496883869171143,-170.33624267578125
133.82,612,870,77,311.07945808999995,47271,62.250831604003906,0.11936342716217041,0.00012742749857031334,37270,-0.2260262370109558,-168.87698364257812
