rollout/ep_len_mean,time/fps,time/episodes,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/ent_coef,train/n_updates,train/learning_rate
23.72,730,480,21.970123059999995,10684,14,-0.6873395442962646,0.8864373564720154,-10.381067276000977,0.8689356446266174,683,0.00020691380811147902
27.59,484,490,29.414103419999996,11243,23,-1.1474578380584717,2.253427743911743,-15.610498428344727,0.7771530747413635,1242,0.00020691380811147902
29.4,387,500,35.00325974,11687,30,-1.4769458770751953,1.9914413690567017,-20.015045166015625,0.7133205533027649,1686,0.00020691380811147902
31.38,325,510,41.54054925,12166,37,-1.6854639053344727,5.720894813537598,-25.139673233032227,0.6521392464637756,2165,0.00020691380811147902
36.83,254,520,55.16603899,12943,50,-2.015094757080078,14.145668983459473,-32.34010314941406,0.5663979053497314,2942,0.00020691380811147902
44.42,206,530,73.27512236,13864,67,-2.389021396636963,4.522202014923096,-41.334983825683594,0.47970810532569885,3863,0.00020691380811147902
51.96,176,540,91.86857037000001,14817,84,-2.7899935245513916,5.6232008934021,-50.99666213989258,0.4019550681114197,4816,0.00020691380811147902
59.28,156,550,110.22615063,15777,100,-2.702026605606079,18.38129425048828,-57.32609939575195,0.3348747193813324,5776,0.00020691380811147902
66.99,141,560,130.13457447000002,16767,118,-3.523334264755249,7.8946852684021,-67.12284851074219,0.2781253755092621,6766,0.00020691380811147902
74.71,129,570,151.06029958999997,17792,137,-3.7237584590911865,10.826412200927734,-72.98324584960938,0.2294810563325882,7791,0.00020691380811147902
81.38,121,580,169.55733890999997,18822,155,-3.114215612411499,21.87030029296875,-80.93856811523438,0.19055844843387604,8821,0.00020691380811147902
86.48,114,590,184.83556027000003,19891,174,-2.735579252243042,14.609153747558594,-85.5799560546875,0.16035498678684235,9890,0.00020691380811147902
93.49,107,600,202.12730960000002,21036,195,-2.744983196258545,29.530595779418945,-95.00054931640625,0.13379959762096405,11035,0.00020691380811147902
99.96,102,610,218.41461484000004,22162,216,-1.800038456916809,16.482404708862305,-97.19379425048828,0.11332253366708755,12161,0.00020691380811147902
103.08,98,620,227.37316424,23251,235,-1.333016037940979,25.576366424560547,-105.64347839355469,0.09758161008358002,13250,0.00020691380811147902
104.19,95,630,230.96141915,24283,253,-1.374288558959961,33.281063079833984,-108.86851501464844,0.08628275990486145,14282,0.00020691380811147902
105.33,92,640,234.59660276,25350,273,-0.4983670115470886,41.367286682128906,-110.69657897949219,0.08288269490003586,15349,0.00020691380811147902
106.47,90,650,237.95154086,26424,292,0.3143694996833801,57.5673713684082,-112.01599884033203,0.08112326264381409,16423,0.00020691380811147902
107.59,87,660,240.50636437999998,27526,313,-0.5692356824874878,26.763011932373047,-118.78175354003906,0.08088526874780655,17525,0.00020691380811147902
108.72,85,670,242.75736906999998,28664,333,-0.5469681024551392,45.999595642089844,-119.01603698730469,0.07954734563827515,18663,0.00020691380811147902
110.77,83,680,245.70803738000004,29899,356,-0.9365863800048828,17.920833587646484,-125.62609100341797,0.07916324585676193,19898,0.00020691380811147902
115.36,81,690,250.82661245,31427,383,0.7840373516082764,28.397085189819336,-128.70132446289062,0.08795417100191116,21426,0.00020691380811147902
121.43,79,700,258.9962313,33179,415,-0.7577380537986755,18.82740020751953,-132.52127075195312,0.09099332988262177,23178,0.00020691380811147902
128.73,78,710,267.42746729000004,35035,447,0.7321012616157532,91.9327163696289,-140.35633850097656,0.10162251442670822,25034,0.00020691380811147902
134.26,76,720,274.78370621999994,36677,476,0.021090887486934662,20.112548828125,-143.70095825195312,0.10591421276330948,26676,0.00020691380811147902
137.7,75,730,280.36500192,38053,501,0.4416744112968445,16.084041595458984,-149.27133178710938,0.09854291379451752,28052,0.00020691380811147902
139.17,74,740,283.05952984,39267,524,-0.22706276178359985,16.684680938720703,-149.80880737304688,0.09476908296346664,29266,0.00020691380811147902
139.54,74,750,284.50612942,40378,545,-0.8404238224029541,8.648992538452148,-151.48812866210938,0.09288141131401062,30377,0.00020691380811147902
139.9,73,760,285.77180775,41516,565,0.19754694402217865,104.44509887695312,-154.62840270996094,0.08826092630624771,31515,0.00020691380811147902
139.95,72,770,286.37620794,42659,585,-0.5545772314071655,21.208158493041992,-144.40342712402344,0.08138182014226913,32658,0.00020691380811147902
139.08,72,780,286.31205117999997,43807,603,-0.48851278424263,20.589977264404297,-150.97006225585938,0.07573835551738739,33806,0.00020691380811147902
135.18,72,790,283.32896447999997,44945,620,0.9198035597801208,20.583656311035156,-144.17062377929688,0.0729532390832901,34944,0.00020691380811147902
129.13,72,800,276.24460351,46092,637,0.9232223033905029,28.171096801757812,-147.20127868652344,0.06932330131530762,36091,0.00020691380811147902
121.9,72,810,268.10680549999995,47225,655,0.4010604918003082,11.68265151977539,-147.66116333007812,0.06688258796930313,37224,0.00020691380811147902
117.06,71,820,262.64323062999995,48383,672,-0.19188901782035828,33.87736511230469,-146.81582641601562,0.06664090603590012,38382,0.00020691380811147902
115.3,71,830,262.23600547,49583,689,0.856499195098877,66.68795013427734,-139.00242614746094,0.06344863772392273,39582,0.00020691380811147902
