#{"t_start": 1692448392.8666952, "env_id": "CustomHopper-source-v0"}
r,l,t
8.097016,17,2.293924
22.171114,21,2.367994
11.040032,35,2.485101
25.768191,27,2.566115
36.738319,30,2.660283
11.448894,15,2.705933
7.767724,19,2.759645
14.956847,29,2.853432
21.606519,22,2.929733
12.122662,18,2.983733
10.70984,13,3.026919
11.527159,24,3.106708
13.714502,20,3.173177
8.918195,14,3.21584
8.50495,10,3.244865
3.574917,14,3.289251
11.230916,14,3.331431
9.362538,17,3.3982
9.480569,23,3.474113
13.626102,18,3.525185
13.94183,20,3.586015
9.476793,11,3.620453
29.353165,24,3.696757
11.043089,14,3.742504
5.162839,27,3.823159
8.525507,15,8.275056
2.136458,13,8.466628
13.134776,22,8.758624
20.690875,23,9.082639
6.855063,12,9.257232
44.293448,42,9.877166
5.941355,14,10.07839
13.658626,14,10.277203
5.441992,8,10.389794
19.601074,25,10.754922
15.450731,18,11.028044
25.463208,27,11.419682
9.224918,14,11.632196
10.56765,16,11.847806
12.619036,16,12.079833
22.519436,22,12.400806
16.708342,19,12.665304
23.066327,23,13.010536
94.584114,63,13.851931
91.521718,52,14.563605
122.467535,75,17.119616
36.2728,28,17.493681
55.548977,31,17.922011
55.853056,39,18.455857
56.687926,40,19.022653
66.448957,45,19.664582
61.077167,42,20.248239
27.914926,24,20.583174
89.7861,48,21.258992
77.657341,52,21.977031
49.69004,29,22.392402
45.896058,26,22.782833
48.978822,28,23.19774
56.037049,32,23.674929
52.836139,30,26.007709
50.778687,29,26.475635
48.652836,28,26.944041
56.594441,33,27.528467
48.350391,28,28.037574
58.262453,34,28.559979
73.18515,41,29.162737
154.638135,80,30.285318
165.172583,82,31.458835
67.256776,97,32.812683
283.715746,198,41.702749
49.546923,85,43.230885
226.388091,104,44.759796
226.008914,102,46.343433
7.612488,14,46.553477
232.778103,127,49.292727
211.650401,94,50.713193
222.321199,94,52.12273
201.59983,87,53.460527
211.262545,90,54.859971
178.876734,81,60.769303
174.3729,86,62.415183
161.915071,80,63.747852
175.367773,82,64.946565
171.184628,84,66.197341
157.119208,80,67.337092
170.146113,85,73.073509
163.560769,81,74.547137
165.33908,82,75.856462
171.649428,85,77.625041
162.859115,81,79.061356
166.580358,84,80.511478
170.182495,84,87.692717
172.571412,86,89.015172
49.109339,28,89.485309
163.664093,87,90.7519
158.992639,78,92.098552
153.627712,78,93.433917
151.63557,76,94.707291
153.477231,78,97.172852
159.636686,80,98.374822
156.672142,79,99.6184
164.625062,83,100.865421
180.254927,90,102.336656
156.669392,79,103.690084
173.60102,86,110.286839
165.023164,82,111.691369
