time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/learning_rate
34,12.12138,46960,2400,14.72,1367,1847,-11.407727241516113,-0.09208950400352478,0.9817054867744446,15.265442848205566,1e-05
34,12.108548,47180,2410,14.65,1367,1858,-10.977935791015625,-0.09272860735654831,0.981598436832428,13.408173561096191,1e-05
34,12.743963,47340,2420,15.02,1366,1866,-11.204103469848633,-0.09270879626274109,0.9815204739570618,12.258142471313477,1e-05
34,13.24319,47480,2430,15.21,1365,1873,-11.066156387329102,-0.09323082864284515,0.981452465057373,13.674924850463867,1e-05
34,13.132715,47680,2440,15.32,1365,1883,-11.733419418334961,-0.09384115040302277,0.9813553690910339,17.43743324279785,1e-05
35,13.001098,47840,2450,15.2,1364,1891,-11.290881156921387,-0.09447559714317322,0.9812777042388916,12.68124771118164,1e-05
35,12.513729,47980,2460,14.96,1364,1898,-11.338380813598633,-0.09429074823856354,0.9812096953392029,11.148470878601074,1e-05
35,14.297835,48140,2470,15.77,1363,1906,-11.626665115356445,-0.09534622728824615,0.9811320304870605,11.824691772460938,1e-05
35,13.92377,48240,2480,15.48,1363,1911,-11.670816421508789,-0.09404024481773376,0.9810834527015686,16.679000854492188,1e-05
35,14.033535,48440,2490,15.64,1363,1921,-11.613723754882812,-0.09590162336826324,0.9809863567352295,9.172927856445312,1e-05
35,14.640641,48580,2500,16.05,1360,1928,-11.781167984008789,-0.09555976837873459,0.9809182286262512,15.03884506225586,1e-05
35,14.750932,48700,2510,16.07,1358,1934,-11.596988677978516,-0.09604158252477646,0.9808599948883057,16.08275604248047,1e-05
35,14.365566,48820,2520,15.69,1356,1940,-11.622537612915039,-0.09607884287834167,0.9808017015457153,11.064997673034668,1e-05
36,13.574859,48940,2530,15.2,1355,1946,-11.998250007629395,-0.09700947999954224,0.9807434678077698,13.686836242675781,1e-05
36,13.331417,49080,2540,14.89,1354,1953,-11.791977882385254,-0.09668794274330139,0.9806755185127258,12.870365142822266,1e-05
36,13.467127,49200,2550,14.94,1354,1959,-11.801155090332031,-0.09709550440311432,0.9806172847747803,14.262094497680664,1e-05
36,13.277043,49380,2560,14.65,1352,1968,-11.920870780944824,-0.09733045846223831,0.98052978515625,15.567359924316406,1e-05
36,11.365819,49480,2570,13.8,1352,1973,-12.16203498840332,-0.09764759242534637,0.9804812073707581,13.600627899169922,1e-05
36,11.210564,49660,2580,13.74,1351,1982,-11.898019790649414,-0.09678471833467484,0.9803938269615173,15.625314712524414,1e-05
36,11.39886,49840,2590,13.71,1350,1991,-11.949488639831543,-0.09872281551361084,0.9803065061569214,11.80449104309082,1e-05
37,11.462831,49960,2600,13.96,1350,1997,-12.151458740234375,-0.09928397089242935,0.9802483320236206,13.631195068359375,1e-05
