time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/ep_len_mean,time/fps,train/n_updates,train/actor_loss,train/ent_coef_loss,train/ent_coef,train/critic_loss,train/learning_rate
18,15.553092,21440,990,19.97,1155,571,-4.310642719268799,-0.028934605419635773,0.9942928552627563,4.71721076965332,1e-05
18,14.892516,21660,1000,19.83,1157,582,-4.319335460662842,-0.02936415746808052,0.994183361530304,4.4604692459106445,1e-05
18,14.967299,21820,1010,19.74,1157,590,-4.288216590881348,-0.029854614287614822,0.9941036701202393,4.394556999206543,1e-05
19,14.568812,22060,1020,19.34,1158,602,-4.456430435180664,-0.030402231961488724,0.9939842224121094,4.493021011352539,1e-05
19,13.993052,22280,1030,19.01,1160,613,-4.448195457458496,-0.031035196036100388,0.9938746094703674,4.448497772216797,1e-05
19,15.111761,22500,1040,19.95,1158,624,-4.61317777633667,-0.03157338127493858,0.9937650561332703,4.649956226348877,1e-05
19,15.040092,22720,1050,19.92,1159,635,-4.665805816650391,-0.03225970268249512,0.9936554431915283,4.885429382324219,1e-05
19,15.839971,22940,1060,20.29,1158,646,-4.725661277770996,-0.03271137923002243,0.9935458898544312,4.627345085144043,1e-05
19,16.369673,23180,1070,20.59,1159,658,-4.776203632354736,-0.03318892791867256,0.9934265613555908,4.630095958709717,1e-05
20,16.862715,23360,1080,20.82,1160,667,-4.801804542541504,-0.03357956185936928,0.9933369755744934,4.622920036315918,1e-05
20,17.137823,23520,1090,20.59,1161,675,-4.701850414276123,-0.03415495157241821,0.9932572841644287,4.237774848937988,1e-05
20,17.923483,23760,1100,20.87,1161,687,-4.83983039855957,-0.03481817990541458,0.9931379556655884,4.466579914093018,1e-05
20,17.713886,23960,1110,20.85,1163,697,-5.038482666015625,-0.035337500274181366,0.9930384159088135,4.48173713684082,1e-05
20,17.966246,24120,1120,21.07,1164,705,-4.695287227630615,-0.03554457798600197,0.9929587841033936,4.523189067840576,1e-05
20,18.231867,24320,1130,20.98,1165,715,-5.040707588195801,-0.036198634654283524,0.9928592443466187,4.814342975616455,1e-05
21,17.391542,24500,1140,20.41,1166,724,-5.0182271003723145,-0.03652748838067055,0.9927696585655212,4.597085952758789,1e-05
21,17.429388,24780,1150,20.72,1167,738,-5.175845146179199,-0.03724139928817749,0.9926303625106812,4.461396217346191,1e-05
21,17.840199,24940,1160,21.15,1167,746,-5.252236366271973,-0.037477441132068634,0.9925508499145508,4.427031993865967,1e-05
21,16.835949,25120,1170,20.34,1168,755,-5.20904016494751,-0.03802240639925003,0.9924613237380981,4.780004024505615,1e-05
21,16.221933,25380,1180,19.71,1169,768,-5.218247413635254,-0.03872344642877579,0.9923322200775146,5.121588706970215,1e-05
21,16.056408,25540,1190,20.01,1170,776,-5.26793098449707,-0.0391542911529541,0.9922526478767395,4.401792526245117,1e-05
21,16.066473,25740,1200,20.29,1172,786,-5.350722312927246,-0.03970807045698166,0.9921532869338989,4.366941452026367,1e-05
22,16.229118,25940,1210,20.31,1172,796,-5.3131842613220215,-0.040142275393009186,0.9920539259910583,4.737971305847168,1e-05
22,16.63046,26220,1220,20.62,1173,810,-5.512994766235352,-0.04067951813340187,0.9919148683547974,5.544177055358887,1e-05
22,16.811987,26400,1230,20.53,1173,819,-5.4262614250183105,-0.04139232635498047,0.9918253421783447,4.986297607421875,1e-05
22,17.714308,26600,1240,21.07,1174,829,-5.645026206970215,-0.041800323873758316,0.9917259216308594,5.572676658630371,1e-05
22,17.556276,26780,1250,20.71,1174,838,-5.595442771911621,-0.04222613573074341,0.9916364550590515,5.288566589355469,1e-05
22,15.770308,26960,1260,19.48,1175,847,-5.611927032470703,-0.04266039654612541,0.9915470480918884,5.551918983459473,1e-05
23,16.499184,27180,1270,20.17,1176,858,-5.776457786560059,-0.04322537034749985,0.9914377927780151,5.001196384429932,1e-05
23,16.09415,27340,1280,20.03,1177,866,-5.761839866638184,-0.04396865516901016,0.9913583993911743,5.049713134765625,1e-05
23,15.997838,27600,1290,19.78,1178,879,-5.839618682861328,-0.04439789429306984,0.9912294745445251,5.549845218658447,1e-05
23,15.506458,27820,1300,19.66,1178,890,-5.905031204223633,-0.04518693685531616,0.9911202788352966,5.067814826965332,1e-05
23,16.652153,28020,1310,20.32,1178,900,-5.872797012329102,-0.04531179368495941,0.9910210371017456,5.236173629760742,1e-05
23,16.628094,28220,1320,20.37,1179,910,-6.056321144104004,-0.04611643776297569,0.9909219145774841,5.23030948638916,1e-05
24,15.725203,28380,1330,19.48,1180,918,-5.928263187408447,-0.04624765366315842,0.9908425807952881,4.995322227478027,1e-05
24,14.967975,28580,1340,19.0,1180,928,-6.230727195739746,-0.046793024986982346,0.9907433986663818,5.265820503234863,1e-05
24,14.876941,28740,1350,18.73,1181,936,-6.1622633934021,-0.04720137640833855,0.990664005279541,5.113552093505859,1e-05
24,16.43428,28940,1360,19.52,1180,946,-6.1404008865356445,-0.04791410267353058,0.9905647039413452,5.3737969398498535,1e-05
24,17.751616,29120,1370,19.92,1180,955,-6.272667407989502,-0.048221755772829056,0.9904754161834717,6.94548225402832,1e-05
24,17.989494,29300,1380,20.13,1180,964,-6.189947128295898,-0.04849876090884209,0.9903861284255981,5.209982872009277,1e-05
24,18.025127,29460,1390,19.84,1181,972,-6.192705154418945,-0.04894352704286575,0.9903069138526917,5.882673263549805,1e-05
25,17.417915,29680,1400,19.18,1181,983,-6.256040096282959,-0.049333080649375916,0.990198016166687,5.55696439743042,1e-05
25,16.707575,29880,1410,18.59,1182,993,-6.382967948913574,-0.049905888736248016,0.9900990128517151,6.350524425506592,1e-05
26,16.826984,30060,1420,18.53,1119,1002,-6.348649024963379,-0.05061374604701996,0.9900099635124207,5.102268695831299,1e-05
26,17.032625,30240,1430,18.96,1120,1011,-6.454549789428711,-0.051089465618133545,0.9899208545684814,6.179445266723633,1e-05
27,17.169151,30440,1440,19.23,1120,1021,-6.561322212219238,-0.0512612983584404,0.9898217916488647,5.49424934387207,1e-05
27,17.705338,30580,1450,19.45,1119,1028,-6.499156951904297,-0.0522923469543457,0.989752471446991,5.156692028045654,1e-05
27,16.570364,30760,1460,19.32,1116,1037,-6.765885353088379,-0.05196273326873779,0.989663302898407,7.36752462387085,1e-05
27,14.467489,30920,1470,18.03,1114,1045,-6.673901081085205,-0.05273871123790741,0.9895841479301453,5.497856140136719,1e-05
27,14.633617,31080,1480,17.89,1113,1053,-6.735940933227539,-0.05336076021194458,0.9895049929618835,5.294005393981934,1e-05
28,14.458575,31280,1490,17.89,1113,1063,-6.976691246032715,-0.0539674311876297,0.9894059896469116,6.843730926513672,1e-05
28,14.993906,31440,1500,18.34,1113,1071,-6.852241039276123,-0.0542336031794548,0.9893267750740051,6.3944220542907715,1e-05
28,13.861683,31600,1510,17.76,1114,1079,-6.855339050292969,-0.05479321628808975,0.9892476797103882,6.481439590454102,1e-05
28,13.535602,31780,1520,17.65,1114,1088,-6.841458320617676,-0.05491471290588379,0.989158570766449,5.922947883605957,1e-05
28,13.074864,32020,1530,17.27,1116,1100,-6.931194305419922,-0.05548005551099777,0.989039957523346,5.421548843383789,1e-05
28,13.9739,32180,1540,17.86,1116,1108,-6.993349075317383,-0.055825233459472656,0.9889608025550842,5.469367980957031,1e-05
29,14.076267,32440,1550,18.06,1117,1121,-7.131519794464111,-0.05655856430530548,0.9888322353363037,5.659995079040527,1e-05
29,14.101986,32620,1560,17.94,1118,1130,-6.9447407722473145,-0.056828297674655914,0.988743245601654,6.5828142166137695,1e-05
29,14.546628,32880,1570,18.24,1120,1143,-7.161184310913086,-0.057632215321063995,0.9886146783828735,7.2372894287109375,1e-05
29,15.053498,33120,1580,19.0,1121,1155,-7.251333713531494,-0.0580349899828434,0.9884960651397705,6.42262601852417,1e-05
29,15.772584,33360,1590,19.42,1123,1167,-7.356194496154785,-0.058741405606269836,0.9883775115013123,8.223125457763672,1e-05
29,15.604535,33520,1600,19.54,1123,1175,-7.382532596588135,-0.05933978036046028,0.9882984161376953,7.710076332092285,1e-05
29,16.605389,33720,1610,20.42,1124,1185,-7.7421979904174805,-0.05997061729431152,0.9881996512413025,6.017591953277588,1e-05
30,18.300745,33880,1620,21.05,1125,1193,-7.377120018005371,-0.06006673723459244,0.9881204962730408,6.374214172363281,1e-05
30,18.262451,34080,1630,21.03,1126,1203,-7.576901435852051,-0.060288429260253906,0.9880216717720032,5.2454447746276855,1e-05
30,17.54986,34220,1640,20.53,1127,1210,-7.565441131591797,-0.0612020343542099,0.987952470779419,7.166367530822754,1e-05
30,17.145973,34400,1650,20.47,1127,1219,-7.6348772048950195,-0.061672311276197433,0.9878636598587036,6.667896270751953,1e-05
30,17.165424,34640,1660,20.16,1128,1231,-7.853954315185547,-0.06180785968899727,0.9877452254295349,6.7212233543396,1e-05
30,17.377764,34880,1670,20.06,1129,1243,-7.828644275665283,-0.06309708952903748,0.9876269698143005,6.695075035095215,1e-05
30,16.98498,35040,1680,19.87,1130,1251,-7.67207670211792,-0.06300395727157593,0.9875479936599731,4.936267852783203,1e-05
31,17.733732,35220,1690,20.26,1131,1260,-7.954136371612549,-0.06340301036834717,0.9874593019485474,6.835634231567383,1e-05
31,17.353361,35300,1700,19.59,1131,1264,-8.0201416015625,-0.06344985961914062,0.987419843673706,6.474596977233887,1e-05
31,17.050888,35560,1710,19.37,1132,1277,-7.973820209503174,-0.06471334397792816,0.9872916340827942,6.686059951782227,1e-05
31,15.432932,35740,1720,18.73,1132,1286,-7.834310531616211,-0.06472031027078629,0.9872028231620789,7.661518096923828,1e-05
31,15.217988,35900,1730,18.35,1133,1294,-7.931937217712402,-0.06536076962947845,0.9871238470077515,7.2806477546691895,1e-05
31,15.249284,36100,1740,18.35,1134,1304,-7.998269081115723,-0.06555803120136261,0.987025260925293,8.877618789672852,1e-05
31,15.384007,36200,1750,18.28,1134,1309,-8.140944480895996,-0.06582628190517426,0.9869759678840637,6.6752777099609375,1e-05
32,15.106785,36400,1760,18.34,1135,1319,-8.165618896484375,-0.06616491079330444,0.98687744140625,7.392367362976074,1e-05
32,14.356021,36600,1770,17.98,1136,1329,-8.25693416595459,-0.06653283536434174,0.9867790341377258,7.93659782409668,1e-05
32,14.05635,36820,1780,17.69,1137,1340,-8.453367233276367,-0.0673481822013855,0.9866706728935242,9.425911903381348,1e-05
32,13.07809,36980,1790,17.37,1136,1348,-8.641266822814941,-0.06759266555309296,0.9865918755531311,8.504563331604004,1e-05
32,13.366228,37140,1800,17.42,1137,1356,-8.427395820617676,-0.06809043884277344,0.9865130186080933,10.489814758300781,1e-05
32,13.724449,37300,1810,17.63,1138,1364,-8.630434036254883,-0.0684460997581482,0.9864342212677002,10.26204776763916,1e-05
32,13.712852,37460,1820,17.64,1138,1372,-8.73593521118164,-0.0688459500670433,0.9863553643226624,5.866118907928467,1e-05
33,13.5645895,37660,1830,17.66,1138,1382,-8.65507698059082,-0.0694701224565506,0.9862569570541382,9.963824272155762,1e-05
33,13.147195,37860,1840,17.54,1139,1392,-8.658140182495117,-0.06920114159584045,0.9861584901809692,8.868833541870117,1e-05
33,12.999179,37980,1850,17.41,1139,1398,-8.779037475585938,-0.07073970884084702,0.9860994219779968,9.84316349029541,1e-05
33,12.849937,38120,1860,17.3,1139,1405,-8.801033973693848,-0.07014486193656921,0.9860305786132812,7.911581993103027,1e-05
33,13.231071,38340,1870,17.38,1140,1416,-8.611495971679688,-0.07106789946556091,0.9859224557876587,7.1248064041137695,1e-05
33,13.370483,38520,1880,17.51,1141,1425,-8.783021926879883,-0.07120317965745926,0.9858339428901672,7.8094162940979,1e-05
33,13.245894,38640,1890,17.25,1142,1431,-8.789175987243652,-0.0717649906873703,0.9857748746871948,8.980239868164062,1e-05
33,12.986948,38860,1900,17.28,1143,1442,-8.856925964355469,-0.07171004265546799,0.9856666922569275,8.986213684082031,1e-05
34,12.547068,39000,1910,16.91,1143,1449,-9.193216323852539,-0.0725683867931366,0.9855980277061462,8.4085693359375,1e-05
34,12.833141,39120,1920,16.97,1143,1455,-9.006925582885742,-0.07307641953229904,0.9855390787124634,10.277453422546387,1e-05
34,12.676393,39300,1930,16.72,1144,1464,-9.102055549621582,-0.07302921265363693,0.9854506254196167,8.74752426147461,1e-05
34,12.368889,39460,1940,16.46,1144,1472,-8.812397003173828,-0.07399927079677582,0.9853718876838684,7.020233154296875,1e-05
34,12.81323,39620,1950,16.67,1145,1480,-9.176185607910156,-0.07453986257314682,0.9852931499481201,9.830493927001953,1e-05
34,12.706587,39780,1960,16.25,1145,1488,-8.860044479370117,-0.07468801736831665,0.9852144718170166,7.6193928718566895,1e-05
34,12.579899,39920,1970,16.29,1146,1495,-9.168436050415039,-0.07577348500490189,0.9851455688476562,8.76328182220459,1e-05
35,12.365872,40080,1980,15.85,1118,1503,-9.314031600952148,-0.07551059871912003,0.9850670099258423,8.426169395446777,1e-05
35,12.401894,40280,1990,15.73,1118,1513,-9.420974731445312,-0.07538813352584839,0.984968900680542,9.915287971496582,1e-05
36,12.88142,40420,2000,16.08,1119,1520,-9.159221649169922,-0.07635128498077393,0.984900176525116,10.981033325195312,1e-05
36,12.778426,40580,2010,16.02,1120,1528,-9.365800857543945,-0.07721570879220963,0.9848216772079468,11.742072105407715,1e-05
36,12.502512,40720,2020,15.7,1121,1535,-9.42905044555664,-0.07710202783346176,0.9847529530525208,9.494172096252441,1e-05
36,12.326633,40900,2030,15.83,1121,1544,-9.654924392700195,-0.07763965427875519,0.9846646189689636,10.528353691101074,1e-05
36,12.52779,41040,2040,16.14,1121,1551,-9.275497436523438,-0.07771722972393036,0.9845958352088928,8.668811798095703,1e-05
36,12.081586,41180,2050,15.99,1122,1558,-9.412117004394531,-0.0775194838643074,0.9845271706581116,11.395074844360352,1e-05
36,11.731863,41340,2060,15.73,1123,1566,-9.475410461425781,-0.078425332903862,0.9844486713409424,11.654064178466797,1e-05
36,11.954687,41560,2070,16.0,1123,1577,-9.700525283813477,-0.0792931616306305,0.9843407273292542,8.565994262695312,1e-05
37,11.922948,41640,2080,15.89,1123,1581,-9.6207857131958,-0.07884279638528824,0.9843015670776367,8.424053192138672,1e-05
37,11.713488,41800,2090,15.76,1123,1589,-9.809835433959961,-0.07978059351444244,0.9842231273651123,11.0498628616333,1e-05
37,11.146196,42000,2100,15.36,1124,1599,-9.782696723937988,-0.07974100112915039,0.9841251373291016,11.663945198059082,1e-05
37,11.330021,42180,2110,15.24,1124,1608,-9.561107635498047,-0.0803307443857193,0.984036922454834,7.381877899169922,1e-05
37,11.189381,42320,2120,15.24,1125,1615,-9.905637741088867,-0.08067677915096283,0.9839683771133423,10.33484172821045,1e-05
37,12.079591,42520,2130,15.57,1125,1625,-9.827370643615723,-0.08032422512769699,0.9838705062866211,8.892276763916016,1e-05
37,13.377293,42720,2140,16.21,1126,1635,-9.980728149414062,-0.08240827172994614,0.9837724566459656,9.626680374145508,1e-05
38,13.695473,42900,2150,16.24,1126,1644,-9.795812606811523,-0.08233772218227386,0.983684241771698,8.576104164123535,1e-05
38,14.366973,43000,2160,16.83,1126,1649,-9.875312805175781,-0.08339569717645645,0.9836353063583374,9.02419662475586,1e-05
38,14.859036,43200,2170,17.03,1126,1659,-10.032110214233398,-0.08264625817537308,0.9835373759269714,11.864456176757812,1e-05
38,14.832838,43320,2180,17.03,1126,1665,-9.956428527832031,-0.08378797024488449,0.9834786653518677,12.802543640136719,1e-05
38,14.526675,43500,2190,16.79,1126,1674,-10.2332763671875,-0.08374612033367157,0.9833904504776001,12.44239616394043,1e-05
38,14.566017,43640,2200,16.67,1127,1681,-10.260221481323242,-0.0842837318778038,0.9833219647407532,7.676742076873779,1e-05
38,14.319115,43740,2210,16.5,1127,1686,-10.234333038330078,-0.08419415354728699,0.9832730889320374,13.308035850524902,1e-05
38,14.584926,43940,2220,16.68,1128,1696,-10.325666427612305,-0.08413691818714142,0.9831751585006714,10.622100830078125,1e-05
39,14.154398,44080,2230,16.41,1128,1703,-10.168800354003906,-0.08568930625915527,0.983106791973114,12.411296844482422,1e-05
39,13.071839,44280,2240,15.85,1128,1713,-10.428081512451172,-0.08508273959159851,0.9830090403556824,10.361391067504883,1e-05
39,13.022221,44420,2250,15.81,1128,1720,-10.355792045593262,-0.08575773239135742,0.9829407334327698,6.924790382385254,1e-05
39,12.535415,44560,2260,15.59,1128,1727,-10.254862785339355,-0.08601369708776474,0.9828724265098572,8.980396270751953,1e-05
39,11.9295,44740,2270,15.45,1129,1736,-10.427135467529297,-0.0869835764169693,0.9827845096588135,8.002817153930664,1e-05
39,11.674651,44960,2280,15.55,1130,1747,-10.333901405334473,-0.08755500614643097,0.9826770424842834,10.143526077270508,1e-05
39,11.7672615,45080,2290,15.7,1130,1753,-10.981748580932617,-0.08748611807823181,0.9826184511184692,14.517335891723633,1e-05
40,11.723162,45280,2300,15.93,1130,1763,-10.76856803894043,-0.08750411123037338,0.9825208187103271,8.070320129394531,1e-05
40,12.430099,45440,2310,16.28,1130,1771,-10.578206062316895,-0.08820480108261108,0.9824427366256714,10.205953598022461,1e-05
40,12.591355,45580,2320,16.4,1131,1778,-10.760091781616211,-0.08888914436101913,0.9823744893074036,13.486928939819336,1e-05
40,12.071641,45760,2330,16.12,1131,1787,-10.950615882873535,-0.08919679373502731,0.9822866320610046,9.205078125,1e-05
40,11.762296,45960,2340,15.79,1132,1797,-10.604472160339355,-0.09052380174398422,0.9821891188621521,8.796469688415527,1e-05
40,13.217367,46080,2350,16.56,1132,1803,-10.838177680969238,-0.08919232338666916,0.9821304678916931,12.829580307006836,1e-05
40,13.396329,46240,2360,16.37,1132,1811,-11.168777465820312,-0.08991311490535736,0.9820525050163269,15.354235649108887,1e-05
40,13.727805,46420,2370,16.57,1132,1820,-11.14062213897705,-0.09100620448589325,0.981964647769928,14.73768138885498,1e-05
41,13.913316,46500,2380,16.37,1133,1824,-10.789426803588867,-0.09115831553936005,0.9819256663322449,12.713117599487305,1e-05
41,13.84648,46640,2390,16.17,1133,1831,-11.40200138092041,-0.09042247384786606,0.9818574786186218,13.70107650756836,1e-05
41,13.871189,46780,2400,15.91,1133,1838,-11.094483375549316,-0.09205301105976105,0.9817892909049988,10.68337631225586,1e-05
41,12.625882,46940,2410,15.08,1134,1846,-10.916130065917969,-0.09251049160957336,0.9817114472389221,10.26557731628418,1e-05
41,12.418057,47100,2420,14.98,1134,1854,-10.924396514892578,-0.09195992350578308,0.9816334843635559,12.650718688964844,1e-05
41,12.4762,47260,2430,15.0,1135,1862,-11.137500762939453,-0.09224674850702286,0.9815556406974792,10.472984313964844,1e-05
