rollout/ep_rew_mean,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,train/critic_loss
19.142576,620,1617,8,22.28,13940,-6.304189205169678,-0.258891761302948,0.00026366508987303583,196,0.9498133659362793,0.46601641178131104
19.202286,630,1593,8,22.58,14120,-6.151280403137207,-0.27057698369026184,0.00026366508987303583,205,0.9475609064102173,0.7196565866470337
18.435137,640,1558,9,22.74,14420,-6.353339195251465,-0.29130470752716064,0.00026366508987303583,220,0.9438208937644958,0.46318960189819336
18.871777,650,1545,9,23.22,14560,-6.4072723388671875,-0.30129262804985046,0.00026366508987303583,227,0.942081093788147,0.53482586145401
19.057472,660,1513,9,23.01,14900,-6.445244789123535,-0.3232753872871399,0.00026366508987303583,244,0.9378687739372253,0.748672366142273
20.230375,670,1492,10,24.02,15200,-6.782198905944824,-0.3430998921394348,0.00026366508987303583,259,0.9341711401939392,0.7194535732269287
20.885448,680,1471,10,24.0,15580,-6.756171226501465,-0.3677287697792053,0.00026366508987303583,278,0.9295071959495544,0.5477837324142456
21.307575,690,1456,10,24.93,15840,-6.915650844573975,-0.38313254714012146,0.00026366508987303583,291,0.9263336658477783,0.6537398099899292
22.873262,700,1437,11,26.08,16140,-7.027397155761719,-0.4062597155570984,0.00026366508987303583,306,0.922685444355011,0.45892685651779175
24.617815,710,1428,11,26.85,16340,-7.061380386352539,-0.4152432382106781,0.00026366508987303583,316,0.9202591776847839,0.5667133331298828
25.970787,720,1419,11,27.28,16600,-7.040846824645996,-0.4353797137737274,0.00026366508987303583,329,0.9171189665794373,0.6819474697113037
26.223387,730,1396,12,27.54,17100,-7.510163307189941,-0.4671390652656555,0.00026366508987303583,354,0.9111157059669495,0.8838662505149841
27.739006,740,1385,12,28.07,17380,-7.64961576461792,-0.4875057339668274,0.00026366508987303583,368,0.9077703952789307,0.6157577037811279
29.560247,750,1367,12,28.9,17760,-7.71781063079834,-0.5119480490684509,0.00026366508987303583,387,0.9032480120658875,0.46409791707992554
31.241484,760,1355,13,30.13,18060,-7.824620246887207,-0.5231242179870605,0.00026366508987303583,402,0.8997001647949219,0.9451847076416016
32.16309,770,1348,13,31.17,18300,-8.137040138244629,-0.5453690886497498,0.00026366508987303583,414,0.8968746066093445,0.5407859086990356
33.661076,780,1338,13,32.3,18640,-8.206331253051758,-0.5631608366966248,0.00026366508987303583,431,0.8928849101066589,0.7171194553375244
33.852753,790,1326,14,32.14,19020,-8.113702774047852,-0.5936872959136963,0.00026366508987303583,450,0.8884565234184265,0.9465056657791138
31.141096,800,1321,14,30.81,19200,-8.50100326538086,-0.6036767959594727,0.00026366508987303583,459,0.8863623738288879,0.7444747686386108
31.893805,810,1310,15,31.67,19700,-8.64269733428955,-0.6309097409248352,0.00026366508987303583,484,0.8805742859840393,1.3957253694534302
32.008366,820,1303,15,32.02,20000,-8.936100006103516,-0.6486796736717224,0.00026366508987303583,499,0.8771238327026367,1.158639669418335
34.915127,830,1291,15,33.44,20380,-8.697181701660156,-0.6774334907531738,0.00026366508987303583,518,0.8727741837501526,1.48746919631958
32.950348,840,1280,16,32.65,20700,-8.895318031311035,-0.7041295766830444,0.00026366508987303583,534,0.8691272735595703,1.0016928911209106
32.90403,850,1274,16,33.52,21000,-8.948680877685547,-0.7205062508583069,0.00026366508987303583,549,0.8657156229019165,1.3760714530944824
33.745377,860,1265,16,34.55,21500,-9.451539993286133,-0.7480546236038208,0.00026366508987303583,574,0.8600947856903076,0.8249963521957397
34.82498,870,1259,17,34.81,21860,-9.574827194213867,-0.7723528146743774,0.00026366508987303583,592,0.8560670018196106,1.0802206993103027
35.943893,880,1249,17,35.66,22400,-9.913982391357422,-0.8076388835906982,0.00026366508987303583,619,0.8500613570213318,0.7839096784591675
38.94667,890,1239,18,37.41,22860,-9.945218086242676,-0.8409869074821472,0.00026366508987303583,642,0.8449963927268982,0.8099867105484009
39.93404,900,1231,18,38.83,23240,-10.172750473022461,-0.8529059886932373,0.00026366508987303583,661,0.8408372402191162,1.255356788635254
43.62176,910,1220,19,40.33,23840,-10.505558967590332,-0.8793177604675293,0.00026366508987303583,691,0.8343155384063721,1.5229194164276123
46.85173,920,1211,20,42.47,24300,-10.726256370544434,-0.9041655659675598,0.00026366508987303583,714,0.829363226890564,1.341468095779419
48.143063,930,1201,20,44.23,24940,-11.248464584350586,-0.969254732131958,0.00026366508987303583,746,0.8225193619728088,1.5977964401245117
50.92488,940,1192,21,45.67,25360,-11.325942993164062,-0.9869623184204102,0.00026366508987303583,767,0.8180549740791321,0.695014476776123
52.77911,950,1186,21,47.02,25860,-11.25976848602295,-0.999940812587738,0.00026366508987303583,792,0.8127880096435547,1.9719653129577637
56.172455,960,1177,22,48.22,26460,-12.022600173950195,-1.0528990030288696,0.00026366508987303583,822,0.8065314888954163,1.0358206033706665
58.03402,970,1168,23,48.66,27000,-12.446925163269043,-1.083713173866272,0.00026366508987303583,849,0.8009350895881653,1.4286534786224365
59.58829,980,1162,23,49.02,27500,-12.181528091430664,-1.092483639717102,0.00026366508987303583,874,0.7958146929740906,1.2657051086425781
60.891743,990,1152,24,50.26,28420,-13.118850708007812,-1.1501766443252563,0.00026366508987303583,920,0.786453366279602,0.7979081869125366
68.87757,1000,1148,25,53.67,28720,-13.03459358215332,-1.1914421319961548,0.00026366508987303583,935,0.7834367156028748,1.7729198932647705
71.22635,1010,1143,25,54.63,29340,-12.920770645141602,-1.1751022338867188,0.00026366508987303583,966,0.7772367596626282,1.061647653579712
73.2427,1020,1136,26,54.94,29900,-13.928966522216797,-1.2092596292495728,0.00026366508987303583,994,0.7716772556304932,5.179539680480957
75.89603,1030,1132,26,55.22,30580,-13.759653091430664,-1.2435487508773804,0.00026366508987303583,1028,0.7650188207626343,2.889805316925049
78.19954,1040,1129,27,56.39,31160,-14.030954360961914,-1.3214364051818848,0.00026366508987303583,1057,0.7593542337417603,2.407827138900757
85.09446,1050,1124,28,58.5,31880,-14.478140830993652,-1.332804560661316,0.00026366508987303583,1093,0.7523916959762573,5.048696517944336
85.8795,1060,1120,29,58.65,32640,-14.564621925354004,-1.377225637435913,0.00026366508987303583,1131,0.7451642751693726,4.480100631713867
87.761894,1070,1116,29,59.77,33220,-15.325241088867188,-1.43463933467865,0.00026366508987303583,1160,0.7397026419639587,2.6604833602905273
92.87986,1080,1112,30,62.41,34120,-16.225584030151367,-1.4747878313064575,0.00026366508987303583,1205,0.7312673926353455,1.7338507175445557
97.42362,1090,1109,31,64.34,34600,-16.134361267089844,-1.4860508441925049,0.00026366508987303583,1229,0.7268311381340027,2.7459638118743896
97.70114,1100,1106,32,64.15,35440,-16.351518630981445,-1.533998966217041,0.00026366508987303583,1271,0.7191607356071472,1.862905740737915
101.69708,1110,1103,32,66.07,35980,-17.144535064697266,-1.5688049793243408,0.00026366508987303583,1298,0.7142545580863953,3.1175484657287598
105.32752,1120,1099,33,67.17,36660,-17.58022689819336,-1.6048619747161865,0.00026366508987303583,1332,0.7081656455993652,3.4227609634399414
108.93649,1130,1095,34,68.33,37520,-17.698213577270508,-1.6336734294891357,0.00026366508987303583,1375,0.7005212306976318,3.313796043395996
114.87608,1140,1091,35,69.69,38360,-18.15581512451172,-1.6567630767822266,0.00026366508987303583,1417,0.6932128071784973,2.9306302070617676
118.51565,1150,1088,35,70.69,38900,-18.78928565979004,-1.6994061470031738,0.00026366508987303583,1444,0.6885275840759277,3.101673126220703
127.50802,1160,1084,37,74.15,40140,-19.183917999267578,-1.7906454801559448,0.00026366508987303583,1506,0.6779013872146606,3.9761850833892822
137.04982,1170,1081,37,77.04,40840,-19.814146041870117,-1.7429869174957275,0.00026366508987303583,1541,0.6720001697540283,5.031009674072266
143.96957,1180,1076,38,78.71,41640,-20.13408660888672,-1.8137816190719604,0.00026366508987303583,1581,0.6653734445571899,3.6427252292633057
150.92313,1190,1071,39,79.84,42600,-21.15670394897461,-1.8575785160064697,0.00026366508987303583,1629,0.6574956178665161,7.256072044372559
156.9832,1200,1068,40,81.0,43500,-21.689132690429688,-1.8576381206512451,0.00026366508987303583,1674,0.6502717137336731,5.6769490242004395
163.17816,1210,1066,41,82.24,44380,-21.833890914916992,-1.89528489112854,0.00026366508987303583,1718,0.6432417035102844,4.369833946228027
170.28738,1220,1063,42,84.55,45180,-22.567516326904297,-2.0187668800354004,0.00026366508987303583,1758,0.6369864344596863,8.590080261230469
177.04703,1230,1058,43,86.44,46200,-23.190570831298828,-2.0255751609802246,0.00026366508987303583,1809,0.6290460228919983,5.088288307189941
181.88739,1240,1056,44,88.08,46920,-23.481740951538086,-2.1092188358306885,0.00026366508987303583,1845,0.6235442757606506,3.9369258880615234
184.99513,1250,1052,45,88.71,47940,-24.042091369628906,-2.046825885772705,0.00026366508987303583,1896,0.6157687902450562,5.613591194152832
185.02896,1260,1049,46,88.24,48760,-24.991796493530273,-2.125253200531006,0.00026366508987303583,1937,0.6096369028091431,8.460861206054688
186.34131,1270,1046,47,88.68,49660,-25.031112670898438,-2.1965150833129883,0.00026366508987303583,1982,0.6030064225196838,5.514108657836914
