rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/n_updates
22.05,770,16600,520,19.8903,31,0.0001,0.9676864743232727,-0.16576048731803894,1.265516757965088,-7.0438690185546875,329
22.02,780,16820,523,20.07334,32,0.0001,0.9666234254837036,-0.17149755358695984,1.081366777420044,-7.071830749511719,340
22.02,790,17060,526,20.10101,32,0.0001,0.9654641151428223,-0.1765563189983368,1.1658198833465576,-7.252665042877197,352
22.79,800,17300,530,21.00737,32,0.0001,0.9643067121505737,-0.18257173895835876,1.1605918407440186,-7.223015785217285,364
22.28,810,17620,533,20.837883,33,0.0001,0.9627661108970642,-0.19023285806179047,1.083136796951294,-7.556005954742432,380
20.6,820,17820,535,17.709217,33,0.0001,0.9618053436279297,-0.19542443752288818,1.1736600399017334,-7.39739990234375,390
21.81,830,18220,540,20.245829,33,0.0001,0.9598873257637024,-0.2064092606306076,1.0290782451629639,-7.721128940582275,410
22.63,840,18380,542,21.211271,33,0.0001,0.9591206312179565,-0.20932398736476898,1.2977418899536133,-7.890048980712891,418
22.88,850,18640,545,21.879185,34,0.0001,0.9578759670257568,-0.21486400067806244,1.812469720840454,-7.871177673339844,431
23.24,860,18880,548,22.510761,34,0.0001,0.9567325115203857,-0.22119241952896118,1.0668532848358154,-7.948599815368652,443
24.13,870,19160,551,23.909042,34,0.0001,0.9553990960121155,-0.23019620776176453,1.8450826406478882,-8.114908218383789,457
25.97,880,19440,554,26.996277,35,0.0001,0.954066812992096,-0.23684778809547424,1.5322563648223877,-8.309309005737305,471
26.04,890,19660,556,26.9846,35,0.0001,0.953021228313446,-0.24166029691696167,1.6033118963241577,-8.405721664428711,482
25.95,900,19960,559,27.100525,35,0.0001,0.9515998959541321,-0.25045257806777954,1.6631172895431519,-8.621033668518066,497
26.62,910,20180,495,27.895012,40,0.0001,0.9505587816238403,-0.2554815113544464,1.120089054107666,-8.632983207702637,508
27.02,920,20340,496,28.471352,40,0.0001,0.9498022794723511,-0.25595852732658386,1.8404920101165771,-8.921642303466797,516
25.68,930,20680,500,26.312603,41,0.0001,0.9481978416442871,-0.26575276255607605,1.042164921760559,-8.88270378112793,533
25.93,940,20940,502,27.066093,41,0.0001,0.9469733238220215,-0.2735021114349365,1.379255771636963,-9.221368789672852,546
26.27,950,21340,507,27.9978,42,0.0001,0.9450963139533997,-0.27888888120651245,2.2637176513671875,-9.309904098510742,566
27.03,960,21660,511,28.434834,42,0.0001,0.9435995817184448,-0.28820109367370605,1.8539459705352783,-9.595632553100586,582
27.44,970,21860,513,28.586208,42,0.0001,0.9426665902137756,-0.2957632541656494,2.0416390895843506,-9.796496391296387,592
26.95,980,22320,518,26.60886,43,0.0001,0.9405232667922974,-0.30112895369529724,1.456897258758545,-9.731027603149414,615
28.15,990,22600,521,28.343287,43,0.0001,0.9392216801643372,-0.3117392957210541,1.8843930959701538,-9.868785858154297,629
28.72,1000,22960,524,29.611534,43,0.0001,0.937553882598877,-0.3174503743648529,2.2475178241729736,-10.137876510620117,647
30.07,1010,23280,527,31.124817,44,0.0001,0.9360712766647339,-0.3255476951599121,1.6022919416427612,-10.033044815063477,663
30.91,1020,23640,531,33.19531,44,0.0001,0.9344092607498169,-0.3321067690849304,2.6156396865844727,-10.24989128112793,681
32.41,1030,24100,535,35.0634,44,0.0001,0.9322953820228577,-0.34553784132003784,1.3564894199371338,-10.96884822845459,704
32.88,1040,24400,538,35.852917,45,0.0001,0.9309181571006775,-0.35173121094703674,2.8331193923950195,-11.098371505737305,719
33.69,1050,24780,541,37.26382,45,0.0001,0.9291794300079346,-0.35824713110923767,2.3581552505493164,-11.219690322875977,738
34.75,1060,25200,545,39.581905,46,0.0001,0.9272631406784058,-0.36685630679130554,2.077730417251587,-11.091968536376953,759
35.67,1070,25580,549,41.606552,46,0.0001,0.9255425930023193,-0.38066908717155457,1.7215325832366943,-11.650333404541016,778
36.14,1080,25960,551,44.324425,47,0.0001,0.9238200783729553,-0.38922545313835144,2.5470595359802246,-11.835561752319336,797
36.28,1090,26200,553,46.103672,47,0.0001,0.9227359890937805,-0.397185742855072,2.613184928894043,-11.709312438964844,809
37.02,1100,26460,554,46.492985,47,0.0001,0.9215649962425232,-0.4024384915828705,2.969085931777954,-11.89130973815918,822
35.82,1110,26760,556,45.32992,48,0.0001,0.9202113747596741,-0.40244823694229126,1.7895736694335938,-12.564752578735352,837
35.95,1120,27200,560,44.02691,48,0.0001,0.9182344079017639,-0.41692915558815,1.4984381198883057,-12.381864547729492,859
36.35,1130,27620,563,45.255547,49,0.0001,0.916362464427948,-0.42506274580955505,3.2796518802642822,-12.88559341430664,880
36.51,1140,28020,567,45.972828,49,0.0001,0.9145775437355042,-0.43368905782699585,3.916868209838867,-12.860000610351562,900
36.73,1150,28540,571,45.37,49,0.0001,0.9122657775878906,-0.4424492120742798,2.8547191619873047,-13.440052032470703,926
37.01,1160,28980,574,46.514107,50,0.0001,0.9103119969367981,-0.4467228651046753,2.61383056640625,-13.403159141540527,948
38.33,1170,29640,579,47.821346,51,0.0001,0.9073995351791382,-0.47606360912323,3.519132614135742,-14.030688285827637,981
38.6,1180,30140,556,48.40059,54,0.0001,0.905203640460968,-0.46834036707878113,2.375805616378784,-14.038683891296387,1006
40.17,1190,30660,560,50.667282,54,0.0001,0.9029309749603271,-0.4823761582374573,4.14643669128418,-14.42463493347168,1032
42.51,1200,31220,564,54.74082,55,0.0001,0.9004862308502197,-0.49914300441741943,4.904355049133301,-14.421836853027344,1060
46.36,1210,31720,567,60.031895,55,0.0001,0.8983182311058044,-0.5108461380004883,6.902329444885254,-14.706840515136719,1085
47.49,1220,32060,569,63.77393,56,0.0001,0.8968508839607239,-0.5106490850448608,2.115657329559326,-15.452287673950195,1102
47.97,1230,32860,575,63.70076,57,0.0001,0.8933993577957153,-0.5372319221496582,6.1904401779174805,-15.766853332519531,1142
49.91,1240,33260,577,66.4844,57,0.0001,0.8916813135147095,-0.5447574257850647,10.825450897216797,-15.952116966247559,1162
52.81,1250,33900,580,70.44228,58,0.0001,0.8889355659484863,-0.5543496608734131,5.196922779083252,-16.43917465209961,1194
53.16,1260,34160,581,70.630486,58,0.0001,0.8878246545791626,-0.5498874187469482,3.324491500854492,-16.40945816040039,1207
53.11,1270,34720,585,71.26639,59,0.0001,0.8854366540908813,-0.5765277147293091,3.7938685417175293,-16.831106185913086,1235
53.51,1280,35160,587,71.81971,59,0.0001,0.883568525314331,-0.576422929763794,3.6048130989074707,-16.637592315673828,1257
51.46,1290,35640,590,68.16641,60,0.0001,0.8815327882766724,-0.5901185274124146,8.262716293334961,-17.45724868774414,1281
50.81,1300,36120,593,68.675446,60,0.0001,0.8795027136802673,-0.6002949476242065,2.2601256370544434,-17.74616241455078,1305
49.42,1310,36400,595,68.229164,61,0.0001,0.878319263458252,-0.6100672483444214,3.588880777359009,-17.889854431152344,1319
48.79,1320,36800,597,66.303246,61,0.0001,0.8766453266143799,-0.615568220615387,6.6838603019714355,-18.56275749206543,1339
48.75,1330,37280,601,67.634544,61,0.0001,0.874629557132721,-0.6288042664527893,5.082851886749268,-17.969730377197266,1363
46.64,1340,37640,603,65.81198,62,0.0001,0.8731229901313782,-0.6267027258872986,10.101846694946289,-18.530567169189453,1381
43.71,1350,37980,605,64.16685,62,0.0001,0.8717042803764343,-0.632695198059082,7.414670944213867,-18.572336196899414,1398
42.42,1360,38440,608,63.65479,63,0.0001,0.8697957992553711,-0.6451711654663086,4.316182613372803,-18.947643280029297,1421
41.18,1370,38900,611,63.051483,63,0.0001,0.8678882122039795,-0.6521173715591431,4.655215263366699,-19.425792694091797,1444
41.4,1380,39420,614,63.90791,64,0.0001,0.8657322525978088,-0.6736173629760742,4.316521644592285,-19.684627532958984,1470
43.24,1390,39960,616,67.22985,64,0.0001,0.8634989857673645,-0.6852970719337463,3.511507749557495,-19.93954849243164,1497
44.07,1400,40340,591,69.133286,68,0.0001,0.8619269728660583,-0.6864678859710693,10.568599700927734,-20.222660064697266,1516
42.84,1410,40720,593,68.65757,68,0.0001,0.8603652119636536,-0.6990794539451599,3.829754114151001,-19.82857322692871,1535
42.66,1420,41100,595,70.36269,69,0.0001,0.8588044047355652,-0.6929822564125061,9.111331939697266,-20.53790283203125,1554
42.67,1430,41720,599,70.79963,69,0.0001,0.8562650084495544,-0.712386965751648,7.385645866394043,-20.69293975830078,1585
43.44,1440,42160,601,72.248024,70,0.0001,0.8544679284095764,-0.705498218536377,8.21188735961914,-20.91482162475586,1607
45.29,1450,42620,603,76.34298,70,0.0001,0.8526068329811096,-0.7302812337875366,10.216115951538086,-21.5975341796875,1630
46.2,1460,43220,606,78.06725,71,0.0001,0.8501696586608887,-0.7319431900978088,12.264892578125,-21.795820236206055,1660
47.56,1470,43640,608,80.667046,71,0.0001,0.8484718203544617,-0.7336912751197815,13.908391952514648,-22.071346282958984,1681
48.29,1480,44160,610,83.88335,72,0.0001,0.8463757038116455,-0.7624974846839905,3.7005183696746826,-22.093669891357422,1707
47.75,1490,44620,613,84.2815,72,0.0001,0.8445243835449219,-0.7546137571334839,9.042333602905273,-22.56897735595703,1730
46.21,1500,45120,616,82.83181,73,0.0001,0.8425266146659851,-0.7658542990684509,14.800973892211914,-23.397314071655273,1755
47.38,1510,45700,618,85.288284,73,0.0001,0.8402000069618225,-0.7826834917068481,7.554208755493164,-23.121999740600586,1784
48.57,1520,46420,621,88.41897,74,0.0001,0.8373066782951355,-0.8044714331626892,10.398141860961914,-24.055362701416016,1820
52.3,1530,47120,625,98.11028,75,0.0001,0.8345046043395996,-0.806323766708374,5.058369159698486,-24.264816284179688,1855
55.11,1540,47720,628,105.14749,75,0.0001,0.8321226239204407,-0.8223832845687866,5.502840042114258,-24.50234603881836,1885
56.59,1550,48500,632,109.30351,76,0.0001,0.8290307521820068,-0.8239940404891968,9.581575393676758,-25.200674057006836,1924
59.38,1560,49260,636,116.7837,77,0.0001,0.8260441422462463,-0.8411200642585754,9.79383373260498,-25.40041160583496,1962
