rollout/ep_len_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/n_updates
32.99,1050,24260,1151,34.874844,21,0.0001,0.9315223097801208,-0.3510650396347046,2.627295732498169,-11.191679000854492,712
33.34,1060,24700,1139,35.308273,21,0.0001,0.9295039772987366,-0.3606465458869934,3.559329032897949,-11.021743774414062,734
34.99,1070,25080,1126,38.665966,22,0.0001,0.9277681112289429,-0.3650432527065277,2.6087818145751953,-11.682341575622559,753
35.72,1080,25440,1115,39.052773,22,0.0001,0.9261292219161987,-0.37648439407348633,4.09031343460083,-11.43571662902832,771
34.59,1090,25780,1107,36.754047,23,0.0001,0.9245859384536743,-0.3878369629383087,4.466492652893066,-11.740030288696289,788
35.93,1100,26280,1101,38.969322,23,0.0001,0.922317624092102,-0.40204763412475586,1.977098822593689,-12.116397857666016,813
36.11,1110,26480,1098,40.038094,24,0.0001,0.9214115142822266,-0.40088263154029846,2.133847236633301,-11.97110366821289,823
37.16,1120,26900,1093,43.02119,24,0.0001,0.9195150136947632,-0.41178572177886963,2.543771266937256,-12.487996101379395,844
37.59,1130,27400,1087,42.3312,25,0.0001,0.9172646403312683,-0.4161883592605591,4.1094770431518555,-12.778361320495605,869
36.34,1140,27820,1083,40.658985,25,0.0001,0.9153808951377869,-0.4243806004524231,2.7620840072631836,-13.068239212036133,890
38.62,1150,28260,1079,43.602257,26,0.0001,0.9134138822555542,-0.4400022029876709,1.3175740242004395,-12.939536094665527,912
39.81,1160,28840,1072,46.76508,26,0.0001,0.9108306169509888,-0.4540889859199524,1.5521879196166992,-13.218685150146484,941
40.44,1170,29400,1067,47.362946,27,0.0001,0.9083479642868042,-0.4652116000652313,2.525841236114502,-13.98529052734375,969
42.27,1180,29680,1065,48.996185,27,0.0001,0.9071120619773865,-0.4684308171272278,5.494528770446777,-13.734241485595703,983
43.46,1190,30300,1062,51.36272,28,0.0001,0.9043835401535034,-0.49229687452316284,4.363614082336426,-14.325074195861816,1014
45.12,1200,31040,1052,53.793358,29,0.0001,0.9011267423629761,-0.5032106637954712,3.59125018119812,-14.38613224029541,1051
46.71,1210,31380,1052,56.504604,29,0.0001,0.8996344804763794,-0.4999231696128845,2.8287692070007324,-14.553633689880371,1068
47.01,1220,31940,1053,56.35428,30,0.0001,0.8971931338310242,-0.5062711238861084,2.799138069152832,-14.776479721069336,1096
48.92,1230,32620,1055,59.718437,30,0.0001,0.8942388296127319,-0.5341166257858276,3.37859845161438,-15.14084243774414,1130
50.84,1240,33200,1055,62.402905,31,0.0001,0.8917329907417297,-0.538607656955719,4.4041547775268555,-15.397943496704102,1159
51.67,1250,33740,1052,64.36871,32,0.0001,0.8894233703613281,-0.5520075559616089,2.6044552326202393,-15.710926055908203,1186
54.69,1260,34280,1056,67.49834,32,0.0001,0.8871166706085205,-0.5645366907119751,3.617157220840454,-15.982576370239258,1213
54.8,1270,34860,1058,68.475395,32,0.0001,0.8846327066421509,-0.585938572883606,5.170105934143066,-16.984031677246094,1242
54.24,1280,35220,1057,69.79533,33,0.0001,0.88309246301651,-0.5941644906997681,2.01566219329834,-16.496334075927734,1260
55.35,1290,35820,1060,71.19955,33,0.0001,0.8805299401283264,-0.6028640866279602,3.462035655975342,-16.562843322753906,1290
55.38,1300,36340,1061,72.58497,34,0.0001,0.8783192038536072,-0.6067074537277222,5.03104829788208,-17.325368881225586,1316
54.88,1310,36820,1063,71.44673,34,0.0001,0.8763030767440796,-0.6216259002685547,5.196802139282227,-18.121814727783203,1340
56.23,1320,37580,1061,74.73634,35,0.0001,0.8730993866920471,-0.6351127028465271,2.580214262008667,-18.29650115966797,1378
55.36,1330,38180,1061,75.25255,35,0.0001,0.8705771565437317,-0.6522685289382935,6.366998672485352,-18.896129608154297,1408
55.78,1340,38780,1059,76.62967,36,0.0001,0.8680659532546997,-0.658593475818634,2.910191297531128,-18.72300910949707,1438
57.26,1350,39260,1057,77.193756,37,0.0001,0.8660588264465332,-0.6837178468704224,2.831230878829956,-19.372438430786133,1462
54.19,1360,40000,1054,76.17784,37,0.0001,0.8629845976829529,-0.6823877692222595,6.333218574523926,-19.67646598815918,1499
55.05,1370,40520,1050,77.41733,38,0.0001,0.8608347773551941,-0.6869328022003174,7.103111267089844,-19.923259735107422,1525
56.79,1380,40980,1048,78.65436,39,0.0001,0.8589375615119934,-0.705029308795929,8.183113098144531,-19.998119354248047,1548
56.16,1390,41640,1050,79.47497,39,0.0001,0.8562277555465698,-0.7181419134140015,9.44527530670166,-20.510412216186523,1581
55.66,1400,42100,1051,79.55397,40,0.0001,0.8543340563774109,-0.7351983785629272,6.877682209014893,-20.749420166015625,1604
57.18,1410,42580,1052,84.03944,40,0.0001,0.8523610830307007,-0.7335174083709717,8.834678649902344,-20.7811279296875,1628
56.82,1420,43260,1053,83.1218,41,0.0001,0.8495875597000122,-0.7437757253646851,10.561429977416992,-21.038467407226562,1662
58.18,1430,43800,1052,86.258415,41,0.0001,0.8473864197731018,-0.7715514898300171,5.476325035095215,-21.88396453857422,1689
58.26,1440,44360,1053,89.19056,42,0.0001,0.8451051712036133,-0.7590442895889282,3.1061294078826904,-22.049846649169922,1717
57.61,1450,44980,1054,91.6179,42,0.0001,0.8425944447517395,-0.7803468704223633,5.385348796844482,-21.879451751708984,1748
58.65,1460,45620,1056,93.963585,43,0.0001,0.840012788772583,-0.7903361916542053,8.548957824707031,-22.315662384033203,1780
58.27,1470,46260,1058,94.85264,43,0.0001,0.8374472260475159,-0.821794867515564,10.841227531433105,-23.228750228881836,1812
59.51,1480,47100,1062,102.07904,44,0.0001,0.8340712189674377,-0.8550683856010437,21.46120834350586,-23.59957504272461,1854
61.6,1490,47680,1064,108.33086,44,0.0001,0.8317488431930542,-0.8356972932815552,5.124828815460205,-23.698450088500977,1883
62.78,1500,48400,1067,111.90378,45,0.0001,0.8288881182670593,-0.8381863832473755,10.778741836547852,-24.08759307861328,1919
63.37,1510,49140,1069,116.17685,45,0.0001,0.8259700536727905,-0.8643003106117249,4.379152297973633,-25.587909698486328,1956
64.91,1520,49840,1072,121.19117,46,0.0001,0.8232085704803467,-0.8858834505081177,15.566391944885254,-25.533193588256836,1991
