#{"t_start": 1692378887.9873726, "env_id": "CustomHopper-target-v0"}
r,l,t
33.645277,33,0.128656
17.713772,20,0.137251
13.050857,15,0.142244
8.773761,14,0.146874
12.900783,14,0.154289
6.961019,12,0.158544
11.638674,14,0.166285
18.852306,29,0.177422
12.669865,15,0.186571
6.518719,13,0.192022
5.724971,12,0.198622
8.545248,18,0.207203
14.242508,27,0.216835
30.773835,26,0.226655
29.037683,28,0.239594
63.355882,73,0.279487
8.28394,11,0.283866
21.095312,29,0.292687
7.584212,11,0.296452
8.466009,13,0.300834
18.244911,19,0.3072
19.06817,19,0.312957
31.390753,40,0.324225
38.908481,29,0.349549
25.167663,29,0.360233
20.626768,22,0.367178
7.943185,12,0.371331
9.549441,13,0.375267
22.570918,34,0.387192
5.388184,8,0.39132
9.909884,12,0.397509
18.557384,20,0.403236
11.531339,34,0.414942
9.674123,13,0.419045
9.830724,15,0.423531
36.705077,30,0.437215
20.889382,20,0.443858
80.464836,65,0.469969
8.029895,14,0.478996
14.258036,17,0.486026
173.187653,104,0.51312
10.887659,14,0.517322
36.406476,40,0.532728
12.930178,20,0.541012
19.586338,21,0.554557
8.708268,13,0.561566
12.870088,19,0.583481
87.136354,57,0.598489
22.126565,23,0.611326
10.340125,15,0.615974
12.563205,20,0.633423
36.193561,33,0.642543
14.146959,24,0.649295
8.985198,12,0.658094
5.703501,8,0.667943
9.752757,13,0.682622
14.518614,17,0.687905
54.41201,48,0.699857
14.796936,28,0.714491
13.228192,15,0.719269
8.959566,11,0.723639
8.178887,11,0.727088
9.42511,14,0.731088
11.697241,21,0.739415
12.993666,28,0.747329
33.299487,34,0.764811
29.218532,28,0.772569
11.30708,14,0.777084
34.449941,31,0.794342
15.102705,22,0.800605
13.410374,23,0.811673
13.520021,16,0.816996
15.803114,21,0.822827
8.998558,14,0.835907
9.233201,14,0.841548
10.703058,21,0.848006
22.814676,28,0.855807
22.605214,24,0.862797
7.963395,16,0.885022
7.165008,11,0.888846
9.618808,12,0.893367
8.032286,21,0.899423
15.079886,15,0.903444
13.562351,15,0.90799
10.221002,17,0.913905
10.108725,14,0.918843
40.688019,42,0.930028
9.252897,14,0.934507
9.291115,15,0.940495
10.151096,32,0.951671
4.558843,9,0.956762
11.820227,14,0.961635
6.312398,12,0.966016
11.416644,20,0.979825
16.184053,18,0.986087
17.371162,18,0.993213
14.909695,16,0.999466
13.246721,21,1.005354
27.541117,37,1.018743
11.298942,14,1.023605
14.803986,21,1.031153
