time/fps,time/total_timesteps,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/critic_loss,train/ent_coef,train/n_updates
1513,15880,710,20.761824,24.55,10,-6.9189605712890625,-0.31878724694252014,0.00021544346900318823,0.7598403692245483,0.938969075679779,293
1494,16100,720,21.404821,24.44,10,-6.918745994567871,-0.32821518182754517,0.00021544346900318823,1.0342841148376465,0.9367486238479614,304
1478,16380,730,21.071783,24.04,11,-7.024966716766357,-0.34238019585609436,0.00021544346900318823,1.1251647472381592,0.933929979801178,318
1462,16580,740,24.501637,25.64,11,-7.223535060882568,-0.35538771748542786,0.00021544346900318823,0.7218239903450012,0.9319244623184204,328
1445,16840,750,23.379072,24.87,11,-7.425906658172607,-0.36804133653640747,0.00021544346900318823,0.8472448587417603,0.9293256998062134,341
1428,17140,760,23.137539,24.7,12,-7.41943359375,-0.386626660823822,0.00021544346900318823,0.7287903428077698,0.9263375401496887,356
1416,17420,770,23.66444,25.31,12,-7.64924430847168,-0.39797258377075195,0.00021544346900318823,0.9845525026321411,0.9235548377037048,370
1400,17780,780,24.898432,25.44,12,-7.796862602233887,-0.4167350232601166,0.00021544346900318823,0.5373886823654175,0.9199883937835693,388
1393,17900,790,24.449835,25.33,12,-7.803918838500977,-0.42383715510368347,0.00021544346900318823,1.0082204341888428,0.9188035130500793,394
1369,18300,800,24.754688,25.32,13,-8.105254173278809,-0.44624245166778564,0.00021544346900318823,1.1740195751190186,0.9148723483085632,414
1350,18620,810,27.681429,27.42,13,-8.036081314086914,-0.4612739384174347,0.00021544346900318823,0.5141876935958862,0.9117351174354553,430
1335,18940,820,28.565048,27.79,14,-8.365734100341797,-0.4799502193927765,0.00021544346900318823,1.3803316354751587,0.9086198806762695,446
1324,19280,830,31.452682,29.39,14,-8.311633110046387,-0.49389979243278503,0.00021544346900318823,0.8683525323867798,0.9053139090538025,463
1310,19640,840,29.557312,28.62,14,-8.594535827636719,-0.5125150680541992,0.00021544346900318823,0.8742746710777283,0.9018322229385376,481
1301,19900,850,31.233599,30.25,15,-8.661260604858398,-0.5315821170806885,0.00021544346900318823,0.639436662197113,0.8993271589279175,494
1290,20180,860,31.802107,30.44,15,-9.016032218933105,-0.5472298264503479,0.00021544346900318823,1.2071260213851929,0.8966348171234131,508
1282,20420,870,32.242924,30.47,15,-9.095956802368164,-0.5656368732452393,0.00021544346900318823,0.9288214445114136,0.8943338990211487,520
1273,20720,880,31.33207,30.29,16,-9.221647262573242,-0.5714830160140991,0.00021544346900318823,1.5674502849578857,0.8914657235145569,535
1262,21060,890,32.312134,30.76,16,-9.054826736450195,-0.5836383104324341,0.00021544346900318823,1.1640524864196777,0.888226330280304,552
1253,21480,900,33.807518,31.74,17,-9.490750312805176,-0.6110478639602661,0.00021544346900318823,1.0830256938934326,0.8842504620552063,573
1244,21800,910,32.97526,31.01,17,-9.629270553588867,-0.6352640390396118,0.00021544346900318823,1.7520161867141724,0.8812360763549805,589
1237,22180,920,32.44442,31.25,17,-9.880188941955566,-0.6430962085723877,0.00021544346900318823,1.4137288331985474,0.877672553062439,608
1232,22640,930,32.713486,32.41,18,-10.151116371154785,-0.673945963382721,0.00021544346900318823,0.7868040800094604,0.8733817338943481,631
1227,23040,940,32.64705,33.0,18,-10.265948295593262,-0.6915520429611206,0.00021544346900318823,1.7199015617370605,0.869674801826477,651
1216,23720,950,35.37233,34.65,19,-10.396472930908203,-0.7191712856292725,0.00021544346900318823,1.286683440208435,0.8634042143821716,685
1207,24100,960,39.39361,37.05,19,-10.850337028503418,-0.7513462901115417,0.00021544346900318823,1.378255009651184,0.859926164150238,704
1194,24580,970,41.238438,38.66,20,-11.119091033935547,-0.7674658298492432,0.00021544346900318823,1.286311149597168,0.8555589318275452,728
1184,25200,980,44.281876,40.59,21,-11.233057022094727,-0.793178915977478,0.00021544346900318823,1.3369207382202148,0.8499563336372375,759
1173,25620,990,47.798397,43.33,21,-11.682304382324219,-0.8193071484565735,0.00021544346900318823,2.5017597675323486,0.8461918234825134,780
1162,26220,1000,49.934746,44.64,22,-11.816808700561523,-0.8425080180168152,0.00021544346900318823,1.2804702520370483,0.840827226638794,810
1154,26880,1010,53.76351,47.46,23,-12.491724014282227,-0.8779518604278564,0.00021544346900318823,2.6317105293273926,0.8349817395210266,843
1149,27400,1020,58.504425,51.0,23,-12.489700317382812,-0.8929218053817749,0.00021544346900318823,0.4314233064651489,0.8304154276847839,869
1145,28100,1030,62.34002,52.11,24,-13.023111343383789,-0.9346539378166199,0.00021544346900318823,1.0133006572723389,0.8243283033370972,904
1137,28900,1040,66.89756,54.13,25,-12.985219955444336,-0.9615682363510132,0.00021544346900318823,2.308464765548706,0.8174250721931458,944
1130,29500,1050,72.75766,56.85,26,-13.266607284545898,-1.0026824474334717,0.00021544346900318823,2.5282273292541504,0.8123055100440979,974
1124,30260,1060,77.5401,60.13,26,-13.774709701538086,-1.0268158912658691,0.00021544346900318823,1.777298927307129,0.8058510422706604,1012
1120,30720,1070,81.41695,61.58,27,-14.356770515441895,-1.068692684173584,0.00021544346900318823,3.5395724773406982,0.8019835948944092,1035
1111,31300,1080,86.33203,63.55,28,-14.260356903076172,-1.0698546171188354,0.00021544346900318823,2.29449462890625,0.7971376180648804,1064
1108,31980,1090,88.53731,63.65,28,-14.743406295776367,-1.1081849336624146,0.00021544346900318823,0.6044960021972656,0.7914887070655823,1098
1103,32800,1100,90.488075,65.19,29,-15.363646507263184,-1.1497070789337158,0.00021544346900318823,3.0058698654174805,0.7847638130187988,1139
1096,33580,1110,92.60655,65.97,30,-15.810795783996582,-1.1901535987854004,0.00021544346900318823,5.0586090087890625,0.7784342765808105,1178
1092,34320,1120,96.46419,66.73,31,-16.26634407043457,-1.2013663053512573,0.00021544346900318823,0.8490453958511353,0.7724792957305908,1215
1087,34980,1130,100.03804,68.13,32,-16.60418701171875,-1.2643837928771973,0.00021544346900318823,3.3553318977355957,0.7672289609909058,1248
1082,35640,1140,101.24546,68.68,32,-17.20430564880371,-1.25970458984375,0.00021544346900318823,3.755150318145752,0.7620193362236023,1281
1078,36180,1150,102.33224,68.81,33,-17.67568588256836,-1.3144292831420898,0.00021544346900318823,4.622121334075928,0.757788896560669,1308
1072,37080,1160,104.02731,68.18,34,-18.012184143066406,-1.328185796737671,0.00021544346900318823,1.0896967649459839,0.7507811784744263,1353
1067,37680,1170,107.194,69.06,35,-18.727079391479492,-1.3659415245056152,0.00021544346900318823,9.007359504699707,0.7461561560630798,1383
1063,38380,1180,108.326836,69.28,36,-18.529394149780273,-1.404719591140747,0.00021544346900318823,3.543454170227051,0.7407834529876709,1418
1059,39000,1190,110.612274,70.43,36,-18.93729019165039,-1.4045405387878418,0.00021544346900318823,4.552854061126709,0.7360911965370178,1449
1057,39820,1200,114.74634,70.07,37,-19.376155853271484,-1.4582982063293457,0.00021544346900318823,13.19049072265625,0.7299540638923645,1490
1054,40620,1210,117.29922,70.17,38,-19.94467544555664,-1.5215673446655273,0.00021544346900318823,5.704390525817871,0.7240006327629089,1530
1051,41100,1220,121.922806,70.48,39,-20.730270385742188,-1.493930459022522,0.00021544346900318823,5.920116424560547,0.7204493284225464,1554
1042,42280,1230,125.07761,71.66,40,-20.79621124267578,-1.5034511089324951,0.00021544346900318823,4.472115516662598,0.7117601633071899,1613
1037,42860,1240,133.15697,74.2,41,-22.090591430664062,-1.581573247909546,0.00021544346900318823,5.327343463897705,0.707570493221283,1642
1031,44100,1250,137.53984,74.75,42,-22.123111724853516,-1.569075345993042,0.00021544346900318823,0.8714259266853333,0.6986534595489502,1704
1029,44760,1260,144.3877,76.21,43,-22.314308166503906,-1.5701313018798828,0.00021544346900318823,5.12451696395874,0.694020688533783,1737
1026,45760,1270,150.46451,78.31,44,-23.34730339050293,-1.641735315322876,0.00021544346900318823,3.476094961166382,0.6870157122612,1787
1025,46520,1280,158.50246,80.86,45,-23.10542106628418,-1.6969386339187622,0.00021544346900318823,6.773848533630371,0.6817431449890137,1825
1020,47560,1290,165.38556,82.41,46,-23.481918334960938,-1.7290420532226562,0.00021544346900318823,10.393770217895508,0.6746273636817932,1877
1019,48360,1300,170.27795,84.26,47,-24.646780014038086,-1.8823158740997314,0.00021544346900318823,8.957393646240234,0.6691915988922119,1917
1013,49500,1310,178.90967,87.36,48,-25.21405029296875,-1.7988420724868774,0.00021544346900318823,7.2737274169921875,0.6615453958511353,1974
