#{"t_start": 1692443700.3581824, "env_id": "CustomHopper-target-v0"}
r,l,t
9.98785,26,0.403131
9.403729,23,0.515167
28.198892,31,0.653006
9.591879,12,0.703607
9.212669,14,0.774495
7.82344,16,0.852575
8.843239,17,0.937228
12.277283,18,1.027953
7.190652,10,1.09071
8.406093,10,1.13613
13.540743,14,1.195459
14.117719,23,1.306362
8.813213,11,1.378144
6.793003,9,1.417191
154.304205,90,1.828394
29.558527,28,1.939814
24.16658,28,2.054182
19.84736,44,2.257041
14.053833,18,2.320062
26.034134,28,2.433628
14.376838,16,2.527776
10.906846,14,2.602427
10.359108,14,2.902338
9.859738,15,3.344625
8.633395,11,3.582094
17.611045,22,4.028606
10.310507,18,4.428342
19.150462,23,4.890071
2.250137,14,5.158252
10.869447,14,5.463676
9.739877,14,5.764853
8.711289,16,6.091357
19.531141,33,6.882298
18.929791,17,7.203367
6.520332,10,7.407264
12.535543,16,7.797087
40.287985,47,8.833356
13.251187,20,9.241467
25.192067,31,9.872818
13.777088,18,10.225452
9.310107,11,10.433074
12.90602,18,10.741561
11.81802,14,10.992728
23.402574,28,11.510989
16.199214,19,11.883469
230.730367,124,14.486842
9.340003,11,14.693517
5.293059,19,15.075399
14.724352,30,15.686544
9.606071,14,15.989899
14.199075,28,16.592065
7.730095,13,16.937405
16.394641,16,17.258139
12.247572,14,17.591556
7.047743,36,18.374843
14.25775,15,18.680392
11.318921,19,19.055942
10.997985,20,19.451265
49.520635,55,20.548442
30.307847,48,21.556075
8.16783,12,21.828784
5.473826,16,22.154018
9.443156,25,22.652415
9.851554,19,23.038761
14.300399,20,23.406514
9.5291,31,24.0235
14.397249,19,24.371464
7.412046,20,24.75835
10.372591,15,25.044538
23.743277,22,25.576353
4.387115,9,25.775161
17.228162,17,26.098683
7.74753,12,26.339503
15.427492,29,26.932101
12.698098,27,27.481283
6.535776,9,27.678151
8.808943,22,28.136759
15.945695,16,28.495689
9.395682,17,28.845507
13.744841,24,29.309328
6.936487,14,29.598532
12.905871,15,29.980452
18.138247,23,30.428693
29.887339,32,31.149332
9.181467,15,31.473442
11.541427,30,32.066235
8.51742,26,32.62806
13.59341,23,33.154899
10.388748,26,33.702497
15.471603,27,34.311957
8.179688,10,34.523607
18.782986,31,35.114383
8.62564,22,35.584172
8.166294,10,35.805361
14.833048,20,36.23044
13.571344,20,36.6545
9.142192,21,37.122514
7.909027,12,37.462795
18.16682,26,38.098585
13.555467,15,38.427893
8.605085,15,38.773844
16.002509,15,39.072096
11.166511,15,39.412714
7.466975,9,39.589023
13.484258,14,39.88097
6.031527,12,40.135279
7.611593,10,40.357972
12.520094,12,40.634995
14.038295,16,41.071326
12.897275,14,41.327359
8.695877,12,41.562364
8.982036,12,41.820544
20.872558,19,42.190142
9.834155,16,42.545541
7.505843,13,42.807998
10.162794,15,43.110652
11.079474,18,43.506995
7.389891,12,43.73695
14.803806,28,44.271163
7.320407,12,44.515183
22.554902,22,44.93077
16.828795,17,45.23873
25.199841,24,45.728245
9.101159,12,45.952397
22.385178,22,46.383599
46.367647,38,47.176147
11.849852,22,47.626117
7.371913,11,47.856304
15.992264,35,48.612871
17.091763,18,48.991319
7.892757,12,49.234986
18.851389,30,49.927272
7.227474,19,50.362262
9.701761,13,50.685528
6.222254,10,50.898991
6.392092,9,51.096515
11.744785,16,51.425049
7.449483,10,51.641075
10.560546,13,51.948279
12.152342,15,52.278707
16.254608,17,52.693637
10.567633,15,53.01853
14.648518,18,53.492559
13.399087,16,53.908933
8.769796,11,54.172812
6.234767,11,54.423781
8.131694,21,54.8548
7.199592,9,55.08178
7.692986,16,55.419155
13.354128,20,55.890431
7.992142,15,56.20742
19.106468,25,56.753438
11.88008,13,57.035121
10.166101,13,57.299681
5.070586,9,57.467391
12.841855,16,57.824345
4.484633,21,58.279442
7.386438,9,58.477886
10.329762,13,58.73794
4.564973,10,58.943888
9.883289,16,59.26246
30.788776,27,59.839746
5.203696,9,60.023548
10.176133,15,60.350757
12.52548,16,60.694001
6.813481,13,60.951933
4.325736,17,61.286747
5.591297,10,61.472358
6.852965,11,61.710702
7.089606,9,61.891783
7.444992,13,62.117718
8.56424,13,62.366897
12.800019,16,62.677846
12.52682,16,62.970802
7.879593,12,63.195284
6.266162,16,63.509019
13.660819,17,63.837839
6.522297,10,64.024368
7.585979,17,64.361901
17.164977,16,64.653749
6.554618,14,64.913686
10.136878,15,65.249112
7.505497,11,65.479009
9.851189,13,65.732954
16.097482,17,66.056521
7.454526,12,66.296088
5.72357,11,66.490076
5.763615,20,66.900198
9.212739,13,67.191596
5.055277,9,67.396641
11.150243,18,67.782231
16.054942,20,68.169037
5.81707,10,68.395586
7.914507,11,68.629488
7.999163,11,68.85882
7.858951,18,69.319221
8.273096,11,69.587439
7.943082,11,69.833085
12.714066,28,70.461154
6.749502,11,70.690991
4.570149,13,70.980416
7.252724,10,71.203969
11.270979,17,71.581678
7.051383,9,71.781344
22.000378,23,72.318012
8.904292,18,72.71529
12.79895,16,73.166002
9.068801,14,73.501284
10.019114,13,73.811486
5.594378,24,74.394984
6.482431,15,74.763544
6.394553,13,75.042147
7.928633,12,75.306359
7.212433,11,75.53027
6.266417,14,75.841513
8.31495,15,76.181392
9.218559,12,76.432408
6.761356,10,76.664747
10.627162,14,76.953459
6.420758,10,77.212392
12.093766,14,77.557845
11.797401,17,77.946755
1.364881,20,78.377114
8.601112,14,78.689333
14.24797,17,79.069978
7.037321,16,79.420723
9.400506,24,79.978805
6.518049,9,80.187737
6.536888,11,80.470508
7.42684,14,80.803059
9.395977,13,81.08395
9.085612,13,81.370353
7.650402,14,81.654756
10.163261,29,82.250606
1.579944,20,82.660539
15.482855,24,83.134399
8.479915,16,83.445163
4.3388,13,83.748879
8.605416,14,84.002369
8.481711,11,84.222663
7.016519,12,84.464361
10.374543,14,84.739402
10.44887,12,84.986425
18.053674,22,85.381324
15.352312,22,85.828453
6.133305,12,86.044243
5.05244,26,86.594798
5.102669,13,86.828575
