time/episodes,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/n_updates,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/learning_rate,train/ent_coef
410,22.27,2544,3,19.827416919999997,9041,,,,,,
420,22.59,2563,3,20.8448463,9301,,,,,,
430,23.05,2567,3,22.068357059999997,9590,,,,,,
440,23.78,2585,3,22.873547340000002,9881,,,,,,
450,23.7,1859,5,22.62253774,10079,78,-4.771732330322266,1.2683606147766113,-0.06335899978876114,0.0001623776739188721,0.9875470995903015
460,23.55,1186,8,22.454608439999998,10263,262,-6.502911567687988,0.8262619972229004,-0.2142741084098816,0.0001623776739188721,0.9584550857543945
470,22.83,840,12,20.003531080000002,10500,499,-8.593605041503906,0.9428926706314087,-0.4062340259552002,0.0001623776739188721,0.9223588109016418
480,25.13,583,18,22.447185840000003,10913,912,-12.734925270080566,1.7770323753356934,-0.7009427547454834,0.0001623776739188721,0.8634693622589111
490,27.75,424,26,26.080595299999995,11433,1432,-17.567462921142578,2.4872779846191406,-1.0181125402450562,0.0001623776739188721,0.796906590461731
500,29.69,351,33,30.861329,11822,1821,-21.216201782226562,5.71843147277832,-1.2067515850067139,0.0001623776739188721,0.7515753507614136
510,33.15,294,41,39.92115433,12356,2355,-26.97808837890625,10.830116271972656,-1.4424641132354736,0.0001623776739188721,0.6948335766792297
520,38.7,241,54,54.40851018,13171,3170,-34.74280548095703,17.66262435913086,-1.5628364086151123,0.0001623776739188721,0.6184121370315552
530,45.11,203,69,71.44830644,14101,4100,-45.099815368652344,16.166946411132812,-1.7827558517456055,0.0001623776739188721,0.5429331660270691
540,51.91,178,84,90.03136918000001,15072,5071,-54.17787170410156,21.724416732788086,-1.889277696609497,0.0001623776739188721,0.4738563299179077
550,59.58,159,100,109.68184939000001,16037,6036,-63.75379180908203,27.325328826904297,-2.1695454120635986,0.0001623776739188721,0.4114435315132141
560,67.12,146,116,128.79957666,16975,6974,-72.04731750488281,42.71407699584961,-2.229680299758911,0.0001623776739188721,0.35790956020355225
570,74.11,135,132,147.8861286,17911,7910,-77.92511749267578,31.89950942993164,-2.341428279876709,0.0001623776739188721,0.31191346049308777
580,79.78,126,149,165.70959617,18891,8890,-86.90666961669922,14.105401992797852,-2.979388952255249,0.0001623776739188721,0.2704178988933563
590,84.89,119,167,182.14595230000003,19922,9921,-93.42373657226562,107.49431610107422,-2.6811890602111816,0.0001623776739188721,0.23173359036445618
600,91.49,112,185,198.84317261000004,20971,10970,-98.56844329833984,35.454872131347656,-2.9489426612854004,0.0001623776739188721,0.19969286024570465
610,97.15,107,204,213.75519953,22071,12070,-106.13939666748047,34.37248992919922,-1.6408675909042358,0.0001623776739188721,0.17567236721515656
620,100.11,103,223,222.37365228000002,23182,13181,-108.93582916259766,85.87358093261719,-1.1050218343734741,0.0001623776739188721,0.1533259004354477
630,101.85,99,244,228.45635933000003,24286,14285,-118.60665893554688,46.32136917114258,-0.8784867525100708,0.0001623776739188721,0.1356794536113739
640,102.8,96,263,232.35138616,25352,15351,-124.80036926269531,56.726966857910156,-0.7652363777160645,0.0001623776739188721,0.12598030269145966
650,103.95,93,282,236.89621619999997,26432,16431,-126.90386962890625,98.10325622558594,0.5351906418800354,0.0001623776739188721,0.12134202569723129
660,105.27,91,302,241.51863788999998,27502,17501,-133.3597869873047,31.32549285888672,0.499267041683197,0.0001623776739188721,0.11885243654251099
670,106.5,88,320,245.17942045,28561,18560,-134.83248901367188,30.924997329711914,-0.007261395454406738,0.0001623776739188721,0.11503657698631287
680,107.37,87,340,248.36473049000008,29628,19627,-139.28196716308594,37.58355712890625,0.690365195274353,0.0001623776739188721,0.10894765704870224
690,107.55,85,358,250.29029945,30677,20676,-139.787841796875,33.62713623046875,-0.44794636964797974,0.0001623776739188721,0.10697195678949356
700,106.77,84,375,248.73467761,31648,21647,-144.48887634277344,28.490659713745117,0.10844039916992188,0.0001623776739188721,0.10919790714979172
710,106.04,82,394,246.80279500999998,32675,22674,-147.9414825439453,57.356689453125,-0.569412887096405,0.0001623776739188721,0.10806415230035782
720,105.87,81,413,246.56010876,33769,23768,-143.2287139892578,55.611724853515625,-0.040198713541030884,0.0001623776739188721,0.10090196877717972
730,106.37,80,433,247.69368177000004,34923,24922,-148.24697875976562,102.92585754394531,0.04601454734802246,0.0001623776739188721,0.0940314307808876
740,108.88,79,457,252.95600673999996,36240,26239,-153.45965576171875,42.30661392211914,0.5489383935928345,0.0001623776739188721,0.09859741479158401
750,114.47,78,485,261.94001263999996,37879,27878,-144.82936096191406,40.68970489501953,-0.28332990407943726,0.0001623776739188721,0.11601769924163818
760,119.79,77,508,264.78403921,39481,29480,-151.72024536132812,23.414098739624023,-1.255509376525879,0.0001623776739188721,0.10924501717090607
770,123.44,77,528,255.78462377000002,40905,30904,-155.96063232421875,27.988792419433594,-1.3529436588287354,0.0001623776739188721,0.0994291827082634
780,121.2,77,540,238.15511646000002,41748,31747,-150.70748901367188,46.758609771728516,0.7348165512084961,0.0001623776739188721,0.09359335899353027
790,121.31,77,555,222.98785329000003,42808,32807,-153.05641174316406,207.0732879638672,0.23302605748176575,0.0001623776739188721,0.08251505345106125
800,125.58,76,574,232.26303885999997,44206,34205,-153.23963928222656,170.54769897460938,0.6075049042701721,0.0001623776739188721,0.08303768187761307
810,127.15,76,591,236.77037919999998,45390,35389,-154.45448303222656,36.24266815185547,-0.12462334334850311,0.0001623776739188721,0.10019994527101517
820,127.85,76,608,238.82859305000005,46554,36553,-158.191162109375,14.936710357666016,-0.46665728092193604,0.0001623776739188721,0.10541216284036636
830,128.45,76,624,240.83990251000003,47768,37767,-154.05435180664062,30.146263122558594,-0.02163175493478775,0.0001623776739188721,0.09941814094781876
840,127.82,76,641,240.46975395,49022,39021,-152.2872314453125,13.420366287231445,-0.7432036399841309,0.0001623776739188721,0.09045557677745819
