rollout/ep_rew_mean,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate
151.54375,26,800,77.54,1060,27660,-9.015771865844727,882,0.4380375146865845,0.09255458414554596,-7.687877655029297,0.002976351441631319
162.38185,27,810,81.24,1049,28820,-9.521012306213379,940,0.425033301115036,0.08250096440315247,-6.397662162780762,0.002976351441631319
172.89656,28,820,83.61,1042,29480,-10.029206275939941,973,1.0143396854400635,0.07753892987966537,-7.131021976470947,0.002976351441631319
179.48676,29,830,85.29,1029,30480,-10.44655990600586,1023,0.9664909839630127,0.07081308215856552,-7.839754581451416,0.002976351441631319
184.87709,30,840,87.33,1024,31160,-10.725088119506836,1057,0.4949433207511902,0.06682413816452026,-5.249331474304199,0.002976351441631319
184.41881,31,850,86.37,1020,32200,-11.632780075073242,1109,0.48239243030548096,0.06199171021580696,-6.457868576049805,0.002976351441631319
183.77846,32,860,86.26,1016,32920,-11.158346176147461,1145,1.373744249343872,0.058657459914684296,-5.819248199462891,0.002976351441631319
183.11516,33,870,86.37,1010,33980,-12.468222618103027,1198,1.2065097093582153,0.05419652909040451,-5.902310848236084,0.002976351441631319
186.41609,34,880,87.6,1007,34800,-12.599239349365234,1239,0.45733803510665894,0.05134781450033188,-2.146317958831787,0.002976351441631319
186.96478,35,890,87.58,1000,35920,-13.567281723022461,1295,0.9367660284042358,0.04827157407999039,-4.596031188964844,0.002976351441631319
185.60165,36,900,87.4,997,36520,-13.42418384552002,1325,0.7933878898620605,0.046657998114824295,-3.69588303565979,0.002976351441631319
185.64626,37,910,87.71,993,37740,-13.58198356628418,1386,1.6941521167755127,0.04328514635562897,-0.4929184317588806,0.002976351441631319
184.86845,38,920,87.72,991,38520,-14.175396919250488,1425,2.4389660358428955,0.04154682531952858,-2.266998767852783,0.002976351441631319
187.21138,40,930,88.45,987,39560,-14.925209999084473,1477,0.555196225643158,0.03971308842301369,-1.1732219457626343,0.002976351441631319
190.19801,41,940,89.39,985,40580,-15.573799133300781,1528,1.2267885208129883,0.038149360567331314,-4.10117244720459,0.002976351441631319
194.29785,42,950,90.48,981,41460,-16.837671279907227,1572,1.990922212600708,0.037009015679359436,-3.359916925430298,0.002976351441631319
195.2279,43,960,90.9,980,42340,-16.854978561401367,1616,1.2483545541763306,0.03582313284277916,-3.7931411266326904,0.002976351441631319
195.93121,44,970,91.08,976,43200,-16.472793579101562,1659,2.0787458419799805,0.03472527116537094,-3.092151165008545,0.002976351441631319
197.02802,45,980,91.53,974,44500,-17.098636627197266,1724,1.7342634201049805,0.0335591584444046,-5.630318641662598,0.002976351441631319
202.2576,46,990,93.0,973,45220,-18.481191635131836,1760,0.5547000169754028,0.032390035688877106,0.550278902053833,0.002976351441631319
210.67508,47,1000,95.14,973,46160,-18.193126678466797,1807,1.5522565841674805,0.03138963505625725,3.1719164848327637,0.002976351441631319
211.50494,48,1010,95.13,976,47040,-18.678871154785156,1851,2.525857448577881,0.030948124825954437,-2.105060577392578,0.002976351441631319
213.09055,49,1020,95.48,980,48200,-20.053295135498047,1909,1.152016520500183,0.030118321999907494,2.3196825981140137,0.002976351441631319
222.45007,50,1030,98.01,983,49500,-20.070945739746094,1974,3.1720783710479736,0.029335984960198402,-1.7370611429214478,0.002976351441631319
